Speaker,Umineko Project (UP)
,Both of them...fell through the courtyard.
,One drifted down. The other tumbled through the air.
,"Then, there was a soft sound and a dull thud."
,......The first was the sound of Battler landing gently in the courtyard.{n}The second was the sound of Dlanor crashing down.
,"After crouching down for a while, .........Battler slowly stood up."
,"Though he had jumped down from the third floor, ......he had landed as lightly as though he had merely jumped over a fence......"
{f:5:Beatrice},"""B‐...Battleeeeeeeeeeer.........!!"""
,"Beato leaned out of the study window, looking to see if the supposedly wingless Battler had landed safely."
Ushiromiya Battler,"""Beato!! Come on, jump!!"""
{f:5:Beatrice},"""Huh......?!"""
Ushiromiya Battler,"""That window is our way out! ......So jump!! You aren't the kind of witch who'd let herself be trapped inside a locked room!!"""
,"The study was no longer a locked room.{n}She could jump from here, escape from here...!"
,The locked room which had threatened to capture the witch and suffocate her had now been destroyed.
{f:5:Beatrice},"""M‐......mm...!! Y‐you too, Kinzo...!"""
Ushiromiya Kinzo,"""Go. From the moment Battler showed his answer, my spirit had already escaped from this room."""
,"Kinzo's form became a group of gold butterflies and disappeared.{n}The locked‐room barrier had dissolved, and the power which denies magic had scattered."
,Beato ran towards the window.{n}......That was the only exit from the locked room of this witch hunt.
,"After glancing at the Inquisitors and the Chiester Sisters, she readied her wound‐covered body and ran towards the window, just like Battler had done."
,She looked like Cinderella running as she heard the bell toll.
Furudo Erika,"""Y‐you're not getting away, {f:5:Beatrice}, you witch illusion!!"""
,"Erika flew at Beato, trying to grab onto her as she dashed away, but it was like trying to catch smoke, and Erika landed face‐first on the floor."
,"......There's no way a {y:0:Human}{n:0:human} can catch a witch.{n}For one such as her, without love, even touching Beato was impossible...!"
Furudo Erika,"""Chiester Troops, shoot the witch! Shoot her dead!!"""
Chiester00,"""Alignment conflict. Unable to fire."""
Gertrude,"""For your attention: we have no barrier prepared which can block Battler's blue truth."""
,Both Chiester00 and Gertrude spoke with unbelievably calm voices.
Furudo Erika,"""N‐no one can stop any of them? Not Battler? Or Kinzo? Or {f:5:Beatrice}?! If these guys escape, then......m‐......my locked room, my deduction...!!"""
Furudo Erika,"""And I......the detective, ...Furudo...Erika...kkg{0}g{0}g{0}h{0}h{0}h{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}g{0}g{0}g{0}h{0}hgh! Gyaaa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}g{0}g{0}g{0}h{0}h{0}h{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahhh!!!"""
,"Erika crouched, screaming and clutching at her head."
Ushiromiya Battler,"""You're the great Golden Witch! You can't be defeated by something like that geezer's grubby study!! It's still just the first twilight! Show these newcomers that your game isn't that easy!!"""
,"Just like Battler, Beato also......jumped."
,She drifted down through the gemdrop jewelry‐box world into Battler's chest.
,......Battler caught her with both arms as though catching an angel's wings.
,"It was like a knight catching a princess who had been locked up in a tower, ......like a beautiful picture of a scene in some fairy tale..."
Gaap,""".........Crap, ......I think I'm in love. ...Are all the Ushiromiya family heads guys like this?"""
Ronove,"""If you were to chronicle all the daring exploits of Ushiromiya Kinzo, ......you would probably have a tale longer and wilder than all the grimoires in the study put together. It seems the tale of the next head will be worth writing down as well. In fact, it already is being written. It's already a very, very long tale. ......Pu ku ku ku."""
,"The demons giggled on top of the roof, holding umbrellas.{n}Then, they quietly looked down over the two in the courtyard."
{f:5:Beatrice},"""Hah, hahhahhahahahahahaha... ......You're......not bad at all......"""
Ushiromiya Battler,"""I guess all your games've toughened me up."""
,"In shock, Beato.....actually praised Battler as he held her in his arms."
,Battler laughed in his usual carefree way......
Furudo Erika,""".........Th‐......this is.........impossible...impossible!!"""
,"Erika looked down from the window and clenched her teeth, still clutching at her head."
,"Still holding Beato in his arms, Battler grinned back."
Ushiromiya Battler,"""Erika."""
Furudo Erika,"""......Wh‐...what is it...?"""
Ushiromiya Battler,"""I'm not giving the riddle of the Golden Witch up to you. I'm going to solve it. ......That riddle belongs to the two of us. Right, Beato?"""
{f:5:Beatrice},"""Y‐......yes...! My riddle is...yo‐......yo‐......"""
Ushiromiya Battler,"""Yo?"""
,"As Battler gave her a mischievous grin, Beato's face turned uncharacteristically red. But even so, she spoke with a refreshingly bright expression while laughing loudly."
{f:5:Beatrice},"""My riddle is...yo‐......yours......yours alone...!! Ushiromiya Battler! I won't let anyone else solve it...!!"""
Ushiromiya Battler,"""Heheh, listen to her, saying something like that...!!"""
,"Battler snorted, amused that Beato had said something so unlike her."
,"And, still holding Beato in his arms, he spun around in a kind of waltz."
,The falling gemdrops celebrated their overcoming of this trial......
Furudo Erika,""".........He jumped down from the third floor...? ......Unharmed...? He jumped down......and escaped from the locked room...? Th‐this is ridiculous...... This isn't reasoning... ......It's insane!!"""
,"If Battler had at least been seriously injured and writhing in the mud, ......Erika might still have had some ground to stand on."
,She might have been able to claim that Kinzo couldn't have jumped down with his old body and gotten away unscathed.
,"......However, Battler stood calmly in the courtyard, looking up at Erika with the dignity of the victor."
Furudo Erika,"""Le‐...let me ask all of you again. ......This...can't be possible, right? There's no way a {y:0:Human}{n:0:human} can jump out of a third story window and land unharmed...!!"""
Furudo Erika,"""Isn't that right, everyone...?! Much less Kinzo‐san, jumping down from the third floor at his age!! There's no reasoning behind this!!"""
,"Erika tried to get everyone's agreement and somehow turn things around, ......but their responses were no different from how they had been a short while ago."
Nanjo Terumasa,"""No, with Kinzo‐san, it's a possibility."""
Ushiromiya Rudolf,"""Wouldn't put it past Dad."""
Ushiromiya Eva,"""This is Father we're talking about......"""
Ushiromiya Hideyoshi,"""There're plenty of crazy stories about that man. Somethin' like this wouldn't surprise me at all."""
Furudo Erika,"""Wh‐......what.........?!! I‐...is there something wrong in your heads, in your minds, people?!?!"""
Ushiromiya Kyrie,"""At any rate, ......it looks like your locked‐room argument wasn't perfect."""
Furudo Erika,"""Ah......gggrrrrrrrrggh...!!"""
,"Not only the servants, but the family members also agreed."
,They all agreed that there would be nothing strange about Kinzo jumping down from a third‐floor window.
,J‐just who in the world...is this Ushiromiya Kinzo person...?!!
{f:5:Beatrice},"""Well, I'll give you 60 points... Kinzo would have done it with a bit more flash in his younger days. It needs some more tweaking."""
Ushiromiya Battler,"""Oh, and how much should it be tweaked?"""
{f:5:Beatrice},"""W‐well... Umm, ......h‐he might have jumped down with me in h‐his arms!"""
Ushiromiya Battler,"""Got it. Next time we do this, I'll jump down with you in my arms."""
{f:5:Beatrice},"""I, ......I'd like to see you try..."""
,"Beato's voice went very shrill, and she gulped."
,"Then, her body suddenly became a group of gold butterflies and crumbled away."
,"It was because many people had rushed up to the window, and she was being bathed with gazes filled with the anti‐magic toxin."
,Beato's body became invisible to them and melted into the air...
,"So to their eyes, it appeared that Battler was standing all alone out in the courtyard..."
Ushiromiya Rudolf,"""Battleeeeeeeeer!! You okaaaaaaaaay?!!"""
Shannon,"""I‐it looks like he's alright...! Thank goodness!"""
Dlanor,"""......I am {f:5:defeated}... ......In that case, for the benefit of the people in the study, ......deliver me the final {f:5:blow}. Use your final blue truth to show how Kinzo escaped from the locked room of that {f:5:study}."""
,There was no pain in Dlanor's expression.{n}...Pleasure and pain never showed up on her face in the first place.
,"However, she used her longsword as a crutch as she struggled to her feet, so it was easy to tell that she had taken heavy damage."
,"And despite her lack of an expression, you could tell that this was a loss she could accept."
,Battler and Dlanor turned to face each other.
Ushiromiya Battler,"""Here I go."""
Dlanor,"""Yes, {f:5:come}. ....................."""
,"As though readying herself, Dlanor quietly closed her eyes, but she still stood tall and maintained her air of dignity."
Ushiromiya Battler,"""This is my blue truth."""
,The blue power gathered.{n}......Battler slowly approached Dlanor.
,"Then, he faced the rainy sky and yelled out the blue truth."
Ushiromiya Battler,"""{p:2:Ushiromiya Kinzo escaped from the study through the window when Aunt Natsuhi couldn't see him. Aunt Natsuhi didn't notice and locked the window. This way, Aunt Natsuhi can see Grandfather go to bed at eleven o'clock and Grandfather can escape from the study without contradicting the lock of the window or the door sealed by the receipt. I proved through my demonstration that this escape was physically possible. Therefore, this battle is over}!!"""
,"The blue wedge flashed through the courtyard along with a blue bolt of lightning, and roared down towards Dlanor's forehead as she stared up at the sky."
Dlanor,"""........................ah."""
Ushiromiya Battler,""".........Beato's games are no walk in the park. It's doubtful whether the conventions of the mystery genre even apply here. Your swordsmanship isn't bad, but you should be a bit more flexible in your thinking."""
,......A massive blue wedge which looked like a pillar......was above Dlanor's forehead......and had stopped with its tip just slightly touching her.
,It didn't run her through.
,......It made no mark larger than being poked with a pencil.
,"When Battler snapped his fingers, the blue wedge shattered, and became a shower of translucent gems, .........no, drops of rain that poured down over the courtyard."
,Dlanor sat down in an absent sort of way...
,"Amidst the thunder and rain, the successor to the Ushiromiya family faced the people staring down from the study......and spread his arms wide..."
Ushiromiya Battler,""".........Welcome to Beato's and my game. We receive you with open arms! Furudo Erika......!"""
Furudo Erika,"""Ahhaha...... .........Ah{0}hah{0}hah{0}hah{0}ha, kah{0}hah{0}hah{0}hah{0}hah{0}ha...!! I like it, Ushiromiya Battler...! <Good>, truly <good>...!! Ah{0}hah{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha...!! I'll devour it whole, this riddle of the witch...!! All the way deep into its guts while it's still alive!! Ah{0}hah{0}hah{0}hah{0}hah{0}ha{0}ha{0}ha{0}ha{0}he{0}hyah{0}ha{0}ha{0}hahha!!"""
,"Battler and Beato both looked calmly up at Erika, who couldn't contain that evil laugh......"
{f:5:Lambdadelta},"""Ohhohohohohohohoho, ooo{0}ho{0}ho{0}ho{0}ho{0}ho{0}ho{0}ho{0}hyah{0}hya{0}a{0}aahhh!! Ah, this is good stuff!! Erika, that was so laaaame, ehi{0}hhah{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha!!"""
Furudo Erika,"""G......gah......... L‐Lady {f:5:Bernkastel}... ......M‐my apolo...gies......"""
{f:5:Bernkastel},"""That face of yours. ......It's so incredibly laughable that I'd like to squash it flat and put a frame around it. *giggle*giggle*giggle*giggle*, my double is so...pathetic, pathetic, shameful, shameful, heh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eeheh{0}eh{0}ehi{0}hhhi{0}hi{0}hi{0}hi{0}hi{0}hhi{0}ha{0}ha{0}hyhah{0}aha{0}ha{0}ha{0}haha!!"""
,"Bathed in the sneers of {f:5:Bernkastel}, the being who was like a mother to her, ......Erika was so ashamed that it looked as though she'd chew her lower lip to pieces..."
Furudo Erika,"""......For this...I swear.........I swear......... Ghhhhh......!! Ushiromiya Battler... ......{f:5:Beatrice}...... ......Ushiromiya............Natsuhii{-}i{-}i{-}i{-}i{-}i{-}i{-}iii........iih{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi...!! Hi{0}hyah{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haa{0}ha{0}haaah!!"""
Ushiromiya Battler,"""This riddle is ours. ......I won't let anyone else get in the way...!! {f:5:Beatrice}!!"""
{f:5:Beatrice},"""Y‐......yes!"""
