Speaker,Turkish (TR)
Ushiromiya George,"""Son birkaç yıldır çok daha kötüleşti... Normal olduğunda sorun olmuyor... Ama aniden bir atak geldiğinde, öksürmeden duramıyor."""
Ushiromiya Jessica,"""*cough* *cough*!! uu, ga*COUGH* *coughcough*!! *kofkof*, *kofkof*!!"""
Kanon,"""......Leydim, ilacınız. .........İşte..."""
Ushiromiya Jessica,"""...............nnn...... ......*coughcough*!!"""
,"Kanon-kun'dan astım spreyini alan Jessica, onu pratik bir şekilde kullandı."
,"...Bir süre için boğazı hala kaşınıyor gibi görünüyordu, ama yavaş yavaş sakinleşti..."
Ushiromiya Battler,"""İyi misin, Jessica...? Beni korkuttun..."""
Ushiromiya Jessica,"""......Bu önemli bir şey değil. ...Endişelenme..."""
,Jessica'nın tüm vücudunu boncuk boncuk ter kaplamıştı ve sert nefes alışını gizleyemiyordu ama ani atağı şimdilik sakinleşmiş gibi görünüyordu...
,Bu rahatsızlık odanın düşmanca atmosferini garip ve tedirgin bir duruma sokmuştu.
,Ama bu iyiydi. ......Herkesin birbirinden şüphelenmesine kesinlikle gerek yoktu.
,"Düşündüğünüzde, birbirimizin mazeretlerini araştırmak ve katili aramak bile muhtemelen tamamen gereksizdi."
,"Sonuçta biz sadece güçsüz, sıradan insanlarız, ve yarın polis geldiğinde, kesinlikle en gelişmiş teknikleri kullanacak ve olayı derinlemesine araştıracak, tüm bilmeceleri çözecek ve katili tutuklayacaktır..."
Ushiromiya Eva,"""............Aah, gerçekten de Battler-kun sanırım haklı. ...Natsuhi nee-san şüpheli olduğu gibi, bizim de şüpheli olduğumuz gerçeğini görmezden gelemem. Şu anda bunu tartışmak kesinlikle anlamsız. ...Bu işi yarın polise bırakırsak her şey yoluna girecek."""
Ushiromiya Eva,""".........Ama Battler-kun sen de bilmek istemiyor musun? Katilin kim olduğunu? ...Senin için değerli birini kaybetmekten duyduğun acıyı tam şu anda onlara anlatmak istemiyor musun?"""
Ushiromiya Battler,""".........Bunu inkâr etmeyeceğim. Bu iğrenç saçmalığı yapan piçin gitmesine izin vermek için bir gün bile çok yeterli bir süre olabilir."""
Ushiromiya Battler,"""......Ama bu 18 kişiden birinden şüphe duymak istediğim anlamına gelmiyor. Biraz önce söylediklerime rağmen, senden şüphe etmek bile istemiyorum Eva Teyze. ...Benim için sen her zaman haylaz ve eğlenceli olan harika bir teyzesin."""
Ushiromiya Battler,"""......Böyle bir teyzeye kötü söz söylemek istemem. Buradaki tek bir kişi bile bunu yapmak istemez. .........Öyle değil mi? Millet?"""
Ushiromiya George,"""..................Battler-kun gibi hissediyorum. ...Suçlama yapmak anlamsız. ......Muhtemelen sabahtan beri bu kadar çok insan bir yerde toplandığı için stres oluşmuştur."""
Nanjo Terumasa,"""......Muhtemelen. Bu çok doğal... Söylemesi kolay olabilir ama bence hepimiz mümkün olduğunca sakinleşmeliyiz..."""
Ushiromiya Hideyoshi,"""...............Eva. Sence de kafamızı sakinleştirmemiz gerekmiyor mu? ...Bence fiş babamın nerede olduğunu bulmak için önemli bir ipucu olacak. Polise geldiklerinde bundan bahsetmeliyiz..."""
Ushiromiya Eva,"""...Evet, haklısın. ...Evet. Fişle ilgili kısmı çözdüğümde biraz zafer kazanmış gibi hissettim. ......Tabii ki sadece Natsuhi nee-san'dan şüphelenmek adil değil. Biz de aynı şekilde şüpheliyiz."""
Ushiromiya Eva,"""......Ama Battler-kun, biliyor musun? En azından fişle ilgili kısım gerçek, tamam mı? ...Bunu unutma. Ve bunun ne anlama geldiğini derinlemesine düşünmeye çalış, tamam mı...?"""
Ushiromiya Battler,"""....................."""
Ushiromiya Natsuhi,"""...................................."""
,Eva Teyze ve Hideyoshi Amca ayağa kalktı.{n}Salondan ayrılmayı planlıyorlarmış gibi görünüyordu.
Ushiromiya Eva,"""Ne de olsa, dedektifçilik oynamaya devam etmemiz anlamsız. Her halükarda polis eninde sonunda her şeyi ortaya çıkaracak."""
,.........Bu doğru.
,"Bu dedektif oyununu oynamasak bile, tayfun geçtiğinde, ...ve o canlı martılar limana döndüğünde her şey yoluna girecekti."
,"Evet. Eğer üstüne düşünürseniz, bu tür bir suç tamamen önemsizdi."
,......Hiçbir şey yapmasak bile—{ruby:when the seagulls cry:{i:martılar ağladığında}}—her şey kesinlikle çözülecek.
Ushiromiya Eva,"""...Natsuhi nee-san, artık yüzümü bile görmek istemediğini varsayıyorum? Ben de öyle hissediyorum. ...Yanlış hatırlamıyorsam dün, konukevine geri dönmemize gerek kalmasın diye bizim için malikanede bazı odalar hazırlatmıştınız?"""
Ushiromiya Eva,"""Orada bir banyo ve tuvaletin yanı sıra kapıyı kilitlemek için bir kilit ve bir zincir olmalı. Hatta yatacak bir yatak bile var ve kocam hangi kanalı izleyeceği konusunda Maria-chan'la kavga etmek zorunda kalmadan televizyon izleyebilecek."""
Ushiromiya Natsuhi,""".................................... ......İstediğinizi yapabilirsiniz. ...Ama...dikkatli olduğunuzdan emin olun."""
Ushiromiya Eva,"""Teşekkürler, Nee-san. ...Ve sen de kendi işine bak. Herkese göz kulak olman için sana güveniyorum, tamam mı? Çünkü katil kesinlikle aramızdan biri. ...Ve Nee-san, senin de izlendiğini unutmadığından emin ol."""
Ushiromiya Natsuhi,""".........Yeterince veda konuşması yapmadın mı?"""
Ushiromiya Eva,"""...Evet, bu kadar yeter. .........Görüşürüz, Natsuhi nee-san. ......Genji-san, lütfen yemek vakti geldiğinde bizi çağır. O zamana kadar, kendimizi zincirle kilitli tutacağız."""
Ushiromiya Hideyoshi,"""..........................."""
Ushiromiya Natsuhi,"""......Genji, Kanon. Onlara misafir odasına kadar eşlik edin."""
Ushiromiya Eva,"""Bize bir şey olmaz. İşin sonunda, katilin bana eşlik etmiş olmasını istemiyorum. Aslında, biz odamıza ulaşana kadar kimse bu odadan çıkmazsa daha rahat hissederim. .........Gidelim, George."""
Ushiromiya George,"""...............Ben burada herkesle kalacağım."""
Ushiromiya Eva,"""George...! Katil bu odada. Böyle bir yerde kalmayı mı planlıyorsun...?!"""
Ushiromiya George,"""......Bu odadan ayrılmak...akrabalarımdan birinden şüphelenmekle aynı şey olur. ...Ben......ailemizden herhangi birinin böyle korkunç bir şey yapabileceğine inanmayı reddediyorum."""
Ushiromiya Eva,"""George...! ......Hayatım, ona bir şey söyle...!"""
Ushiromiya Hideyoshi,""".........George zaten bir yetişkin. ...Eğer kuralları ona bu odadan çıkmamasını söylüyorsa, o zaman bu ona kalmış. Bırak ne istiyorsa yapsın..."""
Ushiromiya George,"""...Baba..."""
,Eva Teyze ve Hideyoshi Amca gittiler.{n}Arkalarından seslenen tek ses yağmurun sesiydi.
,Salon vahşi atmosferinin altına gömülüyordu...{n}Saate baktığımda çoktan akşam olduğunu görünce şaşırdım.
,".........Gerçekten bu kadar gereksiz şeyler için endişelenerek, konuşarak, kavga ederek bu kadar zaman geçirmiş miydik...?"
,"Sıkıldığımı hissederek kafamı kaşımaya başladım, tam o sırada..."
,...Maria ve ben göz göze geldik.
,Onun tamamen televizyona dalmış olduğunu düşündüğüm için biraz şaşırmıştım.
Ushiromiya Battler,"""......Şimdi inanacağım."""
Ushiromiya Maria,"""Uu...?"""
Ushiromiya Battler,"""Mektup, cinayetler, her şey—hepsi {f:5:Beatrice}'in işiydi. ...Hayır, aslında keşke ortaya çıkıp bunun doğru olduğunu söyleseydi. .........Bunun 19. kişinin işi olmasını istiyorum. Aksi takdirde, 18'imiz birbirimizden şüphe etmeye devam edeceğiz... ...Bence 19. kişiye inanmak bundan daha iyi..."""
Ushiromiya Maria,""".............................."""
Ushiromiya Battler,"""...Büyükbabamı kapıları ya da pencereleri açmadan dışarı çıkarmak {f:5:Beatrice} için çocuk oyuncağı olmalı, öyle değil mi...?"""
,Maria kısa ve tek bir nefes aldıktan sonra başını öne eğdi......ve sonra başını tekrar kaldırdı.
Ushiromiya Maria,"""............Bu doğru. Kihihihihihihihi, kapıyı kilitlemek bir cadıya karşı işe yaramaz. ......{f:5:Beatrice} 72 iblisin hepsine aşinadır. 33. sıradaki Gaap, istenilen kişiyi anında herhangi bir yere taşıma gücü verir."""
Ushiromiya Maria,"""...Ona göre, bir insanı kilitli bir odadan çıkarmak hiç de zor değil, anlıyor musun? Kihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi..."""
Ushiromiya Battler,"""Cadılar kesinlikle inanılmaz. ......Eğer başka bir suç daha işlemeyi planlıyorsa, bunu hiçbir insanın yapamayacağı bir şekilde yapmasını, ......ve beni 19. bir kişinin, ......hayır, bir cadının var olduğuna inandırmasını söyle."""
Ushiromiya Maria,""".................................Kihihi. ......Pekala. Eğer onunla karşılaşırsam, ona söylerim."""
,Kahretsin... Artık kendi düşüncelerimi bile anlamıyorum...
,"Bir 19. kişiye inanmaya yönlendirildiğimde, bunu reddediyorum ve sadece 18 kişi olduğuna inanmaya yönlendirildiğimde, bunu da reddediyorum."
,"Buradaki 18 kişiden daha fazlası olmasını dilesem de, o 19. kişinin varlığını kabul edemiyorum."
,"......Kısacası, 18'den fazla kişi olsa da 19'dan az kişi var.{n}......Bu malikanedeki insan sayısı 19>X>18.{n}Yani kişi sayısı bir tamsayı ile gösterilemez."
,"......Bununla birlikte, ondalık noktadan sonra herhangi bir şey olması imkansızdır.{n}İnsan sayısını bir tam sayıdan başka bir şeyle temsil edemiyor olmanız gerekir."
,"...Ama yine de, 19>X>18.{n}Neden 1'den küçük bir sayı bu işe karışıyor...!"
,"Bu hiç şaşırtıcı değil. ...Bu 19. kişi {i:gözle {y:1:‘görülemez’}{n:1:görülemez}, görünmez bir varlıktır}.{n}Bu nedenle, insan sayılarını tanımlamak için kullanılması gereken tamsayı gösteriminde {i:{y:1:‘görülemez’}{n:1:görülemez}}."
,O cadı {y:1:‘görülemez’}{n:1:görülemez}.{n}Çünkü {f:5:Beatrice}'in bir bedeni yok.{n}Dolayısıyla görünmez.
,"{n}19. kişi var mı, yok mu?{n}Cadı gerçek mi, değil mi?"
,19>X>18.{n}...Cadı bu X'in içinde bir yerlerde...!
