Speaker,Spanish (ES)
,... Sus entrañas habían sido perforadas tantas veces... Que era normal.
Ushiromiya Battler,"""Lo que significa que el misterio del asesinato de doctor Nanjo es tu última línea de defensa para tu existencia como bruja, ¿verdad?..."""
{f:5:Beatrice},"""... Eso parece. Si esto se quebranta, significará que todos mis misterios han sido quebrantados... A menos que contrarreste una de tus verdades con alguna verdad roja, o presente un nuevo misterio, yo... moriré."""
Ushiromiya Battler,"""... No tienes el aspecto de alguien al que han acorralado y está al borde de un precipicio... Todavía te queda algún tipo de as bajo la manga, ¿verdad?..."""
{f:5:Beatrice},"""Bueno, ¿quién sabe?... ¡Ya me he cansado de una vida demasiado larga después de mil años!... He empezado a pensar que quizá no sea tan malo morir a manos de un digno rival como tú, a quien conocí al final de todo."""
{f:5:Beatrice},"""*carcajada*carcajada*, espero que {i:puedas} hacerlo. Hazlo... Vamooos, mátameeeeeee. ¡Siempre soy yo la que mata, y nunca he tenido la experiencia de que me maaaaaateeeeeen!"""
{f:5:Beatrice},"""¡¡Los he matado a los 18 cientos de veces, pero yo no he sido asesinada ni una sola vez... quiero experimentarlo por mí misma por lo menos una veeeeeeeeeez, ujijijijijijijijiji!!"""
,"Fue una descarada demostración de bravuconería, al igual que antes."
,"... Pero la sangre goteaba de su boca, su vestido estaba cubierto de agujeros, y la sangre se derramaba por todo su cuerpo, haciendo que su apariencia física tuviese un aspecto muy diferente al de su actitud."
,"Su forma de presionar inconscientemente el costado donde había recibido el disparo, quizás porque le seguía doliendo, carecía de cualquier tipo de elegancia."
,"... Pero no hay lugar para la compasión. Mientras siga sintiendo simpatía por esta bruja, mi familia y yo no seremos liberados de este lugar."
,"... ¡¡Hasta que la derrote, no seremos capaces de volver a casa!!..."
,"En este mundo en el que vivimos, incluso las personas que se consideran enemigas pueden llegar a entenderse si la situación cambia."
,Pero existe el mal puro. El mal que trae la desgracia por el simple hecho de existir... y no se le debe perdonar nada.
,"¡¡Tan solo por seguir existiendo, es... malvado!!"
Ushiromiya Battler,"""No siento pena por ti. ¡Al igual que tú no sentiste pena por ninguno de nosotros!..."""
{f:5:Beatrice},"""... Por supuesto que no. ¡Todos ustedes no son más que piezas en el juego! Es increíblemente divertido pensar en qué seis matar al principio, o cómo matar a los dos siguientes, o si puedo encontrar una forma mucho, mucho más grotesca de matarlos, ¿¿sabeeeeeees??"""
{f:5:Beatrice},"""Vamos, Battler, me he reformado un poco, así que perdóname también esta vez. Y entonces cambiaré la forma de matar por algo un poco mejor, ¿está bien? Escucharé cómo quieres que se mueran y en qué orden, ¿de acuerdoooooooooo?"""
{f:5:Beatrice},"""¡¡Es tan divertido jugar con las vidas de las persoooonaaaaaaaaas!! ¡¡Estoy segura de que podrías pensar en una forma de convertir a Ange en un montículo de carne picada mucho más divertiiiiida!!"""
{f:5:Beatrice},"""¡¡Vamos, Battleeeeeer!! ¡¡Intenta revelar la verdad del asesinato de Nanjooooooo!!"""
,La 18.ª persona X ha sido destruida. ¡¡Pero no me voy a rendir!!...{n}¡¡Detendré la respiración de esa bruja!!
,Al final del tercer juego.
,"Se declaró en rojo que los supervivientes en ese momento eran: Battler, Eva, Jessica y Nanjo... Y que ninguno de ellos tuvo que ver con el asesinato."
,Y también se declaró que lo habían asesinado directamente.
,Todas las demás personas tenían la coartada más sólida al haber sido declaradas muertas en rojo...
,"... ¡Sin usar la 18.ª persona X, tengo que... abrirme paso!..."
,"¡¡Piensa, no dejes de pensar!!... ¡Su rojo no solo me ata a mí, sino que también se supone que es su punto débil!..."
,¡Tengo que usarlo de alguna forma contra ella!...
,"... Es cierto... ¡Todavía hay una brecha!{n}Sí... de esta forma, puedo abrirme paso.{n}La leyenda de la bruja {f:5:Beatrice} se ha acabado."
Ushiromiya Battler,"""... Ciertamente, el resto de personas probablemente estuviesen muertas. {p:2:Sin embargo, el momento en que sus muertes fueron declaradas en rojo no fue en el instante en que murió el doctor Nanjo}. {p:2:Estrictamente hablando, fue durante mi lucha contra {f:5:Eva}, la cual fue justo después de que el cadáver del doctor Nanjo fuera encontrado}."""
Ushiromiya Battler,"""¡¡{p:2:En otras palabras, si alguien que estaba vivo en el momento en que el doctor Nanjo fue asesinado murió antes de que {f:5:Eva} proclamara esa muerte, se podría explicar}!! {p:2:En otras palabras, es lo siguiente}."""
Ushiromiya Battler,"""¡{p:2:El culpable se encontraba entre las personas que no habían sido confirmadas muertas antes de las declaraciones de las muertes por parte de {f:5:Eva},} {p:2:y esa persona fue capaz de hacerse el muerto habilidosamente antes y esperar a que creyésemos eso}!... {p:2:Haciéndonos creer que había muerto, cuando su muerte aún no había sido declarada en rojo}."""
Ushiromiya Battler,"""¡{p:2:Entonces mató al doctor Nanjo... y después murió por alguna razón}! ¡¡{p:2:Luego de eso, {f:5:Eva} declaró su muerte en rojo}!! ¡¡Esta teoría explica el caso del doctor Nanjo!!"""
,"¡¿Qué te parece eso, {f:5:Beatrice}?!"
,"Cuando él hizo enérgicamente esa pregunta... se escuchó un terrible sonido que solo podía ser comparado al de un compresor, y una estaca azul tan gruesa como un tronco... apareció desde debajo de la tierra y ensartó a la Bruja Dorada, a Beato, levantándola en el aire..."
,"Horribles sonidos de desgarres resonaron, y cada vez que esto pasaba... una estaca o cuña azul perforaba el cuerpo de {f:5:Beatrice}."
,... Cuando eso finalmente terminó...
,"Su trágica figura estaba ahí expuesta, atravesada por más de diez estacas y cuñas por todo su cuerpo y sangrando a borbotones... colgando crucificada..."
,... No quedaba nada de la dignidad de la brutal bruja que se había burlado del honor de los muertos y que había jugado y matado a cientos de los vivos.
,"La lluvia, que había empezado a caer en algún momento... atormentaba en silencio a la bruja crucificada..."
,"Mientras Battler jadeaba con su respiración, esperaba algún tipo de respuesta de la Bruja Dorada..."
,"... Aunque no tomó mucho, a la bruja le costó un poco mostrar signos de vida..."
{f:5:Beatrice},"""... Duele... duele..."""
Ushiromiya Battler,"""... Tienes... lo que... te mereces... Saborea una porción del dolor de todos a los que has matado..."""
,"Incluso mientras decía eso, parecía que Battler había perdido un poco de su contundencia ante este panorama tan lamentable."
,"Él no pudo evitar apartar la mirada al ver a una mujer expuesta de una manera tan brutal, aunque fuera su enemiga."
,"Pero aun así... a menos que él destruyera a {f:5:Beatrice}, la batalla... no acabaría..."
{f:5:Beatrice},"""... Battleer... te lo ruego... *sollozar*..."""
,¿Eh?... Beato empezó a sollozar...
{f:5:Beatrice},"""... Duele... Duele... tanto... Termínalo... de una vez... Incluso con esto, aún... no puedo morir... *sollozar*... Duele tanto... y aun así... ¡no puedo morir!... *sollozar*..."""
Ushiromiya Battler,"""... ¿Qué es... lo qué me estás... pidiendo que haga?..."""
{f:5:Beatrice},"""... Termínalo... Libérame... de este dolor..."""
,La expresión de dolor de Beato... estaba empapada de sangre y lágrimas.
,Es cierto que ella me engañó una vez... Es por eso que esa expresión e incluso sus lágrimas podrían no ser nada más que un simple acto.
,Sin embargo... he decidido creer en esas lágrimas.
,... Porque ese llanto... se encuentra mezclado con el color rojo de la verdad.
Ushiromiya Battler,"""... ¿Qué debo hacer? ¿Qué tengo que hacer para terminar con tu dolor?..."""
{f:5:Beatrice},"""... Voy a... exponer todo... ahora... Eso será... mi... corazón."""
Ushiromiya Battler,"""... Tu corazón..."""
{f:5:Beatrice},"""... ta... me."""
Ushiromiya Battler,"""... Beato..."""
{f:5:Beatrice},"""... Má... ta... me... *sollozar*... Solo... déjame... morir... *sollozar*... ueeeeeeee..."""
,¿Eran esas lágrimas de dolor y tormento... o por el contrario...?
,"De cualquier manera, esa expresión lamentable... era dolorosa de ver, incluso después de haber ardido con tanta furia..."
{f:5:Beatrice},"""... Tienes que... regresar rápido... con... Ange..."""
Ushiromiya Battler,"""Escucharé tu petición... Voy a cumplir tu último deseo... y detendré tu dolor."""
{f:5:Beatrice},"""... Gra... cias... Battleeer... ooooooohh..."""
,"Con su último aliento, Beato reunió todas las fuerzas que le quedaban, y consiguió cerrar ambas manos en puños..."
,Una luz roja comenzó a surgir de esos puños.
,... Entonces levantó los brazos... como si estuviese deseando algo del cielo...
{f:5:Beatrice},"""... Sé que... puedes matarme... Todo lo que soy... Mi corazón... Aplástalo... Destrúyelo... ¿sí?..."""
,La luz roja alrededor de ambos brazos se hizo más fuerte y más fuerte...
{f:5:Beatrice},"""... Por... fa..."""
,"Después de decir eso... su cara se inclinó un poco.{n}Y su brazo derecho perdió su luz, dejándose caer."
,"... Únicamente su brazo izquierdo no perdió su luz, y se mantuvo extendido hacia el cielo."
,"Entonces... ante los ojos de Battler, otra Beato apareció con un aspecto apenas visible, transparente como una cortina."
,... La Beato crucificada ya había perdido el conocimiento.
,"Sin embargo, la tenue Beato recién aparecida me miró en silencio... Y con sus ojos inexpresivos... habló en un tono inusualmente educado."
{f:5:Beatrice},"""... {p:1:Ushiromiya Battler}. {p:1:Justo ahora voy a matarte}."""
Ushiromiya Battler,"""... ¿Y luego?..."""
{f:5:Beatrice},"""... {p:1:En este momento,} {p:1:no hay nadie más que tú en esta isla}. {p:1:La única persona viva en esta isla eres tú}. {p:1:Nadie fuera de esta isla puede interferir}."""
,... Ahora lo entiendo. Esto es... lo único que mantiene a {f:5:Beatrice} como una bruja... Su {i:misterio final}.
,Y Beato está ofreciéndomelo.{n}Suplicándome... resolver su último misterio... y finalmente matarla...
Ushiromiya Battler,"""Muy bien... Voy a aceptar... tu misterio final."""
{f:5:Beatrice},"""... {p:1:Te encuentras solo en esta isla}. {p:1:Y por supuesto, yo no soy tú}. {p:1:Aun así, me encuentro aquí ahora y estoy a punto de matarte}."""
Ushiromiya Battler,"""Como una versión mejorada del asesinato del doctor Nanjo... ¿Y bien?..."""
{f:5:Beatrice},"""... Dime... ¿quién soy?..."""
Ushiromiya Battler,"""¿Esa es... tu pregunta final?"""
{f:5:Beatrice},"{a:c:""... Dime... ¿quién soy?...""}"
,"Entonces... {f:5:Beatrice} se acercó lentamente hacia mí... y, todavía inexpresiva, me abrazó..."
,"... Bien, ya lo entiendo, Beato.{n}No te preocupes... me encargaré de matarte..."
,"Lentamente, yo también la abracé."
,"... Y entonces... yo, como una pieza... abandoné el tablero de juego..."
