Speaker,Original Witch Hunt (OG)
Furudo Erika,""".........He jumped down from the third story...? ......And he's alright...? He jumped down......and escaped from the closed room...? Th, this is ridiculous......This isn't reasoning.........it's insane!!"""
,"If Battler had at least been seriously injured and writhing in the mud, ......Erika might still have had some ground to stand on."
, She might have been able to claim that Kinzo couldn't have jumped down with his old body and gotten away unscathed.
,"......However, Battler stood calmly in the courtyard, looking up at Erika with the dignity of the victor."
Furudo Erika,"""Everyone, I, ...I'll ask one more time. ......This is...impossible, right? There's no way a human could jump down from a third story and land unharmed...!! "
Furudo Erika,"Isn't that right, everyone...?! Much less Kinzo-san jumping down from the third floor at his age!! This isn't reasoning!!"""
,"Erika tried to get everyone's agreement and somehow turn things around, ......but their responses were no different from how they had been a short while ago."
Nanjo Terumasa,"""No, it would be possible for Kinzo-san."""
Ushiromiya Rudolf,"""I wouldn't put it past Father."""
Ushiromiya Eva,"""This is Father we're talking about......"""
Ushiromiya Hideyoshi,"""There're plenty of crazy stories about that man. Somethin' like this wouldn't surprise me at all."""
Furudo Erika,"""Wh, ......what.........?!! I, ...is there something wrong in your heads, in your minds, people?!?!"""
Ushiromiya Kyrie,"""At any rate, ......it looks like your closed room argument wasn't perfect."""
Furudo Erika,"""Ah, ......gggrrrrrrrrggh...!!"""
,"Not only the servants, but the family members also agreed."
, They all agreed that there was nothing strange about Kinzo jumping down from a third floor window.
," J, just who in the world...is this Ushiromiya Kinzo person...?!!"
{f:5:Beatrice},"""Well, I'll give you 60 points... Kinzo would have done it with a bit more flash in his younger days. It needs some more tweaking."""
Ushiromiya Battler,"""Oh, and how much should it be tweaked?"""
{f:5:Beatrice},"""W, well... Umm, ......h, he might have jumped down with me in h, his arms!"""
Ushiromiya Battler,"""Got it. Next time, I'll jump down with you in my arms."""
{f:5:Beatrice},"""I, ......if you think you can, just try and do it..."""
,"Beato's voice grew very faint, and she gulped."
," Then, her body suddenly became a group of gold butterflies and crumbled away."
," It was because many people had rushed up to the window, and she was being bathed with gazes filled with the anti-magic toxin."
, Beato's body became invisible to them and melted into the air...
," So to their eyes, it appeared that Battler was standing all alone out in the courtyard..."
Ushiromiya Rudolf,"""Battleeeeeeeeer!! You okaaaaaaaaay?!!"""
Shannon,"""I, it looks like he's alright...! Thank goodness!"""
Dlanor,"""......I have LOST.........In that case, for the benefit of those people in the study as well, ......deliver the final blow to ME. Use your final blue truth to show how Kinzo escaped from the closed room of that STUDY."""
,There was no pain in Dlanor's expression....Pleasure and pain never showed up on her face in the first place.
," However, she used her longsword as a crutch as she painfully rose to her feet, so it was easy to tell that she had taken heavy damage."
," And despite her lack of an expression, you could tell that this was a loss she could accept."
, Battler and Dlanor turned to face each other.
Ushiromiya Battler,"""Here I go."""
Dlanor,"""Yes, COME. ............"""
,"As though readying herself, Dlanor quietly closed her eyes, but she still stood tall and maintained her air of dignity."
Ushiromiya Battler,"""This is my blue truth."""
,The blue power gathered.......Battler slowly approached Dlanor.
," Then, he faced the rainy sky and yelled out the blue truth."
Ushiromiya Battler,"""{p:2:Ushiromiya Kinzo escaped from the study through the window when Natsuhi oba-san couldn't see him. Natsuhi oba-san didn't notice and locked the window. This way, Natsuhi oba-san saw Grandfather go to bed, and Grandfather was able to escape from the study without contradicting the lock of the window or the door sealed by the receipt. I have just demonstrated that it was physically possible for him to escape. Therefore, this battle is over!!}"""
,"The blue wedge flashed through the courtyard along with a blue bolt of lightning, and roared down towards Dlanor's forehead as she stared up at the sky."
Dlanor,"""............ah."""
Ushiromiya Battler,""".........Beato's game isn't easy. It's even doubtful whether the fallbacks of the mystery genre even work here. Your swordsmanship isn't bad, but you should be a bit more flexible in your thinking."""
,......A massive blue wedge which looked like a pillar......was above Dlanor's forehead......and had stopped with its tip just slightly touching her.
, It didn't run her through.
,......It made no mark larger than being poked with a pencil.
," When Battler snapped his fingers, the blue wedge shattered and became a shower of translucent gems, .........no, drops of rain that poured down over the courtyard. Dlanor sat down in an absent sort of way..."
," Amidst the thunder and rain, "
,the successor to the Ushiromiya family faced the people staring down from the study and......spread his arms wide...
Ushiromiya Battler,""".........Welcome to Beato's and my game. Welcome, Furudo Erika......!"""
Furudo Erika,"""Ahhaha, ...............Ahhahhahhahha, kahhahhahhahhahha...!! I like it, Ushiromiya Battler...! <Good>, truly <good>...!! Ahhahhahahahahahahahahahahahahahahaha...!! I'll chew it to bits, this riddle of the witch...!! All the way deep into its guts while it's still alive!! Ahhahhahhahhahhahahahahehyahhahahahha!!"""
,"Battler and Beato both looked calmly up at Erika, who couldn't contain that evil laugh......"
{f:5:Lambdadelta},"""Ohhohohohohohohoho, ooohohohohohohohohyahhyaaaahhh!! Ah, this is good stuff!! Erika, that was so laaaame, ehihhahhahahahahahahahaha!!"""
Furudo Erika,"""G......gah......... L, Lady Bernkastel.........M, my apolo...gies......"""
{f:5:Bernkastel},"""That face of yours. ......It's so incredibly laughable that I'd like to smash it and put a frame around it. *giggle*giggle*giggle*giggle*, my double is so...pathetic, pathetic, lame, lame, heheheheheheheehehehehihhhihihihihihhihahahyhahahahahahaha!!"""
,"Bathed in the sneers of Bernkastel, the being who was like a mother to her, ......Erika was so ashamed that it looked as though she'd chew her lower lip to pieces..."
Furudo Erika,"""......This......resentment...will definitely.........definitely......... Gwaaaaaaahhh......!! Ushiromiya Battler.........Beatrice............Ushiromiya............Natsuhiiiiiiiiiii........iihhihihihihihihihihi...!! Hihyahhahahahahahahaahahaaah!!"""
Ushiromiya Battler,"""This riddle is ours. ......I won't let anyone get in the way...!! Beatrice!!"""
{f:5:Beatrice},"""Y, ......yes!"""
