Speaker,Original Witch Hunt (OG)
{f:5:Beatrice},"""Wahahaha, waaaahhyahhyahhya, aaakyakkyakkyakkya!!  Not bad, just as planned!  You really do get it, Gaap!!  Woohoo!!"""
,"Beato and Gaap gave a light high five."
Ushiromiya Battler,"""......uu, ......oh, ............whaaaaaaaaaaaaaaaaaaahhhhh!!!"""
Gaap,"""Thanks, Ronove.  Thanks for the gift.  I'll return Jessica's corpse back there.  ......Separate the corpses of the two who are close.  ......Does this mean the second twilight is finished?"""
,"Gaap dropped Jessica's corpse through a pitfall, and all the chunks were thrown into Jessica's room, as carelessly as throwing something into the trash..."
,"Jessica's corpse and lumps of flesh fell from the ceiling and poured out all over her room."
,"Ronove shook his head slightly at this very gruesome change."
Ronove,"""............My apologies, Jessica-sama.  I did advise you."
Ronove,"However, ...the epitome of demons...that is, foreseeing this conclusion and giving you advice that I knew you wouldn't listen to, really isn't something a human could understand.  ......Pukkukukukukukukukukuku!"""
Gaap,"""It really was fun, kid.  ......But you play with words a little too much.  ......'Isn't it about time for you to fight back?' is your best masterpiece?  Eheheh, aren't you acting a little too much like some kind of light novel?*giggle*giggle*giggle*!"""
,"In the arbor brutally decorated by George and Jessica's scattered blood and guts, Gaap enjoyed a loud laugh for a while..."
,"...But she quickly realized that, in all seriousness, this was a little too filthy and undignified, and she snapped her fingers."
,"As she did, a group of gold butterflies rose up around her, stuck to each of the bits and blood stains, and dropped them."
,"......Then, George's corpse returned bit by bit, and the brutal corpse with its guts torn out was repaired into a clean corpse that looked like it was sleeping."
,"Was this some kind of sportsmanship towards a dead rival............?"
,"The heavens were split."
,"......Because Gaap had lifted her leg high, pointing at the sky."
Gaap,"""See you, lover boy.  This is your real Game Over."""
,"*splat*.......Without a trace of mercy, that foot stepped down, ......and was buried into George's forehead."
,"The stiletto heel that was sharp as a weapon had pierced George's forehead."
,"With a *bloop*, ......it was pulled out......"
,"It was like a mark of proof that Gaap had certainly finished him by her own hand......"
,"Ronove also returned Jessica's corpse to its original form.......And unlike how it had been with George, he restored Jessica's life......"
Ushiromiya Jessica,"""...Uu, .........*cough*, *cough*......, ......what in the world, .........is this......?  ......A dream......?"""
Ronove,"""No, that is wrong.  ......You certainly did pass away, Jessica-sama.  You should be well aware of the memory of your final moments."""
,"Jessica's mind was burning."
,"......For some reason, she remembered being thrown somewhere, ......and having George's heel smash her head......"
Ushiromiya Jessica,"""Am I, ......alive......?"""
Ronove,"""No, you are dead.  With my magic, that will only be postponed for a scant three minutes.  After three minutes, the magic will end, and you will return to being a tragic corpse with half of its head crushed."""
Ushiromiya Jessica,"""Wh, ......what'd you say.........?  ......Heh, .........heheheheh......"""
Ronove,"""Death is brutal.  In most cases, you aren't even given the time to ready your heart.  ......But I have praised you for fighting so bravely, and decided to give you this time.  You should be able to sort out your regrets from this world well in those three minutes."""
Ushiromiya Jessica,"""I can also, ......decide to take you along with me during those three minutes......"""
,"But the power that had burned through Jessica's body until a second ago had been completely lost."
,"......Jessica was aware of that herself.She was already dead."
Ronove,"""And that is all for me.  If you would excuse me.  ......It was fun, Jessica-sama."""
,"Ronove turned his form into a group of gold butterflies, and disappeared."
,"All that remained was the sound of the wind and rain, and the figure of Jessica as she crouched down, leaning against the wall......"
,"Jessica realized.She probably really would revert to the corpse she had been after three minutes."
,"......Was there anything she could do in those three minutes.........?"
,"She stood up, and with a shaky gait, ......took the phone that was on the desk..."
Ushiromiya Battler,"""H, ......hello.  ......Is it Jessica?  Jessica?!  What is it, are you alright?!?!"""
Ushiromiya Jessica,""".........Heh, ......heheheheh... ......They...got me......"""
Ushiromiya Battler,"""Are you alright?!  Did you get injured?!  I'll come to save you right now!!"""
Ushiromiya Jessica,"""No, ......it's already too late.  You see, ......I'm already dead...  Ahahaha, when you come, Battler, I'll be a corpse with its head split open."""
Ushiromiya Battler,"""Craaaaaaap, that damn geezer!!  Wait there, I'm coming right now!!"""
Ushiromiya Jessica,"""Listen, Battler!!  Listen closely, alright...?  .........I know very well why Gohda-san and Kumasawa-san were evasive about the time the six in the dining hall were killed.  "
Ushiromiya Jessica,".........Those guys, .........aren't, ...human."""
Ushiromiya Battler,"""Wh, ...whaat?!  What are you saying........."""
Ushiromiya Jessica,"""I saw it, so what am I supposed to do?!!  Those guys warp and set up barriers, ahhaha, and do whatever they want, you see...?  It's some kind of manga, an anime, ......no, we seriously can't keep up."
Ushiromiya Jessica,"......Ahhahhahhah.........From the very beginning, it was useless to fight......  They really aren't opponents that you'll be able to fight with that hat-stand spear you're so proud of..."""
,"A line of blood dripped down from Jessica's forehead......"
Ushiromiya Jessica,"""George nii-san is gone too.  That was...an instant death............Heheh, the next test is yours, Battler.  .........I wonder if your test will be the same as ours...............Be careful, ......and don't get the wrong idea."""
Ushiromiya Battler,"""Y, you mean for the test...?"""
Ushiromiya Jessica,"""No.  .........Don't get the wrong idea, ......about the enemy being human.  "
Ushiromiya Jessica,".........The enemy...isn't human.  ...They're demons, ......which can control a terrifying magic at will.  "
Ushiromiya Jessica,"No matter what, ......don't get the wrong idea about that......"
Ushiromiya Jessica,"*cough*, *cough*cough*!!, take......care......"""
,"A line of blood dripped down from Jessica's mouth as well.{n}......The left half of her head started hurting."
,"Jessica realized that she was about to return to the corpse she had been."
Ushiromiya Jessica,"""...............When 13 people die, the Golden Witch...revives.  Six are killed along with Mom.  That's the first twilight.  ......Then George nii-san and I are killed, for the second twilight.  ......So once five more people are killed, the ceremony is complete, ......and the witch will revive."
Ushiromiya Jessica,".........I hope Dad and the rest are safe.........If they aren't, .........the one to test you, might be the resurrected Beatrice herself..."""
,"Battler already didn't understand what Jessica was saying.But from her tone, he realized that she knew she was about to die."
,"So even though he didn't understand the situation, he urged her to give it her all."
Ushiromiya Jessica,"""......Haha, I said I'm already dead.  .........See ya.  It looks like it's time.  ......Good luck on your test.  I hope you...can become the head.  ........................"""
Ushiromiya Battler,"""Jessica?  Jessica?!  Hey, answer me!!  Jessicaaaaaaaaaaa!!"""
,"Battler's sorrowful voice could be heard from the dangling receiver."
,"......Crouching and leaning against the wall in that corner.........Jessica's head had been half smashed........."
Ushiromiya Kyrie,"""This place is......?"""
Ushiromiya Krauss,"""...Is this...a well......?  Where is this...?"""
,"Kyrie stuck her face out of the well, and then Krauss showed himself too.When he realized that they could see the back of the mansion from beyond a grove of trees, Krauss knew more or less where they were."
,"......To think that here, in a certain well, there had been a hidden underground passage, which led to a hidden mansion......"
Nanjo Terumasa,"""Th, this really is tough on this old body............I usually came up from a different spot, with real stairs.  If you just unlock it..."""
Ushiromiya Krauss,"""......I will ask you to tell me much about the layout of this place later, Doctor Nanjo.  ......Shannon, are you alright?  Grab here."""
Shannon,"""I, ......I'm okay.  Kanon-kun, quickly."""
,"Kanon climbed up a ladder out of the shaft that was disguised as a well.  ......It was probably quite deep."
,"When he looked down, for the first time, he realized how far he'd come up."
Chiester410,"""Nihi, Firing."""
,"*bang*."
,".........As Kanon was about to finally crawl out of the well, a hole the size of a basketball opened up in his chest."
,"......Everyone there looked through the hole in Kanon's chest to the scenery beyond......"
Shannon,"""K, ..........Kanon-kun!!!"""
Kanon,"""......Ne, ......e-sa, ................"""
,"Kanon slumped backwards, ......and was swallowed up into the depths of the well......"
Shannon,"""E, everyone, escape!!  The Siesta Sisters!! They've locked on, we can't avoid them!!  Run!!  Let at least one of us remain alive...!!!"""
,"At that time, Krauss and Kyrie and Nanjo...certainly saw a golden curved line appear from the well, ......and sew itself through the side of Shannon's head........."
Ushiromiya Krauss,"""Shannon!!!"""
,"Head pierced.The three had witnessed it perfectly until it had shot out the opposite side, blowing it away."
,"Shannon fell to her knees, .........blood gushing from all over her head, and flopped to the ground."
Nanjo Terumasa,"""W, waaaaaaaaaaaaaaahhhhhyaaaaaaaaaahhh!!"""
Ushiromiya Kyrie,"""They're after us!!  Run!!  We'll be killed!!"""
Ushiromiya Krauss,"""...R, run..., runrunrun!!!"""
,"Nanjo, who was surprised at how Shannon had died and had doubled over in shock, was not allowed to escape by the Sieta Sisters."
,"A curved line again appeared from the well, and pierced from Nanjo's forehead to the back of his head in an instant, sewing through him."
,"......*thump*.  And so, Nanjo passed away."
Ushiromiya Krauss,"""What the, why...?!!  Where's the enemy coming from?!"""
Ushiromiya Kyrie,"""We're being sniped!!  I don't know where from, but they've honed in on us perfectly!!  Let's escape into the mansion, block their field of vision!!"""
,"The two dashed towards the back door of the mansion."
,"Then, the instant Krauss tried to shut the door behind him, "
,"......a golden curved line appeared for the fourth time, piercing Krauss from the back of his head to his forehead, and smashing his forehead..."
Ushiromiya Krauss,"""............Gu, .........oooh............"""
Ushiromiya Kyrie,"""Eeek!!  Eeeeeeeeeeeekkk!!!"""
,"Krauss's body leaned over, fell down, and drew a neat radial pattern with the insides of his head..."
,"Kyrie ran wildly through the hallway, flew into some room, and locked the door."
,".........But even so, she entirely couldn't imagine that this would save her life."
,"She would probably die soon!"
,"This was apparently one of the guest rooms.......At that moment, a phone on a side table was reflected in Kyrie's eyes..."
,"After hanging up the call from Jessica, Batter had truly been about to dash out."
,"In that instant, the phone rang again."
Ushiromiya Battler,"""H, hello!!!  ............Huh?  Kyrie-san?!"""
Ushiromiya Kyrie,"""......Yes, Battler-kun.  ......I got lucky.  I managed to escape the dungeon somehow.  I really made it."""
Ushiromiya Battler,"""Where are you?!  Is everyone alright?!  Over here, it looks like Jessica and George-aniki are-"""
Ushiromiya Kyrie,"""Listen!!!  I probably won't be alive for long."""
,"At that time, right after she thought the keyhole of the locked door might have glowed gold, a gold, curved line drawing a helix, ......no, a golden sewing thread penetrated in from there at an incredible speed, and bored a hole into the floor by Kyrie's feet."
,"......Oh, that's rare."
,"The enemy, who had sniped the other four one after another with extraordinary skill, apparently really does have trouble shooting me between the eyes with a single shot while I'm holed up in this room."
,"But the next strike will probably hit......"
,"At this point, Kyrie finally remembered the first massive killing in the dining hall......"
,"......That's right............This is what killed Rudolf and the rest, all six of them......"
Ushiromiya Kyrie,"""......Listen, Battler-kun.  I'm going to tell you everything exactly as I saw it.  ...I'm sure you'll think there's something wrong with my head.  "
Ushiromiya Kyrie,"......Yes, it's alright if you think that.  Even I still haven't sorted out what it was I saw."
Ushiromiya Kyrie,".........Today.  After you all returned to the guesthouse, the family conference began in the dining hall, ......and I'll tell you everything that happened next.  "
Ushiromiya Kyrie,"Listen until the end without butting in.  ............The call might be suddenly cut off partway through.  If it does, at that time, I'll be dead."""
Ushiromiya Battler,""".........Kyrie......san......"""
,"Then, Kyrie spoke, .........about Kinzo coming, and the family conference starting, ......about the six being killed, and the five of them being confined..."
,"......About how she had escaped somehow, and ran away to where she was now, and how everyone had finally been killed...all spoken dispassionately, with no dramatization."
,"......She even spoke about how everyone except her had been killed, and how she had observed the moments of all their deaths, ......and how even now, someone was trying to kill her."
Ushiromiya Kyrie,"""............Actually, even while we've been talking, ...I've been attacked three times.  Something like a strange gold thread keeps flying in through the keyhole, spinning around and aiming for me."
Ushiromiya Kyrie,"  First it was by my feet.  ......Next, it was close to my shoulders.  ......Just now, it grazed my ear.  ......Its aim is getting more and more accurate.  Looks like it'll go right between my eyes pretty soon......"""
Ushiromiya Battler,"""R, run, Kyrie-san...!!  Run awaaaaaaaaaaay!!!"""
Ushiromiya Kyrie,"""Where to?  ......I've, ...run this far, ......shut myself into a room, and even locked the door, right......?  .........Now that I'm still being pursued, .........just where should I hide, ......hey......"""
Ushiromiya Battler,"""Ky......ri...e, ......san........."""
Ushiromiya Kyrie,"""Hey, Battler-kun...  Are Jessica-chan and George-kun, ......still alive?"""
Ushiromiya Battler,"""..................Just now, ...there was a phone call from Jessica............It kinda, ......sounded like they were...done for......"""
Ushiromiya Kyrie,""".........Thought so.  ......Yeah, when we were being killed one after another, I had a kind of premonition.  I thought that perhaps the second twilight had been finished in the ceremony of killing 13 people, and that even our twilights had been reached."
Ushiromiya Kyrie,"  .........In short, when I die, that's 13 people.  This way, the ceremony is complete.  ......The Golden Witch, Beatrice, will resurrect."
Ushiromiya Kyrie,".........I wonder what in the world will happen.  ......On this island filled with demons and witches, and swarming with goat monsters, ......I wonder just what will happen, ......when even the leader of them all, the Golden Witch, appears.........By now, I don't, .........have a clue what's going on anymore."""
,"Kyrie-san's voice, ......had completely given up on her own life."
,"Because Battler understood that, ......he couldn't stop the tears......"
Ushiromiya Kyrie,"""......There's just one thing...I can advise you on."""
Ushiromiya Battler,"""What...?"""
Ushiromiya Kyrie,""".........Even if...a demon or a witch does appear in front of you..."""
Ushiromiya Battler,"""Yeah..."""
Ushiromiya Kyrie,"""There's no need whatsoever to doubt whether it's real or not.  ......Understand that it's what it seems."""
Ushiromiya Battler,"""....................."""
Ushiromiya Kyrie,"""You might think that there should be some trick, or that there's some true nature behind it.  ......If you have the time to think of something like that, ......it would be much more constructive to think of how not to damage the mood of whatever you're facing."
Ushiromiya Kyrie,"  ......Even mistakenly, ....you must not say 'In that case, try showing me magic'.........Because to prove that, they will probably use an even more cruel way than before, ......to show you."""
Ushiromiya Battler,"""......I can't, ......believe it............Even if I hear, ......something like that coming from your mouth, ......I can't believe it........."""
Ushiromiya Kyrie,"""I understand.  I understand why you can't believe.  ......So, that's why I can give this advice.......Believe."""
Ushiromiya Battler,""".........You're telling me to believe in Beatrice...and demons and witches and monsters......?"""
Ushiromiya Kyrie,"""Probably, ......even after being clearly shown so many things not of this world, ......we probably still weren't able to believe any of it, I think."
Ushiromiya Kyrie,"  I'm still like that now.  ......The true form of this thing that keeps attacking me, trying to shoot through my forehead, ......is something I don't understand, .........and I can't believe it."
Ushiromiya Kyrie,"So, ......I want you alone to believe, to understand, .........to accept the existence, ......of that which we couldn't accept.  If you do that for me, our deaths won't be wasted.  .........It'll also have been worth it for me to make this phone call.........Ah...!"""
Ushiromiya Battler,"""K, Kyrie-san?!?!"""
Ushiromiya Kyrie,"""......I'm still okay.  It scratched, but it missed again.  ......It looks like, .........I probably won't get another chance.  .........Thank you.  And goodbye, Battler-kun.  I was once cold towards you because you were Asumu-san's son.  ......Forgive me...for that day."""
Ushiromiya Battler,"""What do you mean, forgive you?  Right now, you ARE a mother to me, Kyrie-san!!"""
,"I felt as though I heard an incredible sound at the other end of the receiver.And then, a noisy clacking sound."
,"......As though the receiver had fallen to the floor."
Ushiromiya Battler,"""Kyrie-san?!?!  Kyrie-san!!!  Aaaaaaaaaaaaaaaaaaaaaahhhhhhh!!"""
,".........Kyrie-san did not.........answer through the phone.........again........."
