Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,"It was covered with a twisted laugh, which was filled with a malice that rejected her unwanted daughter.",It was filled with a twisted laugh...and covered with a malice that rejected her unwanted daughter. ,"It was filled with a twisted laugh, which was covered with a malice that rejected her unwanted daughter.",望まぬ娘を拒絶する悪意に満ちた歪んだ笑いで、いっぱいだった。,[=JP],"В нём ясно читался жестокий смех, сдобренный злобой, отвергающей свою нежеланную дочь.","Estava coberto por um distorcido sorriso, preenchido pela malícia que havia rejeitado sua filha indesejada.",满脸都是拒绝不想要的女儿的，充满恶意的扭曲笑容。,滿臉都是拒絕不想要的女兒的，充滿惡意的扭曲笑容。,"Era animata da una risata contorta, pervasa di una malizia che disconosceva la sua figlia indesiderata.","Estaba lleno de una risa torcida, cubierta con una malicia que rechazaba a su hija no deseada.",ﺗﺮﺳّﻤﺖ ﻭﺟﻬﻬﺎ ﺿﺤﻜﺔٌ ﻣﻌﻮﺟﺔً ﻣﻜﻨﻮﻧﺔُ ﺷﺮٍ ﺑﺎﺭﺉٍ ﻣﻦ ﺍﺑﻨﺔٍ ﻋﻴﻔﺖ.
,"I erased that laughing voice.{n}Next, I'll erase that laughing face.","I erased that laughing voice. Next, I'll erase that laughing face. ","I erased that laughing voice.Next, I'll erase that laughing face.",笑い声は消し去った。次はその笑い顔を消してやる。,笑い声は消し去った。{n}次はその笑い顔を消してやる。,Я стёрла тот смеющийся голос.{n}Дальше я сотру это смеющееся лицо.,Eu apaguei aquela voz zombante.{n}Agora irei apagar essa cara debochada.,抹消了笑声。{n}下一个，是抹消笑容。,抹消了笑聲。{n}下一個，是抹消笑容。,Ho cancellato quella voce che rideva. Adesso cancellerò quella faccia che ride.,"Borré esa voz burlona.{n}Y ahora, borraré esa cara burlona.",ﻟﻘﺪ ﺃﺧﺮﺳﺖ ﺗﻠﻚ ﺍﻟﻀﺤﻜﺔ.{n}ﺗﺎﻟﻴﺎً، ﺳﺄﻣﺤﻮ ﻫﺬﺍ ﺍﻟﻮﺟﻪ ﺍﻟﻀﺎﺣﻚ.
,"I'll erase it, I'll crush it, I'll tear it to bits...!!","I'll erase it, I'll crush it, I'll tear it to bits...!! ","I'll erase it, I'll crush it, I'll tear it to bits...!!",消してやる、潰してやる、引き千切ってやる…ッ！！,[=JP],"Я сотру его, раздавлю его, разорву на куски!","Irei apagá‐la, irei esmagá‐la, rasgarei em pedaços...!!",抹消、压烂，捣成碎片…！！,抹消、壓爛，搗成碎片…！！,"La cancellerò, la distruggerò, la farò a pezzi...!!","¡¡La borraré, la aplastaré, la convertiré en pedazos!!...",ﺳﺄﻣﺤﻮﻩ، ﺳﺄﺳﺤﻘﻪ، ﺳﺄﻣﺰﻗﻪ ﺇﺭﺑًﺎ...!!
Ushiromiya Maria,"""Laugh, try and laugh, Mama...!! Kihhihihihihha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha?! What's wrong, Mama, wake up, read me a picture book, let's go take a walk...!! Tell me you love me, make a promise for next Sunday, let's go shopping, let's go to the movies...!! And then of course break that promise anyway!!""","""Laugh, try and laugh, Mama...!! Kihhihihihihhahahahahahahahaha?! What's wrong, Mama, let's wake up, read a picture book, and go take a walk...!! Let's say we love each other, make a promise for next Sunday, let's go shopping, let's go to the movies...!! And of course you'll break that promise!!"" ","""Laugh, try and laugh, Mama...!!  Kihhihihihihhahahahahahahahaha?!  What's wrong, Mama, let's wake up, read a picture book, and go take a walk...!!  Let's say we love each other, make a promise for next Sunday, let's go shopping, let's go to the movies...!!  And of course you'll break that promise!!",「笑えよ、笑って見せてよママ…！！きっひひひひっははははははははは？！　どうしたのママ、起きてよ、絵本を読んでよ、お散歩に行こうよ…！！　愛してるって言ってよ、次の日曜日の約束をしようよ、お買い物に行こう、映画に行こう…！！　そしてその約束をどうせ破るんだよッ！！,「笑えよ、笑って見せてよママ…！！　きっひひひひっははははははははは？！　どうしたのママ、起きてよ、絵本を読んでよ、お散歩に行こうよ…！！　愛してるって言ってよ、次の日曜日の約束をしようよ、お買い物に行こう、映画に行こう…！！　そしてその約束をどうせ破るんだよッ！！」,"""Смейся же, попробуй посмеяться, мама! Ки‐хи‐хи‐хи‐ха‐ха‐ха‐ха?! Давай проснёмся, встанем, почитаем книжку с картинками и сходим погулять! Давай скажем, как мы любим друг друга, пообещаем сделать что‐нибудь в следующее воскресенье, давай сходим по магазинам, давай пойдём в кино! И конечно же ты нарушишь это обещание!""","""Ria, tente rir, mamãe...!! Kihhihihihihha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha?! Qual o problema mamãe, acorde, leia um livro ilustrado, vamos sair para passear...!! Diga que me ama, faça uma promessa para o próximo domingo, vamos ir ao shopping, vamos ir ver um filme...!! E então quebre essas suas promessas!!""",「笑呀，笑给我瞧瞧呀妈妈…！！唧、嘻嘻嘻嘻、哈哈哈哈哈哈哈哈哈？！怎么了妈妈，起来呀，来念图书呀，一起去散步呀…？！！来说我爱你呀，来许下下个星期日去买东西、去看电影的诺言呀…？！！而且这个约定一定会被打破！！」,「笑呀，笑給我瞧瞧呀媽媽…！！唧、嘻嘻嘻嘻、哈哈哈哈哈哈哈哈哈？！怎麼了媽媽，起來呀，來念圖書呀，一起去散步呀…？！！來說我愛你呀，來許下下個星期日去買東西、去看電影的諾言呀…？！！而且這個約定一定會被打破！！」,"""Ridi, provaci e ridi, Mamma...!! Kihhihihihihhahahahahahahahaha?! Cosa c'è che non va, Mamma, svegliamoci, leggiamo un libro illustrato e andiamo a fare una passeggiata...!! Diciamo che ci vogliamo bene, fai una promessa per la prossima domenica, andiamo a fare shopping, andiamo a vedere un film...!! {n}E ovviamente tu non manterrai quella promessa!!","""¡¡Ríe, intenta reír, mamá!!... ¡¿Kijijijijijajajajajajajajaja?! ¿Qué ocurre, mamá? despertemos, leamos un libro con imágenes, ¡¡y demos un paseo!!... ¡¡Digamos que nos amamos una a la otra, hagamos una promesa para el próximo domingo, vayamos de compras, al cine!!... ¡¡Y obviamente romperás esa promesa!!""","""ﺍﺿﺤﻜﻲ، ﻣﺎ ﻟﻚ ﻻ ﺗﻀﺤﻜﻴﻦ ﻳﺎ ﻣﺎﻣﺎ...!! ﻛﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎﻫﺎ؟! ﻣﺎ ﺍﻟﺨﻄﺐ ﻳﺎ ﻣﺎﻣﺎ، ﺍﺳﺘﻴﻘﻈﻲ، ﺍﻗﺮﺋﻲ ﻟﻲ ﻛﺘﺎﺑﺎً ﻣﺼﻮﺭﺍً، ﻟﻨﺬﻫﺐ ﻓﻲ ﻧﺰﻫﺔ...!!  ﻗﻮﻟﻲ ﺇﻧﻚِ ﺗﺤﺒﻴﻨﻨﻲ، ﺃﻭﻋﺪﻳﻨﻲ ﻋﻦ ﺍﻷﺣﺪ ﺍﻟﻘﺎﺩﻡ، ﻧﺘﺴﻮّﻕ، ﻭﻧﺬﻫﺐ ﺇﻟﻰ ﺩﺍﺭ ﺍﻷﻓﻼﻡ...!! ﻭﺇﻧّﻚِ ﻟﻤﺨﻠﻔﺔ ﺫﺍﻙ ﺍﻟﻮﻋﺪ ﺃﺻﻼً!!"""
Ushiromiya Maria,"""Kihhihihihihihihihihihihihihi, isn't it fun, Mama, isn't it fun? I'm playing with you now!! Kihhihha{0}hha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahaha!!!""","""Kihhihihihihihihihihihihihihi, isn't it fun, Mama? Isn't it fun, Mama? I'm playing with Mama now, right?!! Kihhihhahhahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha!!!"" ","Kihhihihihihihihihihihihihihi, isn't it fun, Mama?  Isn't it fun, Mama?  Maria is playing with Mama now, right?!!  Kihhihhahhahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha!!!""",きっひひひひひひひひひひひひひ、楽しいねママ、楽しいねママ、真里亞は今、ママと遊んでるんだねッ！！きっひっはっははははははははははははははははははははははははははははははッ！！！」,「きっひひひひひひひひひひひひひ、楽しいねママ、楽しいね、真里亞は今、ママと遊んでるんだねッ！！　きっひっはっははははははははははははははははははははははははははははははッ！！！」,"""Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи, ну разве не весело, мама? Разве не весело, мама? Ведь Мария играет с мамой, не так ли?!! Ки‐хи‐хи‐хи‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!!!""","""Kihhihihihihihihihihihihihihi, não é divertido, mamãe, não é divertido? A Maria está brincando com você agora!! Kihhihha{0}hha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahaha!!!""",「唧、嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻，好开心呢妈妈，好开心呢，真里亚此刻在与妈妈一起玩呢！！唧、嘻、哈、哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！！」,「唧、嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻，好開心呢媽媽，好開心呢，真里亞此刻在與媽媽一起玩呢！！唧、嘻、哈、哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！！」,"Kihhihihihihihihihihihihihihi, non è divertente, Mamma? Non è divertente, Mamma? Maria sta giocando con la Mamma, adesso, vero?!! Kihhihhahhahahahahahahahahahahahahahahahaha!!!""","""Kijijijijijijijijijijihi, ¿no es divertido, mamá? ¿No es divertido, mamá? María está jugando con mamá ahora, ¡¡¿cierto?!! ¡¡¡Kijijajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaa!!!""","""ﻛﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻲ، ﺃﻟﻴﺲ ﻫﺬﺍ ﻣﻤﺘﻌﺎً ﻳﺎ ﻣﺎﻣﺎ، ﺃﻟﻴﺲ ﻣﻤﺘﻌﺎً؟ ﺃﻧﺎ ﺃﻟﻌﺐ ﻣﻌﻚِ ﺍﻵﻥ!! ﻛﻴﻬﻴﻬﺎ{0}ﻫـﻬﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎﻫﺎﻫﺎ!!!"""
{f:5:Beatrice},"""That's right, you are now playing with your mother, having fun with her...!! Tell me your emotions now! I believe they should not be of anger or sadness or pain...!""","""That's right, you are now playing with your mother, having fun with her...!! Tell me how you feel right now! I don't believe it's anger or sadness or pain...!"" ","""That's right, you are now playing with your mother, having fun with her...!!  Tell me your emotions now!  I believe they are not of anger or sadness or pain...!""",「そうだ、そなたは今、母と遊んでいるのだ、じゃれているのだ…！！　どうか、今の感情は！　怒りでも悲しみでも苦しみでもないはず…！」,[=JP],"""Именно так, сейчас ты играешь со своей матерью, веселясь с ней! Поведай ей, что ты чувствуешь! Полагаю, этими чувствами не являются гнев, печаль или боль!""","""Isso mesmo, você está brincando com sua mãe agora, está se divertindo com ela...!! Como está se sentindo agora?! Acredito que não sejam emoções de raiva, tristeza ou dor...!""",「对，汝此刻在与妈妈玩，在与妈妈欢闹…！！如何，此刻的感情？！应该不是愤怒，不是悲伤，不是痛苦吧…！」,「對，汝此刻在與媽媽玩，在與媽媽歡鬧…！！如何，此刻的感情？！應該不是憤怒，不是悲傷，不是痛苦吧…！」,"""È vero, ora tu stai giocando con tua Madre, ti stai divertendo con lei...!! Raccontami le tue emozioni, ora! Credo che non siano rabbia, tristezza o dolore...!""","""¡¡Es cierto, ahora estás jugando con tu madre, divirtiéndote a su lado!!... ¡Dime cómo te sientes ahora! ¡Imagino que no sientes ira, tristeza o dolor!...""","""ﺻﺤﻴﺢ، ﺃﻧﺖِ ﺍﻵﻥ ﺗﻠﻌﺒﻴﻦ ﻣﻊ ﺃﻣﻚ ﻭﺗﻤﺮﺣﻴﻦ ﺑﺮﻓﻘﺘﻬﺎ...!! ﺃﺧﺒﺮﻳﻨﻲ ﺑﻤﺸﺎﻋﺮﻙِ ﺍﻵﻥ! ﻻ ﺃﻇﻨّﻬﺎ ﻏﻀﺒًﺎ، ﻭﻻ ﺣﺰﻧًﺎ، ﻭﻻ ﺃﻟﻤًﺎ...!"""
Ushiromiya Maria,"""Yeah, you're right, I can feel it, {f:5:Beatrice}...!! I'm having so much fun now... I'm playing with Mama, so it's tons of fun!!""","""Yeah, that's right, I get it, {f:5:Beatrice}...!! I'm having a lot of fun now... I'm playing with Mama, so it's tons of fun!! ","""Yeah, that's right, I get it, Beatrice...!!  I'm having a lot of fun now..., I'm playing with Mama, so it's tons of fun!!  ",「うん、そうだね、わかるよベアトリーチェ…！！　私は今、すっごく楽しいよ…、ママと遊んでるんだもん、すっごく楽しいッ！！,「うん、そうだね、わかるよベアトリーチェ…！！　私は今、すっごく楽しいよ…、ママと遊んでるんだもん、すっごく楽しいッ！！」,"""Да, точно, я поняла, {f:5:Беатриче}! Мне сейчас очень весело... Ведь в данный момент я играю с мамой, поэтому веселюсь от души!""","""Sim, você está certa, {f:5:Beatrice}...!! Eu estou me divertindo muito agora... Estou brincando com a mamãe, é muito divertido!!""",「嗯，是呢，我明白哟，贝阿朵莉切…！！我现在非常地开心…，我在与妈妈玩，非常地开心！！」,「嗯，是呢，我明白喲，貝阿朵莉切…！！我現在非常地開心…，我在與媽媽玩，非常地開心！！」,"""Sì, hai ragione, ho capito, Beatrice...!! Mi sto divertendo molto adesso... sto giocando con la Mamma, quindi mi sto divertendo un sacco!!","""Sí, es cierto, lo entiendo, ¡¡{f:5:Beatrice}!!... Ahora sí que me divierto... estoy jugando con mamá, ¡¡es muy divertido!!""","""ﺃﺟﻞ، ﺃﻧﺖِ ﻣﺤﻘﺔ، ﻓﻬﻤﺖ ﻳﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}...!! ﺇﻧّﻲ ﺍﻵﻥ ﻟﻤﺴﺘﻤﺘﻌﺔ... ﺇﺫ ﺃﻟﻌﺐ ﻣﻊ ﻣﺎﻣﺎ، ﻓﺬﺍﻙ ﻏﺎﻳﺔ ﺍﻟﻤﺘﻌﺔ!!"""
Ushiromiya Maria,"""And even though I'm killing Mama over and over again, I can bring her back to life with just a single bit of magic!! I took care of my toys because I couldn't fix them if they broke...!! But if the toys could be fixed, I'd want to break them over and over again!! Kihhihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi!! Hihihihihihi, hihi.........""","And even though I'm killing Mama over and over again, she can be revived with just a single bit of magic!! I took care of my toys because I couldn't fix them if they broke...!! But if the toy could be fixed, I'd want to break it over and over again!! Kihhihihihihihihihihihihi!! Hihihihihihi, hihi......"" ","And even though I'm killing Mama over and over again, she can be revived with just a single bit of magic!!  I took care of my toys because I couldn't fix them if they broke...!!  But if the toy could be fixed, I'd want to break it over and over again!!  Kihhihihihihihihihihihihi!!  Hihihihihihi, hihi.........""",そしてママを何度も何度も殺してるのに、魔法ひとつで好きなだけ生き返らせられるッ！！　玩具は壊したら直せないから大事にした…！！　でも、直る玩具なら何度でも壊したいッ！！　きっひひひひひひひひひひひひ！！　ひひひひひひ、ひひ………。」,「そしてママを何度も何度も殺してるのに、魔法ひとつで好きなだけ生き返らせられるッ！！　玩具は壊したら直せないから大事にした…！！　でも、直る玩具なら何度でも壊したいッ！！　きっひひひひひひひひひひひひ！！　ひひひひひひ、ひひ………」,"""И хотя я раз за разом убиваю маму, её можно воскресить всего лишь крупицей магии! Я заботилась о своих игрушках, поскольку не смогла бы их починить, сломайся они! Но если бы игрушку можно было починить, мне бы захотелось ломать её снова и снова! Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи! Хи‐хи‐хи‐хи‐хи‐хи, хи‐хи...""","""E mesmo que eu mate a mamãe de novo e de novo, posso simplesmente trazê‐la de volta à vida com um pouquinho de magia!! Eu cuido muito bem dos meus brinquedos porque sei que não podem ser consertados se quebrarem...!! Mas se os brinquedos podem ser consertados, eu iria quebrá‐los várias vezes!! Kihhihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi!! Hihihihihihi, hihi.........""",「并且，明明已经把妈妈杀了那么多次，但只需一个魔法，就能随心所欲地令她复活！！玩具是因为一搞坏就没法复原，所以会珍惜…！！但是，若是能复原的玩具，那我想搞坏个无数次！！唧、嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻！！嘻嘻嘻嘻嘻嘻，嘻嘻………」,「並且，明明已經把媽媽殺了那麼多次，但只需一個魔法，就能隨心所欲地令她復活！！玩具是因為一搞壞就沒法復原，所以會珍惜…！！但是，若是能復原的玩具，那我想搞壞個無數次！！唧、嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻！！嘻嘻嘻嘻嘻嘻，嘻嘻………」,"E anche se sto uccidendo la Mamma ancora e ancora, lei può essere resuscitata con appena un pochino di magia!! Mi prendevo cura dei miei giocattoli, perché non potevo ripararli se si rompevano...!! Ma se avessi potuto riparare il giocattolo, avrei voluto romperlo ancora e ancora!! Kihhihihihihihihihihihihi!! Hihihihihihi, hihi...""","""¡¡Y a pesar de que mato a Mamá una y otra vez, puede ser resucitada con un poco de magia!! ¡¡Cuidé de mis juguetes porque no los podía arreglar si los rompía!!... Pero si pudiese arreglarlos, ¡¡los rompería una y otra vez!! ¡¡Kijijijijijijijiji!! Jijijijijijiji, jiji...""","""ﻭﺭﻏﻢ ﺃﻧّﻲ ﺃﻗﺘﻞ ﻣﺎﻣﺎ ﻣﺮﺍﺭﺍً، ﺇﻥ ﺑﻌﺜﻬﺎ ﺳﻬﻞ ﺑﻴﺴﻴﺮ ﺳﺤﺮ!!  ﻛﻨﺖ ﺃﺛﻤّﻦ ﺃﻟﻌﺎﺑﻲ ﻷﻧّﻬﺎ ﻻ ﺗُﺼﻠّﺢ ﺇﺫ ﺍﻧﻜﺴﺮﺕ...!! ﺃﻣﺎ ﻭﺇﻧﻬﺎ ﺗُﺼﻠّﺢ؛ ﻓﺄﺭﻳﺪ ﺗﻜﺴﻴﺮﻫﺎ ﻣﺮﺍﺭًﺍ!! ﻛﻴﻬﻴﻬﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻴﻬﻲ!! ﻫﻴﻬﻴﻬﻴﻬﻴﻬﻲ، ﻫﻴﻬﻲ........."""
Ushiromiya Maria,"""......But, ............Sakutaro won't be fixed. ...He can't be fixed......... .........Because Mama, who made him, ......Mama, who gave birth to him, ......won't accept him.""","""...But......Sakutaro won't be fixed. ...He can't be fixed...... ......Because Mama, who made him, ...Mama, who gave birth to him, ...won't acknowledge him."" ","""......But, ............Sakutaro won't be fixed.  ...He can't be fixed......... .........Because Mama, who made him, ......Mama, who gave birth to him, ......won't acknowledge him.""",「……でも、…………さくたろは直らないんだね。…直せないんだね………。………作ったママが、……生んだママが、……認めないから。」,「……でも、…………さくたろは直らないんだね。…直せないんだね………。………作ったママが、……生んだママが、……認めないから」,"""......Но... Сакутаро не починить. ...Его нельзя починить... .........Потому что мама, сделавшая его... мама, породившая его... его не признаёт.""","""......Mas, ............o Sakutaro não foi consertado. ...Ele não pode ser consertado......... .........Porque a mamãe, ela quem fez ele, ......a mamãe, ela que deu à luz a ele, ......ela não aceita ele.""",「……但是，…………樱太郎是无法复原呢。…无法复原………。………因为把他做出来的，……生他出来的妈妈，……不承认他。」,「……但是，…………櫻太郎是無法復原呢。…無法復原………。………因為把他做出來的，……生他出來的媽媽，……不承認他。」,"""... Ma... Sakutarou non verrà riparato. ... Lui non può essere riparato... perché la Mamma, che l'ha fatto... la Mamma, che l'ha dato alla luce... non lo riconoscerà.""","""... Pero... Sakutaro no se arreglará... No puede arreglarse... Porque mamá, quien lo hizo... Mamá, quien le dio vida, no lo quiere reconocer.""","""......ﻟﻜﻦ، ............ﺳﺎﻛﻮﺗﺎﺭﻭ ﻻ ﻳﻤﻜﻦ ﺇﺻﻼﺣﻪ. ...ﻻ ﻳﻤﻜﻦ ﺇﺻﻼﺣﻪ......... .........ﻷﻥ ﻣﺎﻣﺎ، ﺍﻟﺘﻲ ﺻﻨﻌﺘﻪ، ......ﻣﺎﻣﺎ، ﺍﻟﺘﻲ ﻭﻫﺒﺘﻪ ﺍﻟﺤﻴﺎﺓ، ......ﻻ ﺗﻌﺘﺮﻑ ﺑﻪ."""
{f:5:Beatrice},"""..............................""","""............"" ",""".....................""",「…………………………。」,「…………………………」,""".....................""",[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
Ushiromiya Maria,"""I'm not accepted by Mama either, am I... .........So the broken Maria can't be fixed anymore either. ..............................""","""I wasn't acknowledged by Mama either, was I...? ...So the broken Maria won't be fixed either. ............ ","""I wasn't acknowledged by Mama either, was I.........So the broken Maria won't be fixed either.  .....................",「私もママに、認められてないんだね。………だから壊れた真里亞も、…もう直らないんだね。…………………………。,「私もママに、認められてないんだね。………だから壊れた真里亞も、…もう直らないんだね。…………………………」,"""Меня мама тоже не признала.........Поэтому сломанную Марию тоже не починить. .....................""","""Eu também não sou aceita pela mamãe, eu... .........Por isso a Maria que foi quebrada também não pode mais ser consertada. ..............................""",「我也，得不到妈妈的承认呢。………所以坏掉了的真里亚，…也已经无法复原了。…………………………」,「我也，得不到媽媽的承認呢。………所以壞掉了的真里亞，…也已經無法復原了。…………………………」,"""Nemmeno io sono stata riconosciuta dalla Mamma, no... quindi nemmeno la Maria rotta verrà riparata. ...","""Yo tampoco fui reconocida por Mamá, ¿verdad?... Por eso la María rota tampoco será arreglada...""","""ﻭﺃﻧﺎ ﺃﻳﻀًﺎ ﻻ ﺗﻌﺘﺮﻑ ﺑﻲ ﻣﺎﻣﺎ ﻣﻊ ﺃﻧﻬﺎ ﺍﻟﺘﻲ ﻭﻟﺪﺗﻨﻲ... .........ﺇﺫﻥ ﻣﺎﺭﻳﺎ ﺍﻟﻤﻌﻄﻮﺑﺔ ﻻ ﻳﻤﻜﻦ ﺇﺻﻼﺣﻬﺎ ﺑﻌﺪ ﺍﻵﻥ ﺃﻳﻀﺎً. .............................."""
