Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Kinzo,"""Oooooohhh, {f:5:Beatrice}!! Soon will come the sacred night when we shall bet upon a miracle, and the game of demons shall begin...! I will surely prove triumphant and survive!! ","""Oooooohhh, {f:5:Beatrice}!! The sacred night when the miracle is wagered will come, and the devils' game will begin...! I will definitely win, and will definitely remain alive!!""","Oooooohhh, Beatrice!! The sacred night when the miracle is wagered will come, and the devils' game will begin...! I will definitely win, and will definitely remain alive!!",おおぉベアトリーチェ！！　奇跡を賭す聖なる夜がやって来るぞ、悪魔たちとのゲームが始まるぞ…！　私はきっと打ち勝つ、絶対に生き残る！！,「おおぉベアトリーチェ！！　奇跡を賭す聖なる夜がやって来るぞ、悪魔たちとのゲームが始まるぞ…！　私はきっと打ち勝つ、絶対に生き残る！！」,"""О‐о‐о‐о, {f:5:Беатриче}!!! Близится священная ночь, когда на карту будет поставлено чудо и начнётся дьявольская игра!.. Я несомненно выйду победителем и останусь в живых!!!""","""Oooooohhh, {f:5:Beatrice}!! A noite sagrada, quando o milagre apostado virá, e o jogo dos demônios vai começar...! Eu definitivamente vou vencer, e definitivamente permanecerei vivo!!""",「哦哦哦，貝阿朵莉切！！賭上奇跡的聖夜就快要來臨了，我與惡魔們的遊戲就要開始了…！我一定要取勝，絕對要活下來！！」,「哦哦哦，贝阿朵莉切！！赌上奇迹的圣夜就快要来临了，我与恶魔们的游戏就要开始了…！我一定要取胜，绝对要活下来！！」,"""Oooooohhh, {f:5:Beatrice}!! Malam suci ketika mukjizat dipertaruhkan akan datang, dan permainan iblis dimulai...! Aku pasti akan menang, dan tetap hidup!!""","Oooooohhh, Beatrice!! La notte sacra quando il miracolo è stato scommesso verrà, e il gioco dei demoni inizierà...! Senza dubbio vincerò, e senza dubbio rimarrò in vita!!","""Oooohhh, {f:5:Beatrice}!! La notte sacra in cui ho scommesso sul miracolo è vicina, e il gioco dei demoni avrà inizio...! Vincerò sicuramente, e rimarrò senz'altro in vita!!""","""Oooooohhh, {f:5:Beatrice}!! Mucizenin bahse girildiği o kutsal gece gelecek ve iblislerin oyunu başlayacak...! Kesinlikle kazanacağım ve kesinlikle hayatta kalacağım!!"""
Ushiromiya Kinzo,"I'll let you have the lives of all those others! I don't need wealth or honor or assets or gold or anything! All I want is to see your smile one last time!! *coughcoughcough*!!"" ","""You can have the lives of the others! I don't need wealth or honor or assets or gold or anything! I only want to see your smile one more time!! *coughcoughcough*!!"""," I'll give up the other people's lives! I don't need wealth or honor or assets or gold or anything! I only want to see your smile one more time!! *Coughcoughcough*!!""",　他のやつらの命はくれてやる！　富も名誉も財産も黄金も何もいらぬ！　ただお前の微笑みがもう一度見たいだけなのだッ！！　ゲホンゲホンゴホン！！」,「他のやつらの命はくれてやる！　富も名誉も財産も黄金も何もいらぬ！　ただお前の微笑みがもう一度見たいだけなのだッ！！　ゲホンゲホンゴホン！！」,"""Я отдам жизни других людей! Я не нуждаюсь в богатстве, влиянии, золоте или ещё чём‐нибудь! Я лишь хочу ещё раз увидеть твою улыбку!!! Кха‐кха‐кха!!!""","""Você pode ficar com a vida dos outros! Eu não preciso riquezas ou honras, nem mesmo o ouro, nem nada! Eu só quero ver o seu sorriso mais uma vez!! *cofcofcof*!!""",「其他人的命就送給你了！財富、名譽、黃金，我通通都不要！我只是想再親睹一次你的微笑而已啊！！咳哄咳哄咳哄！！」,「其他人的命就送给你了！财富、名誉、黄金，我通通都不要！我只是想再亲睹一次你的微笑而已啊！！咳哄咳哄咳哄！！」,"""Ambil saja nyawa yang lain! Aku tidak butuh kekayaan, kehormatan, aset, emas, atau apa pun! Aku hanya ingin melihat senyummu sekali lagi!! *batukbatukbatuk*!!""","Abbandonerò le vite delle altre persone! Non ho bisogno di ricchezza o onore o attività o oro o quant'altro! Voglio solo vedere il tuo sorriso ancora una volta!! *Coughcoughcough*!!""","""Ti lascerò avere le vite degli altri! Non ho bisogno di ricchezze, di prestigi, di fortune o di oro, non mi serve nient'altro! Voglio solo vedere il tuo sorriso ancora una volta!! Cough, cough, cough!!""","""Diğerlerinin hayatlarını alabilirsin! Benim servete, onura, mala, altına ya da başka bir şeye ihtiyacım yok! Sadece gülümsemeni bir kez daha görmek istiyorum!! *coughcoughcough*!!"""
,"Kinzo choked, apparently in great pain. ","Kinzo choked, apparently in great pain.",[=UP],金蔵は咽こんでしまい苦しそうにする。,[=JP],"Кинзо задыхался, по‐видимому, испытывая сильную боль.","Kinzo estava sufocando, aparentemente sentindo grandes dores.",金藏咳嗽得透不過氣來，顯得很痛苦。,金藏咳嗽得透不过气来，显得很痛苦。,"Kinzo tersedak, tampak kesakitan.","Kinzo tossì, apparentemente con grande dolore.",Kinzo si strozzò in modo orribile.,"Kinzo boğuldu, görünüşe göre büyük bir acı içindeydi."
,"Kanon got closer and tried to pat his master's back, but Kinzo motioned for him to stop. ","Kanon got closer and tried to pat his master's back, but Kinzo signaled that he didn't need to."," Kanon got closer and tried to pat his master's back, but Kinzo signaled that he didn't need to.",嘉音は主人の背中をさすろうと近付くが、金蔵は来なくて良いと制した。,[=JP],"Канон подошёл поближе, чтобы похлопать господина по спине, но Кинзо подал знак, что в этом нет необходимости.","Kanon se aproximou e tentou bater nas costas de seu mestre, mas Kinzo fez sinal de que não precisava.",嘉音想上前輕撫主人的後背，被金藏示以了不用過來的手勢。,嘉音想上前轻抚主人的后背，被金藏示以了不用过来的手势。,"Kanon mendekat untuk menepuk punggung tuannya, tapi Kinzo memberi isyarat tidak perlu.","Kanon si avvicinò e provò a dare una pacca sulla schiena del suo principale, ma Kinzo fece segno che non ne aveva bisogno.","Kanon si avvicinò e provò a mettere una mano sulla schiena del suo padrone, ma Kinzo fece segno di non averne bisogno.","Kanon yaklaştı ve efendisinin sırtını sıvazlamaya çalıştı, ancak Kinzo buna gerek olmadığını işaret etti."
Ushiromiya Kinzo,""".........Do you know why I went to the trouble of exposing the hidden location of the gold in a place that everyone can see?"" ","""............Do you know why I went to the trouble of exposing the hidden location of the gold so that everyone could see it?""",[=UP],「…………なぜ、私が黄金の隠し場所をわざわざ人目に触れるように曝したかわかるか？」,[=JP],"""............Ты знаешь, почему я решил написать подсказку о тайном местонахождении золота, чтобы каждый мог видеть её?""","""............Você sabe por que eu tive o trabalho de expor a localização do ouro para que todos pudessem ver?""",「…………知道我為什麼要把藏黃金的地點，特意放在別人能看見的地方嗎？」,「…………知道我为什么要把藏黄金的地点，特意放在别人能看见的地方吗？」,"""............Tahukah kau kenapa aku bersusah payah memamerkan lokasi emas tersembunyi agar semua bisa melihat?""","""... Sai perché mi sono preso il disturbo di esporre il luogo nascosto dell'oro così che tutti potessero vederlo?""","""...Sai perché ho volutamente reso noto il nascondiglio dell'oro, in modo da attirare l'attenzione di tutti?""","""............Altının gizli yerini herkesin görebilmesi için neden ifşa etme zahmetine girdiğimi biliyor musun?"""
Kanon,"""......No."" ","""......No.""",[=UP],「……いえ。」,「……いえ」,"""......Нет.""","""......Não.""",「……不知道。」,[=CHT],"""......Tidak.""","""... No.""","""...No.""","""......Hayır."""
Ushiromiya Kinzo,"""It is because magical power is determined by risk. If the number of people who try to discover {f:5:Beatrice}'s gold is great... and the danger of them succeeding is great as well, then the power of magic will bring about a grand miracle if we succeed despite the odds. ","""It is because magical power is determined by risk. The greater the number of people who try to discover {f:5:Beatrice}'s gold, the greater the danger of that happening, then assuming that the bet is successful despite those long odds, the magical power will bring about an even grander miracle.""","""It is because magical power is decided by risk. If the number of people who try to discover Beatrice's gold is great, and the danger of that happening is great as well, then assuming that the bet is successful despite those long odds, the magical power will bring about a grand miracle.",「魔法の力はリスクで決まるからだ。ベアトリーチェの黄金を暴こうとする人間が多ければ多いほど。その危険が高まれば高まるほどに、それでもなお成就できた時、魔法の力は偉大なる奇跡を起こせるのだ。,「魔法の力はリスクで決まるからだ。ベアトリーチェの黄金を暴こうとする人間が多ければ多いほど。その危険が高まれば高まるほどに、それでもなお成就できた時、魔法の力は偉大なる奇跡を起こせるのだ」,"""Это потому что сила магии зависит от риска. Если число людей, пытающихся найти золото {f:5:Беатриче}, велико, и риск того, что оно может оказаться найденным, тоже велик, то окажись ставка, вопреки столь неравным шансам, успешной — магическая сила сможет породить великое чудо.""","""É porque o poder mágico é determinado pelo risco. Quanto maior o número de pessoas que tentarem encontrar o ouro da {f:5:Beatrice}, maior o perigo de que isso aconteça, e assumindo que a aposta seja bem sucedida, o poder mágico trará um milagre ainda maior.""",「因為魔法的力量是以風險決定的。只要想找貝阿朵莉切黃金的人越多，危險程度越高，那麼在千鈞一髮的成功之時，魔法的力量就可以引起足夠偉大的奇跡。」,「因为魔法的力量是以风险决定的。只要想找贝阿朵莉切黄金的人越多，危险程度越高，那么在千钧一发的成功之时，魔法的力量就可以引起足够伟大的奇迹。」,"""Karena kekuatan sihir ditentukan oleh risiko. Semakin banyak orang mencoba menemukan emas {f:5:Beatrice}, semakin besar bahayanya, maka jika taruhan berhasil meski peluang tipis, kekuatan sihir akan membawa mukjizat lebih besar.""","""Perché il potere magico è deciso dal rischio. Più sono le persone che provano a scoprire l'oro di Beatrice, e più alto è il pericolo, se nonostante ciò venisse compiuto, il potere magico risveglierà un grande miracolo.","""Perché il potere di una magia è determinato dal rischio. Più sono le persone che provano a scoprire l'oro di {f:5:Beatrice}, più alto sarà il rischio. E più alto sarà il pericolo che abbiano successo, più forte sarà il potere della magia che darà luce al grande miracolo, nel momento in cui esso si compierà...""","""Çünkü büyülü güç riske göre belirlenir. {f:5:Beatrice}'in altınını keşfetmeye çalışan insanların sayısı ne kadar artarsa, bunun gerçekleşme tehlikesi de o kadar artar, o zaman bu büyük olasılıklara rağmen bahsin başarılı olduğunu varsaydığımızda, büyülü güç daha da büyük bir mucize meydana getirir."""
Ushiromiya Kinzo,"...In other words, magic is a game. It is not the case that the one who performs the best becomes the victor. The victor performs the best because he has been granted magic. Do you see? It is similar to how the miracle of life can be granted only after winning against the divine odds of several hundred million to one. ......Is this a little difficult for you?"" ",""".........In other words, magic is a game. It is not true that the most superior person will become the winner. The winner becomes superior because he is granted magic. Do you understand? Just as the miracle of life is granted precisely because of a victory against divine odds of several hundred million to one. ..................Is this a little difficult for you to understand?""",".........In other words, magic is a game. It is not true that the most superior person will become the winner. The winner is superior because he is granted magic. Do you understand? The miracle of life can be granted only after winning against the divine odds of several hundred million to one. ............Is this a little difficult for you to understand?""",………魔法とはつまりゲームなのだよ。優れている者が勝者になるのではない。勝者には魔法が与えられ優れるのだ。わかるか？　生命の奇跡が数億分の一という神々しい確率に勝利するからこそ与えられるようにな。………………お前には少し難しいか。」,「………魔法とはつまりゲームなのだよ。優れている者が勝者になるのではない。勝者には魔法が与えられ優れるのだ。わかるか？　生命の奇跡が数億分の一という神々しい確率に勝利するからこそ与えられるようにな。………………お前には少し難しいか」,""".........Другими словами, магия — это игра. Крайне ошибочно полагать, будто победителем станет самый превосходный человек. Победитель превосходен потому, что ему дарована магия. Ты понимаешь? Чудо в этой жизни даруется только после победы вопреки божественному проведению, когда ставки равны нескольким сотням миллионов к одному. ............Я так понимаю, тебе несколько трудно это понять?""",""".........Em outras palavras, a magia é um jogo. Não é verdade que a pessoa que for superior vai ser a vencedora. O vencedor será superior porque lhe foi concedido a magia. Você compreende? Apenas um milagre da vida pode ser precisamente garantido porque as chances de vitória contra as probabilidades divinas é de uma em uma centena de milhões. ..................É um pouco difícil para você entender?""",「………魔法也就是遊戲。並不是說出色的人就會成為勝利者。而是勝利者被賜予了魔法才變得出色。明白嗎？就如生命的奇跡，是在數億分之一的神聖概率中獲勝才被賦予的一樣。………………對你來說有點難懂嗎？」,「………魔法也就是游戏。并不是说出色的人就会成为胜利者。而是胜利者被赐予了魔法才变得出色。明白吗？就如生命的奇迹，是在数亿分之一的神圣概率中获胜才被赋予的一样。………………对你来说有点难懂吗？」,""".........Singkatnya, sihir adalah permainan. Bukan yang terunggul yang akan menang. Pemenang menjadi unggul karena diberi sihir. Mengerti? Seperti mukjizat hidup yang diberikan justru karena kemenangan melawan peluang ratusan juta banding satu. ..................Terlalu sulit untukmu?""","... In altre parole, la magia è un gioco. Non è vero che la persona migliore diventa vincitore. Il vincitore è il migliore a causa della magia. Capisci? Il miracolo di una vita può essere concesso solo dopo aver vinto dopo la divina probabilità di diverse centinaia di milioni a una. ... Questo è un po' troppo difficile per te da capire?""","""La magia è una partita, in parole povere. Non è il migliore a vincere. È che al vincitore viene concessa la magia che lo rende una persona migliore. Capisci?{n}È simile al miracolo della vita, che viene ricevuto dopo aver vinto contro la probabilità insormontabile di diverse centinaia di milioni a uno... Non ci stai capendo molto, vero?""",""".........Başka bir deyişle, büyü bir oyundur. En üstün kişinin kazanan olacağı doğru değildir. Kazanan üstün olur çünkü ona büyü verilmiştir. Anlıyor musun? Tıpkı yaşam mucizesinin tam da birkaç yüz milyonda bir olan ilahi olasılıklara karşı kazanılan bir zafer nedeniyle bahşedilmesi gibi. ..................Bunu anlamak senin için biraz zor mu?"""
Kanon,"""......My apologies."" ",""".........My apologies.""",[=UP],「………申し訳ございません。」,「………申し訳ございません」,""".........Прошу прощения.""",""".........Minhas desculpas.""",「………十分抱歉。」,[=CHT],""".........Maaf.""","""... Le mie scuse.""","""...Le mie umili scuse.""",""".........Özür dilerim."""
Ushiromiya Kinzo,"""That's fine. ...It all comes down to this. I will give all that I have built up to the one who solves the mystery of {f:5:Beatrice}'s epitaph. Wealth, honor, gold, and the inheritance of the Ushiromiya family. Everything that I have established! ","""That's fine. ......It all comes down to this. To the one that solves the mystery of {f:5:Beatrice}'s epitaph, I will give all of that which I have built up. Wealth, honor, gold, and succession to the Ushiromiya family headship—everything that I have established!""","""That's fine. It all comes down to this. To the one that solves the mystery of Beatrice's epitaph, I will give all of that which I have built up. Wealth, honor, gold, and the inheritance of the Ushiromiya family. Everything that I have established!",「よい。……つまりはこういうことだ。ベアトリーチェの碑文の謎を解いた者には、私が築き上げてきた全てを与えよう。富、名誉、黄金、そして右代宮家の家督、私が築き上げてきた全てだ！,「よい。……つまりはこういうことだ。ベアトリーチェの碑文の謎を解いた者には、私が築き上げてきた全てを与えよう。富、名誉、黄金、そして右代宮家の家督、私が築き上げてきた全てだ！」,"""Ничего страшного. К этому всё и шло. Тому, кто сможет разгадать тайну эпитафии {f:5:Беатриче}, я отдам всё, чего добился. Богатство, честь, золото, и наследие семьи Уширомия. Всё, чего я добился!""","""Excelente, ......tudo culmina para este momento. Para aquele que resolver o mistério do epitáfio da {f:5:Beatrice}, eu irei dar tudo aquilo que eu construí. Riqueza, honra, ouro e a sucessão da liderança da família Ushiromiya — tudo que eu já obtive!""",「無妨。……也就是說是這麼回事。對於解開貝阿朵莉切碑文之謎的人，我願給予我所築成的一切。財富、名譽、黃金，還有右代宮家家督之位，把我所築成的一切都給他！」,「无妨。……也就是说是这么回事。对于解开贝阿朵莉切碑文之谜的人，我愿给予我所筑成的一切。财富、名誉、黄金，还有右代宫家家督之位，把我所筑成的一切都给他！」,"""Tidak apa. ......Intinya begini. Untuk yang memecahkan misteri epitaf {f:5:Beatrice}, aku akan berikan semua yang kubangun. Kekayaan, kehormatan, emas, dan kepemimpinan keluarga Ushiromiya—semuanya!""","""Va bene. Si riduce tutto a questo. A colui che risolverà il mistero dell'epigrafe di Beatrice, darò tutto ciò che ho costruito. Ricchezza, onore, oro, e l'eredità della famiglia Ushiromiya. Tutto quello che ho fondato!","""E va bene... Le cose stanno così. A colui che risolverà l'enigma dell'epigrafe di {f:5:Beatrice} darò tutto quello che ho costruito. Ricchezze, prestigi, oro, e l'eredità della famiglia Ushiromiya, tutto ciò che ho realizzato!""","""Sorun değil. ......Her şey buna bağlı. {f:5:Beatrice}'in kitabesinin gizemini çözene, biriktirdiğim her şeyi vereceğim. Zenginlik, onur, altın ve Ushiromiya ailesinin başına geçme hakkını—yarattığım her şeyi!"""
Ushiromiya Kinzo,"My children certainly aren't the only ones with the right to attempt to solve this riddle. Anyone who solves the riddle will have the right to gain everything, even you."" ","""The right to tackle the riddle is not limited to my children. Even if it were you who succeeded in solving it, that would make you qualified to gain everything."""," Since tackling the riddle is the only condition, it is not limited to my children. For example, if you succeeded in solving it, that would make you qualified to gain everything.""",　その謎に挑む資格があるのは、何も私の息子たちだけとは限らぬ。例えお前であっても、その謎を解けたなら全てを得る資格があるのだ。」,「その謎に挑む資格があるのは、何も私の息子たちだけとは限らぬ。たとえお前であっても、その謎を解けたなら全てを得る資格があるのだ」,"""Поскольку разгадка эпитафии является единственным условием, то оно распространяется не только на моих детей. Например, если тебе удастся раскусить её, то ты станешь обладателем всего.""","""O direito de desvendar o enigma não está limitado a apenas os meus filhos. Caso você obtenha sucesso solucionando ele, isso o torna qualificado a ganhar tudo.""",「挑戰這個謎題的資格，並不只限於我的兒女們。就算是你，只要解開了這個謎題就也有資格獲得一切。」,「挑战这个谜题的资格，并不只限于我的儿女们。就算是你，只要解开了这个谜题就也有资格获得一切。」,"""Hak menebak teka-teki tidak terbatas pada anak-anakku. Bahkan jika kau yang berhasil memecahkannya, kau berhak mendapatkan segalanya.""","Dato che affrontare l'indovinello è l'unica condizione, non è limitata ai miei figli. Se anche tu fossi capace di risolverlo, avresti tutte le qualifiche per ottenere tutto.""","""I miei figli non sono gli unici che hanno il diritto di poter partecipare all'enigma. Anche tu, se riuscissi a risolverlo, avresti il diritto di ottenere tutto questo.""","""Bilmeceyi çözme hakkı sadece çocuklarımla sınırlı değil. Çözmeyi başaran siz olsaydınız bile, bu sizi her şeyi kazanmaya hak sahibi yapardı."""
Kanon,""".........Yes. However, ......I couldn't possibly understand such a difficult riddle."" ",""".........Yes. However, ......I couldn't possibly understand such a difficult riddle.""",""".........Yes. However,......I couldn't possibly understand such a difficult riddle.""",「………はい。ですが、……僕にはあのような難しい謎はわかりかねます。」,「………はい。ですが、……僕にはあのような難しい謎はわかりかねます」,""".........Да. Однако... Думаю не в моих силах разгадать столь сложную загадку.""",""".........Sim. Porém, ......eu nunca poderia entender um enigma tão difícil.""",「………是的。不過，……對我來說那種謎題實在太難了。」,「………是的。不过，……对我来说那种谜题实在太难了。」,""".........Ya. Tapi, ......aku tidak mungkin bisa memahami teka-teki sulit seperti itu.""","""... Sì. Tuttavia... io non posso capire in alcun modo un enigma così difficile.""","""...Sì. Tuttavia... non riuscirei mai a risolvere un enigma così complesso.""",""".........Evet. Ancak, ......Bu kadar zor bir bilmeceyi anlamam mümkün değil."""
Ushiromiya Kinzo,"""Of course. I made it difficult. ...But you must try to solve it as well. That will form the seed that summons the miracle of my magic. If everyone attempts it and everyone fails, that will be that. ","""Of course. I made it difficult. ...But you must also challenge it. That will become the seed with which the miracle of my magic will be summoned. If everyone challenges it, and everyone fails, that will be that.""","""Of course. I made it difficult. ...But you must also challenge it. That will become the seed with which the miracle of my magic will be summoned. If everyone challenges it, and everyone fails, that will be that.",「無論だ。難解に作った。…だが、お前も挑め。それが我が魔法の奇跡を呼ぶ糧となる。誰もが挑み、誰にも至れなかったなら、その時はその時。,「無論だ。難解に作った。…だが、お前も挑め。それが我が魔法の奇跡を呼ぶ糧となる。誰もが挑み、誰にも至れなかったら、その時はその時」,"""Разумеется. Я сделал её такой сложной. ...Но ты должен попытаться разгадать её. Это станет семенем, из которого произрастёт чудо моей магии. Если все предпримут попытку разгадать её, и все потерпят неудачу, то так тому и быть.""","""É claro. Eu o fiz difícil. ...Mas você também deve desafiá‐lo. Essa será a semente com a qual o milagre da minha magia será invocada. Se todos tentarem resolvê‐lo, e todos falharem, isto vai acontecer.""",「這是當然的。做得就是這麼難解。…不過，你也來挑戰。這會成為喚來我的魔法奇跡的食糧。若是每一個人都來挑戰，卻沒有一個人抵達謎底的話，那時的事就到那時再說。」,「这是当然的。做得就是这么难解。…不过，你也来挑战。这会成为唤来我的魔法奇迹的食粮。若是每一个人都来挑战，却没有一个人抵达谜底的话，那时的事就到那时再说。」,"""Tentu. Aku sengaja membuatnya sulit. ...Tapi kau juga harus menantangnya. Itu akan menjadi benih untuk memanggil mukjizat sihirku. Jika semua menantang dan gagal, itu sudah cukup.""","""Certamente. Io l'ho fatto difficile. ... Ma anche tu dovresti prendere parte alla sfida. Ciò che diventerà il seme con cui il miracolo della mia magia sarà evocato. Se tutti prendessero parte alla sfida, e tutti fallissero, sarà così.","""Ma è ovvio. È fatto per essere difficile da capire... Ma dovresti partecipare anche tu. Così ci sarebbero i mezzi per invocare il miracolo della mia magia. Se tutti prenderanno parte alla sfida senza avere successo, vedremo cosa fare.""","""Tabii ki. Bunu zor yaptım. ...Ama ona sen de meydan okumalısın. Bu, büyümün mucizesinin çağrılacağı tohum olacak. Herkes meydan okur ve başarısız olursa, işte öyle olur."""
Ushiromiya Kinzo,"However, if the miracles come together and give birth to magical power, it will happen! {f:5:Beatrice} will revive. That is why you must attempt it too. Everyone must attempt it. And in so doing, they will give strength to my magic!! Do you understand?!"" ","""However, if the miracles are gathered and the magical power is born, it will happen then! {f:5:Beatrice} will revive. Therefore you too must challenge it. All must challenge it. And in doing so, they must give strength to my magic!! Do you understand?!"""," However, if the miracles are gathered and the magical power is born, it will happen then! Beatrice will revive. Therefore you too must challenge it. Everyone must challenge it. And in doing so, they must give strength to my magic!! Do you understand?!""",だが、奇跡が集い魔法の力が生まれたなら、その時こそ！　ベアトリーチェが蘇るのだ。だからお前も挑め。誰もが挑め。そして我が魔法に力を捧げるのだ！！　わかるな？！」,「だが、奇跡が集い魔法の力が生まれたなら、その時こそ！　ベアトリーチェが蘇るのだ。だからお前も挑め。誰もが挑め。そして我が魔法に力を捧げるのだ！！　わかるな？！」,"""Однако, если собрать все чудеса и создать магическую силу, тогда это случится! {f:5:Беатриче} возродится. Поэтому ты тоже должен постараться найти ответ на загадку. Каждый должен попытаться отыскать ответ на неё. И, сделав это, они увеличат силу моей магии!!! Ты понял?!""","""No entanto, se os milagres forem reunidos e um grande poder mágico nascer, irá acontecer! A {f:5:Beatrice} será revivida. Por tanto, você deve desafiá‐lo também. Todos devem. E fazendo isso, eles darão forças à minha magia!! Você compreende?!""",「但若是產生出了聚集奇跡的魔法力量，那麼那時…！那時就是貝阿朵莉切的復甦之時。所以你也來挑戰。每一個人都來挑戰。然後為我的魔法獻出力量！！明白嗎？！」,「但若是产生出了聚集奇迹的魔法力量，那么那时…！那时就是贝阿朵莉切的复苏之时。所以你也来挑战。每一个人都来挑战。然后为我的魔法献出力量！！明白吗？！」,"""Tapi jika mukjizat terkumpul dan kekuatan sihir lahir, itu akan terjadi! {f:5:Beatrice} akan bangkit. Karena itu kau juga harus menantang. Semua harus menantang. Dengan begitu mereka memberi kekuatan pada sihirku!! Mengerti?!""","Tuttavia, se i miracoli si uniscono e nasce il potere magico, allora accadrà! Beatrice rivivrà. Pertanto anche tu dovrai prendere parte alla sfida. Tutti devono prendere parte alla sfida. E così facendo sacrificare quel potere per il bene della mia magia!! Capisci?!""","""Ma nel momento in cui i miracoli si congiungeranno, si genererà del potere magico! {f:5:Beatrice} ritornerà in vita. Pertanto, parteciperai anche tu. Tutti devono prendere parte alla sfida. E così facendo, daranno più potenza alla mia magia!! Lo capisci?!""","""Ancak, mucizeler toplanır ve büyülü güç doğarsa, o zaman gerçekleşecek! {f:5:Beatrice} yeniden dirilecek. Bu yüzden sen de meydan okumalısın. Herkes meydan okumalı. Ve bunu yaparken, büyüme güç vermeliler!! Anladın mı?!"""
Kanon,"""............Yes. ...I will try."" ","""............Yes. ...I will try.""",[=UP],「…………はい。…努力します。」,「…………はい。…努力します」,"""............Да. ...Я постараюсь.""","""............Sim. ...Eu tentarei.""",「…………是。…我會努力的。」,「…………是。…我会努力的。」,"""............Ya. ...Aku akan mencoba.""","""... Sì. ... Ci proverò.""","""...Sì... Ci proverò.""","""............Evet. ...Deneyeceğim."""
,"For a long while, Kinzo repeatedly muttered to himself, agitated and clutching at his head. ","For a long while, Kinzo repeatedly muttered to himself, agitated and grabbing onto his head.",[=UP],金蔵はしばらくの間、興奮した様子で頭を抱えながらぶつぶつと独り言を繰り返していた。,[=JP],"Долгий промежуток времени Кинзо что‐то бормотал про себя, волнуясь и хватаясь за голову.","Por muito tempo, Kinzo, repetidamente murmurou para si mesmo, se agitando e segurando sua cabeça.",金藏興奮地一邊抱著頭一邊自言自語嘟嘟噥噥了半天。,金藏兴奋地一边抱着头一边自言自语嘟嘟哝哝了半天。,"Lama sekali, Kinzo terus bergumam pada dirinya sendiri, gelisah sambil memegangi kepala.","Per molto tempo, Kinzo ripetutamente mormorò fra sé, agitato e tenendosi la testa.","Per un po' di tempo, Kinzo borbottò ripetutamente fra sé e sé, spaesato e con un'espressione agitata in volto.","Kinzo uzun bir süre boyunca kendi kendine mırıldandı, tedirgindi ve başını tutuyordu."
,"Kanon stayed where he was, alert and unmoving, until he was given the next order from his master. ","Kanon stayed where he was, alert and unmoving, until he was given the next order from his master."," Kanon stayed where he was, alert and unmoving, until he was given the next order from his master.",嘉音は、主から次の指示が与えられるまで、その場に直立不動でじっと待機していた。,[=JP],"Канон же остался стоять, где стоял, не двигаясь и ожидая, когда его господин соизволит что‐либо ему приказать.","Kanon permaneceu onde estava, alerta e sem se mover, até que seu mestre lhe desse a próxima ordem.",嘉音站得筆直，一動不動地等著主人的下一個指示。,嘉音站得笔直，一动不动地等着主人的下一个指示。,"Kanon tetap di tempatnya, waspada dan tidak bergerak, menunggu perintah berikutnya dari tuannya.","Kanon rimase dov'era, immobile e in allerta, fino a quando non gli venne dato il prossimo ordine dal suo padrone.","Kanon rimase fermo dov'era sull'attenti, attendendo le prossime istruzioni del suo padrone...","Kanon, efendisinden bir sonraki emir gelene kadar olduğu yerde, tetikte ve hareketsiz kaldı."
,...Kinzo eventually realized this. ,...Kinzo finally realized this.,[=UP],…やがて金蔵もそれに気付く。,[=JP],"...Кинзо, наконец, заметил это.",...Kinzo finalmente havia percebido isso.,…不久，這也被金藏察覺到了。,…不久，这也被金藏察觉到了。,...Akhirnya Kinzo menyadari hal ini.,... Kinzo finalmente lo capì.,"Alla fine, Kinzo si accorse di lui.",...Kinzo sonunda bunu fark etti.
Ushiromiya Kinzo,"""Very well, leave me. ......There is a bag of sweets on the liquor cabinet. You can take some with you as a reward."" ","""That is all, leave me now. ......There is a bag of sweets on the liquor cabinet. You can take some with you as a reward.""","""Very well, leave me. ......There is a bag of sweets on the liquor cabinet. You can take some with you as a reward.""",「もうよい、下がれ。……酒棚に菓子の袋があろう。駄賃に持って行くがよい。」,「もうよい、下がれ。……酒棚に菓子の袋があろう。駄賃に持って行くがよい」,"""Всё в порядке, оставь меня. ......Там на баре лежит кулёк с конфетами. Можешь взять его себе в качестве награды.""","""Isso é tudo, pode ir agora. ......Tem uma bolsa cheia de doces no armário de licores. Você pode levar alguns como recompensa.""",「夠了，退下吧。……酒櫃上有糖果袋。當成報酬拿去吧。」,「够了，退下吧。……酒柜上有糖果袋。当成报酬拿去吧。」,"""Cukup, pergilah sekarang. ......Ada sekantong permen di lemari minuman. Kau boleh ambil beberapa sebagai hadiah.""","""Va tutto bene, lasciami solo. ... C'è un sacchetto di caramelle nell'armadietto dei liquori. Puoi prenderne qualcuna come ricompensa.""","""Va tutto bene, puoi andare... C'è un sacchetto di caramelle nell'armadietto dei liquori. Puoi prenderne qualcuna come ricompensa.""","""Hepsi bu kadar, şimdi beni yalnız bırak. ......İçki dolabının üzerinde bir torba şeker var. Ödül olarak yanına biraz alabilirsin."""
