Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,It seems that you need to imagine a vast space to gain the mental concentration for using magic.,It seems that you need to imagine a vast space to gain the mental concentration for using magic. ,[=UP],魔法を使うための精神集中には、広大な空間のイメージが欠かせないらしい。,[=JP],"Поэтому я вспомнила время, когда была гораздо моложе, а моя семья поехала в небольшой отпуск.",Parece que você precisa imaginar um vasto espaço para adquirir concentração mental a fim de usar magia.,在为了使用魔法而集中精神这事上，去想象广大的空间似乎是必不可缺的一环。,在為了使用魔法而集中精神這事上，去想像廣大的空間似乎是必不可缺的一環。,Sembra che si debba immaginare un vasto spazio per guadagnare la concentrazione mentale per poter usare la magia.,Parece que necesitas imaginar un vasto espacio para ganar la concentración mental necesaria para usar magia.,ﻳﺒﺪﻭ ﺃﻥ ﻋﻠﻲّ ﺗﺨﻴﻞ ﻓﺮﺍﻍٍ ﺷﺎﺳﻊ ﻻﻛﺘﺴﺎﺏ ﺍﻟﺘﺮﻛﻴﺰ ﺍﻟﺬﻫﻨﻲ ﺍﻟﻤﺆﻫﻞ ﻻﺳﺘﺨﺪﺍﻡ ﺍﻟﺴﺤﺮ.
,"So I remembered the time from my younger days when my family had gone on a small vacation, and I had looked down towards the base of a mountain from a viewing platform at a rest stop on the peak—and I tried painting this scene in my mental world.","So I remembered the time from my younger days when my family had gone on a small vacation, when I had looked down towards the base from a viewing platform at a rest stop on a peak, and I tried painting this scene in my mental world. ","So I remembered the time from my younger days when my family had gone on a small vacation, when I had looked down towards the base from a viewing platform at a rest stop on a peak, and I tried painting this scene in my mental world.",なので私は、幼い頃に家族で出掛けた小旅行で、峠のドライブインの展望台から麓を見下ろした時のことを思い出し、その光景で心象世界を描いてみたのだ。,[=JP],"Там мне довелось посмотреть вниз на подножие со смотровой площадки, когда я остановилась передохнуть на вершине. Теперь же я попыталась нарисовать эту картину в своём духовном мире.","Então, eu lembrei da época em que eu era criança, quando minha família foi em uma pequena viagem de férias e, de uma plataforma no topo de uma montanha onde paramos para descansar, eu olhei para a base dela — e eu tentei pintar essa cena em meu mundo mental.",所以，我回忆起了，小时候与家人一起出门的小旅行，在山顶餐厅的展望台俯视山脚时的情景，以这景色描绘出心象世界。,所以，我回憶起了，小時候與家人一起出門的小旅行，在山頂餐廳的展望台俯視山腳時的情景，以這景色描繪出心象世界。,"Perciò ricordai la volta quando ero bambina in cui la mia famiglia era andata a fare una piccola vacanza, quando avevo guardato in basso verso la base da una piattaforma panoramica ad un punto di ristoro su un picco, e provai a ricreare questa scena nel mio mondo mentale.","Así que recordé los días en los que era más joven, cuando mi familia se había ido en un pequeño viaje, cuando miré hacia la base desde una plataforma de observación de la parada de descanso en la cima de una montaña, y traté de pintar ese panorama en mi mundo mental. ",ﻭﻣﻦ ﺃﺟﻞ ﺫﻟﻚ ﺣﺎﻭﻟﺖ ﺗﺬﻛﺮ ﻣﺸﻬﺪٍ ﻣﻦ ﺃﻳﺎﻡ ﻃﻔﻮﻟﺘﻲ ﻋﻨﺪﻣﺎ ﺫﻫﺒﺖ ﻓﻲ ﺭﺣﻠﺔ ﻋﺎﺋﻠﻴﺔ، ﺁﻧﺬﺍﻙ ﺣﻈﻴﺖ ﺑﺘﺠﺮﺑﺔ ﺍﻟﻨﻈﺮ ﺇﻟﻰ ﺃﺳﻔﻞ ﺳﻔﺢ ﺍﻟﺠﺒﻞ ﻣﻦ ﺃﻋﻠﻰ ﻧﻘﻄﺔ ﺗﻮﻗﻒ ﻋﻠﻰ ﻗﻤﺘﻪ، ﺇﺫ ﺣﺎﻭﻟﺖ ﺭﺳﻢ ﺫﻟﻚ ﺍﻟﻤﺸﻬﺪ ﻓﻲ ﺫﻫﻨﻲ.
Ushiromiya Maria,"""No, still far too small. Imagine a much, much wider space. And create your very own mental world.""","""No, still far too small. Imagine a much, much wider space. And create your own mental world. ","""No, still far too small.  Imagine a much, much wider space.  And create your own mental world.  ",「うぅん、まだまだ狭い。もっともっと広い空間をイメージして。そして、縁寿だけの心象世界を作り上げるの。,「うぅん、まだまだ狭い。もっともっと広い空間をイメージして。そして、縁寿だけの心象世界を作り上げるの」,"""Нет, всё ещё слишком маленькое. Представь большое‐большое широкое пространство. И создай свой духовный мир.""","""Não, ainda é muito pequeno. Imagine um espaço muito, muito mais vasto.{n}E crie seu próprio mundo mental.""",「不行，还太狭小。去想象更大更广阔的空间。然后，去创造出只属于缘寿的心象世界。」,「不行，還太狹小。去想像更大更廣闊的空間。然後，去創造出只屬於緣壽的心象世界。」,"""No, ancora decisamente troppo piccolo. Immagina uno spazio molto, molto più grande. E crea il tuo mondo mentale personale.","""No, aún es demasiado pequeño. Imagina un espacio mucho, mucho más amplio. Y crea tu propio mundo mental.""","""ﻛﻼ، ﻻ ﻳﺰﺍﻝ ﻓﺮﺍﻏًﺎ ﺿﺌﻴﻼً ﺟﺪًﺍ. ﻋﻠﻴﻚِ ﺗﺨﻴﻞ ﻓﺮﺍﻍٍ ﺃﻭﺳﻊ ﺑﻜﺜﻴﺮ. ﺍﺧﻠﻘﻲ ﺑﻤﺨﻴﻠﺔ ﻋﻘﻠﻚ ﻋﺎﻟﻤﻚ ﺍﻟﺨﺎﺹ."""
Ushiromiya Maria,"""Your image is still far too foggy. There's no temperature in the air, and there's no wind. No smells either. The world is still very thin. ......You can leave those for later, so for now, just imagine a wider space.""","Your image is still way too foggy. There's no temperature in the air, and there's no wind. No smells either. The world is still very faint. ...You can leave those for later, so for now, imagine an even wider space."" ","Your image is still far too foggy.  There's no temperature in the air, and there's no wind.  No smells either.  The world is still very faint.  ......You can leave those for later, so for now, imagine an even wider space.""",まだまだイメージが霞んでる。空気に温度もないし、風もない。匂いもない。まだまだ世界が希薄。……それらは後でもいいから、今はとにかく、もっと広い世界をイメージして。」,「まだまだイメージが霞んでる。空気に温度もないし、風もない。匂いもない。まだまだ世界が希薄。……それらは後でもいいから、今はとにかく、もっと広い世界をイメージして」,"""Твой образ всё ещё слишком смутный. Там нет температуры воздуха и даже ветра. Также нет запахов. Мир по‐прежнему очень тусклый. ......Ты можешь оставить его на потом, а сейчас, представь широкое пространство.""","""Sua imagem ainda está muito embaçada. Não há temperatura no ar, e também não há vento. Muito menos cheiros. O mundo ainda está muito fino. ......Você pode deixar isso para depois, por hora, apenas imagine um vasto espaço.""",「印象还太朦胧。空气没有温度，没有风。没有气味。世界还太稀薄。……这些以后再做也行，总之，现在先去想象更广阔的世界。」,「印象還太朦朧。空氣沒有溫度，沒有風。沒有氣味。世界還太稀薄。……這些以後再做也行，總之，現在先去想像更廣闊的世界。」,"La tua immagine è ancora davvero troppo sfuocata. Non c'è temperatura nell'aria, e non c'è vento. Nemmeno un odore. Il mondo è ancora molto fioco. Puoi lasciare queste cose per dopo, quindi per adesso immagina uno spazio ancora maggiore.""","""Tu imagen aún es muy borrosa. No hay temperatura en el aire, y no hay viento. Tampoco olores. El mundo es muy débil aún... Puedes dejar eso para después, así que por ahora, imagina un espacio aun más amplio.""","""ﺧﻴﺎﻟﻚ ﻻ ﻳﺰﺍﻝ ﺿﺒﺎﺑﻴًﺎ ﻟﻠﻐﺎﻳﺔ. ﻻ ﺣﺮﺍﺭﺓ ﻭﻻ ﺭﻳﺢ. ﻭﻻ ﺣﺘﻰ ﺭﺍﺋﺤﺔ. ﺇﻧّﻪ ﻋﺎﻟﻢٌ ﺿﻌﻴﻒٌ ﺟﺪًﺍ. ......ﻻ ﺑﺄﺱ، ﺳﻨﺆﺟﻞ ﻫﺬﺍ ﻟﻮﻗﺖ ﻻﺣﻖ. ﻭﻟﻜﻦ ﺣﺎﻟﻴًﺎ، ...ﻋﻠﻴﻚ ﺗﺨﻴﻞ ﻓﺮﺍﻍٍ ﺃﻭﺳﻊ."""
Sakutarou,‘Uryu. ......Why do you have to imagine a wide space?’,‘Uryu. ...Why do you have to imagine a vast space?’ ,『Uryu.  ......Why do you have to imagine a vast space?』,『うりゅ。……どうして広い空間のイメージが必要なの？』,[=JP],{p:0:『}Урю. ......Зачем надо представлять огромное пространство?{p:0:』},‘Uryu. ......Por que você precisa imaginar um espaço vasto?’,『呜溜。……为什么必须去想象广阔的空间？』,『嗚溜。……為什麼必須去想像廣闊的空間？』,{p:0:『}Uryu. ... Perché bisogna immaginare uno spazio vasto?{p:0:』},‘Uryu... ¿Por qué hay que imaginar un espacio vasto?’,‘ﺃﻭﺭﻳﻮﻭ. ......ﻟﻤﺎﺫﺍ ﻧﺤﺘﺎﺝ ﺇﻟﻰ ﺗﺨﻴﻞ ﻓﺮﺍﻍٍ ﺷﺎﺳﻊ ﻳﺎ ﻣﺎﺭﻳﺎ؟’
Ushiromiya Maria,"""From the time they're born, {y:0:Human}{n:0:human}s have inside them a toxin that blocks magic. If you don't purge yourself of that toxin, you can't use magic well. ...One effective method of achieving this is to imagine a vast space.""","""From the time of their birth, Humans have inside of them a toxin that blocks magic. If that toxin isn't purified, you can't use magic well. ...One effective method of achieving this is to imagine a vast space."" ","""From the time they're born, humans have inside them a toxin that blocks magic.  If that toxin is not purified, you can't use magic well.  ...One effective method of achieving this is to imagine a vast space.""",「ニンゲンの体内には、生まれながらにして魔法を妨げる毒素があるんだよ。その毒素を浄化しないと、魔法はうまく使えないの。…その為に有効な方法の一つが、広大な空間をイメージすることなんだよ。」,「ニンゲンの体内には、生まれながらにして魔法を妨げる毒素があるんだよ。その毒素を浄化しないと、魔法はうまく使えないの。…その為に有効な方法の一つが、広大な空間をイメージすることなんだよ」,"""С момента их рождения у {y:0:Люд}{n:0:люд}ей внутри есть токсин, блокирующий магию. Если не очиститься от этого токсина, то ты не сможешь как следует пользоваться магией. ...Единственным эффективным методом достижения этого является представление огромного пространства.""","""A partir do momento que nascem, {y:0:Humanos}{n:0:humanos} têm dentro de si uma toxina que bloqueia a magia. Se você não expurgar essas toxinas, não vai conseguir usar magia. ...Um método efetivo para conseguir isto é imaginar um vasto espaço.""",「在人类的体内，一出生就带有妨碍魔法的毒素哟。不去净化这毒素，就没法好好用出魔法。…净化毒素的有效方法之一，就是去想象广大的空间哟。」,「在人類的體內，一出生就帶有妨礙魔法的毒素喲。不去淨化這毒素，就沒法好好用出魔法。…淨化毒素的有效方法之一，就是去想像廣大的空間喲。」,"""Dal momento della nascita, gli umani hanno al loro interno una tossina che blocca la magia. Se non viene purificata, non si può usare bene la magia. ... Un metodo efficace per ottenere questo risultato è immaginarsi un grande spazio.""","""Desde que nacemos, los {y:0:Humanos}{n:0:humanos} tenemos dentro una toxina que bloquea la magia. Si esa toxina no es purificada, no puedes usar bien la magia... Un método efectivo para lograr esto es imaginar un vasto espacio.""","""ﻳﻤﻠﻚ ﺍﻟﺒﺸﺮ ﻣﻨﺬ ﻭﻻﺩﺗﻬﻢ ﺳﻤًﺎ ﻣﻘﺎﻭﻣًﺎ ﻟﻠﺴﺤﺮ. ﻟﻬﺬﺍ ﻟﻦ ﻧﺴﺘﻄﻴﻊ ﺍﺳﺘﺨﺪﺍﻣﻪ ﻣﺎ ﻟﻢ ﻧُﻄﻬﺮ ﺫﻟﻚ ﺍﻟﺴﻢ ﺃﻭﻻً. ...ﻣﻦ ﺃﻧﺠﺢ ﺍﻟﻮﺳﺎﺋﻞ ﻟﻔﻌﻞ ﺫﻟﻚ ﻫﻲ ﺗﺨﻴﻞ ﻓﺮﺍﻍٍ ﺷﺎﺳﻊ."""
Ushiromiya Ange,""".........Just now, I thought of the world as seen from the window of an airplane, but that didn't work either. ......A world more vast than that, ......I can't even imagine.""","""......Just now, I thought of the world as seen from the window of an airplane, but that didn't work. ...I can't even think of... a world more vast than that."" ",""".........Just now, I thought of the world as seen from the window of an airplane, but that didn't work.  ......I can't even think of, ......a world more vast than that.""",「………さっきは、飛行機の窓から見た世界を思い描いたけど、それも駄目だったわ。……もっと広大な世界なんて、……見当もつかない。」,「………さっきは、飛行機の窓から見た世界を思い描いたけど、それも駄目だったわ。……もっと広大な世界なんて、……見当もつかない」,""".........Сейчас я думала о мире, видимом из окна самолёта, но это не сработало. ......Я не могу даже представить... мир, намного больше, чем этот.""",""".........Agora, eu pensei em um mundo como se visto da janela de um avião, mas também não funcionou. ......Um mundo ainda mais vasto que isto, ......eu não consigo imaginar.""",「………刚才描绘过从飞机机窗看到的世界，可是连这也不行。……比这更广大的世界，……毫无头绪。」,「………剛才描繪過從飛機機窗看到的世界，可是連這也不行。……比這更廣大的世界，……毫無頭緒。」,"""... Poco fa, ho pensato al mondo visto dal finestrino di un aeroplano, ma non ha funzionato. ... Non riesco neanche a immaginarlo... uno spazio più vasto di quello.""","""... Justo ahora, pensé en el mundo como visto desde la ventana de un avión, pero no funcionó... No puedo ni pensar... en un mundo más vasto que eso.""",""".........ﻟﻠﺘﻮ ﺗﺨﻴﻠﺖ ﺍﻟﻌﺎﻟﻢ ﻛﻤﺎ ﻳُﺮﻯ ﻣﻦ ﻧﺎﻓﺬﺓ ﻃﺎﺋﺮﺓ، ﻟﻜﻦ ﻫﺬﺍ ﺩﻭﻥ ﺟﺪﻭﻯ. ......ﻻ ﺃﺳﺘﻄﻴﻊ ﺗﺨﻴﻞ ﻋﺎﻟﻢٍ ......ﺃﻭﺳﻊ ﻣﻦ ﻫﺬﺍ."""
Sakutarou,"‘In that case, Maria, why don't you just tell Ange about the vast world you have...! Won't that make it easy for Ange to imagine as well? Uryu!’","‘In that case, Maria just has to teach Ange about the vast world Maria has...! Won't that make it easy for Ange to imagine as well? Uryu!’ ","『In that case, Maria just has to teach Ange about the vast world Maria has...!  Won't that make it easy for Ange to imagine as well?  Uryu!』",『なら、真里亞の持つ広大な世界を縁寿にも教えてあげればいいよ…！　そしたら縁寿にもイメージがしやすくなるんじゃない？　うりゅ！』,[=JP],"{p:0:『}В таком случае Мария просто должна рассказать Энджи о том громадном мире, который есть у Марии!.. Разве это не сделает создание проще для Энджи? Урю!{p:0:』}","‘Nesse caso, Maria, por que você não conta para a Ange sobre como seu mundo é vasto...! Isso não faria com que fosse mais fácil para a Ange imaginar? Uryu!’",『那么，真里亚去把真里亚所拥有的广大世界教给缘寿就好了哟…！这么做了的话，缘寿不也就能比较轻松地进行想象了吗？呜溜！』,『那麼，真里亞去把真里亞所擁有的廣大世界教給緣壽就好了喲…！這麼做了的話，緣壽不也就能比較輕鬆地進行想像了嗎？嗚溜！』,"{p:0:『}In quel caso, basta che Maria insegni ad Ange la vastità del mondo che possiede...! Non renderebbe più facile anche per Ange immaginarlo? Uryu!{p:0:』}","‘En ese caso, ¡María solo tiene que enseñarle a Ange sobre el vasto mundo que tiene!... ¿No haría eso que Ange pudiera imaginarlo más fácilmente? ¡Uryu!’",‘ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ﻳﻨﺒﻐﻲ ﻋﻠﻴﻚ ﻳﺎ ﻣﺎﺭﻳﺎ ﺇﻃﻼﻉ ﺇﻧﺠﻲ ﻋﻠﻰ ﻋﺎﻟﻤﻚ ﺍﻟﻮﺍﺳﻊ...! ﺃﻻ ﺗﻈﻨﻴﻦ ﺃﻥ ﺫﻟﻚ ﺳﻴﺠﻌﻞ ﺍﻷﻣﺮ ﺳﻬﻼً ﻋﻠﻴﻬﺎ؟ ﺃﻭﺭﻳﻮﻭ!’
Ushiromiya Ange,"""......That's right. And I'm interested in the kind of world you imagine when you use magic, too, Onee‐chan. ...I'll use it as a reference as well.""","""...That's right. And, I'm interested in the kind of world Onee-chan imagines when she uses magic. ...I'll use it for reference."" ","""......That's right.  And, I'm interested in the kind of world Onee-chan imagines when she uses magic.  ...I'll also use that.""",「……そうね。私も、お姉ちゃんはどんな世界をイメージして魔法を使ってるのか、興味があるわ。…私もそれを参考にする。」,「……そうね。私も、お姉ちゃんはどんな世界をイメージして魔法を使ってるのか、興味があるわ。…私もそれを参考にする」,"""......Верно. Мне тоже интересно, что за мир представляет себе Мария онее‐чан, когда использует магию. ...Тогда я тоже воспользуюсь им.""","""......Isso mesmo. Eu estou interessada em que tipo de mundo você imagina quando usa magia, onee‐chan. ...Eu irei usá‐lo como uma referência.""",「……是呢。我也对姐姐使用魔法时想象着怎样的世界很感兴趣哦。…我也从中借鉴一下。」,「……是呢。我也對姐姐使用魔法時想像著怎樣的世界很感興趣哦。…我也從中借鑑一下。」,"""... È vero. E poi, sono interessata in che genere di mondo Onee-chan immagini quando usa la magia. ... Lo userò anch'io.""","""... Es cierto. Y, estoy interesada en la clase de mundo que Onee-chan imagina cuando usa la magia... También usaré eso como referencia.""","""......ﻣﻌﻚ ﺣﻘًﺎ. ﻏﻴﺮ ﺃﻧّﻲ ﺃﺷﻌﺮ ﺑﺎﻟﻔﻀﻮﻝ ﻋﻦ ﻧﻮﻋﻴﺔ ﺍﻟﻌﺎﻟﻢ ﺍﻟﺬﻱ ﺗﺘﺨﻴﻠﻪ ﺃﺧﺘﻲ ﻋﻨﺪﻣﺎ ﺗﺴﺘﺨﺪﻡ ﺍﻟﺴﺤﺮ. ...ﺳﺄﺳﺘﺨﺪﻣﻪ ﻛﻤﺮﺟﻊ."""
Ushiromiya Maria,"""Uu, won't work. The mental world must be vast and isolated. A world with absolutely no obstructions other than yourself.""","""Uu-, that won't work. The mental world must be vast and isolated. A world with no obstructions other than yourself. ","""Uu-, won't work.  The mental world must be vast and isolated.  A world with no obstructions other than yourself.  ",「うー、駄目だよ。心象世界は広大で、そして孤独じゃないといけないの。自分以外に一切遮るものがない世界。,「うー、駄目だよ。心象世界は広大で、そして孤独じゃないといけないの。自分以外に一切遮るものがない世界」,"""У‐у, не сработает. Духовный мир должен быть обширен и изолирован. Мир, в котором нет препятствий кроме тебя.""","""Uu, não funciona. O mundo mental precisa ser vasto e isolado. Um mundo sem quaisquer obstruções além de você mesma.""",「呜——，不行。心象世界必须是既广大又孤独，除自己外无任何阻碍的世界。」,「嗚——，不行。心象世界必須是既廣大又孤獨，除自己外無任何阻礙的世界。」,"""Uu- non funziona. Il mondo mentale dev'essere vasto e isolato. Un mondo con nessun altro ostacolo che te stessa.","""Uu, no funcionará. El mundo mental debe ser vasto y aislado. Un mundo sin más obstrucciones que tú misma.""","""ﺃﻭﻭ، ﻫﺬﺍ ﻟﻦ ﻳﺠﺪﻱ. ﻳﺠﺐ ﺃﻥ ﻳﻜﻮﻥ ﺍﻟﻌﺎﻟﻢ ﺍﻟﻌﻘﻠﻲ ﺷﺎﺳﻌًﺎ ﻭﺧﺎﺻًﺎ. ﻋﺎﻟﻢ ﻓﺎﺭﻍ ﺇﻻ ﻣﻦ ﺳﻮﺍﻙِ."""
Ushiromiya Maria,"""......Which means, if you tell someone about that world, it won't be isolated anymore. So you can't reveal your mental world to anyone. So if you manage to draw up a good mental world, you have to keep it a secret only for yourself.""","...So, if you teach someone about that world, it won't be isolated anymore. That's why you mustn't reveal your mental world to anyone. And if you draw up a good mental world, you too must keep it as a secret only for yourself."" ","......So if you teach someone about that world, it won't be isolated anymore.  So you must not reveal your mental world to anyone.  So if you draw up a good mental world, you too must keep it a secret only for yourself.""",……だから、その世界を人に教えたら、その世界は孤独ではなくなってしまう。だから心象世界は誰にも明かしちゃ駄目なの。だから縁寿も、上手に心象世界を描けたら、それは自分だけの秘密の世界にするんだよ。」,「……だから、その世界を人に教えたら、その世界は孤独ではなくなってしまう。だから心象世界は誰にも明かしちゃ駄目なの。だから縁寿も、上手に心象世界を描けたら、それは自分だけの秘密の世界にするんだよ」,"""......Поэтому, если ты расскажешь другому человеку об этом мире, он больше не будет изолирован. Таким образом, ты не должна показывать свой духовный мир никому. Поэтому, если ты нарисовала хороший духовный мир, ты также должна держать его в секрете только для себя.""","""......O que significa que se você falar a alguém sobre esse mundo, ele não será mais isolado. Por isso você não pode revelar seu mundo mental para ninguém.{n}Se você conseguir compor um bom mundo mental, você precisa mantê‐lo em segredo apenas para si.""",「……所以，将这个世界告诉别人，这个世界就会不再孤独。所以，心象世界不能向任何人道出。所以，在缘寿能漂亮地描绘出心象世界后，得将此当成只属于自己的秘密世界哟。」,「……所以，將這個世界告訴別人，這個世界就會不再孤獨。所以，心象世界不能向任何人道出。所以，在緣壽能漂亮地描繪出心象世界後，得將此當成只屬於自己的秘密世界喲。」,"... Perciò, se parli a qualcuno di quel mondo, non sarà più isolato. Quindi non devi rivelare il mondo mentale a nessuno. Se riesci a immaginarne uno buono, devi tenerlo come un segreto solo per te stessa.""","""... Así que si le enseñas a alguien sobre ese mundo, ya no será aislado. Por eso no debes revelar tu mundo mental a nadie. Así que si dibujas un mundo mental, debes mantenerlo en secreto para ti misma.""","""......ﻟﻦ ﻳﻜﻮﻥ ﻋﺎﻟﻤًﺎ ﺧﺎﺻًﺎ ﺇﺫﺍ ﻣﺎ ﺃﺧﺒﺮﺕ ﺑﻪِ ﺷﺨﺼًﺎ ﻣﺎ. ﻟﺬﺍ ﺍﺣﺬﺭﻱ ﺃﻥ ﺗﻜﺸﻔﻴﻪ ﻷﻱ ﺷﺨﺺٍ ﻛﺎﻥ. ﺇﺫﺍ ﻧﺠﺤﺖِ ﻓﻲ ﺗﺨﻴﻞ ﻋﺎﻟﻤﻚ ﺍﻟﻌﻘﻠﻲ، ﻓﻌﻠﻴﻚ ﺍﻻﺣﺘﻔﺎﻅ ﺑﻪ ﺳﺮًﺍ ﻟﻨﻔﺴﻚ ﻓﺤﺴﺐ."""
Sakutarou,‘Uryu... Maria's a meanie‐face...’,"‘Uryu... So stingy, Maria...’ ","『Uryu...  So stingy, Maria...』",『うりゅ…。真里亞けちんぼ…。』,『うりゅ…。真里亞けちんぼ…』,"{p:0:『}Урю... Какая скупость, Мария...{p:0:』}",‘Uryu... A Maria é muito mesquinha...’,『呜溜…。真里亚小气鬼…』,『嗚溜…。真里亞小氣鬼…』,"{p:0:『}Uryu... sei così tirchia, Maria... {p:0:』}","‘Uryu... Qué tacaña, María...’",‘ﺃﻭﺭﻳﻮﻭ... ﻣﺎﺭﻳﺎ ﺑﺨﻴﻠﺔ...’
Ushiromiya Ange,"""Thanks, Sakutaro. I guess there are no shortcuts in training. ......I'll make an effort. It's alright, I've been given plenty of hints.""","""Thanks, Sakutaro. I guess there are no shortcuts in training. ...I'll make an effort. It's okay, I've been given plenty of hints."" ","""Thanks, Sakutaro.  I guess there are no shortcuts in training.  ......I'll make an effort.  It's alright, I've been given plenty of hints.""",「ありがと、さくたろ。修行に近道なしってわけだわ。……努力してみる。大丈夫、ヒントは充分もらえてるわ。」,「ありがと、さくたろ。修行に近道なしってわけだわ。……努力してみる。大丈夫、ヒントは充分もらえてるわ」,"""Спасибо, Сакутаро. Что ж, полагаю, в обучении нет кратчайших путей. ......Я приложу все усилия. Всё нормально, я получила уйму подсказок.""","""Obrigada, Sakutaro. Acho que não existem mesmo atalhos no treinamento. ......Eu irei me esforçar. Está tudo bem, eu já recebi muitas dicas.""",「谢谢，樱太郎。修行无捷径。……我会努力的。不要紧，我已得到了足够的提示。」,「謝謝，櫻太郎。修行無捷徑。……我會努力的。不要緊，我已得到了足夠的提示。」,"""Grazie, Sakutarou. Immagino non ci siano scorciatoie nell'addestramento. ... Farò uno sforzo. Va bene così, ho ricevuto indizi più che sufficienti.""","""Gracias, Sakutaro. Supongo que no hay atajos en el entrenamiento... Haré un esfuerzo. Está bien, ya me dieron muchas pistas.""","""ﺷﻜﺮًﺍ ﻟﻚ ﻳﺎ ﺳﺎﻛﻮﺗﺎﺭﻭ. ﻳﺒﺪﻭ ﺃﻥ ﻻ ﺍﺧﺘﺼﺎﺭ ﻓﻲ ﺍﻟﺘﺪﺭﻳﺐ. ......ﻻ ﺑﺄﺱ، ﺳﺄﺑﺬﻝ ﻗﺼﺎﺭﻯ ﺟﻬﺪﻱ. ﻛﻤﺎ ﺃﻧﻲ ﺣﺼﻠﺖ ﻋﻠﻰ ﻋﺪﺓ ﺗﻠﻤﻴﺤﺎﺕ."""
Sakutarou,"‘Uryu...! Do your best, Ange...!’","‘Uryu...! Do your best, Ange...!’ ","『Uryu...!  Do your best, Ange...!』",『うりゅ…！　縁寿、がんばれ…！』,[=JP],"{p:0:『}Урю!.. Постарайся, Энджи!..{p:0:』}","‘Uryu...! Faça o seu melhor, Ange...!’",『呜溜…！缘寿，加油…！』,『嗚溜…！緣壽，加油…！』,"{p:0:『}Uryu...! Fai del tuo meglio, Ange...!{p:0:』}","‘¡Uryu!... ¡Hazlo lo mejor que puedas, Ange!...’",‘ﺃﻭﺭﻳﻮﻭ...! ﺍﺑﺬﻟﻲ ﻣﺎ ﺑﻮﺳﻌﻚ ﻳﺎ ﺇﻧﺠﻲ...!’
,"I had come to think that there was no way I could be saved by something like magic.{n}After all, magic doesn't exist in this world.{n}That kind of thing should be nothing more than a fantasy, a delusion, a daydream.","Until recently, I thought there was no way something like magic could save me. After all, magic doesn't exist in this world. That kind of thing's supposedly nothing more than an illusion, a delusion, a daydream. ","I had come to think that I couldn't be saved by something like magic.After all, magic doesn't exist in this world.That kind of thing is supposedly nothing more than an illusion, a delusion, a daydream.",魔法なんかで救われるわけがないと、思ってきた。だって、この世には魔法なんて存在しない。そんなものは、幻想、妄想、白昼夢に過ぎないはず。,魔法なんかで救われるわけがないと、思ってきた。{n}だって、この世には魔法なんて存在しない。{n}そんなものは、幻想、妄想、白昼夢に過ぎないはず。,"Я пришла к мнению, что не могу быть спасена чем‐то вроде магии.{n}В конце концов, в этом мире магии не существует.{n}Такого рода вещь, предположительно, не более чем иллюзия, наваждение, мечта.","Eu comecei a pensar que não há como eu ser salva por algo como magia.{n}Afinal, a magia não existe nesse mundo.{n}Esse tipo de coisa não deveria ser mais do que uma fantasia, uma delusão, um devaneio.",我一直以为，人不可能被魔法救赎。{n}毕竟，这个世上根本不存在什么魔法。{n}那种东西理应只不过是幻想、妄想、白日梦。,我一直以為，人不可能被魔法救贖。{n}畢竟，這個世上根本不存在什麼魔法。{n}那種東西理應只不過是幻想、妄想、白日夢。,"Ero arrivata a pensare che non avrei potuto essere salvata da qualcosa come la magia. Dopotutto, la magia in questo mondo non esiste. Si presume che quel genere di cose non sia altro che un'illusione, un inganno, un sogno ad occhi aperti.","Había llegado a pensar que no podía ser salvada por algo como la magia.{n}Después de todo, la magia no existe en este mundo.{n}Esa clase de cosas supuestamente no son más que una ilusión, un delirio, un sueño.",ﻛﻨﺖ ﻻ ﺃﺭﻯ ﺧﻼﺻﻲ ﺑﺸﻲﺀ ﻣﺜﻞ ﺍﻟﺴﺤﺮ ﺃﺑﺪًﺍ.{n}ﻓﻼ ﻭﺟﻮﺩ ﻟﻪ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ ﺃﺻﻼً.{n}ﻻ ﻳﻨﺒﻐﻲ ﺃﻥ ﻳﻜﻮﻥ ﺇﻻ ﻣﺤﺾ ﺧﻴﺎﻻﺕ ﻭﺃﻭﻫﺎﻡ ﻭﺃﺣﻼﻡ ﻳﻘﻈﺔ.
