Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,Ronove lifted the pot high with an elegant gesture as he poured the black tea. ,Ronove lifted the pot high with an elegant gesture as he poured the black tea.,[=UP],ロノウェは、ポットを優雅な仕草で高々と掲げながら紅茶を注ぐ。,[=JP],"Ронове изящным жестом поднял чайник, наливая чёрный чай.",Ronove ergueu o bule com um gesto de extrema elegância enquanto servia o chá preto.,羅諾威以優雅的動作高舉茶壺，倒下紅茶。,罗诺威以优雅的动作高举茶壶，倒下红茶。,Ronove sollevò la teiera con un gesto elegante mentre versava il tè nero.
,"After finishing that, he finally spoke. He gave us his impressions of it. ","After he was done, he finally spoke, expressing his thoughts in very few words."," After finishing that, he finally said one thing. He let us hear his impression of it.",それを終えてから、ようやく一言。短く感想を教えてくれた。,それを終えてから、ようやく一言。{n}短く感想を教えてくれた。,"Закончив, он наконец сказал кое‐что,{n}высказав нам своё впечатление.","Após terminar, ele finalmente falou, expressando seus pensamentos em pouquíssimas palavras.",在倒完之後，他終於說出了一句，{n}極短的感想。,在倒完之后，他终于说出了一句，{n}极短的感想。,"Infine, disse una cosa. Ci lasciò ascoltare le sue impressioni."
Ronove,"""It...did not have love."" ","""It did not have...love.""","""It did not...have love.""",「愛が、ありませんな。」,「愛が、ありませんな」,"""В ней нет... любви.""","""Ele não possui...amor.""",「沒有，愛呢。」,「没有，爱呢。」,"""Non aveva... amore."""
Ushiromiya Battler,"""...What do you mean, love?"" ","""......What do you mean, love?""",[=UP],「……愛って何だ。」,「……愛って何だ」,"""......'Любви'?""","""......O que quer dizer com amor?""",「……什麼愛？」,「……什么爱？」,"""... Che vuoi dire con ‘amore’?"""
Ronove,"""My apologies. That is how a woman might put it. ...As a man, ...one might call it dishonorable."" ","""My apologies. That is how it would be put if a woman were to say it. ......As a man, ......perhaps one could say it was dishonorable.""","""My apologies. That's how it would be put if a woman were to say it. ......As a man, ......perhaps one could say it was dishonorable.""",「これは失礼。女性風に申し上げると、です。……男性風に申し上げるならば、……義理が通らぬと申しましょうか。」,「これは失礼。女性風に申し上げると、です。……男性風に申し上げるならば、……義理が通らぬと申しましょうか」,"""Прошу прощения. Слишком уж женский ответ. ......Как мужчина...... быть может, могу сказать, что она бесчестна.""","""Minhas desculpas. Isto seria como uma mulher o explicaria. ......Como homem, ......talvez eu pudesse dizer que é desonroso.""",「這倒是失禮了呢。按女性風來說的話是這樣。……按男性風來說的話，……那就是不講道義吧。」,「这倒是失礼了呢。按女性风来说的话是这样。……按男性风来说的话，……那就是不讲道义吧。」,"""Le mie scuse. Questo è come sembrerebbe se fosse una donna a dirlo. ... Come uomo... penso si possa dire che era disonorevole."""
,I understood what those words meant. ,I understood what those words meant.,[=UP],俺はその言葉が意味するところを、理解する。,[=JP],Я понял значение его слов.,Eu entendi o significado daquelas palavras.,我理解了，這句話意指何處。,我理解了，这句话意指何处。,Capii cosa significassero quelle parole.
,"When I met {f:5:Virgilia}'s eyes, she shook her head slightly and stared at the floor... ","When I met {f:5:Virgilia}'s eyes, she shook her head slightly and stared at the floor..."," When I met Virgilia's eyes, she shook her head slightly and stared at the floor...",そしてワルギリアに目を合わせると、彼女は小さく首を横に振って俯いた…。,[=JP],"Когда я встретился взглядом с {f:5:Вергилией}, она слегка покачала головой и опустила взгляд...","Quando encontrei com o olhar da {f:5:Virgilia}, ela balançou a cabeça de leve e começou a olhar para o chão...",然後，我與瓦爾基莉亞四目相視了一下，她微微搖了搖頭，垂下了頭去…。,然后，我与瓦尔基莉亚四目相视了一下，她微微摇了摇头，垂下了头去…。,"Quando incrociai lo sguardo di Virgilia, lei scosse piano la testa e si limitò a fissare il pavimento..."
Ronove,"""......I believe it resembles Milady's games greatly, on the surface. However, its foundation is quite different."" ",""".........At a glance, I believe it resembles Milady's games greatly. However, the foundation is very different.""",[=UP],「………上辺は、大変良くお嬢様のゲームに似せていると思います。しかし、根本が大きく異なっています。」,「………上辺は、大変良くお嬢様のゲームに似せていると思います。しかし、根本が大きく異なっています」,""".........На вид их игра сильно напоминает игры миледи. Однако основы слишком разные.""",""".........À primeira vista, eu acredito que se assemelhe bastante aos ótimos jogos da ojou‐sama. Mas a fundação é diferente.""",「………我覺得，那在表面上與小姐的遊戲十分相似。但是，在根基上卻大大不同。」,「………我觉得，那在表面上与小姐的游戏十分相似。但是，在根基上却大大不同。」,"""... A prima vista, penso che somigli molto ai giochi di Milady. Tuttavia, le fondamenta sono molto diverse."""
Ushiromiya Battler,"""Does it go against the rules of Beato's game?"" ","""Does it go against the rules of Beato's game?""",[=UP],「それはベアトのゲームのルールに反することなのか。」,「それはベアトのゲームのルールに反することなのか」,"""Она противоречит правилам игры Беато?""","""Isso não vai contra as regras do jogo da Beato?""",「是指，這玩意違反了貝阿朵的遊戲的規則嗎？」,「是指，这玩意违反了贝阿朵的游戏的规则吗？」,"""Va contro le regole del gioco di Beato?"""
Ronove,"""No, it does not. {f:5:Lambdadelta}-sama actually does understand the rules of Milady's game very well. ...However..."" ","""No, it does not. {f:5:Lambdadelta}‐sama understands the rules of Milady's game very well indeed. ......However...""","""No, it does not. Lambdadelta-sama actually does understand the rules of Milady's game quite well. ......However...""",「いいえ、反しません。ラムダデルタさまはお嬢様のゲームのルールを、実によく理解なされております。……しかし。」,「いいえ、反しません。ラムダデルタさまはお嬢様のゲームのルールを、実によく理解なされております。……しかし」,"""Нет. Госпожа {f:5:Лямбдадельта} достаточно хорошо понимает правила игры миледи. ......Но...""","""Não, não vai. A {f:5:Lambdadelta}‐sama entende muito bem as regras do jogo da ojou‐sama. ......Contudo...""",「不，沒有違反。拉姆達戴露塔夫人確實是很好地理解了小姐遊戲的規則。……只不過。」,「不，没有违反。拉姆达戴露塔夫人确实是很好地理解了小姐游戏的规则。……只不过。」,"""No, non è questo. Lambdadelta-sama in realtà capisce le regole di Beato molto bene. ... Tuttavia..."""
{f:5:Virgilia},"""..............."" ","""..................""",[=UP],「……………………。」,「……………………」,[=UP],[=UP],[=JPC],[=JPC],"""..."""
,Battler stood up. ,Battler stood up.,[=UP],戦人は立ち上がる。,[=JP],Баттлер встал.,Battler se levantou.,戰人站起身來。,战人站起身来。,Battler si alzò.
,There was no need to make Ronove say any more. ,There was no need to make Ronove say any more., There was no need to make Ronove say any more.,それ以上をロノウェに言わせる必要はなかった。,[=JP],В словах Ронове больше не было необходимости.,Não havia motivos para Ronove continuar.,已沒必要再讓羅諾威說下去了。,已没必要再让罗诺威说下去了。,Non c'era bisogno che Ronove dicesse altro.
{f:5:Virgilia},"""Battler-kun..."" ","""Battler‐kun......""","""Battler-kun......""",「戦人くん……。」,「戦人くん……」,"""Баттлер......""",[=UP],「戰人君……」,「战人君……」,"""Battler-kun..."""
Ushiromiya Battler,"""...Sorry, Ronove. I know you went to all the trouble of pouring this for me, but tea isn't what I need."" ","""......Sorry, Ronove. I know you went to all the trouble of pouring this for me, but tea isn't what I need.""",[=UP],「……ロノウェ、すまね。せっかく淹れてもらったけど、紅茶はいらねぇぜ。」,「……ロノウェ、すまない。せっかく淹れてもらったけど、紅茶はいらねぇぜ」,"""......Извини, Ронове. Хоть ты и налил мне чай, это не то, что мне нужно.""","""......Foi mal, Ronove. Sei que teve todo o trabalho de servir isto para mim, mas não é de chá que preciso.""",「……羅諾威，抱歉。雖然都承蒙你倒好紅茶了，但我不喝了。」,「……罗诺威，抱歉。虽然都承蒙你倒好红茶了，但我不喝了。」,"""... Scusami, Ronove. So che ti sei preso il disturbo di servirmelo, ma non è il tè ciò di cui ora ho bisogno."""
Ronove,"""So, you will go after all?"" ","""You will go after all?""","""So, you will go after all?""",「やはり、参られますか。」,「やはり、参られますか」,"""Вы всё‐таки пойдёте?""","""Você irá?""",「果然，您是要動身嗎？」,「果然，您是要动身吗？」,"""Allora andrà, dopotutto?"""
Ushiromiya Battler,"""Yeah. ...We don't need any outsiders in our game."" ","""Yeah. ......We don't need any outsiders in our game.""",[=UP],「あぁ。……俺たちのゲームに、部外者はいらない。」,「あぁ。……俺たちのゲームに、部外者はいらない」,"""Да. ......Нам не нужны посторонние в нашей игре.""","""Sim. ......Não precisamos de gente de fora no nosso jogo.""",「啊啊。……我們的遊戲，不需要無關外人。」,「啊啊。……我们的游戏，不需要无关外人。」,"""Già. ... Non ci servono estranei in questo gioco."""
,...These guys weren't even here in the beginning. ,...Those guys weren't even here in the beginning.,...These guys weren't even here in the beginning.,…もともと、あんな連中はいなかったんだ。,[=JP],...Этих двоих даже не было здесь с самого начала.,...Elas nem estavam aqui no começo.,…說到底，原本根本是沒那幫傢伙的。,…说到底，原本根本是没那帮家伙的。,... Loro non erano nemmeno qui dall'inizio.
,"Because I've been loafing about, crazier and crazier witches have been introduced, ...and now they've hijacked this game between me and {f:5:Beatrice}. ","Because I've been loafing about, crazier and crazier witches have been introduced, ......and now they've hijacked this game between me and Beato."," Because I've been loafing about, crazier and crazier witches have been introduced, ......and now they've hijacked this game between me and Beatrice.",俺がぐだぐだとしていたから、だんだんおかしな魔女たちが介入してくるようになって、……俺とベアトのゲームを乗っ取ってしまったのだ。,[=JP],"Из‐за того, что я слонялся неизвестно где, начали появляться ведьмы всё безумнее и безумнее...... и вот, они уже присвоили себе игру между мной и {f:5:Беатриче}.","Por ter ficado vadiando, mais e mais bruxas malucas foram sendo apresentadas, ......e agora elas arrebataram este jogo que deveria ser entre mim e a Beato.",都是因為我拖拖拉拉的，才漸漸地被莫名其妙的魔女們介入，……被她們佔據了我與貝阿朵的遊戲。,都是因为我拖拖拉拉的，才渐渐地被莫名其妙的魔女们介入，……被她们占据了我与贝阿朵的游戏。,"Dato che mi sono lasciato andare, più e più streghe strane sono state introdotte... e ora hanno preso il controllo di questo gioco tra me e Beato."
Ushiromiya Battler,"""I've gotta take it back. ...Right now, I'm supposed to be the one taking care of Beato's game board. ...That means I can't just sit around here."" ","""I've got to take it back. ......I'm supposed to be the one taking care of Beato's game board now. ...That means I shouldn't just sit around here.""","""I've got to take it back. ......Now, I'm supposed to be the one taking care of Beato's game board. ...That means I shouldn't just sit around here.""",「取り返さねぇとな。……ベアトのゲーム盤は、今は俺が預かってるはずなんだ。…その俺が、ここでぼんやりしているわけにはいかない。」,「取り返さねぇとな。……ベアトのゲーム盤は、今は俺が預かってるはずなんだ。…その俺が、ここでぼんやりしてるわけにはいかない」,"""Я должен вернуть её. ......Теперь игровая доска Беато на мне... а значит, мне нельзя сидеть сложа руки.""","""Vou lá recuperá‐lo. ......Supostamente sou eu quem deveria estar cuidando do tabuleiro da Beato agora. ...Isso significa que eu não deveria ficar sentado aqui.""",「不去搶回來，可不行啊。……貝阿朵的棋盤，此刻本該由我在保管。…這個我，可不能待在這裡發呆啊。」,「不去抢回来，可不行啊。……贝阿朵的棋盘，此刻本该由我在保管。…这个我，可不能待在这里发呆啊。」,"""Devo riprendermelo. ... Ora, sono io quello che si deve occupare del campo da gioco di Beato. ... Ciò significa che non dovrei starmene qui impalato."""
{f:5:Virgilia},"""......Thank you. I wanted to let this child hear those words."" ","""......Thank you. I wanted to let this child hear those words.""",[=UP],「……ありがとう。その言葉を、この子に聞かせてやりたかった。」,「……ありがとう。その言葉を、この子に聞かせてやりたかった」,"""......Спасибо. Хотела бы я, чтобы она услышала эти слова.""","""......Obrigada. Eu queria que aquela criança ouvisse suas palavras.""",「……謝謝。真想讓那孩子聽聽這句話。」,「……谢谢。真想让那孩子听听这句话。」,"""... Grazie. Volevo che questa bambina sentisse quelle tue parole."""
Ronove,"""I'm sure she hears them. ......Milady is simply unable to answer."" ","""I'm sure she hears them. ......Milady is simply unable to answer.""",[=UP],「きっと聞こえていますよ。……お嬢様は、それにお返事することが出来ないだけです。」,「きっと聞こえていますよ。……お嬢様は、それにお返事することが出来ないだけです」,"""Я уверен, что она слышит. ......Миледи просто не в состоянии ответить.""","""Tenho certeza que ela ouviu. ......A ojou‐sama simplesmente está incapacitada de responder.""",「一定已經聽到了。……小姐只是無法作出回應罷了。」,「一定已经听到了。……小姐只是无法作出回应罢了。」,"""Sono certo che le senta. ... Milady semplicemente non può rispondere."""
,"Beato lay there silently, like a living doll with dull eyes... ","Beato lay there silently, like a living doll with dull eyes...",[=UP],濁った瞳を薄く開け、生きた人形のように静かに横たわるベアト…。,[=JP],Беато молча сидела как живая кукла с потухшими глазами...,"Beato estava sentada em silêncio, como uma boneca viva com olhos ocos...",微微睜開著渾濁的眼睛，貝阿朵如活著的人偶般靜靜地躺著…。,微微睁开着浑浊的眼睛，贝阿朵如活着的人偶般静静地躺着…。,"Beato giaceva silenziosa, come una bambola vivente con occhi spenti..."
,The game board she had created herself had been hijacked by incomprehensible people... and was being turned into a mess... ,The game board that she had created herself had been hijacked by incomprehensible people and was being turned into a mess..., The game board that she had created herself had been hijacked by incomprehensible people and was being turned into a mess...,自身が築き上げたゲーム盤が、わけのわからない連中に乗っ取られ、めちゃくちゃにされようとしている…。,[=JP],"Игровая доска, которую она сама же создала, была захвачена непонятно кем и испорчена...",O tabuleiro que ela criou foi arrebatado por pessoas incompreensíveis e estava se transformando em uma bagunça...,她自身所築起的棋盤，正被一幫莫名其妙的傢伙鳩占鵲巢，就快被糟蹋得一團糟了…。,她自身所筑起的棋盘，正被一帮莫名其妙的家伙鸠占鹊巢，就快被糟蹋得一团糟了…。,Il terreno di gioco che aveva creato le era stato tolto da gente incomprensibile ed era precipitato nel caos...
,If I was designated to be her opponent... ...Then Beato must have created this game for me. I've...got to take it back. ,Beato had called on me to be her opponent.{n}Then this game must be something she created for me.{n}I've......got to take it back., If I was designated to be her opponent......Then Beato must have created this game for me. I've......got to take it back.,俺が対戦相手に指名されたのなら。このゲームは、俺のためにベアトが設けたということ。俺が、……取り返さなくては。,俺が対戦相手に指名されたのなら。{n}このゲームは、俺のためにベアトが設けたということ。{n}俺が、……取り返さなくては。,"Если Беато назначила меня своим противником...{n}Значит, она создала эту игру для меня.{n}Я...... должен вернуть её.",Beato confiou a mim a posição de seu oponente.{n}Então este jogo deve ser algo que ela criou para mim.{n}Eu irei......pegar ele de volta.,既然指名由我當對戰敵手。{n}那麼，這個遊戲就是貝阿朵為我而設的。{n}我，……可不能不去，把它搶回來。,既然指名由我当对战敌手。{n}那么，这个游戏就是贝阿朵为我而设的。{n}我，……可不能不去，把它抢回来。,Se io sono stato scelto per essere il suo avversario... allora Beato deve aver creato questo gioco per me. Devo... riprenderne il controllo.
Ushiromiya Battler,"""...Wait here. I'll go and take it back."" ","""......You just wait here. I'm going to take it back.""","""......Wait here. I'll go and take it back.""",「……待ってろ。俺が取り返してくる。」,「……待ってろ。俺が取り返してくる」,""".......Дождись. Я верну нашу игру.""","""......Espere aqui. Vou lá recuperá‐lo.""",「……等著。我會去搶回來的。」,「……等着。我会去抢回来的。」,"""... Aspettami qui. Andrò e lo riprenderò."""
{f:5:Beatrice},"""....................."" ",""".....................""",[=UP],「………………………………。」,「………………………………」,[=UP],[=UP],「……………………」,[=CHT],"""..."""
,"Of course, Beato didn't respond in any way. ...That's right. If she can't respond, ...then I have to protect it in her place. ","Of course, Beato didn't respond in any way. ......That's right.{n}If she can't respond, ...then I have to protect it in her place.","Of course, Beato didn't respond in any way.......That's right. If she can't respond, ...then I have to protect it in her place.",もちろん、ベアトは何も応えない。……そうだな。応えられないなら、…俺が代わって守らなければ。,もちろん、ベアトは何も応えない。……そうだな。{n}応えられないなら、…俺が代わって守らなければ。,"Разумеется, Беато никак не отреагировала. ......Верно.{n}Если она не может ответить... я должен защитить эту игру вместо неё.","É claro, Beato não respondeu nada. ......Isso mesmo.{n}Se ela não pode responder, ...então eu preciso protegê‐lo no lugar dela.",當然，貝阿朵沒有作出任何回應。……也是。{n}既然她沒法作出回應，…那就得由我來代她守住啊。,当然，贝阿朵没有作出任何回应。……也是。{n}既然她没法作出回应，…那就得由我来代她守住啊。,"Ovviamente, Beato non rispose in alcun modo. ... Giusto. Se lei non può rispondere... allora lo dovrò proteggere in sua vece."
Ushiromiya Battler,"""I'll be right back. ......{f:5:Virgilia}, Ronove. ...I'm counting on you two to look after this golden sleeping beauty."" ","""I'll be right back. ......{f:5:Virgilia}, Ronove. ...I'm counting on you two to look after this golden sleeping princess.""","""I'll be right back. ......Virgilia, Ronove. ...I'm counting on you two to look after this golden sleeping princess.""",「行ってくるぜ。……ワルギリア、ロノウェ。…黄金の眠り姫の面倒を頼むぜ。」,「行ってくるぜ。……ワルギリア、ロノウェ。…黄金の眠り姫の面倒を頼むぜ」,"""Я скоро вернусь. ......{f:5:Вергилия}, Ронове. ...Надеюсь, вы присмотрите за этой золотой спящей красавицей.""","""Eu já volto. ......{f:5:Virgilia}, Ronove. ...Conto com vocês para cuidaram dessa bela adormecida dourada aqui.""",「走了。……瓦爾基莉亞、羅諾威。…黃金的睡公主就拜託你們照顧了。」,「走了。……瓦尔基莉亚、罗诺威。…黄金的睡公主就拜托你们照顾了。」,"""Torno subito. ... Virgilia, Ronove. ... Conto su voi due perché vi prendiate cura di questa dorata principessa addormentata."""
Ronove,"""Yes. Leave it to us."" ","""Yes. Leave it to us.""",[=UP],「はい。お任せを。」,「はい。お任せを」,"""Да, можете на нас рассчитывать.""","""Sim. Deixe isto conosco.""",「好的。包在我們身上。」,「好的。包在我们身上。」,"""Certo. Lasci fare a noi."""
{f:5:Virgilia},"""...See you later, Battler-kun. And please, ...in the game without this child, try to find some part of her. If you can, ...then even if this child is absent, it will mean you have fought with her."" ","""......See you later, Battler‐kun. And please, ......try to discover some part of this child in their game without her. If you can, ......then it will mean that you have fought with her, even in her absence.""","""......See you later, Battler-kun. And please, ......in the game without this child, try to find some part of her. If you can, ......then even if this child is absent, it will mean that you have fought with her.""",「……行ってらっしゃい、戦人くん。そしてどうか。……この子のいないゲームにて、この子の何かを見つけてあげて下さい。もしそれを見つけることが出来たなら、……例えこの子が不在であっても、あなたはこの子と、戦ってくれたことになる。」,「……行ってらっしゃい、戦人くん。そしてどうか。……この子のいないゲームにて、この子の何かを見つけてあげて下さい。もしそれを見つけることが出来たなら、……例えこの子が不在であっても、あなたはこの子と、戦ってくれたことになる」,"""......Увидимся позже, Баттлер. И, пожалуйста...... в игре без этого дитя попробуй найти часть неё. Если сможешь...... ты будешь сражаться именно с ней, даже если её нет рядом.""","""......Até mais, Battler‐kun. E, por favor, ......tente descobrir parte do jogo desta criança no jogo delas. Se você conseguir, ......significará que você lutou com ela, mesmo na sua ausência.""",「……去吧，戰人君。還有，……請千萬在沒有這孩子的遊戲中，找到這孩子的某物。如果您能將此找到，……那即便這孩子不在，您也是在跟這孩子戰鬥。」,「……去吧，战人君。还有，……请千万在没有这孩子的游戏中，找到这孩子的某物。如果您能将此找到，……那即便这孩子不在，您也是在跟这孩子战斗。」,"""... A dopo, Battler-kun. E per favore... nel gioco senza questa bambina, cerca di trovare una parte di lei. Se ci riuscirai... allora anche se questa bambina è assente, vorrà dire che hai combattuto con lei."""
Ushiromiya Battler,"""......You're right. ...Aaah, ...it's all useless. What am I doing?"" ",""".........You're right. ...Yeah, ......this is no goddamn good at all. What am I doing?""",""".........You're right. ...Aaah, ......it's all useless. What am I doing?""",「………そうだよな。…あぁ。……全然駄目だぜ。俺は何をやってるんだ。」,「………そうだよな。…あぁ。……全然駄目だぜ。俺は何をやってるんだ」,""".........Ты права. ...А‐а...... всё это никуда не годится. Чем я занимаюсь?""",""".........Realmente. ...Sim, ......isso não está nada certo. O que eu estou fazendo?""",「………是啊。…啊啊。……完全不行啊。我都在幹嘛呢。」,「………是啊。…啊啊。……完全不行啊。我都在干嘛呢。」,"""... Hai ragione. ... Aaah... è tutto inutile. Cosa sto facendo?"""
,Let's go. ...And let's take it back. ,Let's go. ...And let's take it back.,[=UP],行こう。…そして取り返そう。,[=JP],Пойду. ...И верну её.,Vamos lá. ...Vamos recuperá‐lo.,走吧。…去搶回來。,走吧。…去抢回来。,Andiamo. ... E riportiamolo indietro.
Ushiromiya Battler,"""Sorry to keep you waiting, witches!! My break is over!!"" ","""Sorry to keep you waiting, witches!! My break is over!!""",[=UP],「魔女ども、待たせたなッ！！　俺の休憩は終わりだぜ！！」,[=JP],"""Извините, что так долго, ведьмы! Мой перерыв окончен!""","""Desculpe deixá‐las esperando, suas bruxas!! Meu intervalo acabou!!""",「魔女們，讓你們久等了！！我的休息結束了！！」,「魔女们，让你们久等了！！我的休息结束了！！」,"""Spiacente di avervi fatto aspettare, streghe!! La pausa è finita!!"""
,"When he faced the jet-black heavens and yelled this, the whole world shattered, as though it were made out of thin glass. ","When he faced the jet‐black heavens and yelled this, the whole world shattered, as though it were made out of thin glass.","When he faced the jet-black heavens and yelled this, the whole world shattered, as though it were made out of thin glass.",漆黒の天に向かってそう叫ぶと、世界がまるで薄いガラスで出来ているかのように、全てが砕け散った。,[=JP],"Когда он посмотрел в чёрные, как смоль, небеса и прокричал это, весь мир раскололся, словно сделанный из тонкого стекла.","Quando ele encarou os céus azeviche e gritou aquilo, o mundo todo se despedaçou, como se fosse composto por um fino vidro.",戰人朝漆黑的天空如此喊道，世界頓時就如是由薄玻璃制成的一般，全部碎裂消散。,战人朝漆黑的天空如此喊道，世界顿时就如是由薄玻璃制成的一般，全部碎裂消散。,"Appena si volse al cielo nero come inchiostro e urlò ciò, il mondo intero si infranse, come se fosse stato fatto di vetro."
,"Then, ...as though it had been that way since the beginning, ......it transformed into that smoking room where Battler had fought Beato so many times, ...and which the two witches had now hijacked. ","Then, ......as though it had been that way since the beginning, .........it transformed into that smoking room where Battler had fought Beato so many times, ...and which the two witches had now hijacked."," Then, ......as though it had been that way since the beginning, .........it transformed into that smoking room where Battler had fought Beato so many times, ...and which the two witches had now hijacked.",そして、……そこは最初からそうであったかのように、………あの、ベアトと何度も戦いを繰り広げ、…今や２人の魔女に乗っ取られた喫煙室に変わる。,[=JP],"Затем...... будто так и было......... он преобразовался в курилку, где Баттлер столько раз сражался с Беато и которую забрали две ведьмы.","E então, ......como se fosse assim desde o início, .........foi transformado na sala de fumo onde Battler e Beato tantas vezes lutaram, ...e que agora foi arrebatada pelas duas bruxas.",接著，……就像本就如此似的，………四周變成了曾與貝阿朵力戰數局的，…現如今，被那兩位魔女鳩占鵲巢了的吸煙室。,接着，……就像本就如此似的，………四周变成了曾与贝阿朵力战数局的，…现如今，被那两位魔女鸠占鹊巢了的吸烟室。,Allora... come se fosse stato così sin dall'inizio... si trasformò in quella sala da fumo dove Battler aveva combattuto Beato così tante volte... e che le due streghe avevano ora stravolto.
{f:5:Lambdadelta},"""What do you think you're doing? You're only coming back now? It's way too late! Not only has the game reached the second day, it's already at the finale, get it?!"" ","""What do you think you're doing? You're only coming back now? It's way too late! Not only has the game reached the second day, it's already at the finale!""","""What do you think you're doing? You're only coming back now? It's way too late! Not only has the game reached the second day, it's already at the finale, get i~t?!""",「なぁに、あんた。今頃戻ってきたのぉ？　超遅すぎ！　もうゲームは二日目どころか大詰めも大詰めよ〜？！」,[=JP],"""Как так? Ты возвращаешься только сейчас? Слишком поздно! Игра не только дошла до второго дня, но и уже подходит к концу, я~сно?!""","""O que acha que está fazendo? Só foi voltar agora? Já é muito tarde! O jogo não apenas chegou ao segundo dia, já está no final!""",「怎麼，你？到這會兒回來了？也太太晚了哦？！遊戲豈止是到了第二天，這都已經是最後一幕的最後一幕了喲～？！」,「怎么，你？到这会儿回来了？也太太晚了哦？！游戏岂止是到了第二天，这都已经是最后一幕的最后一幕了哟～？！」,"""Cosa pensi di fare? Sei tornato solo ora? È troppo tardi! Non solo il gioco ha già raggiunto il secondo giorno, siamo già al finale, capi{p:0:～}to?!"""
{f:5:Bernkastel},"""......You never showed up, so I just advanced things on my own."" ",""".........You never showed up, so I just advanced things on my own.""",[=UP],「………戦人がいつまでも来ないから、私が勝手に進めちゃったわ。」,「………戦人がいつまでも来ないから、私が勝手に進めちゃったわ」,""".........Ты так и не появился, поэтому я поступала как считала нужным.""",""".........Você nunca apareceu, então avancei as coisas como quis.""",「………因為戰人老不來，所以我獨斷地落子了。」,「………因为战人老不来，所以我独断地落子了。」,"""... Non ti sei mai fatto vedere, così ho fatto avanzare gli eventi per conto mio."""
,"Yeah, like you even waited for me in the first place... ","Yeah, like you ever even waited for me in the first place...",[=UP],もともと、俺のことなんか待ってもなかったくせに、よく言いやがる…。,[=JP],"Да как же, будто ты ждала меня...","Sim, como se você fosse ficar esperando por mim...",明明根本就沒等過我，真虧你說得出來…。,明明根本就没等过我，真亏你说得出来…。,"Già, come se mi aveste aspettato dal principio..."
{f:5:Lambdadelta},"""Bern was waaay more skillful and thrilling than you were. Right?!"" ","""Bern was waaay sharper and more thrilling than you were. Right?!""","""Bern was waaay more skillful and thrilling than you were. Right?!""",「ベルンはあんたより、ずーっと頭が冴えてて、痛快だったわよ。ねー？！」,[=JP],"""Берн была гора‐аздо более умелой и захватывающей, чем ты. Правда?!""","""A Bern é muuuito mais afiada e empolgante que você. Não é?!""",「貝倫比你呀，要聰明得多～得多，下得很痛快喲。是吧——？！」,「贝伦比你呀，要聪明得多～得多，下得很痛快哟。是吧——？！」,"""Bern è stata mooolto più abile ed eccitante di te. Vero?!"""
Ushiromiya Battler,"""Shut up. I'm the player. You substitute witches can just take a step back now."" ","""Shut up. I'm the player here. You substitute witches can just take a step back now.""","""Shut up. I'm the player. You substitute witches can just take a step back now.""",「うるせぇ。プレイヤーは俺だ。代役の魔女どもは引っ込んでろ。」,「うるせぇ。プレイヤーは俺だ。代役の魔女どもは引っ込んでろ」,"""Заткнись. Игрок — я. А вы, наши замены, теперь можете уходить.""","""Cala a boca. Eu sou o jogador aqui. Vocês bruxas substitutas podem se afastar agora.""",「少煩。棋手是我。代理的魔女們滾一邊去。」,「少烦。棋手是我。代理的魔女们滚一边去。」,"""Stai zitta. Sono io il giocatore. Voi streghe sostitute potete fare un passo indietro ora."""
{f:5:Bernkastel},"""......Well, I don't really mind if you join in starting now, but there's probably no need for you anymore."" ",""".........Well, I don't really mind if you join in starting now, but there's probably no need for you anymore.""",[=UP],「………別に、今から参加しても構わないけど、もう出番ないわよ多分。」,「………別に、今から参加しても構わないけど、もう出番ないわよ多分」,""".........Я, в общем‐то, не против, если ты сейчас присоединишься, только ты теперь вряд ли понадобишься.""",""".........Bem, eu não me importo que se junte agora, mas provavelmente não tem mais o que possa fazer.""",「………你現在參加倒也沒什麼，不過多半已經沒有表現機會了哦。」,「………你现在参加倒也没什么，不过多半已经没有表现机会了哦。」,"""... Beh, non mi dispiace se ti unisci adesso, ma probabilmente non c'è più bisogno di te."""
{f:5:Lambdadelta},"""Seriously. After all, we're already at the climax! After this, Bern will probably corner me and win."" ","""Seriously. After all, we're already at the climax! After this, Bern will probably corner me and win.""",[=UP],「確かに。だってもう、クライマックスもクライマックス。これで多分、ベルンが詰めてゲームセットだもの。」,「確かに。だってもう、クライマックスもクライマックス。これで多分、ベルンが詰めてゲームセットだもの」,"""Точно. Ведь мы уже подошли к кульминации, да, к кульминации! После этого Берн, вероятно, загонит меня в угол и победит.""","""Pois é.... Afinal, nós já estamos no clímax! Depois disso, a Bern provavelmente vai ficar encurralada e eu venço.""",「的確。畢竟，連最高潮都到最高潮了。這下十有八九是貝倫完成將殺，結束對局哦。」,「的确。毕竟，连最高潮都到最高潮了。这下十有八九是贝伦完成将杀，结束对局哦。」,"""Veramente. Dopotutto, siamo già al climax! Dopo questo, Bern probabilmente mi incastrerà e vincerà."""
Ushiromiya Battler,"""What the hell......?!"" ","""What the hell.........?!""",[=UP],「何だと………？！」,[=JP],"""Что?!""","""O quê.........?!""",「什麼………？！」,「什么………？！」,"""Cosa diavolo...?!"""
