Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"By the way, it seems that there's a possibility for this to occur in one out of every two thousand babies, so even though it's not usually seen, it isn't that rare at all. ","Incidentally, it seems that it can occur with a probability of about one in every two thousand babies, so even though it's not usually seen, it isn't that rare at all."," By the way, it seems that there is a possibility for this to occur in one out of every two thousand babies, so even though it's not usually seen, it isn't that rare at all.",ちなみに、赤ん坊二千人に１人くらいの可能性で起こりえるものらしいので、人目には触れないながらも、決して珍しいものではない。,[=JP],"Между прочим, похоже, что такая аномалия может приключиться у одного из двух тысяч детей, поэтому, хотя это обычно не замечается, не такая уж это и редкость.","Incidentalmente, parece que isso pode ocorrer com uma probabilidade de um em cada dois mil bebês, então mesmo que não seja comumente visto, não é tão raro assim.",順帶一提，這似乎是平均兩千個嬰兒裡就有一個的高發性現象，雖說不是人人都見過，但也絕不是什麼稀奇的事。,顺带一提，这似乎是平均两千个婴儿里就有一个的高发性现象，虽说不是人人都见过，但也绝不是什么稀奇的事。,"Comunque, sembra che le probabilità che accada una cosa del genere siano di una su oltre duemila, quindi anche se non si vede tutti i giorni, non è affatto strano.","A tal proposito, sembra che le probabilità siano di uno su duemila neonati, per cui non è affatto eccezionale, anche se non è un fatto noto al pubblico.","Bu arada, her iki bin bebekten birinde görülme olasılığı var gibi görünüyor, yani genellikle görülmese de o kadar da nadir değil."
,"Speaking of which, I think Uncle Hideyoshi mentioned something to me long ago. ...Something about how even Toyotomi Hideyoshi, the man who unified Japan at the end of the Sengoku period, had six fingers on one hand... ","Speaking of which, I think Uncle Hideyoshi mentioned something to me long ago. ...Something about how even Toyotomi Hideyoshi, the man who unified Japan at the end of the Sengoku period, possessed six fingers on one hand..."," Speaking of which, I think Hideyoshi oji-san mentioned something to me long ago. ...Something about how even Toyotomi Hideyoshi, the man who unified Japan at the end of the Sengoku period, possessed six fingers on one hand...",そう言えば、秀吉伯父さんに昔、聞かされたことがあるような。…あの豊臣秀吉も手の指が６本あったんだとか…。,[=JP],"Кстати говоря, я помню, как дядя Хидэёши давно кое‐что мне рассказал. ...Кое‐что о том, что даже Тоётоми Хидэёши, объединивший Японию под конец периода Сэнгоку, имел шесть пальцев на одной руке...","Pensando nisso, eu acho que o tio Hideyoshi já mencionou algo parecido há um tempo atrás. ...Algo sobre como Toyotomi Hideyoshi, o homem que unificou o Japão no fim do período Sengoku, possuía seis dedos em uma mão...",說起來，以前好像還聽秀吉姑父講過。…那位豐臣秀吉的手也有六個指頭…。,说起来，以前好像还听秀吉姑父讲过。…那位丰臣秀吉的手也有六个指头…。,"A tal proposito, una volta Hideyoshi oji-san mi disse una cosa. ... Qualcosa circa il fatto che Toyotomi Hideyoshi, l'uomo che unificò il Giappone alla fine dell'epoca Sengoku, possedeva sei dita in una mano...","A tal proposito, tempo fa zio Hideyoshi mi disse una cosa... Ovvero, che anche Hideyoshi Toyotomi possedeva sei dita per mano...","Bu konu açılmışken, sanırım Hideyoshi Amca uzun zaman önce bana bir şeyden bahsetmişti. ...Sengoku döneminin sonunda Japonya'yı birleştiren Toyotomi Hideyoshi'nin bile bir elinde altı parmağı olduğuna dair bir şey..."
,"According to Aunt Natsuhi, among the many Ushiromiya Family Heads, the ones most praised for their wisdom all had polydactyly. ","According to Aunt Natsuhi, among the many Ushiromiya family heads, the ones praised most for their wisdom had all possessed polydactyly."," According to Natsuhi oba-san, among the many Ushiromiya family heads, the ones praised most for their wisdom had all possessed polydactyly.",夏妃伯母さんが言うには、右代宮家の歴代当主の中でも名君と讃えられた何人かが、みんな多指症だったらしい。,[=JP],"По словам тёти Нацухи, среди многих глав семьи Уширомия наибольшей мудростью отличались те, кто обладал многопалостью.","De acordo com a tia Natsuhi, dentro dos vários chefes da família Ushiromiya, os mais apreciados por sua sabedoria eram os que tinham polidactilia.",根據夏妃伯母所說，右代宮家歷代當主之中被奉為明君的幾位，似乎都有多指症。,根据夏妃伯母所说，右代宫家历代当主之中被奉为明君的几位，似乎都有多指症。,"Da quel che ha detto Natsuhi oba-san, nella storia della famiglia Ushiromiya, dei molti capi famiglia onorati per la loro saggezza, tutti quanti erano affetti da polidattilia.","Da quel che ha detto zia Natsuhi, molti dei capofamiglia nella storia della famiglia Ushiromiya, onorati per la loro saggezza nel governare, erano affetti da polidattilia...","Natsuhi Teyze'ye göre, Ushiromiya ailesinin birçok reisi arasında bilgelikleriyle en çok övülenlerin hepsi polidaktiliymiş."
,"...Because of that, when Grandfather was born, his relatives were all excited at the thought that he might become another wise leader. And, when the leading relatives all died in the Great Kanto Earthquake, it was apparently argued that Grandfather should be the one to restore the family, because of the auspicious sign of his birth. If Grandfather hadn't disliked his position as the Head so much, this sixth toe probably would've been pretty lucky for him. ","......Because of that, when Grandfather was born, his relatives were all excited at the thought that he might become another wise leader. And, when the leading relatives all died in the Great Kanto Earthquake, it was apparently argued that if anyone could restore the family from that, it would be Grandfather, because of the auspicious sign of his birth.","......Because of that, when Grandfather was born, his relatives were all excited at the thought that he might become another wise leader. And, when the leading relatives all died in the Great Kanto Earthquake, it was apparently argued Grandfather should be the one to restore the family because of the auspicious sign of his birth.",……そのため、祖父さまが生まれた時、名君の再来かと親族たちに騒がれたのだそうだ。で、関東大震災で主だった親族たちが全滅し、そこからお家を再興できるのは、吉祥の徴を持って生まれてきた祖父さまだ、ってな論法になったらしい。,[=JP],"......Поэтому, когда родился дедушка, все приходили в волнение при мысли, что он может стать ещё одним мудрым лидером. И когда все главные родственники погибли во время Великого Землетрясения в Канто, все сошлись во мнении, что дедушка должен стать тем, кто возродит семью из‐за своего отличительного признака с самого рождения.","......Por causa disso, quando o vovô nasceu, seus parentes estavam muito empolgados com o fato que ele poderia vir a se tornar um excelente líder. E quando todos os parentes na liderança morreram, no Grande Terremoto de Kanto, aparentemente foi argumentado que se alguém pudesse restaurar a família, esse alguém seria o vovô, por causa do auspicioso sinal que lhe foi dado no nascimento.",……因此，據說爺爺出生時，還在親戚之間引起騷動，說他是明君再臨。之後由於關東大地震，右代宮家的主要人物全都去世，好像這幫親戚就認為，要在這種情況下復興右代宮家，只能靠出生時就帶有吉兆的爺爺。,……因此，据说爷爷出生时，还在亲戚之间引起骚动，说他是明君再临。之后由于关东大地震，右代宫家的主要人物全都去世，好像这帮亲戚就认为，要在这种情况下复兴右代宫家，只能靠出生时就带有吉兆的爷爷。,"... Perciò, quando nacque il Nonno, i suoi parenti erano tutti eccitati al pensiero che sarebbe stato un altro saggio capo famiglia. E quando questi parenti morirono tutti nel Grande Terremoto del Kanto, era scontato che l'unico adatto a resuscitare la famiglia sarebbe stato il Nonno, nato con un segno favorevole.","Perciò, quando nacque nostro nonno, i suoi parenti erano estasiati all'idea del ritorno di un leader assennato. E quando i parenti della linea principale perirono nel Grande Terremoto del Kanto, fu scontato che fosse lui, nato con un segno di buon auspicio, ad avere le capacità di risollevare la famiglia.","......Bu nedenle, Büyükbaba doğduğunda, akrabalarının hepsi onun başka bir bilge lider olabileceği düşüncesiyle heyecanlanmış. Ve önde gelen akrabaların hepsi Büyük Kanto Depremi'nde öldüğünde, görünüşe göre aileyi bundan kurtarabilecek biri varsa, onun doğumunun kutsanmış işareti nedeniyle Büyükbaba olacağı tartışılıyordu."
,"...Come to think of it, I've heard about some country where it's believed people with polydactyly should be treated as gods and revered... ","If Grandfather thought being the head was not a bad gig, this sixth toe must have been pretty lucky for him."," If Grandfather hadn't disliked his position as the head overly much, this sixth toe must have been pretty lucky for him.",もし祖父さまが当主もまんざらじゃないって思ったんなら、その６本目は幸運の指ってことになるのかもな。,[=JP],"Если бы дедушке нравилось его положение главы, эта шестипалая нога стала бы для него большой удачей.","Se o vovô gostava da ideia de ser o chefe da família, esse sexto dedo deve ter vindo a calhar.",如果爺爺自己也覺得做當主沒什麼不好的話，這第六根指頭也可以說是幸運之指啊。,如果爷爷自己也觉得做当主没什么不好的话，这第六根指头也可以说是幸运之指啊。,"Se il Nonno è stato abbastanza motivato a fare il capo famiglia, quel sesto dito potrebbe essere chiamato il suo dito fortunato.","Se il nonno non aveva detestato la sua posizione di capofamiglia tanto quanto fece credere agli altri, quel sesto dito era stato il suo dito fortunato...","Büyükbaba reis olmanın kötü bir iş olmadığını düşündüyse, bu altıncı ayak parmağı onun için oldukça şanslı olmalı."
,"This is beside the point, but it's fairly common in mystery novels for a corpse to be burned to hide its identity. ","......Come to think of it, I think I've heard about some country where it's believed that people with polydactyly should be treated as gods and revered...",[=UP],……そう言えば、どこかの国では多指症の人は神さまの使いだと信じられてて崇められてる、なんて話も聞いたような…。,[=JP],"......Кстати, мне кажется, я слышал о какой‐то стране, где считалось, что к людям с шестипалостью следует относиться не иначе как к богам и почитать их...","......Pensando nisso, eu me lembro de ter ouvido de alguma nação onde tratavam pessoas com polidactilia como deuses e os reverenciavam...",……這麼說來，我好像還聽說過在某個不知名的國家，人們把多指症的人當成神的使者來崇拜的事…。,……这么说来，我好像还听说过在某个不知名的国家，人们把多指症的人当成神的使者来崇拜的事…。,"... Ora che ci penso, ho sentito che esistono paesi dove le persone affette da polidattilia vengono servite e riverite come divinità...","A pensarci meglio, avevo sentito che c'erano paesi dove le persone affette da polidattilia venivano riverite, in quanto si credeva fossero messaggeri delle divinità...","......Düşündüm de, sanırım polidaktili insanların tanrı muamelesi görmesi ve saygı duyulması gerektiğine inanılan bir ülke duymuştum..."
,"...But I guess that in Grandfather's case, just toasting him wouldn't be enough... ","This is beside the point, but it's fairly common in mystery novels for a corpse to be burned to hide whose body it is."," This is beside the point, but it's fairly common in mystery novels for a corpse to be burned to hide whose body it is.",余談だが、推理小説なんかで死体を焼く時は、身元を不明にするための目的ですることが多いもんだ。,[=JP],"Это нисколько не относится к делу, в детективах сожжение тела с целью скрыть его личность является обычным делом.","Isso não vem ao caso, mas é bastante comum em contos de mistério que se queime um corpo para esconder sua identidade.",再說句題外話，推理小說之類的作品中，焚屍大多數是出於讓屍體無法辨認的目的。,再说句题外话，推理小说之类的作品中，焚尸大多数是出于让尸体无法辨认的目的。,"Comunque questo è un altro discorso, certamente è comune nei romanzi gialli che un corpo venga bruciato per impedirne il riconoscimento.","Tra parentesi, quando nei romanzi gialli un corpo viene bruciato, la maggior parte delle volte lo si fa per impedirne il riconoscimento...",Bu konumuzun dışında ama gizem romanlarında bir cesedin kime ait olduğunu gizlemek için yakılması oldukça yaygındır.
,"And, ...Grandfather's body was not simply burnt. ","......But it looks like in Grandfather's case, just being toasted wasn't enough to hide the proof of his identity...","......But I guess that in Grandfather's case, just being toasted wouldn't be enough to hide the proof of his identity...",……しかし、祖父さまの場合は、ちょっと焼いたくらいじゃ誤魔化せない、ちゃんとした証があったってことか…。,[=JP],"......Но как видно в случае с дедушкой, его недостаточно было просто сжечь, чтобы сделать невозможным его опознание...","......Mas parece que no caso do vovô, apenas ser queimado não era suficiente para esconder quem ele realmente era...",……不過，對爺爺來說，光是稍微燒一下是蒙混不了的，因為他身上有確鑿的證據…。,……不过，对爷爷来说，光是稍微烧一下是蒙混不了的，因为他身上有确凿的证据…。,"... Ma nel caso del Nonno, bruciare il suo corpo non è servito a niente, perché vi era ancora una prova inconfondibile...","Ma nel caso del nonno, carbonizzarlo non era sufficiente a depistarci, e ne avevamo una prova concreta...","......Ama Büyükbabanın durumunda, sadece kızartılması kimliğini gizlemek için yeterli olmamış gibi görünüyor..."
,...It was just like Aunt Eva and Uncle Hideyoshi...and the thing that had been stabbed into Kanon-kun's chest. ,And......Grandfather's body was not simply burnt.," And, ......Grandfather's body was not simply burnt.",そして、……祖父さまの遺体はただ焼け焦げているだけではなかった。,[=JP],И... Тело дедушки было не просто сожжено.,E......o corpo do vovô não estava simplesmente queimado.,還有，……爺爺的遺體並不只是燒焦了而已。,还有，……爷爷的遗体并不只是烧焦了而已。,E... il corpo del Nonno non era semplicemente bruciato.,E inoltre... il cadavere del nonno non era stato semplicemente bruciato...,Ve......Büyükbabanın cesedi sadece yakılmamış.
,"One of those ""demon's icepicks"" ...was stuck into his forehead...! ","......Just like Auntie Eva and Uncle Hideyoshi, ...and Kanon‐kun too, who had been stabbed in his chest, he had one of those ""demon's icepicks""...stuck into his forehead......!","......Just like Eva oba-san and Hideyoshi oji-san, ...one of those things that had been stuck in Kanon's chest, one of those 'demon's icepicks', ...was stuck into his forehead......!",……絵羽伯母さんたちと同じように、…そして嘉音くんの胸にも突き刺さっていた、あの“悪魔のアイスピック”が、…眉間に突き立てられている……！,[=JP],"......Как и в случае с тётей Евой и дядей Хидэёши... Одна из тех штук, которой была пробита грудь Канона, одно из тех ""демонических шильев""... торчало во лбу!","......Assim como a tia Eva e o tio Hideyoshi, ...e o Kanon‐kun também, que tinha uma estaca no coração, ele também tinha uma dessas ""estacas do demônio""...enfiada em sua testa......!",……和繪羽姑母他們那時一樣，…也刺進嘉音君胸膛的，那個“惡魔的冰錐”，…就豎立在屍體的眉間！,……和绘羽姑母他们那时一样，…也刺进嘉音君胸膛的，那个“恶魔的冰锥”，…就竖立在尸体的眉间！,"... Proprio come per Eva oba-san e Hideyoshi oji-san... una di quelle cose conficcate nel petto di Kanon, uno di quei ‘picchetti demoniaci’... era conficcato nella sua fronte...!"," Come per zia Eva e zio Hideyoshi... e come anche per il petto traforato di Kanon,sulla sua fronte... era stato infilzato con uno di quei {i:punteruoli demoniaci}...!","......Tıpkı Eva Teyze ve Hideyoshi Amca, ...ve göğsünden yaralanan Kanon-kun gibi, onun da alnına...bir ""iblisin buz kıracağı"" saplanmıştı......!"
Ronoue Genji,"""......The Head's Ring is not on his finger."" ","""............The ""Head's Ring"" is not on his finger.""","""............The Head's Ring is not on his finger.""",「…………指に、“当主の指輪”がありません。」,「…………指に、“当主の指輪”がありません」,"""............Кольцо главы отсутствует на пальце.""","""............O ""Anel do Chefe"" não está no seu dedo.""",「…………手指上，並沒有“當主的戒指”。」,「…………手指上，并没有“当主的戒指”。」,"""... L' ‘anello del capo famiglia’ non è al suo dito.""","""...L'Anello del Capofamiglia non è al suo dito.""","""............""Reis'in Yüzüğü"" parmağında değil."""
Ushiromiya Natsuhi,"""...So the letter last night was telling the truth. .........Father... would probably be horribly disappointed..."" ","""...So everything is as the letter last night said. ..................Father......would probably be horribly disappointed......""","""...So everything is as the letter last night said. ..................Father, ......would probably be horribly disappointed......""",「…昨夜の手紙のとおりということですか。………………お父様、……さぞやご無念でしょう……。」,「…昨夜の手紙のとおりということですか。………………お父様、……さぞやご無念でしょう……」,"""...Значит всё так, как и говорилось во вчерашнем письме. ..................Отец, наверное, был бы ужасно разочарован...""","""...Então tudo é como a carta descreveu noite passada. ..................Pai......ele provavelmente estaria tão desapontado......""",「…和昨晚的信上所說的一樣嗎？………………爸，……想必您去得很不甘心吧……」,「…和昨晚的信上所说的一样吗？………………爸，……想必您去得很不甘心吧……」,"""... Perciò ogni cosa è come l'ha descritta la lettera della scorsa notte. {n}Nostro Padre... probabilmente sarebbe terribilmente deluso...""","""...Perciò la lettera della notte scorsa diceva il vero... Padre... sono certa che ti abbiamo deluso...""","""...Yani her şey dün geceki mektubun söylediği gibi. ..................Babam......muhtemelen büyük hayal kırıklığına uğrardı......"""
,Natsuhi-san let her head droop and closed her eyes tightly... ,Aunt Natsuhi let her head droop and closed her eyes tightly...,Natsuhi-san let her head droop and closed her eyes tightly...,夏妃さんはうな垂れ、硬く目を瞑る…。,[=JP],Нацухи‐сан склонила голову и крепко закрыла глаза...,A tia Natsuhi inclinou levemente a cabeça e fechou seus olhos com força...,夏妃悲傷地垂下了頭，緊緊閉起了雙眼…。,夏妃悲伤地垂下了头，紧紧闭起了双眼…。,"Natsuhi-san abbassò la testa, e chiuse gli occhi lentamente...","Natsuhi-san abbassò il capo, per poi strizzare le palpebre...",Natsuhi Teyze başını öne eğdi ve gözlerini sıkıca kapattı...
,...This room had also become a vital crime scene for us to hand over to the police. ,......This room had also become a vital crime scene for us to hand over to the police.,[=UP],……この部屋も、警察に引き渡すべき重要な犯行現場となった。,[=JP],"......Эта комната также стала важной сценой преступления, которую следовало оставить для полиции.",......Essa sala também virou uma cena do crime vital para que apresentemos à polícia.,……這房間，也成了要交給警察來處理的重要的犯罪現場。,……这房间，也成了要交给警察来处理的重要的犯罪现场。,... Questa stanza era diventata un'importante scena del crimine che avremmo dovuto consegnare alla polizia.,"...Quella stanza era diventata una scena del crimine rilevante, che avremmo dovuto consegnare alla polizia...",......Bu oda da aynı zamanda polise teslim etmemiz gereken hayati bir suç mahalli haline gelmişti.
,"...It was decided that we would leave Grandfather's corpse here and lock the room, sealing it. ","......It was decided that we would leave Grandfather's corpse here and lock the room, sealing it.",[=UP],……祖父さまの死体はここに残し、部屋は施錠して封印することとなった。,[=JP],......Было решено оставить дедушкин труп здесь и запереть это помещение.,"......Foi decidido que iríamos deixar o corpo do vovô ali e trancaríamos a sala, selando‐a.",……眾人決定讓爺爺的屍體留在這裡，把房間鎖好、封印起來。,……众人决定让爷爷的尸体留在这里，把房间锁好、封印起来。,... Era stato deciso che avremmo lasciato il corpo del Nonno lì e chiuso la porta a chiave.,"Decidemmo di lasciare lì il corpo del nonno, e chiudemmo la porta a chiave.",......Büyükbabanın cesedini burada bırakmaya ve odayı kilitleyerek mühürlemeye karar verdik.
,It isn't clear when Grandfather's corpse started burning in the incinerator. ,It wasn't clear when Grandfather's corpse started burning in the incinerator., It isn't clear when Grandfather's corpse started burning in the incinerator.,祖父さまの遺体はいつ頃から焼却炉で焼かれていたのかははっきりしない。,[=JP],"Было неясно, когда именно дедушкин труп начал гореть в печи.",Não estava claro quando o corpo do vovô começou a queimar no incinerador.,爺爺的遺體具體是從什麼時候開始在焚化爐中被焚燒的，並不清楚。,爷爷的遗体具体是从什么时候开始在焚化炉中被焚烧的，并不清楚。,Non ci era chiaro quando il corpo fosse stato bruciato nell'inceneritore.,Non ci era chiaro il momento in cui il cadavere di nostro nonno fosse stato arso nell'inceneritore.,Büyükbabanın cesedinin çöp fırınında ne zaman yanmaya başladığı belli değildi.
,"Since, according to Genji, the strength of the flames hadn't been that strong, the body must have started burning a long time ago, so that stench could slowly creep out of the furnace and fill the room bit by bit, eventually pouring out and climbing up the staircase. ","Since, according to Genji‐san, the flames hadn't been that strong, the body must have started burning a long time ago, and that stench must have slowly crept out of the furnace and filled the room bit by bit, eventually pouring out and climbing up the staircase."," Since, according to Genji, the strength of the flames hadn't been that strong, the body must have started burning a long time ago, so that stench could slowly creep out of the furnace and fill the room bit by bit, eventually pouring out and climbing up the staircase.",源次さんが言うには、火勢がそんなに強くなかったので、だいぶ前から焼かれていて、炉から漏れ出した臭いが室内に少しずつ充満し、あふれ出して階段を登ってきたのではないかという。,[=JP],"Поскольку, согласно Генджи, сила огня была не такой уж большой, тело должно было начать гореть очень давно, чтобы эта вонь смогла медленно выползти из топки и потихоньку заполнить помещение, а потом просочиться и поползти вверх по лестнице.","Porém, de acordo com o Genji‐san, as chamas não estavam tão altas, então o corpo deve ter começado a queimar há um longo tempo atrás, e aquele fedor deve ter escapado devagar para fora da fornalha e preenchido a sala pouco a pouco, eventualmente a inundando e avançando para as escadas.",根據源次所說，由於火勢不是很強，估計已經燒了相當長一段時間，爐中冒出的臭氣應該是慢慢充滿室內，滿出來後才沿著台階瀰漫出去的。,根据源次所说，由于火势不是很强，估计已经烧了相当长一段时间，炉中冒出的臭气应该是慢慢充满室内，满出来后才沿着台阶弥漫出去的。,"Da quel che disse Genji, dal momento che la forza delle fiamme non era molto elevata, potrebbe aver cominciato a bruciare molto tempo fa, e la puzza proveniente dalla fornace potrebbe aver riempito la stanza a poco a poco, per poi risalire le scale e appestare la villa.","Da quel che disse Genji, dal momento che la forza delle fiamme non era molto elevata, potrebbe aver bruciato da molto tempo, e la puzza proveniente dalla fornace potrebbe aver riempito gradualmente la stanza, per poi straripare e risalire sù per le scale...","Genji-san'a göre alevler o kadar güçlü olmadığına göre, ceset uzun zaman önce yanmaya başlamış olmalı, ve o pis koku yavaş yavaş fırından çıkıp odayı doldurmuş, sonunda da dışarı taşarak merdivenlerden yukarı yükselmiş olmalıydı."
,"...Putting aside whether he was rare or well-done, Grandfather had been brought out, killed, and burned...even though he had started out locked away in the closed room created by his auto-lock. ...There's probably no doubting this... ","......Putting aside whether he was rare or well‐done, Grandfather had been brought out, killed, and burned...even though he had started out in the locked room created by his auto‐lock. ...There's probably no doubting this...","......Putting aside whether he was rare or well-done, Grandfather had been brought out, killed, and burned...even though he had started out locked away in the closed room created by his auto-lock. ...There's probably no doubting this...",……レアかウェルダンかはとりあえず置いとくが、…とにかく祖父さまが、オートロックの密室に閉じこもっていたにもかかわらず、連れ出され、殺されて焼かれた。…そう見て間違いないだろう…。,[=JP],"......Если оставить вопрос о том, был ли он недожарен или уже готов, Дед был выведен, убит и сожжён... Хотя вначале он пребывал в запертой комнате, созданной его автоматическим замком. ...Тут, скорее всего, сомнений нет...","......Deixando de lado se foi malpassado ou bem passado, o vovô, que estava a princípio dentro de um quarto fechado, criado por sua tranca automática...foi trazido para fora, morto e queimado. ...Provavelmente não há dúvidas quanto a isso...",……先不管是半熟還是全熟，…總之，儘管爺爺閉守在自動上鎖的密室裡，還是被帶出來殺死並被焚了屍。…這種理解應該不會有錯吧…。,……先不管是半熟还是全熟，…总之，尽管爷爷闭守在自动上锁的密室里，还是被带出来杀死并被焚了尸。…这种理解应该不会有错吧…。,"... Tralasciando il fatto che potesse essere al sangue o ben cotto, anche se il Nonno fosse stato chiuso in questa stanza, di sicuro era stato rapito, ucciso, e infine bruciato. ... Non c'era alcun dubbio...","Tralasciando se la sua cottura fosse stata al sangue o ben rosolata, anche assumendo che il nonno si fosse rinchiuso con la serratura automatica nella sua camera chiusa, era stato portato fuori, ucciso, e poi bruciato... I fatti parlavano chiaro...","......Az ya da iyi pişmiş olması bir yana, Büyükbaba otomatik kilidinin yarattığı kilitli odada olmasına rağmen...dışarı çıkarılmış, öldürülmüş ve yakılmıştı. ...Muhtemelen buna şüphe yok..."
,"However, according to Genji-san, the boiler room is usually locked. ","However, according to Genji‐san, the boiler room is usually locked."," However, according to Genji-san, the boiler room is usually locked.",しかし、源次さんが言うには、ボイラー室は普段から施錠されているという。,[=JP],"Однако, по словам Генджи‐сана, котельная обычно была заперта.","Entretanto, de acordo com o Genji‐san, a sala da caldeira geralmente fica trancada.",可是，根據源次所說，鍋爐室平常是鎖著門的。,可是，根据源次所说，锅炉室平常是锁着门的。,"Ma stando a Genji-san, il locale caldaia generalmente è sempre chiuso.","Ma stando a Genji-san, la sala caldaie di solito era chiusa a chiave...","Ancak, Genji-san'a göre, kazan dairesi genellikle kilitliymiş."
,"......The possibility that someone outside our group had snuck in and committed the crime was overwhelmingly high, and there was also a good chance that this person was walking around with something like a master key. ","......The probability that someone outside our group was lurking around committing the crimes was now overwhelmingly high, and there was also a good chance that this person was walking around with something like a master key.","......The possibility that someone outside our group had snuck in and committed the crime was overwhelmingly high, and there was also a good chance that this person was walking around with something like a master key.",……俺たち以外の誰かが潜んでいて犯行に及んでいる可能性が限りなく高くなり、しかもそいつはマスターキーのようなものを持ち歩いている可能性も高い。,[=JP],"......Вероятность того, что кто‐то не из нашей группы прокрался и совершил преступление, была чрезвычайно высока. Также вполне возможно, что этот человек носит с собой что‐нибудь вроде универсального ключа.","......A probabilidade de que alguém de fora do nosso grupo estava explorando por aí e cometendo crimes era agora incrivelmente alta, e também tinha uma bela chance de que essa pessoa estava andando por aí com uma chave mestra ou algo similar.",……除我們以外的某人暗中埋伏並犯罪的可能性，大大提高了，而且這傢伙還有很大可能隨身帶著類似總鑰匙的東西。,……除我们以外的某人暗中埋伏并犯罪的可能性，大大提高了，而且这家伙还有很大可能随身带着类似总钥匙的东西。,"... La possibilità che qualcuno fuori dal nostro gruppo l'avesse aperto e quindi commesso l'omicidio era particolarmente alta, ed era abbastanza probabile che questa persona stesse vagando nella villa con un passepartout.","Le probabilità che qualcuno al di fuori del nostro gruppo si stesse celando nell'ombra per compiere i suoi crimini, erano particolarmente alte, ed era molto probabile che portasse con sé una sorta di passepartout...","......Grubumuzun dışından birinin suç işlemek için etrafta dolaşıyor olma ihtimali artık çok yüksekti, ve bu kişinin elinde master anahtar gibi bir şeyle dolaşıyor olma ihtimali de çok yüksekti."
,"...After all, the doors and windows throughout the mansion had been checked. ","...After all, the doors and windows throughout the mansion had been checked.",[=UP],…何しろ、今の屋敷内は戸締りがされていることになっている。,[=JP],...Всё‐таки двери и окна по всему особняку были проверены.,"...Afinal, as portas e janelas pela mansão haviam sido checadas.",…畢竟，現在大屋內的房間都上著鎖。,…毕竟，现在大屋内的房间都上着锁。,"... Comunque, le porte e le finestre sparse nella villa erano state controllate.","Dopotutto, le porte e le finestre nella villa erano state chiuse.",...Ne de olsa malikanenin tüm kapı ve pencereleri kontrol edilmişti.
,"But despite that, the culprit was able to strut around the mansion freely. ","But despite that, the culprit was freely strutting around the mansion."," But despite that, the culprit was able to strut around the mansion freely.",にもかかわらず、犯人はこうして屋敷内を自由に闊歩しているのだから。,[=JP],"Но, несмотря на это, преступник мог свободно расхаживать по особняку.","Mas ignorando isso, o culpado anda livremente pela mansão.",但是儘管如此，犯人還是在大屋內自由自在地闊步橫行。,但是尽管如此，犯人还是在大屋内自由自在地阔步横行。,"Ma in ogni caso, il colpevole era in grado di avanzare nella villa liberamente.","Ciononostante, in quel modo il colpevole avrebbe potuto scorrazzare liberamente per la magione.","Ama buna rağmen, suçlu malikanede rahatça dolaşıyordu."
,"Does this crime confirm that a 19th person exists? There's still that contradiction, since they're trying to tout their existence without ever showing themselves once. ","After this latest crime, can we now be sure that a 19th person exists?{n}They haven't shown themselves once, and yet they're trying to tout their existence."," After this latest crime, can we be sure that a 19th person exists? They haven't shown themselves once, and yet someone's trying to tout their existence.",この一件で、１９人目が存在することは確定したのか？今までまったく姿を現さず、にもかかわらず存在をアピールするという矛盾。,この一件で、１９人目が存在することは確定したのか？{n}今までまったく姿を現さず、にもかかわらず存在をアピールするという矛盾。,"После этого последнего преступления, можем ли мы быть уверены в существовании 19‐го человека?{n}Он себя ни разу не показал, но кто‐то всё равно пытается убедить нас в его существовании.","Depois desse último crime, podemos agora ter certeza se existe uma 19ª pessoa?{n}Ela não se mostrou uma única vez, mas mesmo assim preferimos acreditar na sua existência.",通過這件事，可以確定有第十九人存在嗎？{n}至今為止從未現身，然而卻總在顯耀自己的存在，這很矛盾。,通过这件事，可以确定有第十九人存在吗？{n}至今为止从未现身，然而却总在显耀自己的存在，这很矛盾。,"Dovremmo arrenderci all'esistenza di una diciannovesima persona a questo punto? Non si è mostrato a noi neanche una volta, eppure qualcuno sta cercando di dimostrare la sua esistenza.","Arrivati a tal punto, era stata assodata l'esistenza di una 19ª persona? Tuttavia, era presente la contraddizione di voler rendere nota la propria esistenza, senza mostrarsi nemmeno una volta fino ad allora.",Bu son suçtan sonra artık 19. kişinin varlığından emin olabilir miyiz?{n}Kendilerini bir kez bile göstermediler ama yine de varlıklarını duyurmaya çalışıyorlar.
