Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Sakutarou,‘Ange...!! ......I‐it's impossible! You can't block bullets with magic......!!’,‘Ange...!! ...I-It's impossible! You can't block bullets with magic...!!’ ,"『Ange...!!  ......I, it's impossible!  You can't block bullets with magic......!!』",『縁寿…！！　……む、無理！　銃弾は魔法では防げないよ……！！』,[=JP],{p:0:『}Энджи! Э... это невозможно! Ты не сможешь отразить пули магией!{p:0:』},‘Ange...!! ......I‐Impossível! Você não pode bloquear balas com magia......!!’,『缘寿…！！……不、不行的！魔法挡不住枪弹……！！』,『緣壽…！！……不、不行的！魔法擋不住槍彈……！！』,{p:0:『}Ange...!! ... N-Non è possibile! Non puoi bloccare i proiettili con la magia...!!{p:0:』},‘¡¡Ange!!... ¡E-Es Imposible! ¡¡No puedes bloquear las balas con la magia!!...’, ...ﺇﻧﺠﻲ!! ﻫـ-ﻫﺬﺍ ﻣﺴﺘﺤﻴﻞ......! ......ﻻ ﻳﻤﻜﻨﻚِ ﺻﺪُّ ﺍﻟﺮﺻﺎﺹ ﺑﺎﻟﺴﺤﺮ!!
Ushiromiya Ange,"""No. There's nothing to be afraid of. ............To my magic, to the Seven Sisters of Purgatory, bullets are like nothing.""","""No. There's nothing to be afraid of. ......Compared to my magic, to the Seven Sisters of Purgatory, bullets are nothing."" ","""No.  There's nothing to be afraid of.  ............To my magic, to the Seven Sisters of Purgatory, bullets are like nothing.""",「いいえ。何も恐れることはないわ。…………私の魔法は、煉獄の七姉妹は、銃弾など、物ともしない。」,「いいえ。何も恐れることはないわ。…………私の魔法は、煉獄の七姉妹は、銃弾など、物ともしない」,"""Нет. Тут нечего бояться. ............Для моей магии, для семи сестёр чистилища, пули — это ничто.""","""Não. Não há nada para se temer. ............Para minha magia, para as Sete Irmãs do Purgatório, balas não são nada demais.""",「不。没什么好怕的。…………我的魔法，炼狱七姐妹，根本不把枪弹当回事。」,「不。沒什麼好怕的。…………我的魔法，煉獄七姐妹，根本不把槍彈當回事。」,"""No. Non c'è motivo di essere spaventati. ... Per la mia magia, per le Sette Sorelle del Purgatorio, i proiettili sono un nonnulla.""","""No. No hay nada que temer... Para mi magia, para las Siete Hermanas del Purgatorio, las balas no son nada.""","""ﻛﻼ. ﻻ ﺩﺍﻋﻲ ﻟﻠﺨﻮﻑ. ...ﻟﻴﺲ ﺍﻟﺮﺻﺎﺹ ﺷﻴﺌًﺎ ﺃﻣﺎﻡ ﺳﺤﺮﻱ ﻭﺃﺧﻮﺍﺕ ﺍﻟﻤَﻄْﻬَﺮ ﺍﻟﺴﺒﻌﺔ."""
Mammon,"""A‐Ange‐sama.........""","""A-Ange-sama......"" ","""A, Ange-sama.........""",「え、縁寿さま………。」,「え、縁寿さま………」,"""Э‐Энджи‐сама...""",[=UP],「缘、缘寿小姐………」,「緣、緣壽小姐………」,"""A-Ange-sama...""","""A‐Ange‐sama...""",""".........ﺇ-ﺇﻧﺠﻲ-ﺳﺎﻣﺎ."""
,"Mammon was flustered by Ange's absolute trust.{n}......She would have loved to live up to that trust, if only she could. On that day as well.","Mammon was perplexed by Ange's absolute trust. ...If she could comply, she would have. On that day as well. ","Mammon was perplexed by Ange's absolute trust.......If she could comply, she would have.  On that day as well.",マモンは縁寿の絶対の信頼に、戸惑う。……応えられるものなら応えたかった。あの日にも。,マモンは縁寿の絶対の信頼に、戸惑う。{n}……応えられるものなら応えたかった。あの日にも。,"Мамона была озадачена абсолютным доверием Энджи.{n}Если бы она могла подчиниться, она бы подчинилась. Так же как и в тот день.","Mammon estava perplexa com a confiança absoluta de Ange.{n}......Se pudesse cumprir, ela assim o faria. Naquele dia também.",马蒙对缘寿寄予的绝对的信任感到为难。{n}……能回应的话，那当然想回应。即便在那天也一样。,馬蒙對緣壽寄予的絕對的信任感到為難。{n}……能回應的話，那當然想回應。即便在那天也一樣。,"Mammon era perplessa sulla fiducia assoluta di Ange. ... Se avesse potuto obbedire, l'avrebbe fatto. Anche quel giorno.","Mammón estaba perpleja por la confianza absoluta de Ange.{n}... Si ella pudiera cumplir, lo haría. Igual que en aquel día.", ﺍﺭﺗﺒﻜﺖ ﻣﺎﻣﻮﻥ ﺑﺴﺒﺐ ﺛﻘﺔ ﺇﻧﺠﻲ ﺍﻟﻤﻄﻠﻘﺔ.{n}ﻟﻮ ﺃﻣﻜﻨﻬﺎ ﺃﻥ ﺗﻠﺒﻲ ﺗﻠﻚ ﺍﻟﺜﻘﺔ، ...ﻟﻔﻌﻠﺖ. ﺣﺘﻰ ﻓﻲ ﺫﻟﻚ ﺍﻟﻴﻮﻡ ﺃﻳﻀًﺎ.
,"But, ......she had been unable to do anything, and she had hurt Ange.........","But, ...because she had been unable to do anything, she had hurt Ange...... ","But, ......because she had been unable to do anything, she had hurt Ange.........",でも、……何も出来なかったから、縁寿を傷つけて………。,[=JP],"Однако из‐за того, что она не могла ничего сделать, она ранила Энджи...","Mas ......ela foi incapaz de fazer qualquer coisa, e feriu Ange.........",但是，……正因什么都做不了，所以才伤害了缘寿………。,但是，……正因什麼都做不了，所以才傷害了緣壽………。,"Ma... poiché non era riuscita a fare nulla, aveva ferito Ange...","Pero... como no había podido hacer nada, ella había lastimado a Ange...", .........ﻭﻟﻜﻦ، ...ﻷﻧﻬﺎ ﻟﻢ ﺗﺴﺘﻄﻊ ﻓﻌﻞ ﺷﻲﺀٍ، ﺟﺮﺣﺖ ﺇﻧﺠﻲ.
,"""Hehheheh, you little shit. You can use magic, huh? Then goddamn show us already.""","""Hehheheh, you brat. If you can use magic, let us have a look right now."" ","""Hehheheh, you brat.  If you can use magic, let us have a look right away.""",「へっへへ、ガキめ。魔法が使えるってんなら、早く見せてみやがれってんだ。」,「へっへへ、ガキめ。魔法が使えるってんなら、早く見せてみやがれってんだ」,"""Хе‐хе‐хе, ты, отродье. Если ты можешь использовать магию, покажи нам её прямо сейчас.""","""Hehheheh, sua pirralha. Pode usar magia, é? Então mostra de uma vez!""",「嘿、嘿嘿，死小鬼。你要是会用魔法，那就快点用出来看看啊？」,「嘿、嘿嘿，死小鬼。你要是會用魔法，那就快點用出來看看啊？」,"""Hehheheh, mocciosa. Se puoi usare la magia, allora mostracela.""","""Jejeje, mocosa. Si puedes usar magia, déjanos ver cómo es.""","""ﻫﻴﻬﻴﻬﻴﻬﻲ، ﺃﻳُّﺘﻬﺎ ﺍﻟﻮﻗﺤﺔ ﺍﻟﺼﻐﻴﺮﺓ. ﺃﻻ ﻳﻤﻜﻨﻚِ ﺍﺳﺘﺨﺪﺍﻡ ﺍﻟﺴﺤﺮ؟ ﻓﻠﺘﺮﻳﻨﺎ ﺣﺎﻻً ﺇﺫًﺍ."""
,"""What's the hold up? Show us some magic, right now!!""","""What's wrong? We're tellin' you to show us magic, right?!!"" ","""What's wrong?  We're tellin' you to show us magic right now!!""",「どうしたよ？　早く魔法を見せてみろってんだ！！」,[=JP],"""Что‐то не так? Мы говорим тебе показать свою магию прямо сейчас!""","""Qual o problema? Mostre alguma magia, agora!!""",「怎么啦？快点把魔法用出来看看啊！！」,「怎麼啦？快點把魔法用出來看看啊！！」,"""Che succede? Devi mostrarci subito la magia!!""","""¿Qué sucede? ¡¡Muéstranos algo de magia, ahora mismo!!""","""ﻣﺎ ﺳﺒﺐ ﺍﻟﺘﺄﺧﻴﺮ؟ ﺃﺭﻳﻨﺎ ﺑﻌﺾ ﺍﻟﺴﺤﺮ، ﺣﺎﻻً!!"""
,"""Come on, no need to hold back! Shazow! Blast me with some magic, I dare ya!! Hihhehhehheh!""","""Come on, no need to hold back, okay? *booom*! Show me some magic!! Hihhehhehheh!"" ","""Come on, no need to hold back, right?  *booom*!  Show me some magic!!  Hihhehhehheh!""",「ほら、遠慮はいらねぇぜ？　俺にバビョーンと！　魔法ってヤツをお見舞いしてくれよぉ！！　ひっへっへっへ！」,[=JP],"""Валяй, нет необходимости сдерживаться, верно? *Бум*! Покажи мне немного магии! Хе‐хе‐хе‐хе‐хе!""","""Vamos, não precisa se segurar! Me arrebata! Anda, vem me explodir com sua magia!! Hihhehhehheh!""",「来呀，不用客气啊？对我叭轰！地来一发叫魔法的玩意啊！！嘿嘿嘿嘿！」,「來呀，不用客氣啊？對我叭轟！地來一發叫魔法的玩意啊！！嘿嘿嘿嘿！」,"""Forza, non c'è bisogno di trattenersi! *booom*! Fammi un po' vedere!! Hihhehhehheh!""","""¡Vamos, no tienes por qué contenerte! ¡Shazam! ¡¡Muéstrame algo de magia!! ¡Jijejeje!""","""!ﻫﻴَّﺎ، ﻻ ﺩﺍﻋﻲ ﻟﻠﺘﺮﺩُّﺩ. ﺑﺎﻧﻜﺎﻱ! ﺃﺳﺘﺨﺪﻣﻲ ﻋﻠﻲ ﻫﺬﺍ، ﺃﺗﺤﺪَّﺍﻙ!! ﻫﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻲ!"""
,The black‐suits jeered at her.{n}But Ange simply concentrated her mind in silence......,The black-suits jeered at her. But Ange simply concentrated her mind in silence... ,The black-suits jeered at her.But Ange simply concentrated her mind in silence......,黒服たちが囃す。しかし縁寿はただ静かに、精神を集中していく……。,黒服たちが囃す。{n}しかし縁寿はただ静かに、精神を集中していく……。,Шестёрки в чёрных костюмах насмехались над ней.{n}Но Энджи просто сосредотачивала свои мысли в тишине...,Os homens de preto debocharam dela.{n}Mas Ange solenemente se concentrou‐se em silêncio......,黑衣人们齐声嘲笑。{n}但缘寿却只是在平静地集中精神……。,黑衣人們齊聲嘲笑。{n}但緣壽卻只是在平靜地集中精神……。,Quelli in vestito nero si beffarono di lei. Ma Ange non fece altro che concentrarsi con la sua mente in silenzio...,Los hombres de traje negro se rieron de ella.{n}Pero Ange simplemente concentraba su mente en el silencio..., ﺳﺨﺮ ﻣﻨﻬﺎ ﺫﻭﻭ ﺍﻟﺒﺬﻝ ﺍﻟﺴﻮﺩﺍﺀ.{n}......ﻭﻟﻜﻨﻬﺎ ﻇﻠﺖ ﺗﺮﻛﺰ ﺑﻬﺪﻭﺀ.
{f:5:Eva Beatrice},"""Why not just shoot and kill her forever?! She's even telling you to shoot her!""","""If only you'd just shoot! She's even telling you to try and shoot, you guys!"" ","""Why not shoot?!  She's also telling you to try and shoot, you guys!""",「撃っちゃえばぁ？！　撃ってみろって言ってるのよ向こうは！」,[=JP],"""Почему не стреляете?! Даже она говорит вам попробовать выстрелить, ребята!""","""Por que não atira e a mata bem devagar?! Ela está até dizendo que é para atirar!""",「就开枪如何呀？！对方都说了，开枪吧！」,「就開槍如何呀？！對方都說了，開槍吧！」,"""Perché non sparate?! Anche lei vi sta dicendo di provare a farlo!""","""¡¿Por qué tan solo no disparas?! ¡Ella incluso te está diciendo que le dispares!""","""ﻟﻤﺎﺫﺍ ﻻ ﺗﻄﻠﻘﻴﻦ ﺍﻟﻨﺎﺭ ﻭﺗﻘﺘﻠﻴﻨﻬﺎ ﺇﻟﻰ ﺍﻷﺑﺪ؟! ﺣﺘﻰ ﺃﻧَّﻬﺎ ﺗﺨﺒﺮﻙِ ﺃﻥ ﺗﻄﻠﻘﻲ ﻋﻠﻴﻬﺎ ﺍﻟﻨﺎﺭ!"""
Sumadera Kasumi,"""......This kid's already lost her mind from fear. Bye‐bye, Ange‐chan. ......Go and play witches as much as you want in heaven. ......Shoot her.""","""...This kid's already lost her mind from fear. Bye-bye, Ange-chan. ...Go and pretend to be a witch as much as you want in heaven. ...Fire."" ","""......This kid's already lost her mind from fear.  Bye-bye, Ange-chan.  ......Go and pretend to be a witch as much as you want in heaven.  ......Shoot.""",「……この子、恐怖でもう、頭がどうかしてるんだわ。バイバイ、縁寿ちゃん。……天国で好きなだけ魔女ごっこをしてなさい。……撃て。」,「……この子、恐怖でもう、頭がどうかしてるんだわ。バイバイ、縁寿ちゃん。……天国で好きなだけ魔女ごっこをしてなさい。……撃て」,"""......Эта девка уже помешалась от страха. Пока‐пока, Энджи‐чан. ......Иди и сколько хочешь пытайся стать ведьмой на небесах. ......Стреляйте.""","""......Essa criança já perdeu a noção do perigo. Tchauzinho, Ange‐chan.{n}......Vá brincar de bruxas o quanto quiser, no céu. ......Atire.""",「……这孩子是因为恐惧，把脑子都吓得不正常了。拜拜，缘寿。……去天国把魔女游戏尽兴地玩个够吧。……开枪。」,「……這孩子是因為恐懼，把腦子都嚇得不正常了。拜拜，緣壽。……去天國把魔女遊戲盡興地玩個夠吧。……開槍。」,"""... Questa ragazza ha già perso il senno dalla paura. Bye-bye, Ange-chan. {n}Vai in paradiso e pretendi là di essere una strega. ... Sparate.""","""... Esta niña ya se ha vuelto loca por el miedo. <Bye-bye, Ange-chan>... Ve y finge ser una bruja tanto como quieras en el cielo... Dispárale.""","""...ﻻ ﺑﺪَّ ﻭﺃﻥ ﺍﻟﺬﻋﺮ ﺃﻓﻘﺪﻫﺎ ﺻﻮﺍﺑﻬﺎ. ﻭﺩﺍﻋًﺎ، ﺇﻧﺠﻲ-ﺗﺸﺎﻥ. ...ﻳﻤﻜﻨﻚِ ﻣﻮﺍﺻﻠﺔ ﻟﻌﺐ ﺩﻭﺭ ﺍﻟﺴﺎﺣﺮﺓ ﻗﺪﺭ ﻣﺎ ﺗﺸﺎﺋﻴﻦ ﻓﻲ ﺍﻟﻌﺎﻟﻢ ﺍﻵﺧﺮ. ﺃﻃﻠﻘﻮﺍ ﻋﻠﻴﻬﺎ ﺍﻟﻨﺎﺭ......"""
,"""Heheh, you sure?""","""Heheh, you sure?"" ",[=UP],「へへ、いいんですか？」,[=JP],"""Хе‐хе, ты уверена?""","""Heheh, tem certeza?""",「嘿嘿，可以吗？」,「嘿嘿，可以嗎？」,"""Heheh, è sicura?""","""Jeje, ¿segura?""","""ﻫﻴﻬﻲ، ﺃﺃﻧﺖِ ﻣﺘﺄﻛﺪﺓ؟"""
Sumadera Kasumi,"""Shoot! Die, Ange!!""","""Fire! Die, Ange!!"" ","""Shoot!  Die, Ange!!""",「お撃ち！　死ね、縁寿ッ！！」,[=JP],"""Стреляйте! Умри, Энджи!""","""Atire! Morra, Ange!!""",「开枪！去死吧，缘寿！！」,「開槍！去死吧，緣壽！！」,"""Sparate! Muori, Ange!!""","""¡Dispara! ¡¡Muere, Ange!!""","""ﺃﻃﻠﻘﻮﺍ ﺍﻟﻨﺎﺭ. ﻣﻮﺗﻲ ﻳﺎ ﺇﻧﺠﻲ!!"""
{f:5:Eva Beatrice},"""Magic it up, brat, if you can!!!""","""If you can do it, then give this magic of yours a try!!!"" ","""If you can do it, then give your magic a try!!!""",「やれるもんならやってみなさいよッ、あんたの魔法をッ！！！」,[=JP],"""Если можешь, то попробуй отразить это магией!!!""","""Se consegue, então mostre sua magia!!!""",「做得到的话就做来看看呀，你的魔法！！！」,「做得到的話就做來看看呀，你的魔法！！！」,"""Se puoi farlo, dai prova della tua magia!!!""","""¡¡¡Si puedes hacerlo, entonces intenta usar tu magia!!!""","""!ﺃﻇﻬﺮﻱ ﺳﺤﺮﻙِ ﺃﻳُّﺘﻬﺎ ﺍﻟﻮﻗﺤﺔ، ﺇﻥ ﺍﺳﺘﻄﻌﺖِ."""
,"The black‐suit cocked the gun, and, sneering, he...pulled the trigger.","The black-suit cocked the gun, and sneering...pulled the trigger. ","The black-suit cocked the gun, and sneering...pulled the trigger.",黒服は撃鉄を起こし、嘲笑しながら引き金を、引く。,[=JP],"Один из шестёрок взвёл пистолет и, смеясь, нажал на курок.","O homem de preto ergueu sua arma e, rindo dela, ele...puxou o gatilho.",黑衣人拉开枪栓，边嘲笑，边扣下了扳机。,黑衣人拉開槍栓，邊嘲笑，邊扣下了扳機。,"Una delle guardie alzò la pistola, e sogghignando... premette il grilletto.","El hombre de negro alistó el arma, y mientras se reía... apretó el gatillo.",ﻟﻘَّﻢ ﺫﻭ ﺍﻟﺒﺬﻟﺔ ﺍﻟﺴﻮﺩﺍﺀ ﺍﻟﻤﺴﺪَّﺱ، ﻭﺑﺴﺨﺮﻳﺔٍ، ...ﺿﻐﻂ ﻋﻠﻰ ﺍﻟﺰﻧﺎﺩ.
Ushiromiya Ange,""".................................""","""............"" ","""........................""",「……………………………。」,「……………………………」,[=OG],[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
,"A gunshot rang out, .........and the world...stopped.","The sound of gunfire rang out, ...and the world...stopped. ","The sound of gunfire rang out, ......and the world...stopped.",銃声が鳴り響き、………世界が、停止した。,[=JP],Раздался звук выстрела... И мир остановился.,"O som de um tiro ecoou, .........e o mundo...parou.",枪声轰鸣，………世界，静止。,槍聲轟鳴，………世界，靜止。,L'esplosione della pistola rimbombò... e il mondo... si interruppe.,El sonido de un disparo se escuchó... y el mundo... se detuvo.,ﺩﻭَّﻯ ﺻﻮﺕ ﻃﻠﻘﺔٍ ﻧﺎﺭﻳﺔٍ، ﻭﺗﻮﻗَّﻒ...ﺍﻟﻌﺎﻟﻢ.........
,"A red spray scattered, .........and chunks of flesh flew.",A red spray scattered out... ...and chunks of flesh flew. ,"A red spray scattered out, .........and chunks of flesh flew.",赤い飛沫が飛び散り、………肉片が飛んだ。,[=JP],"Рассеялись красные брызги, и разлетелись куски плоти.","Um spray vermelho se espalhou, .........e pedaços de carne voaram.",血沫四溅，………肉片横飞。,血沫四濺，………肉片橫飛。,Uno schizzo rosso si sparse... e pezzi di carne volarono.,Un chorro rojo salió... y volaron pedazos de carne.,ﺗﻨﺎﺛﺮ ﺭﺫﺍﺫٌ ﺃﺣﻤﺮ. ﻭﺗﻄﺎﻳﺮﺕ ﻗﻄﻊٌ ﻣﻦ ﺍﻟﻠﺤﻢ.........
Mammon,"""...uh, ...............ah......""","""...Huh, ......ah..."" ","""...eh, ............ah......""",「…ぇ、……………あ……。」,「…ぇ、……………あ……」,"""...Э... а...""",[=UP],「…哎、……………啊……」,[=CN],"""... Eh... ah...""",[=ITA],"""......ﺃﻭﻩ، ............ﺁﻩ..."""
Lucifer,"""What are you doing, Mammon? ......You would let this boorish pebble of a bullet reach Ange‐sama?""","""What are you doing, Mammon? ...Don't tell me you'd let a boorish pebble of a bullet like this reach Ange-sama."" ","""What are you doing, Mammon?  ......Would you let a boorish pebble of a bullet reach Ange-sama?""",「何をしてるの、マモン。……銃弾如き無粋な石ころを、縁寿さまに許すつもり？」,[=JP],"""Что ты делаешь, Мамона? ....Почему позволяешь каким‐то грубым камням вроде пуль попасть в Энджи‐сама?""","""O que está fazendo, Mammon? ......Você deixaria mesmo este insignificante cascalho de bala alcançar a Ange‐sama?""",「在干嘛呢，马蒙？……难道你想让区区枪弹这种低贱的石子，触及缘寿小姐的贵体？」,「在幹嘛呢，馬蒙？……難道你想讓區區槍彈這種低賤的石子，觸及緣壽小姐的貴體？」,"""Che stai facendo, Mammon? ... Vuoi lasciare che un'insignificante pietra dalla forma di un proiettile raggiunga Ange-sama?""","""¿Qué haces, Mammón?... ¿Vas a dejar que una mísera bala le llegue a Ange-sama?""","""ﻣﺎﺫﺍ ﺗﻔﻌﻠﻴﻦ ﻳﺎ ﻣﺎﻣﻮﻥ؟ ﺃﺳﺘﺴﻤﺤﻴﻦ ﻟﻬﺬﻩ ﺍﻟﺮﺻﺎﺻﺔ ﺍﻟﺘﻲ ﻻ ﺗﻌﺪﻭ ﺃﻥ ﺗﻜﻮﻥ ﺣﺼﺎﺓً ﺗﺎﻓﻬﺔ ﺑﺄﻥ ﺗﺼﻴﺐ ﺇﻧﺠﻲ-ﺳﺎﻣﺎ؟"""
,"Lucifer had lined up the bullet perfectly, and with a single swing, ......had sliced it in two......","Lucifer lined up the bullet perfectly, and with a single swing, ...sliced it... ","Lucifer lined up the bullet perfectly, and with a single swing, ......sliced it......",ルシファーは、完全に銃弾を捉え、一刀のもとに、……切断していた……。,[=JP],Люцифер идеально разметила пулю прямой линией и одним взмахом разрезала её...,"Lucifer apanhou perfeitamente a bala, e com um singelo esvoaçar, ......a partiu ao meio......",路西法完全捕捉住了枪弹，……一刀将之切为两半……。,路西法完全捕捉住了槍彈，……一刀將之切為兩半……。,"Lucifer si allineò perfettamente con il proiettile, e con un singolo colpo... lo tagliò...","Lucifer alineó perfectamente la bala, y con un gentil movimiento... la partió en dos...", ......ﺍﺳﺘﻬﺪﻓﺖ ﻟﻮﺳﻴﻔﺮ ﺍﻟﺮﺻﺎﺻﺔ ﺑﺈﺗﻘﺎﻥ، ﻭﺑﻀﺮﺑﺔٍ ﻭﺍﺣﺪﺓ، ......ﺷﻄﺮﺗﻬﺎ ﺇﻟﻰ ﻧﺼﻔَﻴﻦ.
,And......in the chest of the black‐suit who had apparently fired the gun......there was a hole as big as a fist...,"And, ...in the chest of the black-suit who had apparently fired the gun, ...was a hole as big as a fist... ","Then, ......in the chest of the black-suit who had apparently fired the gun, ......was a hole as big as a fist...",そして、……銃を撃ったはずの黒服の胸に、……握り拳大の、大穴が…。,[=JP],"Затем в груди шестёрки, судя по всему, выстрелившей в меня, возникла дыра замером в кулак...","E......no peito do homem de preto que aparentava ter disparado......um buraco, tão grande quanto um punho...",而，……本应开过枪了的黑衣人的胸口，……开了个拳头般大小的大洞…。,而，……本應開過槍了的黑衣人的胸口，……開了個拳頭般大小的大洞…。,Poi... nel petto della guardia in nero che aveva sparato... c'era un buco grande quanto un pugno...,Entonces... en el pecho del hombre de traje negro que aparentemente había disparado el arma... había un agujero tan grande como un puño..., ...ﻭ......ﻓﻲ ﺻﺪﺭ ﺫﻱ ﺍﻟﺒﺬﻟﺔ ﺍﻟﺴﻮﺩﺍﺀ ﺍﻟﺬﻱ ﺃﻃﻠﻖ ﺍﻟﻨﺎﺭ ﻓﻴﻤﺎ ﻳﺒﺪﻭ...ﻓﺠﻮﺓٌ ﺑﺤﺠﻢ ﻗﺒﻀﺔ ﺍﻟﻴﺪ.
Leviathan,""".........Every once in a while, it's alright for me to go first, right?""","""......Every now and then, I get to go first."" ",""".........Every once in a while, it's alright for me to go first.""",「………たまには。私が一番乗りでもいいわよねぇ。」,「………たまには。私が一番乗りでもいいわよねぇ」,"""........Нет ничего зазорного в том, чтобы иной раз мне начинать первой.""",""".........De vez em quando, não tem problema eu ser a primeira, né?""",「………偶尔，也该由我得次头功吧？」,「………偶爾，也該由我得次頭功吧？」,"""... Ogni tanto, va bene se vado per prima.""","""... De vez en cuando... está bien que yo vaya primero, ¿verdad?""","""...ﺃﺣﻴﺎﻧًﺎ، ﻻ ﺑﺄﺱ ﺑﺄﻥ ﺃﻛﻮﻥ ﺍﻷﻭﻟﻰ، ﺻﺤﻴﺢ؟"""
,"Half of Leviathan's body was covered with blood, and she wore a cold smile.","Half of Leviathan's body was covered with blood, and a cold smile was on her face. ","Half of Leviathan's body was covered with blood, and a scornful smile was on her face.",半身を血に染めたレヴィアタンが、冷笑を浮かべる。,[=JP],"Половина тела Левиафана окрасилась кровью, а на лице возникла презрительная улыбка.","Parte do corpo de Leviathan estava coberto por sangue, e ela exibia um sorriso frio.",血染半身的雷维阿坦露出了冷笑。,血染半身的雷維阿坦露出了冷笑。,"Metà del corpo di Leviathan era coperto di sangue, e un sorriso beffardo era sul suo volto.","La mitad del cuerpo de Leviatán estaba cubierto de sangre, y una sonrisa de odio en su cara.", ﻗﺎﻟﺖ ﻟﻴﻔﻴﺎﺛﺎﻥ ﺫﻟﻚ ﺑﺎﺑﺘﺴﺎﻣﺔ ﺑﺎﺭﺩﺓ، ﻭﻧﺼﻒ ﺟﺴﺪﻫﺎ ﻣﻠﻄﺦ ﺑﺎﻟﺪﻣﺎﺀ.
,"......Then, slowly, .........the pitiful prey that she had brought down...fell over.","...Then, slowly, ......the pitiful prey that she had brought down...fell over. ","......Then, slowly........., the pitiful prey that she had brought down...fell over.",……そして、ゆっくりと………、彼女が仕留めた哀れな獲物が、倒れる。,[=JP],"Жалкая же добыча, которую она сразила, медленно рухнула на землю.","......Então, lentamente, .........a lamentável presa que ela havia abatido...caiu ao chão.",……然后，她所解决掉的………，可怜的猎物，慢慢地倒下了。,……然後，她所解決掉的………，可怜的獵物，慢慢地倒下了。,"... Poi, lentamente... la pietosa preda che aveva cacciato... cadde a terra.","... Luego, lentamente... la pobre presa a la que ella había atacado... cayó al suelo.", ﺛﻢ ﺑﺒﻂﺀ………، ﺳﻘﻄﺖ ﺗﻠﻚ ﺍﻟﻔﺮﻳﺴﺔ ﺍﻟﺒﺎﺋﺴﺔ ﺍﻟﺘﻲ ﻗﻀﺖ ﻋﻠﻴﻬﺎ.
Mammon,"""Y‐......you pierced...a {y:0:Human}{n:0:human}......!!!""","""...Y-You pierced...a Human...!!!"" ","""Y, ......you pierced...a human......!!!""",「つ、……貫いた、ニンゲンを……ッ！！！」,[=JP],"""Т... ты пронзила... {y:0:Челове}{n:0:челове}ка!!!""","""V‐......Você goivou...um {y:0:Humano}{n:0:humano}......!!!""",「贯、……贯穿了，人类……！！！」,「貫、……貫穿了，人類……！！！」,"""H... Hai perforato... un umano...!!!""","""¡¡¡A-Atravesaste... a un humano!!!..."""," ......ﻟﻘﺪ......ﺷﻘﻘﺖِ... ﺑﺸﺮﻳًﺎ!!!"""
Satan,"""Idiot! Do you still not believe?! In our master's magic power...!!""","""Idiot! Do you still not believe?! In our master's magic power...?!!"" ","""Idiot!  Do you still not believe?!  In our master's magic power...!!""",「馬鹿ねッ！　まだあんた信じてないの？！　私たちの主の魔力を…！！」,[=JP],"""Дура! Ты всё ещё не веришь?! В магическую силу нашей госпожи?!""","""Idiota! Você ainda não acredita?! No poder mágico da nossa mestra...!!""",「笨蛋！你还没相信！！我等主人的魔力吗…？！」,「笨蛋！你還沒相信！！我等主人的魔力嗎…？！」,"""Idiota! Ancora non ci credi?! Nel potere magico della nostra padrona...!!""","""¡Idiota! ¡¿Sigues sin creer... en el poder mágico de nuestra ama?!...""","""ﺃﻳُّﺘﻬﺎ ﺍﻟﺤﻤﻘﺎﺀ. ﺃﻣﺎ ﺯﻟﺖِ ﻻ ﺗﺆﻣﻨﻴﻦ؟! ...ﺑﻘﻮﺓ ﺳﻴّﺪﺗﻨﺎ ﺍﻟﺴﺤﺮﻳﺔ!!"""
{f:5:Eva Beatrice},"""Are......you...kidding me.........?!?! You ma‐manifested...in front of this many {y:0:Human}{n:0:human}s?!?!""","""Are...you...kidding me......?!?! Y-You materialized...in front of this many Humans?!?!"" ","""Are, ......you, ...kidding me.........?!?!  Y, you materialized, ...in front of this many humans?!?!""",「ば、……か、…な………ッ？！？！　これだけのニンゲンの前で、…け、顕現したって言うのッ？！？！」,[=JP],"""Вы... что... издеваетесь?! Возникнуть перед таким количеством {y:0:Люд}{n:0:люд}ей?!""","""Você......está...brincando comigo.........?!?! Você se ma‐manifestou...na frente de tantos {y:0:Humanos}{n:0:humanos}?!?!""",「怎、……么、…可能………？！？！难道是在这么多人类的面前，…成、成功显现了？！？！」,「怎、……麼、…可能………？！？！難道是在這麼多人類的面前，…成、成功顯現了？！？！」,"""Mi state... prendendo... in giro...?!?! V-Vi siete materializzate... di fronte a così tanti umani?!?!""","""¡¿¡¿E-Estás... bromeando?!?!... ¡¿¡¿Te materializaste... en frente de tantos humanos?!?!""","""ﻏﻴﺮ...ﻣﻌﻘﻮﻝ.........! ﺗـ-ﺗﺠﺴَّﺪﻥ...ﺃﻣﺎﻡ ﻫﺬﺍ ﺍﻟﻌﺪﺩ ﻣﻦ ﺍﻟﺒﺸﺮ؟!؟!"""
