Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,.........Nanjo had been placed in the spotlight for being one of Ushiromiya Kinzo's few friends.,......Nanjo had been bathed with attention for being one of Ushiromiya Kinzo's few friends. ,".........Nanjo had been bathed with attention for being one of Ushiromiya Kinzo's few friends.",………右代宮金蔵の数少ない友人ということで、南條は注目を浴びた。,[=JP],".........Нанджо, являясь одним из немногих друзей Уширомии Кинзо, не был обделён вниманием.",.........Nanjo foi posto sob os holofotes por ser um dos poucos amigos de Ushiromiya Kinzo.,………由于是右代宫金藏为数不多的朋友，南条受到了世人的注目。,………由於是右代宮金藏為數不多的朋友，南條受到了世人的注目。,... Nanjo era stato riempito di attenzioni per essere uno dei pochi amici di Ushiromiya Kinzo.,... Nanjo había sido bañado de atención por ser uno de los pocos amigos de Ushiromiya Kinzo.,  .........ﻟﻘﺪ ﻭُﺿﻊ ﻧﺎﻧﺠﻮ ﺗﺤﺖ ﺍﻷﺿﻮﺍﺀ ﻟﻜﻮﻧﻪ ﻣﻦ ﻗﻼﺋﻞ ﺃﺻﺪﻗﺎﺀ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ‌ ﻛﻴﻨﺰﻭ،
,"Because of that, there had probably been a persistent offensive from the Witch Hunters and the press to use the late Nanjo's son as well as a source of information.","Because of that, there was probably an aggressive and persistent rush among the Witch Hunters and the press to use Nanjo's son as well, a surviving relative, as a source of information. ","Because of that, there was probably an aggressive and persistent rush among the Witch Hunters and the press to use Nanjo's son as well, as a surviving relative, as a source of information.",その為、その遺族である息子にもウィッチハンターやマスコミの執拗な取材攻勢があったのだろう。,[=JP],"Из‐за этого охотники на ведьм и пресса агрессивно и настойчиво пытались воспользоваться сыном Нанджо, являвшимся выжившим родственником, в качестве источника информации.","Por causa disso, é muito provável que tenham ocorrido persistentes ofensivas por parte dos Witch Hunters e a imprensa, para fazer com que o filho de Nanjo se tornasse uma fonte de informações.",因此，身为其遗族的儿子也遭到过魔女猎人与各种媒体的纠缠不休的取材攻势吧。,因此，身為其遺族的兒子也遭到過魔女獵人與各種媒體的糾纏不休的取材攻勢吧。,"A causa di quello, c'era probabilmente un aggressivo e persistente assalto da parte dei Witch Hunters e dalla stampa per usare anche il figlio di Nanjo, essendo un parente sopravvissuto, come una fonte di informazioni.","Debido a eso, probablemente hubo una carrera agresiva y persistente entre los Cazadores de Brujas y la prensa al querer usar también al hijo de Nanjo, un pariente sobreviviente, como fuente de información.", ﻭﻷﺟﻞ ﺫﻟﻚ ﻛﺎﻥ ﻻ ﺑُﺪّ ﺃﻥّ ﻣﻄﺎﺭﺩﺍﺕٍ ﻣﺘﻮﺍﺻﻠﺔً ﻣﻦ ﺻﺎﺋﺪﻱ ﺍﻟﺴﺎﺣﺮﺍﺕ ﻭﺍﻟﺼﺤﺎﻓﺔ ﻗﺪ ﻻﺣﻘَﺖ ﺍﺑﻦ ﺍﻟﺮﺍﺣﻞ ﻧﺎﻧﺠﻮ ﻃﻠﺒًﺎ ﻟﻤﻌﻠﻮﻣﺎﺕ.
,"......The doctor went on and on, criticizing the press indignantly.","...The doctor went on and on, criticizing the press indignantly. ","......The doctor had gone on and on, criticizing the press indignantly.",……医師は、延々とマスコミ批判を口にし、ひとり憤慨するのだった。,[=JP],"Доктор продолжил свою речь, гневно критикуя СМИ.","......O médico continuou a criticar a mídia, indignado.",……医师没完没了地批判着传媒，一个人在那愤慨不已。,……醫師沒完沒了地批判著傳媒，一個人在那憤慨不已。,"... Il dottore andò avanti e avanti, criticando la stampa indignato.","... El doctor ido una y otra vez, criticando indignado a la prensa.",  ......ﺭﺍﺡ ﺍﻟﻄﺒﻴﺐ ﻳﺴﺘﺮﺳﻞ ﻓﻲ ﺍﻟﺘﻨﺪﻳﺪ ﺑﺎﻟﺼﺤﻒ ﺑﻨﻘﻤﺔٍ ﻣﺘﺄﺟّﺠﺔ.
Ushiromiya Ange,"""I really understand how you feel. My personal life was put under surveillance, and I had no privacy, no portrait rights, heck, I don't know if I was even afforded human rights. So I {i:deeply} empathize with your pent‐up anger.""","""I really understand how you feel. For a person like me, who was observed even in her personal life, and whose privacy, likeness, and even human rights might have been violated, it's really easy to pick up on the anger of someone in your position."" ","""I really understand how you feel.  For a person like me, who was watched even in her personal life, and whose privacy, likeness, and even human rights might have been violated, it's really easy to pick up on the anger of someone in your position.",「お気持ち、よくわかります。私生活に至るまで監視を受け、プライバシーも肖像権も、果ては人権さえも認められてたかわからない私ですから、そのやり場のないお怒り、よーくお察しできます。,「お気持ち、よくわかります。私生活に至るまで監視を受け、プライバシーも肖像権も、果ては人権さえも認められてたかわからない私ですから、そのやり場のないお怒り、よーくお察しできます」,"""Я разделяю ваши чувства. Особе вроде меня, у которой даже личная жизнь находилась под чужим наблюдением, и чьи личное пространство, равенство и права как человека тоже не избежали нарушений, легко понять гнев человека в вашем положении.""","""Eu realmente entendo como se sente. Minha vida pessoal foi colocada sob vigilância, e não tive mais privacidade, direito de personalidade, nada, sequer sei se estive dentro dos direitos humanos. Por isso eu simpatizo {i:profundamente} com essa sua fúria que manteve reprimida.""",「我很理解您的心情。毕竟我自己的私生活都受到了监视，隐私、肖像权，说到底，连有没有人权都不知道，这份无处宣泄的愤怒，我很——是明白。」,「我很理解您的心情。畢竟我自己的私生活都受到了監視，隱私、肖像權，說到底，連有沒有人權都不知道，這份無處宣泄的憤怒，我很——是明白。」,"""Capisco veramente come ti senti. Per una persona come me, che era stata osservata anche nella sua vita privata, e che la sua privacy, somiglianze, e persino i suoi diritti umani possano essere stati violati, è molto facile percepire la tua rabbia.","""Realmente entiendo cómo se siente. Para una persona como yo, quien fue espiada incluso en su vida personal, y cuya privacidad, imagen, e incluso derechos humanos podrían haber sido violados, es muy {i:fácil} percibir la ira de alguien en tu posición.""","""ﺇﻧّﻲ ﺃﻓﻬﻢ ﺷﻌﻮﺭﻙ ﺣﻖّ ﺍﻟﻔﻬﻢ. ﻟﻘﺪ ﻛﺎﻧﺖ ﺣﻴﺎﺗﻲ ﺍﻟﺸﺨﺼﻴّﺔ ﺗﺤﺖ ﺍﻟﻤﺮﺍﻗﺒﺔ، ﻓﻼ ﺧﺼﻮﺻﻴّﺔ ﻟﻲ، ﻭﻻ ﺣﻖّ ﻟﺼﻮﺭﺓٍ ﻭﻻ ﻟﻮﺟﻪٍ، ﺑﻞ ﻻ ﺃﺩﺭﻱ ﺇﻥ ﻛﻨﺖُ ﻗﺪ ﻧﻠﺖُ ﺷﻴﺌًﺎ ﻣﻦ ﺣﻘﻮﻕ ﺍﻹﻧﺴﺎﻥ ﺃﺻﻼً. ﻟﺬﻟﻚ ﻓﺈﻧﻲ {i:ﺃﺷﻌﺮ ﺑﺼﺪﻕٍ} ﺑﻐﻴﻈﻚ ﺍﻟﻤﻜﺒﻮﺕ."""
Ushiromiya Ange,""".........And for that very reason, I want to know, more than anything else, what in the world was that incident that so thoroughly ruined my life. That's why I came here.""","""......And for that very reason, I want to know, more than anything else, what in the world happened in the incident that so thoroughly ruined my life. So I came here. ",".........And for that very reason, I want to know, more than anything else, what in the world happened in the incident that so thoroughly ruined my life.  So I came here.  ",………だからこそ、私の人生をここまで台無しにしたあの事件は一体何だったのか、どうしても知りたいのです。それでここへ来ました。,「………だからこそ、私の人生をここまで台無しにしたあの事件は一体何だったのか、どうしても知りたいのです。それでここへ来ました」,""".......И по этой самой причине я больше всего на свете хочу узнать как можно больше подробностей о том проклятом инциденте, последствия которого изломали мне жизнь. Потому я и пришла сюда.""",""".........E por essa mesma razão, eu quero saber mais sobre tudo e qualquer coisa, sobre o que foi o incidente que arruinou completamente a minha vida. É por isso que eu vim aqui.""",「………所以正因如此，我才无论如何都想搞清楚，把我的人生糟蹋到这个地步的那起事件，究竟是怎么回事。我是因此才来到了此处。」,「………所以正因如此，我才無論如何都想搞清楚，把我的人生糟蹋到這個地步的那起事件，究竟是怎麼回事。我是因此才來到了此處。」,"... E per quella ragione, io voglio sapere, più di qualsiasi altra cosa, cosa diavolo è successo nell'incidente che ha rovinato la mia vita. Quindi sono venuta qui.","""... Y por esa misma razón, quiero saber, más que nada, qué fue lo que ocurrió en el incidente que arruinó mi vida tan a fondo. Por eso vine.""",""".........ﻭﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ ﺑﻌﻴﻨﻪ، ﺃﺭﻏﺐ ﻓﻮﻕ ﻛﻞّ ﺭﻏﺒﺔٍ ﺃﻥ ﺃﻋﻠﻢ ﻣﺎ ﺍﻟﺬﻱ ﻛﺎﻥ ﺫﻟﻚ ﺍﻟﺤﺎﺩﺙ ﺍﻟﺬﻱ ﺩﻣّﺮ ﺣﻴﺎﺗﻲ ﺑﺄﺳﺮﻫﺎ. ﻟﺬﺍ ﺟﺌﺖُ ﺇﻟﻰ ﻫﻨﺎ."""
Ushiromiya Ange,""".........I'm a related party just like you. Not a magazine columnist or an interviewer. Please, don't get the wrong idea.""","......I'm a related party just like you. Not a magazine columnist or an interviewer. Please, don't get the wrong idea."" ",".........I'm a related party just like you.  Not a magazine columnist or an interviewer.  Please, don't get the wrong idea.",………私も、あなたと同じ当事者です。雑誌記者でもインタビュアーでもありません。そこを誤解しないで下さい。,「………私も、あなたと同じ当事者です。雑誌記者でもインタビュアーでもありません。そこを誤解しないで下さい」,"""Я, как и вы, тоже являюсь вовлечённой стороной, а не журналисткой из какого‐нибудь журнала или с телевидения. Пожалуйста, не поймите меня превратно.""",""".........Eu sou parte envolvida nisso tudo, assim como você. Não sou colunista de revista nem entrevistadora. Por favor, não me entenda mal.""",「………我，与您同是当事人。我不是杂志记者，也不是来采访的。请不要误会了这一点。」,「………我，與您同是當事人。我不是雜誌記者，也不是來採訪的。請不要誤會了這一點。」,"... Sono qualcuno nella tua stessa situazione. Non un editore di riviste o un giornalista. Per favore, non farti l'idea sbagliata.","""... Yo estoy tan relacionada con esto como usted. No soy periodista de una revista ni una entrevistadora. Por favor, no tenga una mala impresión.""",""".........ﺃﻧﺎ ﻣﻌﻨﻴّﺔٌ ﺑﺎﻷﻣﺮ ﻣﺜﻠﻚ، ﻟﺴﺖُ ﻛﺎﺗﺒﺔ ﻋﻤﻮﺩٍ ﻓﻲ ﻣﺠﻠﺔٍ ﻭﻻ ﻣﺤﺎﻭِﺭﺓ. ﻓﻼ ﺗﺴﻴﺊ ﺍﻟﻔﻬﻢ."""
Ushiromiya Ange,"""I didn't come to do this for fun. ......And I'd very much appreciate it if you stopped looking down on me. If we're going to do a comparison of whose life was most screwed up by that incident, you won't even come close.""","""I didn't come to do this for fun. ...Quit looking down on me. If we're gonna argue over whose life was most screwed up by that incident, you're no match for me."" ","I didn't come to do this for fun.  ......Quit looking down on me.  If we're going to do a comparison of whose life was most screwed up by that incident, you're no match for me.""",私は道楽でこんなところまで来たんじゃない。……私を見下すのもいい加減にして下さい。あの事件で狂わされた人生の傷跡比べをするならば、私とあなたでは比べ物にもならない。」,「私は道楽でこんなところまで来たんじゃない。……私を見下すのもいい加減にして下さい。あの事件でくるわされた人生の傷跡比べをするならば、私とあなたでは比べ物にもならない」,"""Я пришла сюда не развлекаться. .....Перестаньте смотреть на меня свысока. Если мы начнём сравнивать, чья жизнь горше, то ваша, смею вас заверить, не годится моей в подмётки.""","""Eu não vim até aqui por diversão. ......E ficaria muito feliz se você parasse de me olhar dessa forma. Se formos comparar quem teve a vida mais destruída por causa do acidente, a sua nem chega perto.""",「我不是为了消遣才来到此处的。……要鄙视我，也请有个限度。要来比较因那起事件而遭受的人生创伤的话，我俩根本没得比。」,「我不是為了消遣才來到此處的。……要鄙視我，也請有個限度。要來比較因那起事件而遭受的人生創傷的話，我倆根本沒得比。」,"Non sto facendo questo per divertimento. ... Smetta di guardarmi dall'alto in basso. Se facciamo un confronto di quale vita è stata incasinata di più per quell'incidente, lei non è niente in confronto a me.""","""No vine a hacer esto por diversión... Deje de menospreciarme. Si comparamos cuál de nuestras vidas resultó más arruinada por ese incidente, lo suyo no es nada.""","""ﻟﻢ ﺁﺕِ ﻟﻬﻮًﺍ،  ......ﻭﺳﻴﺴﺮّﻧﻲ ﻟﻮ ﻛﻔﻔﺖ ﻋﻦ ﺍﻟﺘﺤﺪّﺙ ﺇﻟﻲّ ﻣﻦ ﻋﻞٍ. ﻓﺈﻥ ﻛﻨّﺎ ﺳﻨﻘﺎﺭﻥ ﺃﻳّﻨﺎ ﻛﺎﻥ ﺧﺮﺍﺏُ ﺣﻴﺎﺗﻪ ﺃﻋﻈﻢَ ﺟﺮّﺍﺀ ﺗﻠﻚ ﺍﻟﺤﺎﺩﺛﺔ، ﻓﻠﻦ ﺗﻘﺮَﺑﻨﻲ ﺑﺤﺎﻝ."""
Nanjo Masayuki,"""............mgh......""","""......Nng, ..."" ","""............Nn, ......""",「…………ん、……。」,「…………ん、……」,"""............Н‐н...""",[=UP],「…………嗯、……」,[=CN],"""... Nn...""",[=ITA],"""............ﻣـﻐـﻪ......"""
,Ange spoke sharply.,Ange spoke sharply. ,"Ange spoke sharply.",縁寿はぴしゃりと言い切る。,[=JP],Энджи говорила резко.,Ange falou afiada.,缘寿厉声如此说道。,緣壽厲聲如此說道。,Ange parlò bruscamente.,Ange habló bruscamente., ﻗﺎﻟﺖ ﺇﻧﺠﻲ ﺑﺤﺪّﺓ،
,"Never having imagined that he would be talked back to in such a forceful manner, the doctor couldn't help but fall silent.","The doctor, who hadn't imagined that he would be talked back to in such a forceful manner, couldn't help but fall silent. ","The doctor, who hadn't imagined that he would be talked back to in such a forceful manner, couldn't help but fall silent.",まさか、これほどの強い口調で言い返されるとは思わず、医師は閉口せざるを得なかった。,[=JP],"Доктор, не ожидавший такого решительного отпора, мог только молчать.","O médico não pôde dizer nada além de ficar em silêncio, nunca tendo imaginado que ela responderia de forma tão agressiva.",没想到竟会被这般强硬的口吻还嘴，医师只好闭上了嘴。,沒想到竟會被這般強硬的口吻還嘴，醫師只好閉上了嘴。,"Il dottore, che non aveva immaginato una risposta così forte, non poteva fare a meno di tacere.","El doctor, quien no había imaginado que le iban a responder de esa manera tan rotunda, no pudo evitar quedarse en silencio.", ﻟﻢ ﻳﻜﻦ ﺍﻟﻄﺒﻴﺐ ﻳﺘﻮﻗّﻊ ﺃﻥ ﻳُﺠﺎﺑَﻪ ﺑﻤﺜﻞ ﻫﺬﺍ ﺍﻟﻜﻼﻡ ﺍﻟﺼﺎﺭﻡ، ﻓﺴﻜﺖ ﻣﺒﻬﻮﺗًﺎ.
,"......From Ange's perspective, the doctor was whining about absolutely nothing.","...From Ange's perspective, the doctor really was whining over nothing. ","......From Ange's perspective, the doctor's whining was truly foolish.",……縁寿からすれば、医師の泣き言など実に下らないのだ。,[=JP],С точки зрения Энджи жалобы доктора был очень глупы.,"......Da perspectiva de Ange, o médico estava reclamando por nada.",……在缘寿看来，医师的牢骚实在是无聊透顶。,……在緣壽看來，醫師的牢騷實在是無聊透頂。,"... Dalla prospettiva di Ange, il piagnucolio del dottore era veramente sciocco.","... Desde la perspectiva de Ange, el lloriqueo del doctor era verdaderamente absurdo.",  ......ﻭﻣﻦ ﻣﻨﻈﻮﺭ ﺇﻧﺠﻲ، ﻛﺎﻥ ﺍﻟﻄﺒﻴﺐ ﻳﺘﺸﻜﻰ ﻣﻦ ﻻ ﺷﻲﺀ.
,She really wanted him to pack in his patronizing attitude. It was about time to make him understand how many days had passed for her before arriving on this island.,She really didn't want to be looked down upon. It was about time to let him understand how many days had passed for her before arriving on this island. ,"She really didn't want to be looked down upon.It was about time to let him understand how many days had passed for her before arriving on this island.",いい加減、自分を見下して欲しくない。どれだけの日々を経て、この島まで来たのか、そろそろ理解してもらってもいい。,[=JP],"Ей не хотелось, чтобы к ней относились с пренебрежением. Было самое время дать ему понять, как много дней для неё прошло перед тем, как прибыть на этот остров.",Ela não queria que ele a menosprezasse com uma atitude paternalista. Estava na hora de fazê‐lo entender quantos dias se passaram para ela antes de chegar nesta ilha.,不想再被他鄙视下去了。差不多也是时候对自己是历经了多少岁月才得以来到这个岛的此事表示下理解了吧。,不想再被他鄙視下去了。差不多也是時候對自己是歷經了多少歲月才得以來到這個島的此事表示下理解了吧。,Non voleva davvero essere guardata dall'alto in basso. Era l'ora di fargli capire quanti giorni sono passati per lei pima che arrivasse su quest'isola.,Ella realmente no quería ser menospreciada. Ya era hora de permitirle comprender cuántos días habían pasado para ella antes de que llegase a esta isla., ﻭﺗﻤﻨﺖ ﻟﻮ ﻛﻒّ ﻋﻦ ﻧﺒﺮﺗﻪ ﺍﻟﻤﺘﻌﺎﻟﻴﺔ. ﻓﻘﺪ ﺁﻥ ﻟﻪ ﺃﻥ ﻳﺪﺭﻙ ﻛﻢ ﻳﻮﻣًﺎ ﻗﻀﺖ ﻗﺒﻞ ﺃﻥ ﺗﺒﻠﻎ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ.
,"The doctor realized that he had misspoken, and remained silent for a while, looking uncomfortable.","The doctor realized that he'd said something wrong and remained silent for a while, looking uncomfortable. ","The doctor realized that he had said something wrong and remained silent for a while, looking uncomfortable.",医師は失言を理解し、しばらくの間、気まずそうに閉口するのだった。,[=JP],"Доктор понял, что сказал что‐то не то, и с неловким видом продолжил хранить молчание.","O médico percebeu que havia dito algo de errado, e se manteve em silêncio por um tempo, parecendo estar desconfortável.",医师明白了自己的失言，在片刻间，甚感困窘地沉默不语。,醫師明白了自己的失言，在片刻間，甚感困窘地沉默不語。,"Il dottore capì che aveva detto qualcosa di sbagliato e rimase in silenzio per un po', sembrando disagiato.","El doctor se dio cuenta de que había dicho algo errado y guardó silencio por un momento, pareciendo incómodo.", ﺃﺩﺭﻙ ﺍﻟﻄﺒﻴﺐ ﺃﻧﻪ ﺃﺳﺎﺀ ﺍﻟﺘﻌﺒﻴﺮ، ﻓﺼﻤﺖ ﻟﺤﻴﻦٍ ﻣﺘﺒﺮّﻣًﺎ.
Ushiromiya Ange,"""I know it's probably painful to remember what happened at the time, but if there's anything you do know, please tell me, no matter what it is. Of course, I'll tell no one.""","""I know it's probably painful to remember what happened at the time, but if there's anything you do know, please tell me no matter what it is. Of course, I'll keep quiet about it."" ","""I know it's probably painful to remember what happened at the time, but if there's anything you do know, please tell me no matter what it is.  Of course, I'll keep quiet about it.",「当時のことを思い出すのは苦痛でしょうが、ご存知のことがあったら、何でも教えて下さい。もちろん口外はしません。,「当時のことを思い出すのは苦痛でしょうが、ご存知のことがあったら、何でも教えて下さい。もちろん口外はしません」,"""Я понимаю, больно вспоминать случившееся тогда, но если вы что‐то знаете, пожалуйста, поделитесь со мной. Разумеется, об этом никто не узнает.""","""Eu sei que deve ser doloroso lembrar sobre o que aconteceu naquela época, mas se tiver qualquer coisa que você saiba, por favor, me conte, não importa o que seja. É claro, eu não contarei a ninguém.""",「虽然去想起当时的事很不好受吧，但请把您所知的一切，全都告诉我。当然，我会保密的。」,「雖然去想起當時的事很不好受吧，但請把您所知的一切，全都告訴我。當然，我會保密的。」,"""So che probabilmente è doloroso ricordare cosa è successo a quel tempo, ma se c'è qualcosa che sa, per favore me lo dica non importa cosa sia. Ovviamente, farò silenzio su di essa.","""Sé que probablemente es doloroso recordar lo que ocurrió en aquel momento, pero si hay algo que usted sepa, por favor, dígamelo, no importa qué sea. Obviamente, guardaré silencio sobre ello.""","""ﺃﺩﺭﻱ ﺃﻥّ ﺍﺳﺘﺮﺟﺎﻉ ﺗﻠﻚ ﺍﻷﻳﺎﻡ ﻳﺆﻟﻢ، ﻟﻜﻦ ﺇﻥ ﻛﺎﻥ ﻟﺪﻳﻚ ﻣﺎ ﺗﻌﻠﻤﻪ، ﻓﺄﺧﺒﺮﻧﻲ ﺑﻪ ﻣﻬﻤﺎ ﺻَﻐُﺮ، ﻭﺃﻋﺪﻙ ﺃﻻ ﻳﺴﻤﻊ ﺑﻪ ﺃﺣﺪ."""
Ushiromiya Ange,"""I visited here today to bring some closure to my life. ......I'm eighteen. That incident took away twelve years of my life. And it'll probably keep on taking.""","""I visited here today to bring some resolution to my life. ...I'm 18. That incident took away 12 years of my life. And it'll probably keep on taking. ","I visited here today to bring some resolution to my life.  ......I'm 18.  That incident took away 12 years of my life.  And it'll probably keep on taking.  ",私は、私の人生に決着をつけるために、今日、ここへ訪れています。……私は１８です。あの事件は、私の人生の１２年を奪った。そしてこれからも奪い続けるでしょう。,「私は、私の人生に決着をつけるために、今日、ここへ訪れています。……私は１８です。あの事件は、私の人生の１２年を奪った。そしてこれからも奪い続けるでしょう」,"""Я пришла сюда сегодня, чтоб разобраться в своей жизни. ......Мне 18. Тот инцидент украл 12 лет моей жизни. И, похоже, продолжает красть дальше.""","""Eu vim visitar este lugar hoje para trazer uma conclusão à minha vida. ......Estou com dezoito anos agora. Aquele incidente levou doze anos da minha vida.{n}E provavelmente vai continuar.""",「我是为了给我的人生一个说法，才于今天来到了此处。……我已经十八岁了。那起事件，从我的人生中夺走了十二年。并且，以后它也是会继续夺下去的吧。」,「我是為了給我的人生一個說法，才於今天來到了此處。……我已經十八歲了。那起事件，從我的人生中奪走了十二年。並且，以後它也是會繼續奪下去的吧。」,Sono venuta qui per portare una risoluzione alla mia vita. ... Ho 18 anni. Quell'incidente ha portato via 12 anni della mia vita. E probabilmente continuerà a prenderne.,"""Vine a este lugar para darle algún propósito a mi vida... Tengo 18 años. Ese incidente se llevó 12 de ellos. Y probablemente seguirá llevándose más.""","""ﺟﺌﺖُ ﺍﻟﻴﻮﻡ ﻷﺿﻊ ﺣﺪّﺍً ﻟﻔﺼﻠﻲ ﻫﺬﺍ ﻣﻦ ﺍﻟﺤﻴﺎﺓ.  ......ﻋﻤﺮﻱ ﺛﻤﺎﻧﻲ ﻋﺸﺮﺓ ﺳﻨﺔ. ﺗﻠﻚ ﺍﻟﺤﺎﺩﺛﺔ ﺳﻠﺒﺖ ﻣﻦ ﻋﻤﺮﻱ ﺍﺛﻨﺘﻲ ﻋﺸﺮﺓ ﺳﻨﺔ، ﻭﺭﺑّﻤﺎ ﺗﻈﻞّ ﺗﺴﻠﺐ ﺃﻛﺜﺮ."""
Ushiromiya Ange,"""......I was thrown into darkness when I was six years old and I've never gotten out. Are you still going to tell me I have no right to know...?""","...Since that day when I was six years old, I've remained shut away in darkness. Are you saying that despite that, I still don't have a right to know...?"" ","......Since that day when I was six years old, I've remained thrown into darkness.  Are you saying that despite that, I still don't have a right to know...?""",……私は６歳のあの日から、ずっと暗闇に放り込まれたままなんです。そんな私でも、知る権利がないと仰るんですか…？」,「……私は６歳のあの日から、ずっと暗闇に放り込まれたままなんです。そんな私でも、知る権利がないと仰るんですか…？」,"""......С того дня, когда мне было шесть, я жила словно во тьме. Вы хотите сказать, что, несмотря на это, у меня до сих пор нет права знать?""","""......Eu fui jogada em meio à escuridão quando tinha seis anos e nunca mais consegui sair. Ainda pretende continuar dizendo que não tenho o direito de saber...?""",「……我在六岁的那一天起，一直被扔在了黑暗之中。难道您要说，就连这样的我都没有知情权吗…？」,「……我在六歲的那一天起，一直被扔在了黑暗之中。難道您要說，就連這樣的我都沒有知情權嗎…？」,"... Da quel giorno di quando avevo sei anni, sono rimasta gettata nell'oscurità. Sta dicendo che nonostante quello, non ho ancora il diritto di sapere...?""","""... Desde ese día en el que tenía seis años de edad, he permanecido arrojada en la oscuridad. ¿Dice que a pesar de eso, sigo sin tener derecho a saber?...""","""......ﺃُﻟﻘﻲ ﺑﻲ ﻓﻲ ﺍﻟﻈﻠﻤﺔ ﻭﺃﻧﺎ ﻓﻲ ﺍﻟﺴﺎﺩﺳﺔ ﻭﻟﻢ ﺃﺧﺮﺝ ﻣﻨﻬﺎ ﻗﻂّ. ﺃﻓﺘﻘﻮﻝ ﺑﻌﺪ ﻫﺬﺍ ﺇﻥ ﻻ ﺣﻖّ ﻟﻲ ﻓﻲ ﺃﻥ ﺃﻋﻠﻢ...؟"""
