Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR)
Ushiromiya Battler,"""From here on, I'm doing what {i:I} want. Someone might still be alive. Or someone might be hiding! I'll search every nook and cranny of this place, find them, and beat the shit out of them!!""","""Let me do what I want now. Someone might still be alive. Or someone might be hiding! I'll search everywhere, find them, and beat the shit out of them!!"" ","Let me do what I want now.  Someone might still be alive.  Or someone might be hiding!  I'll search everywhere, find them, and beat the shit out of them!!""",ここからは俺の好きにさせてもらう。まだ生きてるヤツがいるかもしれない。あるいは隠れてるヤツがいるかもしれない！　片っ端から調べて、見つけ出し、ブチのめしてやるぜッ！！」,「ここからは俺の好きにさせてもらう。まだ生きてるヤツがいるかもしれない。あるいは隠れてるヤツがいるかもしれない！　片っ端から調べて、見つけ出し、ブチのめしてやるぜッ！！」,"""Теперь позволь мне делать то, что {i:я} хочу. Кто‐то ещё может быть жив. Или кто‐то может скрываться! Я обыщу всё вокруг, найду их и выбью из них дерьмо до последней капли!""","""A partir de agora, eu vou fazer o que {i:eu} quiser. Alguém ainda pode estar vivo.{n}Ou alguém pode estar escondido! Eu vou procurar em cada canto desse lugar, encontrá‐los, e acabar com eles!!""",「接下来，我爱干嘛就干嘛。或许有还活着的家伙。或许有还藏着的家伙！搜遍每一处，找出来，揍扁他！！」,「接下來，我愛幹嘛就幹嘛。或許有還活著的傢伙。或許有還藏著的傢伙！搜遍每一處，找出來，揍扁他！！」,"Fatemi fare quel che voglio adesso. Qualcuno potrebbe essere ancora vivo. Oppure qualcuno potrebbe essersi nascosto! Cercherò dappertutto, lo troverò, e lo pesterò a sangue!!""",[=UP],"""A partir de ahora, haré lo que {i:yo} quiera. Puede que alguien siga con vida. ¡O puede que alguien se esté escondiendo! ¡¡Buscaré en todos lados, los encontraré, y les daré una paliza!!""","""ﻣﻦ ﻫﺬﻩ ﺍﻟﻠﺤﻈﺔ ﺳﺄﻓﻌﻞ ﻣﺎ {i:ﺃﺭﻳﺪ}. ﻗﺪ ﻳﻜﻮﻥ ﺃﺣﺪﻫﻢ ﺣﻴًّﺎ ﺑﻌﺪ. ﺃﻭ ﻳﺨﺘﺒﺊ ﺃﺣﺪٌ ﻓﻲ ﻣﻜﺎﻥٍ ﻣﺎ! ﺳﺄﻓﺘّﺶ ﻛﻞّ ﺯﺍﻭﻳﺔٍ ﻭﺭﻛﻦٍ، ﻭﺃﻋﺜﺮ ﻋﻠﻴﻬﻢ، ﻭﺃُﺑﺮّﺣﻬﻢ ﺿﺮﺑًﺎ!!"""
,"In a rage, Battler grabbed his hat‐stand spear and flew out of the room.","In a rage, Battler grabbed his hat stand spear and flew out of the room. ","In a rage, Battler grabbed his hat stand spear and flew out of the room.",戦人は息巻いて、帽子掛けの槍を持つと、部屋を飛び出していく。,[=JP],Баттлер в ярости схватил своё копье из вешалки для шляп и вылетел из комнаты.,"Em fúria, Battler pegou sua lança de cabideiro e saiu correndo do quarto.",战人怒不可遏地抓起帽架枪，往屋外冲去。,戰人怒不可遏地抓起帽架槍，往屋外衝去。,"Preso dalla furia, Battler afferrò la sua lancia-appendiabiti e balzò fuori dalla stanza.",[=UP],"Con ira, Battler agarró su perchero-lanza y salió de la habitación.", ﻭﻓﻲ ﻓﻮﺭﺍﻥ ﺍﻟﻐﻀﺐ، ﻗﺒﺾ ﺑﺎﺗﻠﺮ ﻋﻠﻰ ﺭﻣﺢ ﺍﻟﻤﻌﺎﻃﻒ ﺧﺎﺻﺘﻪ ﻭﺍﻧﻘﺾّ ﺧﺎﺭﺝ ﺍﻟﻐﺮﻓﺔ.
,"Maria watched him go, looking bored...","Maria watched him go, looking bored... ",[=UP],それを、真里亞は退屈そうに見送る…。,[=JP],Мария скучающе поглядела ему вслед...,"Maria observou ele ir, entediada...",真里亚面露无趣地目送他出门…。,真里亞面露無趣地目送他出門…。,Maria lo osservò andarsene con aria annoiata...,[=UP],"María vio cómo se iba, con cara de aburrimiento...", ﻧﻈﺮﺕ ﻣﺎﺭﻳﺎ ﺇﻟﻴﻪ ﻣﻨﺼﺮﻓﺔ ﺍﻟﺒﺎﻝ ﻭﻫﻮ ﻳﺮﺣﻞ...
Ushiromiya Maria,""".........But {f:5:Beatrice} would grant your wishes soon anyway. ......Stupid Battler. ......Kihhihihihi.""","""......Even though {f:5:Beatrice} will grant our wishes soon anyway. ...Stupid Battler. ...Kihhihihihi."" ",""".........And Beatrice'll grant our wishes soon anyways.  ......Stupid Battler.  ......Kihhihihihi.""",「………ベアトリーチェがすぐに願いを叶えてくれるのに。……戦人はばか。……きっひひひひ。」,「………ベアトリーチェがすぐに願いを叶えてくれるのに。……戦人はばか。……きっひひひひ」,""".........{f:5:Беатриче} скоро так или иначе исполнит наши желания. ......Баттлер, какой же ты дурак. ......Ки‐хи‐хи‐хи.""",""".........Mas a {f:5:Beatrice} irá garantir seus desejos em breve. ......Battler idiota. ......Kihhihihihi.""",「………明明马上就有贝阿朵莉切来帮忙实现愿望了。……战人是笨蛋。……唧、嘻嘻嘻嘻。」,「………明明馬上就有貝阿朵莉切來幫忙實現願望了。……戰人是笨蛋。……唧、嘻嘻嘻嘻。」,"""... E ad ogni modo Beatrice esaudirà presto i nostri desideri. ... Stupido d'un Battler. ... Kihhihihihi.""",[=UP],"""... Pero {f:5:Beatrice} te concederá tus deseos pronto de todos modos... Estúpido Battler... Kijjijijiji.""",""".........ﻣﻊ ﺃﻥ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺳﺘُﺤﻘّﻖ ﺃُﻣﻨﻴﺎﺗﻚ ﻋﻤّﺎ ﻗﺮﻳﺐ ﻋﻠﻰ ﺃﻱّ ﺣﺎﻝ. ......ﺑﺎﺗﻠﺮ ﺍﻷﺣﻤﻖ. ......ﻛﻬِﻬِﻬِﻬﻴﻬﻲ."""
,"Then, the phone rang out again......","At that time, the phone rang out again... ","At that time, the phone rang out again......",その時、再び電話が鳴り響いた……。,[=JP],И тут вновь зазвонил телефон...,"Então, o telefone tocou mais uma vez......",此时，电话的铃声再次响起……。,此時，電話的鈴聲再次響起……。,"In quel momento, il telefonò squillò nuovamente...",[=UP],"En ese momento, el teléfono volvió a sonar...", ﺛﻢ ﺩﻭّﻯ ﺭﻧﻴﻦ ﺍﻟﻬﺎﺗﻒ ﻣﺮّﺓً ﺃﺧﺮﻯ......
,"Maria stood up, and grabbed the receiver.",Maria stood up and grabbed the receiver. ,[=UP],真里亞は立ち上がり、受話器を取る。,[=JP],Мария встала и сняла трубку.,"Maria se levantou, e o tirou do gancho.",真里亚站了起来，拿起了话筒。,真里亞站了起來，拿起了話筒。,"Maria si alzò, e sollevò la cornetta.",[=UP],"María se levantó, y agarró el receptor.", ﻓﻨﻬﻀﺖ ﻣﺎﺭﻳﺎ، ﻭﺭﻓﻌﺖ ﺍﻟﺴﻤّﺎﻋﺔ.
Ushiromiya Maria,"""Uu. Hello. ......Uu? Uu!!!""","""Uu-. Hello. ...Uu-? Uu-!!!"" ","""Uu-.  Hello.  ......Uu-?  Uu-!!!""",「うー。もしもし。……うー？うー！！！」,「うー。もしもし。……うー？　うー！！！」,"""У‐у. Алло. ......У‐у? У‐у!!!""","""Uu. Alô. ......Uu? Uu!!!""",「呜——。喂喂。……呜——？呜——！！！」,「嗚——。喂喂。……嗚——？嗚——！！！」,"""Uu-. Pronto. ... Uu-? Uu-!!!""",[=UP],"""Uu. Hola... ¿Uu? ¡¡¡Uu!!!""","""ﺃﻭﻭ. ﻣﺮﺣﺒًﺎ. ......ﺃﻭﻭ؟ ﺃﻭﻭ!!!"""
,"Of course, the sound of the phone also reached Battler's ears as he was about to dash out of the guesthouse.","Of course, the sound of the phone also reached Battler's ears as he was about to dash out of the house. ","Of course, the sound of the phone also reached Battler's ears as he was about to dash out of the house.",もちろんその電話の音は、ゲストハウスを飛び出そうとしていた戦人の耳にも届いていた。,[=JP],"Звук звонка, разумеется, достиг и ушей Баттлера, когда он уже готов был выскочить из дома.","É claro, o som do telefone também chegou aos ouvidos de Battler quando ele estava prestes a sair correndo da casa de hóspedes.",当然，这个电话铃声也传入了正要冲出宾馆的战人的耳中。,當然，這個電話鈴聲也傳入了正要衝出賓館的戰人的耳中。,"Naturalmente, lo squillo del telefono raggiunse anche le orecchie di Battler che stava per fiondarsi fuori dalla casa.",[=UP],"Por supuesto, el sonido del teléfono también alcanzó los oídos de Battler mientras estaba a punto de salir de la casa.", ﻭﻃﺒﻴﻌﻲٌّ ﺃﻥّ ﺻﻮﺕ ﺍﻟﻬﺎﺗﻒ ﺑﻠﻎ ﺃُﺫﻧَﻲ ﺑﺎﺗﻠﺮ ﻭﻫﻮ ﻳﻮﺷﻚ ﺃﻥ ﻳﺨﺮﺝ ﻣﻦ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ.
,"With a violent forcefulness, he turned around and dashed into the cousins' room...","With a violent forcefulness, he turned around and dashed into the cousins' room... ",[=UP],猛烈な勢いで引き返し、いとこ部屋に飛び込んでくる…。,[=JP],"Яростно развернувшись, он бросился обратно в комнату для кузенов и кузин...","De forma vigorosa, ele deu meia volta e correu em direção ao quarto dos primos...",他以迅猛之势折返，跑回了堂兄妹房间…。,他以迅猛之勢折返，跑回了堂兄妹房間…。,Girò sui tacchi con veemenza e andò di corsa nella stanza dei cugini...,[=UP],"Con una fuerza violenta, se dio la vuelta y corrió hasta la habitación de los primos...", ﻓﺎﺳﺘﺪﺍﺭ ﺑﻌﻨﻒٍ ﺧﺎﻃﻒٍ ﻭﺍﻗﺘﺤﻢ ﻏﺮﻓﺔَ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ...
Ushiromiya Battler,"""M‐Maria......! The phone call, ......who's it from...?!""","""M-Maria...! Who...was the phone call from...?!"" ","""M, Maria......!  Who, ......was the phone call from...?!""",「ま、真里亞……！　電話って、……誰からだッ…？！」,[=JP],"""М‐Мария! Кто... от кого звонок?!""","""M‐Maria......! O telefonema, ......de quem era...?!""",「真、真里亚……！这电话，……是谁打来的…？！」,「真、真里亞……！這電話，……是誰打來的…？！」,"""M-Maria...! Chi... ha telefonato...?!""",[=UP],"""¡M‐María!... ¡¿Quién... ha llamado?!...""","""ﻡ...ﻣﺎﺭﻳﺎ......! ﺍﻟﻤﻜﺎﻟﻤﺔ، ......ﻣِﻤَّﻦْ ﻫﻲ...؟!"""
,"With a terrifying look on his face, Battler yelled at Maria, who was on the phone.","With a terrifying look on his face, Battler yelled at Maria, who was on the phone. ",[=UP],戦人は凄まじい形相で、電話をしている真里亞に叫ぶ。,[=JP],"Со страшным выражением лица заорал Баттлер на Марию, всё ещё разговаривающую по телефону.","Com um assustador olhar em seu rosto, Battler gritou para Maria, que estava no telefone.",战人以凶狠的神色，朝在听电话的真里亚喊道。,戰人以凶狠的神色，朝在聽電話的真里亞喊道。,"Con un'espressione spaventosa sul viso, Battler sbraitò contro Maria, che era al telefono.",[=UP],"Con una aterradora mirada en su cara, Battler le gritó a María, que estaba al teléfono.", ﺑﻤﻼﻣﺢ ﻳﻜﺴﻮﻫﺎ ﺍﻟﺮﻋﺐ ﺻﺮﺥ ﺑﺎﺗﻠﺮ ﺑﻤﺎﺭﻳﺎ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻋﻠﻰ ﺍﻟﻬﺎﺗﻒ.
,"You couldn't blame him...... Right now, the only humans left alive on the island were himself, Maria, Gohda, and Kumasawa.","You couldn't blame him... Right now, the only humans left alive on the island were himself, Maria, Gohda, and Kumasawa. ","You couldn't blame him......Right now, the only humans left alive on the island were himself, Maria, Gohda, and Kumasawa.",それも当然のこと……。今のこの島で生き残っている人間は、自分と真里亞と、郷田と熊沢。,[=JP],"Его вряд ли можно было винить... На данный момент в живых на острове остались лишь он сам, Мария, Года и Кумасава.","Você não podia culpá‐lo...... Naquele momento, os únicos humanos que sobraram vivos na ilha eram ele, Maria, Gohda e Kumasawa.",会凶也是当然的事……。此刻还幸存于这个岛上的，也就自己与真里亚，乡田与熊泽。,會凶也是當然的事……。此刻還倖存於這個島上的，也就自己與真里亞，鄉田與熊澤。,"Non lo si può biasimare... in quel preciso istante, gli unici umani rimasti in vita sull'isola erano lui, Maria, Gohda, e Kumasawa.",[=UP],"No podías culparlo... En este momento, los únicos humanos que quedaban con vida en la isla eran él, María, Gohda, y Kumasawa.", ﻭﻟﻢ ﻳﻜﻦ ﺍﻟﻠﻮﻡ ﻋﻠﻴﻪ...... ﻓﻔﻲ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ ﻟﻢ ﻳﺒﻖَ ﻣﻦ ﺍﻟﺒﺸﺮ ﺍﻷﺣﻴﺎﺀ ﻋﻠﻰ ﺍﻟﺠﺰﻳﺮﺓ ﻏﻴﺮﻩ ﻭﻣﺎﺭﻳﺎ ﻭﻗﻮﺩﺍ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ.
,But there was no way those two could call when they were locked up in the gardening storehouse.,But there was no way those two could call after being locked up in the gardening storehouse. ,But there was no way those two could call after being locked up in the gardening storehouse.,しかし２人は園芸倉庫に閉じ込められているから電話を出来るはずもない。,[=JP],"Последние двое не имели возможности позвать на помощь, будучи заперты в садовом складе.",Mas era impossível para que os dois ligassem para eles sendo que estavam presos no depósito do jardim.,那两人因为被关在园艺仓库里，所以不可能打来电话。,那兩人因為被關在園藝倉庫裡，所以不可能打來電話。,Ma era impossibile che quei due avrebbero potuto chiamare dopo essere stati chiusi a chiave nel capannone del giardino.,[=UP],Pero no había manera de que esos dos pudieran llamar después de haber sido encerrados en almacén de jardinería., ﻏﻴﺮ ﺃﻥّ ﺫﻳﻨﻚ ﺍﻻﺛﻨﻴﻦ ﻛﺎﻧﺎ ﻣﺤﺒﻮﺳﻴﻦ ﻓﻲ ﻣﺴﺘﻮﺩﻉ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ.
,......Which meant.........there was only one person.{n}It had to be Kinzo.,...Which meant......there was only one person left. It had to be Kinzo. ,"......Which meant, .........there was only one person.It had to be Kinzo.",……となると、………もう１人。金蔵しかいない。,……となると、………もう１人。{n}金蔵しかいない。,"Это означало, что оставался только один человек.{n}Им должен был быть Кинзо.",......O que significa.........que só poderia ser uma pessoa.{n}Tinha que ser Kinzo.,……如此一来，………那就只剩下一人。{n}金藏。,……如此一來，………那就只剩下一人。{n}金藏。,... Il che significava che... restava solo una persona. Doveva essere Kinzo.,[=UP],... Lo que significaba... que solo podía ser una persona.{n}Tenía que ser Kinzo., ......ﻭﻫﺬﺍ ﻳﻌﻨﻲ.........ﺃﻧّﻪ ﻟﻢ ﻳﺒﻖَ ﺳﻮﻯ ﻭﺍﺣﺪ.{n}ﺇﻧّﻪ ﻛﻴﻨﺰﻭ ﻻ ﻣﺤﺎﻟﺔ.
,"As she happily chatted with the person on the other end of the phone, Maria slowly turned to face Battler.","After continuing her pleasant chat with the person on the other end of the phone for a while, Maria slowly turned to face Battler. ","After continuing her pleasant chat with the person on the other end of the phone for a while, Maria slowly turned to face Battler.",真里亞は電話の相手と楽しそうに談笑しながら、そのままゆっくりと戦人に振り返る。,[=JP],"Некоторое время приятно побеседовав с другим человеком на конце провода, Мария медленно повернулась к Баттлеру.","Enquanto ela conversava animada com a pessoa do outro lado da linha, Maria lentamente se virou para Battler.",真里亚边与打来电话之人开心地谈笑，边慢慢地把脸转向了战人。,真里亞邊與打來電話之人開心地談笑，邊慢慢地把臉轉向了戰人。,"Dopo aver continuato per qualche minuto la piacevole chiacchierata con la persona dall'altra parte della linea, Maria si voltò lentamente per trovarsi faccia a faccia con Battler.",[=UP],"Después de continuar con su placentera charla con la persona al otro lado del teléfono durante un rato, María lentamente se dio la vuelta para ver a Battler.", ﻭﺑﻴﻨﻤﺎ ﻛﺎﻧﺖ ﺗﺘﺤﺪّﺙ ﺑﻤﺮﺡٍ ﻣﻊ ﻣَﻦ ﻓﻲ ﺍﻟﻄﺮﻑ ﺍﻵﺧﺮ، ﺍﺳﺘﺪﺍﺭﺕ ﻣﺎﺭﻳﺎ ﺑﺒﻂﺀ ﻧﺤﻮ ﺑﺎﺗﻠﺮ.
,".........And, with an unsettling expression on her face, she laughed with a ""kihihi{0}hi{0}hi{0}hi{0}hi{0}hihihi"".{n}......It felt almost as though the person on the other end of the line was chatting about Battler.","......Then, with an unsettling expression on her face, she laughed ""Kihihihihihihihihihi"". ...It felt almost as though the person on the other end of the line was chatting about Battler. ",".........Then, with an unsettling expression on her face, she laughed 'kihihihihihihihihihi'.......It felt almost as though the person on the other end of the line was chatting about Battler.",………そして、薄気味悪い顔で、きひひひひひひひと笑う。……まるで、電話の相手と、戦人のことについて談笑しているような、そんな感じだった。,………そして、薄気味悪い顔で、きひひひひひひひと笑う。{n}……まるで、電話の相手と、戦人のことについて談笑しているような、そんな感じだった。,"А затем, с нервирвующим выражением лица, она засмеялась своим ""ки‐хи‐хи‐хи‐хи‐хи‐хи"".{n}Складывалось впечатление, будто человек на другом конце провода сплетничал о Баттлере.",".........E, com uma expressão inquieta em seu rosto, ela riu com um ""kihihi{0}hi{0}hi{0}hi{0}hi{0}hihihi"".{n}......Era quase como se a pessoa do outro lado da linha estivesse conversando com Battler.",………然后，她以令人后心发凉的笑容，唧嘻嘻嘻嘻嘻嘻嘻地笑了。{n}……感觉简直就像是在与电话另一边的人，以战人为话题说笑一般。,………然後，她以令人後心發涼的笑容，唧嘻嘻嘻嘻嘻嘻嘻地笑了。{n}……感覺簡直就像是在與電話另一邊的人，以戰人為話題說笑一般。,"... Poi, con un'espressione inquietante sul viso, rise ‘kihihihihihihihihihi’. ... Sembrava quasi che la persona dall'altra parte stesse parlottando di Battler.",[=UP],"... Entonces, con una inquietante expresión en su cara, ella rió ""kijijijijijijijijiji"".{n}... Casi parecía como si la persona al otro lado del teléfono estuviera hablando sobre Battler."," .........ﺛﻢ ﺿﺤﻜﺖ ﺑﻮﺟﻪٍ ﻣﺮﻳﺐٍ ""ﻛﻬِﻬﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻴﻬﻴﻬﻲ"".{n}......ﻛﺄﻥّ ﻣَﻦ ﻓﻲ ﺍﻟﺠﻬﺔ ﺍﻷﺧﺮﻯ ﻛﺎﻥ ﻳُﺤﺎﺩﺛﻬﺎ ﻋﻦ ﺑﺎﺗﻠﺮ ﻧﻔﺴﻪ."
Ushiromiya Battler,"""Maria...who's on the phone? ......Grandfather......?!""","""Maria, ...who's on the phone? ...Grandfather...?!"" ","""Maria..., who's on the phone?  ......Grandfather......?!""",「真里亞…、電話の相手は誰だ。……祖父さまか……？！」,[=JP],"""Мария... с кем ты говоришь? ......С дедом?!""","""Maria...quem está falando? ......O vovô......?!""",「真里亚…，是谁在与你通电话？……是爷爷……？！」,「真里亞…，是誰在與你通電話？……是爺爺……？！」,"""Maria... chi è al telefono? ... Il Nonno...?!""",[=UP],"""¿María... quién está al teléfono? ¡¿El abuelo?!...""","""ﻣﺎﺭﻳﺎ...ﻣَﻦ ﺍﻟﻤﺘّﺼﻞ؟ ......ﺍﻟﺠﺪّ......؟!"""
,Battler couldn't imagine that this was the case.,Battler couldn't imagine that this was the case. ,[=UP],戦人はそうとは思えなかった。,[=JP],"Врочем, Баттлер даже и предположить не мог, что так оно и было.",Battler não conseguia imaginar que fosse esse o caso.,战人并没有这么想。,戰人並沒有這麼想。,Battler non poteva credere che fosse questo il caso.,[=UP],Battler no podía imaginarse que ese fuera el caso., ﻟﻢ ﻳﺴﺄﻟﻬﺎ ﻇﻨًﺎ.
,"...After all, it was inconceivable that Maria would be having such a friendly talk with Kinzo, ......chatting to him about Battler with that eerie smile on her face.","...After all, it was inconceivable that Maria would talk intimately with Kinzo, ...and that she would be chatting about Battler with that eerie smile on her face. ","...After all, it was inconceivable that Maria would talk intimately with Kinzo, ......and that she would be chatting about Battler with that eerie smile on her face.",…なぜなら、真里亞と金蔵が親しげに話をし、……そんな不気味な笑顔で、戦人のことについて談笑するなど、考えられなかったからだ。,[=JP],"...В конце концов, не будет же Мария мило по душам беседовать с Кинзо, и болтать о Баттлере все с той же жуткой улыбкой.","...Afinal, era inconcebível que Maria estivesse tendo uma conversa tão amigável com Kinzo, ......falando com ele sobre Battler, com um sorriso ominoso em seu rosto.",…而其原因是，无法想象，真里亚会与金藏亲热聊天，……露出这种阴森笑容，开心地谈论战人。,…而其原因是，無法想像，真里亞會與金藏親熱聊天，……露出這種陰森笑容，開心地談論戰人。,"... Dopotutto, era inconcepibile che Maria parlasse amichevolmente con Kinzo... e che chiacchierasse su Battler con quel sorriso sinistro sulla faccia.",[=UP],"... Después de todo, era inconcebible que María hablara de manera tan íntima con Kinzo... y que ella estuviera hablando sobre Battler con esa inquietante sonrisa en su rostro.", ...ﺇﺫ ﺑﺎﻋﺘﻘﺎﺩﻩ؛ ﻣﺤﺎﻝ ﺃﻥ ﻣﺎﺭﻳﺎ ﺗﺤﺎﺩﺙ ﻛﻴﻨﺰﻭ ﺑﻬﺬﻩ ﺍﻷُﻟﻔﺔ، ......ﻭﺑﺘﻠﻚ ﺍﻻﺑﺘﺴﺎﻣﺔ ﺍﻟﻐﺎﻣﻀﺔ.
,Just what kind of person could be on the phone.........who could make Maria chat with a smile like that?,So just what kind of person could be on the phone......who could make Maria chat with a smile like that? ,"So just what kind of person could be on the phone, .........who could make Maria chat with a smile like that?",真里亞にそんな顔で談笑させるような、………どんな相手が受話器の向こうにいるというのか。,[=JP],Так кто же ещё мог говорить по телефону? Кто был способен заставить Марию улыбнуться вот так?,Que tipo de pessoa poderia estar no telefone.........fazendo Maria sorrir daquela forma?,在电话的另一端，到底是存在着一个，………能让真里亚露出这种表情与之谈笑的什么人呢？,在電話的另一端，到底是存在著一個，………能讓真里亞露出這種表情與之談笑的什麼人呢？,Dunque che razza di persona poteva esserci al telefono... una persona in grado di far chiacchierare Maria con un sorriso simile?,[=UP],¿Entonces qué clase de persona podría haber llamado... quién podría hacer que María hable con una sonrisa como esa?, ﺃﻱّ ﻛﺎﺋﻦٍ ﺫﺍﻙ ﺍﻟﺬﻱ ﻓﻲ ﺍﻟﻬﺎﺗﻒ.........ﺫﺍﻙ ﺍﻟﺬﻱ ﺟﻌﻞ ﻣﺎﺭﻳﺎ ﺗﺘﺤﺪّﺙ ﺑﺘﻠﻚ ﺍﻟﺒِﺸﺮﻯ ﺍﻟﻤﺮﻳﺒﺔ؟
,".........At that time, in the back of his mind, the words Kyrie had spoken to him drifted up.","......At that time, in the back of his mind, the words Kyrie had spoken to him drifted up. ",[=UP],………その時、脳裏に、霧江の言っていた言葉が蘇る。,[=JP],И тут в голове у него всплыли недавно сказанные Кирие слова.,".........Naquele instante, as palavras que Kyrie havia dito retornaram à sua mente.",………此时，在战人的脑海里，回响起了雾江说过的话。,………此時，在戰人的腦海裏，回響起了霧江說過的話。,"... In quel momento, nel profondo della sua mente riaffiorarono le parole che Kyrie gli aveva rivolto.",[=UP],"... En ese momento, las palabras que Kyrie le había dicho reaparecieron en su cabeza.", .........ﻋﻨﺪﻫﺎ، ﻓﻲ ﺃﻋﻤﺎﻕ ﻓﻜﺮِﻩ، ﻃَﻔَﺖ ﻛﻠﻤﺎﺕ ﻛﻴﺮﻳﻲ ﺍﻟﺘﻲ ﺃﻟﻘﺘﻬﺎ ﻋﻠﻴﻪ.
