Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Maria,"""......Mama, thanks for everything. Bye bye."" ",""".........Mama, thanks for everything. Bye bye.""",[=UP],「………ママ、今までありがと。ばいばい。」,「………ママ、今までありがと。ばいばい」,""".........Мама, спасибо за всё. Прощай.""",""".........Mamãe, obrigada por tudo. Tchauzinho.""",「………媽媽，一直以來謝謝你。拜拜。」,「………妈妈，一直以来谢谢你。拜拜。」,"""... Mamma, grazie di tutto. Bye bye.""","""...Mamma, grazie di tutto. {i:Bye bye}.""",""".........Anne, her şey için teşekkürler. Bay bay."""
Ushiromiya Rosa,"""Wait!! Wait, Maria, that's wrong!! Stop it already, stop it already, nooooooooooooooooooooooo!! I didn't want something like this! ","""Wait!! Wait, Maria, that's wrong!! Stop it already, stop it already, noooo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}ooooo!! I didn't want something like this!""","""Wait!! Wait, Maria, that's wrong!! Stop it already, stop it already, nooooooooooooooooooooooo!! I didn't want something like this!",「待ってッ！！　待って真里亞、違うの！！　もうやめてもうやめて、こんなの嫌ぁあああぁあああ！！　私はこんなこと望んでいないッ！,「待ってッ！！　待って真里亞、違うの！！　もうやめてもうやめて、こんなの嫌ぁあああぁあああ！！　私はこんなこと望んでないッ！」,"""Стой! Мария, подожди, это неправильно! Довольно, хватит, не‐е‐е‐е‐е‐е‐е‐е‐е‐е‐е‐е‐е‐ет!!! Я не хотела этого!""","""Espera!! Pare, Maria, isso está errado!! Pare com isso agora, pare agora, nãooo{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}ooooo!! Eu não quero algo assim!""",「等等！！等等真里亞，不是的！！別再這樣了別再這樣了，我不要這樣————————！！我根本不想要這樣！」,「等等！！等等真里亚，不是的！！别再这样了别再这样了，我不要这样————————！！我根本不想要这样！」,"""Aspetta!! Aspetta, Maria, non è così!! Basta, basta, nooooooooooooooooooooooo!! Non volevo questo!","""Aspetta!! Aspetta, Maria, ti sbagli!! Smettetela, smettetela, non fatelooooooooo!! Non è questo ciò che desidero!""","""Bekle!! Bekle, Maria, bu yanlış!! Kes şunu, kes şunu, hayııı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ı{-}ıııır!! Ben böyle bir şey istememiştim!"""
Ushiromiya Rosa,"Please stop, please forgive me!! No, stop it already, don't put it...in my mouth... uuuuulg, geeeeeeeeeeee!!"" ","""Please stop, please let me go!! No, stop it already, don't put it...in my mouth... uuuuulg, gweeeeeeeeeeeeehh!!"""," Please stop, please forgive me!! No, stop it already, don't put it, in my mouth..., uuuuulg, geeeeeeeeeeee!!""",　もうやめて、もう許して！！　嫌、もうやめて、口に、入れないで…、ううぅぐッ、げぇえええぇッ！！」,「もうやめて、もう許して！！　嫌、もうやめて、口に、入れないで…、ううぅぐッ、げぇえええぇッ！！」,"""Пожалуйста, остановись, прошу, прости меня! Нет, остановись, не суй это в мой рот... у‐у‐у‐улг, гыэ‐э‐э‐э‐э!""","""Por favor, pare, por favor, me deixe ir!! Não, pare com isso agora, não coloque isso...na minha boca... uuuuulg, gweeeeeeeeeeeeehh!!""",「別再這樣了，饒了我吧！！不要，別再這樣了，別往，嘴裡塞…，嗚嗚嗚咕，咳哎哎哎哎哎哎！！」,「别再这样了，饶了我吧！！不要，别再这样了，别往，嘴里塞…，呜呜呜咕，咳哎哎哎哎哎哎！！」,"Per favore basta, per favore perdonami!! No, basta, non metterla, nella mia bocca... uuuuulg, geeeeeeeeeeee!!""","""Smettetela, lasciatela andare!! No, smettetela, non mettetemela... in bocca... uuugh, bleeeeeergh!!""","""Lütfen dur, lütfen bırak gideyim!! Hayır, kes şunu artık, onu ağzıma...sokma... uuuuulg, gweeeeeeeeeeeeehh!!"""
{f:5:Beatrice},"""Have you been satisfied with my hospitality...? Then I'll have you accept it. That I am a witch. Proclaim it. ""Ushiromiya Rosa accepts that {f:5:Beatrice} is a witch""!!"" ","""Have you found my hospitality to your satisfaction...? Then I'll have you accept it. That I am a witch. Proclaim it. Proclaim that ""Ushiromiya Rosa accepts that {f:5:Beatrice} is a witch""!!""","""Have you been satisfied with my hospitality...? Then I'll have you accept it. That I am a witch. Proclaim it. 'Ushiromiya Rosa accepts that Beatrice is a witch'!!""",「我が持て成しに満足してもらえたか…？　ならば、そなたには認めてもらおう。妾が魔女であることを。宣言せよ。“右代宮楼座はベアトリーチェを魔女と認める”と宣言せよ！！」,「我がもてなしに満足してもらえたか…？　ならば、そなたには認めてもらおう。妾が魔女であることを。宣言せよ。“右代宮楼座はベアトリーチェを魔女と認める”と宣言せよ！！」,"""Ты была довольна моим гостеприимством? Тогда ты должна признать это. То, что я ведьма. Провозгласи это. 'Уширомия Роза признаёт, что {f:5:Беатриче} ведьма'!""","""Você achou a minha hospitalidade satisfatória...? Então eu quero que você aceite isto. Que eu sou uma bruxa. Proclame isto. Proclame que ""Ushiromiya Rosa reconhece que {f:5:Beatrice} é uma bruxa""!!""",「對吾之款待滿足了嗎…？那麼，就請汝來承認吧。承認妾身是魔女。宣言吧。宣言“右代宮樓座承認貝阿朵莉切是魔女”！！」,「对吾之款待满足了吗…？那么，就请汝来承认吧。承认妾身是魔女。宣言吧。宣言“右代宫楼座承认贝阿朵莉切是魔女”！！」,"""Sei rimasta soddisfatta dalla mia ospitalità...? Allora dovrai accettarlo. Il fatto che io sono una strega. Affermalo. ‘Rosa Ushiromiya riconosce che Beatrice è una strega’!!""","""Trovi soddisfacente la mia ospitalità...? Allora prendine atto. Prendi atto che io sono una strega. Proclamalo. ‘Rosa Ushiromiya riconosce che {f:5:Beatrice} è una strega’, proclamalo!!""","""Misafirperverliğimden memnun kaldın mı...? O zaman kabul etmeni istiyorum. Ben bir cadıyım. Bunu beyan et. ""Ushiromiya Rosa, {f:5:Beatrice}'in bir cadı olduğunu kabul ediyor"" de!!"""
Ushiromiya Rosa,"""......I accept it!! U-Ushiromiya Rosa...... accepts that...... {f:5:Beatrice} is a witch!! So give Maria back!! Release meeeeeeeeeeeeee!!"" ","""......I accept it!! U‐Ushiromiya Rosa......accepts that B‐{f:5:Beatrice}......is a witch!! So give Maria back!! Release meeeeeee{-}e{-}e{-}eeeee!!""","""......I accept it!! U, Ushiromiya Rosa, ......accepts that, ......Beatrice is a witch!! So give Maria back!! Release meeeeeeeeeeeeee!!""",「……認めますッ！！　う、右代宮楼座は、……ベ、ベアトリーチェを、……魔女だと認めます！！　だから真里亞を返して！！　私を解放してぇえええええぇえ！！」,[=JP],"""......Я признаю! Я, У... Уширомия Роза... признаю {f:5:Б‐Беатриче}...... ведьмой! А теперь верни Марию! Освободи меня‐а‐а‐а‐а!!!""","""......Eu reconheço isso!! U‐Ushiromiya Rosa......reconhece que B‐{f:5:Beatrice}......é uma bruxa!! Agora devolva a Maria!! Me liberteeeeeee{‐}e{‐}e{‐}eeeee!!""",「……我承認！！右、右代宮樓座，……承、承認貝阿朵莉切，……是魔女！！所以把真里亞還給我！！解放我吧————————！！」,「……我承认！！右、右代宫楼座，……承、承认贝阿朵莉切，……是魔女！！所以把真里亚还给我！！解放我吧————————！！」,"""... Lo riconosco!! R-Rosa Ushiromiya... riconosce che... Beatrice è una strega!! Ora restituiscimi Maria!! Liberamiiiiiiiiiii!!""","""...Ne prendo atto!! R-Rosa Ushiromiya... r-riconosce che B‐{f:5:Beatrice}... è una strega!! Perciò, ridammi Maria!! Liberamiiiiiiiii!!""","""......Kabul ediyorum!! U-Ushiromiya Rosa......B-{f:5:Beatrice}'in......bir cadı olduğunu kabul ediyor!! Şimdi Maria'yı geri ver!! Beni serbest bıııı{-}ı{-}ı{-}ırak!!"""
{f:5:Beatrice},"""*cackle*cackle*, hahahahahahahahahahahahaha!! I finally made you acknowledge it!! That crafty Battler has already surrendered, and I made Rosa, the fool who denied me even after being invited to the Golden Land, accept it!! Perfect!! <It's perfect!!>"" ","""*cackle*cackle*, hahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hah‐hah‐hah‐hah‐hah‐ha!! I finally made you accept it!! That smart‐alecky Battler has already submitted, and now I've made even Rosa accept it, the fool who denied me after being invited to the Golden Land!! Perfect!! <It's perfect!!>""","""*cackle*cackle*, hahahahahahahahahahahahah-hah-hah-hah-hah-ha!! I finally made you accept it!! That crafty Battler has already surrendered, and I made Rosa, the fool who denied me even after being invited to the Golden Land, accept it!! Perfect!! It's perfect!!""",「くっくくくくはっははははははははははっはっはっはっはっは！！　ついに認めさせたぞ！！　小賢しき戦人はすでに屈服し、黄金郷に招かれながら妾を否定する愚か者、楼座にも認めさせたッ！！　完璧だッ！！　イッツパーフェクトッ！！」,[=JP],"""*хихи*хихи*, ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐хах‐хах‐хах‐ха! Я наконец‐то заставила тебя признать это! Упрямый Баттлер уже сдался, и я заставила Розу, эту дуру, отрицавшую меня даже после того, как я пригласила в Золотую Землю, признать меня! Прекрасно! Просто замечательно!""","""*gargalhada*gargalhada*, hahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hah‐hah‐hah‐hah‐hah‐ha!! Eu finalmente fiz você aceitar isso!! O sabichão do Battler já se submeteu, e agora eu fiz até mesmo a Rosa me reconhecer; a tola que me negou após ter sido convidada para a Terra Dourada!! Perfeito!! {i:It's perfect}!!""",「呵呵呵呵呵哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！終於讓她承認了！！小滑頭戰人已經屈服，招待進了黃金鄉還否定妾身的蠢貨樓座，也使她承認了！！完美無缺！！It's perfect!!」,「呵呵呵呵呵哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！终于让她承认了！！小滑头战人已经屈服，招待进了黄金乡还否定妾身的蠢货楼座，也使她承认了！！完美无缺！！It's perfect!!」,"""*cackle*cackle*, hahahahahahahahahahahahah-hah-hah-hah-hah-ha!! Finalmente ti ho costretta a riconoscerlo!! Quel furbo di Battler si è già arreso, e ho costretto Rosa, la sciocca che mi ha rinnegata anche dopo essere stata invitata alla Terra Dorata, ad accettarmi!! Perfetto!! {p:0:＜}It's perfect!!{p:0:＞}""","""Kuahahahahah, ahahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahahahah!! Alla fine hai dovuto prenderne atto!! Quell'insolente di Battler si è già arreso, e ho persino fatto sì che Rosa, la sciocca che mi rinnegò anche dopo essere stata invitata alla Terra Dorata, mi riconoscesse!! Davvero impeccabile!! {i:It's perfect}!!""","""*cackle*cackle*, hahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hah‐hah‐hah‐hah‐hah‐ha!! Sonunda sana kabul ettirdim!! O ukala Battler bile çoktan teslim oldu ve şimdi, Altın Diyar'a davet edildikten sonra bile beni reddeden aptal Rosa'ya bile kabul ettirdim!! Mükemmel!! <It's perfect!!>"""
{f:5:Beatrice},"""I've accomplished my perfect victory!! Hehahahahahahahahakya-HAH-HAH-HAH-HAH-HAH-HA!! Come, bring Maria, prepare a delicious oven roast for Rosa!!"" ","""I've accomplished my perfect victory!! *cackle*, haha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hakya‐HAH‐HAH‐HAH‐HAH‐HAH‐HA!! Now, take Maria away, prepare a delicious oven roast for Rosa!!""","""I've accomplished my perfect victory!! Ku hahahahahahahahakya-HAH-HAH-HAH-HAH-HAH-HA!! Come, bring Maria, prepare a delicious oven roast for Rosa!!""",「成し遂げたぞ、完璧な勝利をッ！！くっははははははははきゃーっはっはっはっはっはっはッ！！　さぁ真里亞を連れて行け、楼座に美味なオーブン焼きを振舞ってやれ！！」,「成し遂げたぞ、完璧な勝利をッ！！　くっははははははははきゃーっはっはっはっはっはっはッ！！　さぁ真里亞を連れて行け、楼座に美味なオーブン焼きを振舞ってやれ！！」,"""Я завершила свою прекрасную победу! Ку‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐кья‐ХАХ‐ХАХ‐ХАХ‐ХАХ‐ХАХ‐ХА!!! Ну же, принесите Марию, приготовим в печи восхитительное жаркое для Розы!""","""Eu completei a minha vitória perfeita!! *gargalhada*, haha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hakya‐HAH‐HAH‐HAH‐HAH‐HAH‐HA!! Agora, levem a Maria e preparem um delicioso assado para Rosa!!""",「妾身實現了哦，實現了完美的勝利！！哼哈哈哈哈哈哈哈呀——哈哈哈哈哈哈！！來，把真里亞帶走，給樓座去做美味的活烤料理！！」,「妾身实现了哦，实现了完美的胜利！！哼哈哈哈哈哈哈哈呀——哈哈哈哈哈哈！！来，把真里亚带走，给楼座去做美味的活烤料理！！」,"""Ho ottenuto una vittoria totale!! Ku hahahahahahahahakya-HAH-HAH-HAH-HAH-HAH-HA!! Forza, portate Maria, apparecchiate un delizioso arrosto al forno per Rosa!!""","""Ho ottenuto una vittoria totale!! Kuahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}h, KYAHAHAHAHAHAH!! Su, portate via Maria, e imbandite un arrosto al forno di classe per Rosa!!""","""Mükemmel zaferime ulaştım!! *cackle*, haha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hakya‐HAH‐HAH‐HAH‐HAH‐HAH‐HA!! Şimdi, Maria'yı götürün, Rosa için lezzetli bir rosto hazırlayın!!"""
Ushiromiya Rosa,"""Nooooooooooooooooooooooo, Mariaaaaa{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}aaaaaa!!"" ","""Nooooooooooooooooooooooo, Mariaaaaa{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}aaaaaa!!""","""NoooooooooooooooooooooooMariaaaaaaaaaaaaaaaaaaaaaa!!""",「嫌ぁあああああああああああぁああ真里亞ああああああああああぁあッ！！」,[=JP],"""Не‐е‐е‐е‐е‐е‐е‐е‐е‐е‐ет!!! Мари‐ии‐и‐и‐и‐ия‐я‐я‐я‐я‐я‐я!!!""","""Nãoooooooooooooooooooooo, Mariaaaaa{‐}a{‐}a{‐}a{‐}a{‐}a{‐}a{‐}a{‐}a{‐}a{‐}a{‐}a{‐}aaaaaa!!""",「不要———————————————真里亞————————————！！」,「不要———————————————真里亚————————————！！」,"""Nooooooooooooooooooooooo Mariaaaaaaaaaaaaaaaaaaaaaa!!""","""Noooooooooooooooo, Mariaaaaa{-}a{-}a{-}a{-}aaaaaa!!""","""Hayııııııııııııııııır, Mariaaaaa{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}aaaaaa!!"""
Ushiromiya Battler,"""Looks delicious. Slice up your cow tits and make me a sandwich."" ","""Looks delicious. Slice up your cow tits and make me a sandwich.""",[=UP],「美味そうだな。俺にはてめぇの牛チチをスライスしてサンドイッチを作ってくれ。」,「美味そうだな。俺にはてめぇの牛チチをスライスしてサンドイッチを作ってくれ」,"""Выглядит очень вкусно. Нарежь своё коровье вымя и сделай мне сандвич.""","""Parece delicioso. Fatie essas suas tetas de vaca e me faça um sanduíche.""",「貌似味道不錯呢。給我來個由你的奶牛胸部切成薄片做的三明治。」,「貌似味道不错呢。给我来个由你的奶牛胸部切成薄片做的三明治。」,"""Sembra delizioso. Affetta quelle tette da vacca che ti ritrovi e fammi un sandwich.""","""Sembra appetitoso. Tranciati via quelle poppe da vacca che ti ritrovi, e usale per farmi un panino.""","""Lezzetli görünüyor. Koca memeni dilimleyip bana bir sandviç yapıver."""
{f:5:Beatrice},"""Wha, ...th-that voice!! Ooof?!"" ","""Wha‐......th‐that voice!! Ooof?!""","""Wha, ......th, that voice!! Ooof?!""",「なッ、……そ、その声はッ！！　ふごッ？！」,[=JP],"""Чт... этот голос! О‐оф?!""","""O q‐......e‐essa voz!! Ooof?!""",「什，……這、這聲音是！！噗？！」,「什，……这、这声音是！！噗？！」,"""Cos... q-quella voce!! Ooof?!""","""Ma cosa... Q-Quella voce!! Urgh?!""","""Ne-......b-bu ses!! Ooof?!"""
,An arm grabbed the back of the witch's head and smashed her face into the table. ,An arm grabbed the back of the witch's head and smashed her face into the table.,[=UP],魔女の後頭部を掴みあげた腕は、魔女の顔面をテーブルに叩き付ける。,[=JP],Чья‐то рука схватила затылок ведьмы и впечатала её лицо в поверхность стола.,Um braço agarrou as costas da bruxa e seu rosto foi esmagado contra a mesa.,抓起魔女後頭部的手臂，將魔女的臉狠砸到了餐桌上。,抓起魔女后头部的手臂，将魔女的脸狠砸到了餐桌上。,Una mano afferrò la parte posteriore della testa della strega e le fece schiantare il viso contro il tavolo.,"Una mano afferrò la nuca della strega, e fece sbattere la sua faccia contro il tavolo.","Bir kol cadının kafasını arkadan tutarak, yüzünü hızla masaya çarptı."
,"As it did, the witch broke to pieces, turned into a cloud of gold butterflies, and reformed into her body a short distance away. ","As it did, the witch broke to pieces, turned into a group of gold butterflies, and reformed into her body a short distance away."," As it did, the witch broke to pieces, turned into a group of gold butterflies, and reformed into her body a short distance away.",すると魔女の姿は粉々になり、黄金の蝶たちの群の姿となって、離れた位置に再び姿を作った。,すると魔女の姿は粉々になり、黄金の蝶たちの群れの姿となって、離れた位置に再び姿を作った。,"Как только это произошло, ведьма рассыпалась на кусочки, превратилась в стайку золотых бабочек, а затем снова обратилась в своё тело в небольшом отдалении от стола.","Com isto, a bruxa se quebrou em pedaços, transformando‐se em um grupo de borboletas douradas, recriando seu corpo a uma curta distância.",於是魔女的身姿粉碎，化為了黃金蝶群，在稍遠的位置再度聚成人形。,于是魔女的身姿粉碎，化为了黄金蝶群，在稍远的位置再度聚成人形。,"Quando ciò accadde, la strega si dissolse, si trasformò in uno stormo di farfalle dorate, e si ricompose nella sua forma originaria poco più in là.","Al che, la strega si frantumò in migliaia di pezzi, trasformandosi in uno sciame di farfalle dorate per poi ricomporsi nella sua forma originaria poco più in là.",Cadı parçalanarak bir sürü altın kelebeğe dönüştü ve kısa bir mesafede yeniden bedenine büründü.
{f:5:Beatrice},"""...B-Battler?!?! ...Y-You bastard, ...I thought you'd surrendered so far that even your soul was furniture!!"" ","""Ba‐.........Battler?!?! Y‐......you cursed man, ...I, I thought you became furniture, that you submitted down to your very soul!!""","""Ba........., Battler?!?! Y, ......you bastard, ...you should have surrendered so that even your soul was furniture!!""",「ば………、戦人ッ？！？！き、……貴様ッ、…か、…家具となって魂まで屈服していたはずッ！！」,「ば………、戦人ッ？！？！　き、……貴様ッ、…か、…家具となって魂まで屈服していたはずッ！！」,"""Ба... Баттлер?!?! Ах ты... гад, ты должен был сдаться и стать мебелью!!!""","""Ba‐.........Battler?!?! S‐......Seu desgraçado, ...e‐eu pensei que você tivesse se tornado uma mobília e submetido sua própria alma!!""",「戰………、戰人？！？！你、……你這個東西，…不是理應成為了家具，連靈魂都屈服了嗎！！」,「战………、战人？！？！你、……你这个东西，…不是理应成为了家具，连灵魂都屈服了吗！！」,"""Ba... Battler?!?! B... Bastardo... pensavo ti fossi arreso rendendo la tua anima quella di un mobile!!""","""...B-Battler...?!?! C-Carogna... Pensavo che la tua anima si fosse arresa al punto da diventare un mobile!!""","""Ba-.........Battler?!?! S-......Seni lanet herif, ...M-Mobilyaya dönüştüğünü, ruhuna kadar teslim olduğunu sanıyordum!!"""
Ushiromiya Battler,"""Me too, ...but while I was listening to that gross recipe, I started to get a little hungry."" ","""I thought I did too. ...But while I was listening to your gross recipes, I started to get a little hungry.""","""I had planned to, ...but while I was listening to that gross recipe, I started to get a little hungry.""",「そのつもりだったんだがな。…てめぇの趣味の悪いレシピに耳を貸してる内に、腹が減って来ちまってよ。」,「そのつもりだったんだがな。…てめぇの趣味の悪いレシピに耳を貸してる内に、腹が減って来ちまってよ」,"""Я и планировал так поступить... Но пока я слушал этот тошнотворный рецепт, я слегка проголодался.""","""Eu também pensei isso. ...Mas enquanto ouvia a sua receita nojenta, eu comecei a ficar com um pouco de fome.""",「本是如此呢。…但是聽著你那惡劣興趣的食譜，肚子就餓了呢。」,「本是如此呢。…但是听着你那恶劣兴趣的食谱，肚子就饿了呢。」,"""Era quello che avevo intenzione di fare... ma ascoltando quella ricetta disgustosa, mi è venuta un po' di fame.""","""L'intenzione era quella... ma mentre sentivo le tue disgustose ricette, mi è venuto un certo languorino.""","""Ben de öyle sanıyordum. ...Ama o iğrenç tariflerini dinlerken biraz acıkmaya başladım."""
Ushiromiya Battler,"""Now I feel like eating a whole roast witch!!"" ","""Now I feel like eating a whole roast witch!!""",[=UP],「魔女の丸焼きが食いたくなって来ちまったのさッ！！」,[=JP],"""Сейчас я готов съесть даже целиком зажаренную ведьму!""","""Agora sinto que quero comer um assado de bruxa!!""",「變得想吃烤全魔女，所以就這麼來了！！」,「变得想吃烤全魔女，所以就这么来了！！」,"""Ora ho voglia di mangiare un'intera strega arrosto!!""","""Ora mi è venuta voglia di mangiare un'intera strega arrosto!!""","""Şimdi canım bütün bir cadı rostosu yemek istiyor!!"""
Ushiromiya Battler,"""And Maria. It's ten years too early for you to talk about having someone eat you up. But in ten years, you'd better say that to me. Promise."" ","""And Maria. It's ten years too early for you to talk about having someone eat you. But in ten years, you have to say that to me. Promise.""","""And Maria. It's ten years too early for you to talk about having someone eat you. But in ten years, you'll have to say that to me. Promise.""",「それから真里亞。自分を食べて、何てセリフは十年早ぇぜ。ただし十年経ったら必ず俺に言えよ、約束だぞ。」,「それから真里亞。自分を食べて、何てセリフは十年早ぇぜ。ただし十年経ったら必ず俺に言えよ、約束だぞ」,"""И Мария. Пока тебе не исполнится ещё десять лет, рановато просить кого‐нибудь тебя съесть. Но через десять лет ты скажешь это мне. Пообещай.""","""E, Maria. Ainda falta dez anos para falar sobre comerem você. Mas daqui dez anos, prometa que vai dizer isso para mim.""",「另外，真里亞。“吃我”這種台詞可是早了十年啊。但是，再過十年就一定要對我說哦，約定了哦。」,「另外，真里亚。“吃我”这种台词可是早了十年啊。但是，再过十年就一定要对我说哦，约定了哦。」,"""E Maria. Ci vogliono ancora dieci anni prima che tu possa pensare di farti assaggiare da qualcuno. Ma tra dieci anni, dovrai chiederlo a me. Promettilo.""","""E quanto a te, Maria, sei in anticipo di un decennio per poter parlare di farti mangiare da qualcuno. Ma promettimi che tra dieci anni lo dirai a me.""","""Ve Maria. Birinin seni yemesi hakkında konuşmak için daha on yılın var. Ama on yıl sonra, bunu bana söylesen iyi olur. Söz ver."""
Ushiromiya Maria,"""...Uu-. Promise."" ","""......Uu. Promise.""","""......Uu-. Promise.""",「……うー。約束する。」,「……うー。約束する」,"""......У‐у. Обещаю.""","""......Uu. Prometo.""",「……嗚——。約定了。」,「……呜——。约定了。」,"""... Uu-. Promesso.""","""...Uuh. Promesso.""","""......Uu. Söz veriyorum."""
Ushiromiya Rosa,"""B-Battler-kun...!"" ","""Ba‐...Battler‐kun...!""","""Ba, ...Battler-kun...!""",「ば、…戦人くん…！」,[=JP],"""Ба... Баттлер‐кун!..""",[=UP],「戰、…戰人君…！」,「战、…战人君…！」,"""Ba... Battler-kun...!""","""B-Battler-kun...!""","""Ba-...Battler-kun...!"""
Ushiromiya Battler,"""Sorry to keep you waiting, Aunt Rosa. I'd forgotten. This is a one-on-one fight between me and this woman. It's totally wrong for me to give in. ...Thanks to you hanging in there, I've gotten my will to fight back!!"" ","""Sorry to keep you waiting, Auntie Rosa. I had forgotten. This was a one‐on‐one fight between me and this woman. I was never supposed to give in. ......Thanks to your persistence, I've regained my will to fight!!""","""Sorry to keep you waiting, Rosa oba-san. I had forgotten. This was a one-on-one fight between me and this woman. I definitely can't give in. ......Thanks to Rosa oba-san's persistence, I've regained my will to fight!!""",「待たせたな、楼座叔母さん。俺は忘れてたぜ。こいつは俺とこの女の一騎打ちだったんだ。俺が屈するわけには断じて行かなかったんだ。……楼座叔母さんが粘ってくれたお陰で、再び戦う気力を取り戻せたぜッ！！」,[=JP],"""Прости за то, что заставил тебя ждать, тётя Роза. Я забыл. Это был поединок между мной и этой женщиной. Я точно не могу сдаться. ......Благодаря твоей стойкости, тётя Роза, я восстановил свою волю к битве!""","""Desculpe deixar você esperando, tia Rosa. Eu havia esquecido. Essa é uma luta de um contra um, entre eu e essa mulher. Nunca foi dito que eu desistiria. ......Graças a sua persistência, eu recuperei a minha vontade para lutar!!""",「讓您久等了，樓座姑母。我都忘了啊。這可是我與這個女人的單挑。我可斷然不能去屈服。……多虧樓座姑母堅持，我才再度取回了戰鬥下去的勇氣！！」,「让您久等了，楼座姑母。我都忘了啊。这可是我与这个女人的单挑。我可断然不能去屈服。……多亏楼座姑母坚持，我才再度取回了战斗下去的勇气！！」,"""Scusa se ti ho fatto aspettare, Rosa oba-san. Me ne ero scordato. Questa è una lotta ad uno contro uno tra me e questa donna. Non posso assolutamente arrendermi. ... Grazie alla perseveranza di Rosa oba-san, ho riacquistato la mia voglia di lottare!!""","""Scusa per l'attesa, zia Rosa. Me l'ero scordato. Questa è una lotta a singolar tenzone tra me e questa donna. Non posso assolutamente permettermi di arrendermi... E grazie alla perseveranza di zia Rosa, ho riacquisito la volontà di lottare!!""","""Beklettiğim için üzgünüm, Rosa Teyze. Unutmuştum. Bu, benimle bu kadın arasında teke tek bir dövüştü. Asla pes etmemem gerekiyordu. ......Rosa Teyze, senin azmin sayesinde, savaşma isteğimi geri kazandım!!"""
,"...Th-This person, he gave up down to the depths of his soul and surrendered to me, didn't he...? ","......Th‐...this man, he was broken to the depths of his soul, and capitulated to me...","......Th, ...this person, he gave up in the depths of his soul, and supposedly surrendered to me...",……こ、…こいつ、魂の深層まで屈服し、確かに妾の軍門に下ったはず…。,[=JP],".......Э... этот человек, он сдался в глубине своей души, якобы сдался мне...","......Es‐...Esse homem, ele foi quebrado até a parte mais profunda de sua alma e se capitulou a mim...",……這、…這傢伙，明明是直到靈魂深層都已屈服，確實是向妾身投了降…。,……这、…这家伙，明明是直到灵魂深层都已屈服，确实是向妾身投了降…。,"... Q... Quest'uomo ha rinunciato a combattere dal profondo del suo animo, e in teoria si era arreso a me...","...Q-Quest'uomo si era arreso nel profondo del proprio animo, e aveva senz'altro gettato la spugna dinanzi a me...","......B-...Bu adam, ruhunun derinliklerine kadar parçalanmıştı ve bana teslim olmuştu..."
