Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Battler,"""Come to think of it, I get the feeling George-aniki's always been overly nice to Shannon-chan...... Now I get it..."" ","""Come to think of it, I get the feeling that George‐aniki has always been overly nice to Shannon‐chan...... Nowww I get it...""","""Come to think of it, I get the feeling that George-aniki has always been overly nice to Shannon-chan...... No-w I get it...""",「そういや、昔っから譲治の兄貴は紗音ちゃんにやたらとやさしかった気がするぜ……。なぁるほどなぁ…。」,「そういや、昔っから譲治の兄貴は紗音ちゃんにやたらとやさしかった気がするぜ……。なぁるほどなぁ…」,"""А ведь если подумать, я припоминаю, что Джордж‐аники всегда был очень мил с Шаннон‐чан... Теперь всё понятно...""","""Pensando bem, eu tenho a sensação de que o George‐aniki sempre foi legal demais com a Shannon‐chan...... Agooora eu entendi...""",「說起來，從前就感覺讓治大哥待紗音特別溫柔……。原來如此啊…」,「说起来，从前就感觉让治大哥待纱音特别温柔……。原来如此啊…」,[=ST],"""A pensarci bene, ho la sensazione che George-aniki sia sempre stato eccessivamente gentile verso Shannon-chan... O~ra ho capito...""","""A pensarci bene, avevo la sensazione che il fratellone George fosse fin troppo educato con Shannon-chan... Ora è tutto chiaro...""","""Düşündüm de, George-aniki'nin Shannon-chan'a karşı her zaman aşırı nazik olduğunu hissediyorum...... Şimdiii anlıyorum..."""
Ushiromiya George,"""According to the weather report, it looks like it'll be at its worst tonight. It also seems it'll last all day tomorrow, though it should get a little better."" ","""According to the weather report, it looks like it will be at its worst tonight. It also seems that it won't stop all tomorrow, but it should get a little better.""","""According to the weather report, it looks like it will be at its worst tonight. It also seems that it won't stop tomorrow, but it should get a little better.""",「天気予報によると、今夜が一番ひどいみたい。明日いっぱいも止まないらしいけど、もう少しマシになるそうだよ。」,「天気予報によると、今夜が一番ひどいみたい。明日いっぱいも止まないらしいけど、もう少しマシになるそうだよ」,"""Если прогноз не врет, то сегодня ночью погода ухудшится ещё сильнее. И похоже, что хоть она останется такой и завтра, чуть‐чуть она всё‐таки улучшится.""","""De acordo com a previsão do tempo, parece que a chuva vai ficar pior esta noite. E parece também que ela não vai parar amanhã, mas deve ficar um pouco melhor.""",「聽天氣預報說，今晚的天氣好像是最糟的。雖然明天也會下一整天大雨，不過至少會變好一點哦。」,「听天气预报说，今晚的天气好像是最糟的。虽然明天也会下一整天大雨，不过至少会变好一点哦。」,[=ST],""" Secondo il bollettino meteorologico, il tifone sarà al suo apice stanotte. {n}Sembra anche che domani non si fermerà, ma diminuirà leggermente di intensità.""","""Stando al meteo, stanotte il tifone soffierà al massimo della sua forza. Pare che continuerà anche domani, ma il tempo migliorerà un po'.""","""Hava raporuna göre, bu gece en kötüsü olacak gibi. Yarın da durmayacak gibi görünüyor, ama biraz daha iyi olacak."""
Shannon,"""...Really? Then, maybe the boat won't arrive until the day after tomorrow...... ...I hope that doesn't interfere with your work on Monday..."" ","""...Really? Then, the boat may not arrive until the day after tomorrow...... ...I'm concerned that it might interfere with your work on Monday...""","""...Really? Then, maybe, the boat won't arrive until the day after tomorrow.........I've been worried that might interfere with your work on Monday...""",「…そうですか。では、明後日までは、船は来られないかもしれませんね……。…譲治さまの月曜日のお勤めに差し支えが出ないか心配です…。」,「…そうですか。では、明後日までは、船は来られないかもしれませんね……。…譲治さまの月曜日のお勤めに差し支えが出ないか心配です…」,"""...Правда? Тогда, возможно, что катер не прибудет до послезавтра... Я волнуюсь, что это может помешать твоей работе в понедельник...""","""...Mesmo? Então, talvez o barco só chegue depois de amanhã...... ...Estou preocupada que isso possa interferir no seu trabalho segunda‐feira...""",「…是嘛。也就是說，沒准後天之前船都來不了了啊……。…好擔心會不會影響到讓治少爺周一的工作…」,「…是嘛。也就是说，没准后天之前船都来不了了啊……。…好担心会不会影响到让治少爷周一的工作…」,[=ST],"""... Davvero? Allora, forse, la barca non arriverà sino a dopodomani... sono preoccupata che possa interferire con il tuo lavoro di lunedì...""","""...Davvero? Allora, forse il battello non arriverà fino a dopodomani... Spero che non ti causerà problemi per i tuoi impegni di lunedì...""","""...Gerçekten mi? O zaman tekne yarından sonraki güne kadar gelmeyebilir...... ...Pazartesi günkü işinize engel olabileceğinden endişeleniyorum..."""
Ushiromiya George,"""Hahaha, I already knew the typhoon would be coming beforehand. Just in case, I made sure I didn't have any plans for Monday, so it's okay. ...I may not look it, but I really am the type who can plan ahead in his schedule."" ","""Hahaha, I already knew that the typhoon would be coming beforehand. Just in case, I made sure that I didn't have any plans for Monday, so it's alright. ...I may not look like it, but I really am the type who can plan ahead in his schedule.""",[=UP],「ははは、台風が来ていることは知っていたからね。万一に備えて月曜日には予定を入れなかったから大丈夫さ。…こう見えても、スケジュールは先読みできるタイプなんだ。」,「ははは、台風が来ていることは知っていたからね。万一に備えて月曜日には予定を入れなかったから大丈夫さ。…こう見えても、スケジュールは先読みできるタイプなんだ」,"""Ха‐ха‐ха, я заранее знал о том, что надвигается тайфун. И просто на всякий случай я убедился, что у меня не будет запланировано никаких дел на понедельник, так что всё нормально. ...Может, я и не похож, но я из тех людей, которые могут заранее распланировать своё расписание.""","""Hahaha, eu já estava sabendo que o tufão viria. Mesmo assim, eu tive certeza de não ter nenhum compromisso para segunda, então está tudo certo. ...Pode não parecer, mas eu sou do tipo que planeja seus compromissos sempre com antecedência.""",「哈哈哈，我一早就知道台風要來。為了以防萬一，周一我沒安排任何的工作預定，所以沒關係的。…別看現在這樣，我可是能對未來的計劃高瞻遠矚的那種人哦。」,「哈哈哈，我一早就知道台风要来。为了以防万一，周一我没安排任何的工作预定，所以没关系的。…别看现在这样，我可是能对未来的计划高瞻远瞩的那种人哦。」,[=ST],"""Hahaha, sapevo in anticipo che ci sarebbe stato un tifone. Per sicurezza, ho fatto in modo di non avere impegni per lunedì, quindi va bene. ... Potrei non sembrarlo, ma io sono davvero il tipo che pianifica in anticipo la sua tabella di marcia.""","""Ahahah, sapevo che ci sarebbe stato un tifone. Non mi sono fatto dei piani per lunedì proprio per questa evenienza, quindi va tutto bene... Anche se non sembra, sono un tipo che sa pianificare in anticipo i suoi programmi.""","""Hahaha, tayfunun geleceğini zaten önceden biliyordum. Her ihtimale karşı, Pazartesi günü için herhangi bir planım olmadığından emin oldum, bu yüzden her şey yolunda. ...Öyle görünmüyor olabilirim ama gerçekten de programını önceden planlayabilen bir tipim."""
,"George puffed out his chest, acting proud. ","George puffed out his chest, acting proud.",[=UP],譲治は胸を張って誇るような仕草をする。,[=JP],Джордж гордо выпятил грудь.,"George estufou seu peito, agindo orgulhoso.",讓治擺出了一副挺起胸膛、自信滿滿的姿勢。,让治摆出了一副挺起胸膛、自信满满的姿势。,[=ST],George gonfiò il petto con fierezza.,George si gonfiò il petto con fare orgoglioso.,George göğsünü kabartarak gururlu bir tavır takındı.
,"Compared to the calm appearance George always had as the oldest cousin, he now looked amusingly like a little kid. ","Compared to the normally composed appearance that George always had as the oldest cousin, he now looked amusingly like a little kid."," Compared to the normally calm appearance that George always had as the oldest cousin, he now looked amusingly like a little kid.",それは、いとこたちの中で最年長である譲治の普段の落ち着きある様子から比べると、少し子供っぽくて微笑ましかった。,[=JP],"И куда только делось его спокойное поведение, демонстрируемое им перед кузеном и кузинами? Сейчас Джордж выглядел как забавный маленький мальчик.","Comparado com a forma que ele demonstra ser como primo mais velho, agora ele parecia estar se divertindo como uma criança.",作為堂兄妹中最年長的一位，這和他平常沉著冷靜的樣子比起來，多多少少顯得有點孩子氣，讓人忍俊不禁。,作为堂兄妹中最年长的一位，这和他平常沉着冷静的样子比起来，多多少少显得有点孩子气，让人忍俊不禁。,[=ST],"Paragonato al normale atteggiamento calmo che George aveva sempre come il più grande dei cugini, ora sembrava divertito come un bambino piccolo.","Se comparato al suo tipico atteggiamento pacato, che aveva in quanto il maggiore tra i cugini, ora George sorrideva come un bambino piccolo.","George'un en büyük kuzen olarak her zamanki sakin görünümüyle karşılaştırıldığında, şimdi küçük bir çocuk gibi komik görünüyordu."
,Shannon chuckled at this abrupt contrast. ,Shannon chuckled at this gap., Shannon chuckled at this gap.,紗音はそのギャップをくすりと笑う。,[=JP],Шаннон похихикала над этим различием.,Shannon riu percebendo isso.,紗音對這反差撲哧一笑。,纱音对这反差扑哧一笑。,[=ST],Shannon ridacchio per questa differenza.,Shannon ridacchiò per questo contrasto.,Shannon bu boşluk karşısında kıkırdadı.
Shannon,"""It's no surprise you're so well prepared, as someone who'll bring prosperity to his company someday."" ","""It's no surprise that someone who will soon make his company prosperous is so well prepared.""",[=UP],「さすが、やがては会社をさ興れる方はしっかりしていますね。」,「さすが、やがては会社を興される方はしっかりしていますね」,"""Неудивительно, что тот, кто вскоре сделает свою компанию процветающей, настолько хорошо подготовлен.""","""Não é surpresa que alguém que em breve vai fazer sua empresa prosperar seja tão bem preparado.""",「不愧是將來要興辦公司的人，真是靠得住。」,「不愧是将来要兴办公司的人，真是靠得住。」,[=ST],"""Non è strano che qualcuno che presto renderà prospera la sua compagnia sia così ben preparato.""","""Come ci si aspetterebbe da uno che in futuro farà prosperare la sua azienda.""","""Yakında şirketini zenginleştirecek olan birinin bu kadar iyi hazırlanmış olması şaşırtıcı değil."""
Ushiromiya George,"""...Well, making a company prosper really is a tough job. Money isn't the only thing that's important. I learned that well when studying under my father. Making a company prosper is like owning a castle and leading your subordinates."" ","""...Well, making a company prosperous really is a tough job. Money isn't the only thing that's important. I learned that well by studying from my father. Making a company prosperous is like having a castle and leading your subordinates.""","""...Well, making a company prosperous really is a tough job. Money isn't the only thing that's important. I learned that well by studying from my father. Making a company prosperous is like having a castle and leading your subordinates.",「…やっぱり会社を興すというのは大変だね。お金とかそういうのだけじゃないものがとても大事だって、父さんのところで勉強していてわかるよ。会社を興すということは、城を持ち、部下を率いるということ。,「…やっぱり会社を興すというのは大変だね。お金とかそういうのだけじゃないものがとても大事だって、父さんのところで勉強していてわかるよ。会社を興すということは、城を持ち、部下を率いるということ」,"""Ну, работа по обогащению компании и вправду трудна. Деньги — это не единственная важная вещь. Я хорошо это усвоил, обучаясь у своего отца. Обогащение компании — это как иметь свой замок и вести за собой подчинённых.""","""...Bem, fazer uma empresa prosperar é um trabalho difícil. Dinheiro não é a única coisa que importa. Eu aprendi isso muito bem estudando com meu pai. Ter uma empresa próspera é como ter um castelo e guiar seus subordinados.""",「…果然啊，辦公司這事沒那麼容易。除金錢之外的種種方面也是非常重要的。因為我在我爸爸手底下幹活，所以我現在學到了這點。辦公司，就相當於是擁有了自己的一城一池，要率領起手下的一兵一將。」,「…果然啊，办公司这事没那么容易。除金钱之外的种种方面也是非常重要的。因为我在我爸爸手底下干活，所以我现在学到了这点。办公司，就相当于是拥有了自己的一城一池，要率领起手下的一兵一将。」,[=ST],"""... Beh, rendere fiorente una società è davvero un lavoro duro. Il denaro non è la sola cosa importante. L'ho appreso bene studiandolo da mio Padre. Rendere una compagnia prospera è come avere un castello e comandare i tuoi subordinati.","""...Beh, è dura far crescere una società. Non esiste solo il denaro, ma esso è un fattore molto importante. L'ho appreso da mio padre. Rendere prospera una compagnia è come possedere un castello, e guidare i propri sottoposti.""","""...Bir şirketi zengin etmek gerçekten de zor bir iş. Önemli olan tek şey para değil. Ben bunu babamdan çok iyi öğrendim. Bir şirketi başarılı kılmak, bir kaleye sahip olup çalışanlarını yönetmek gibidir."""
Ushiromiya George,"""My dad really loves reading about great leaders during the warring periods of Japan, a hobby that's probably influenced by the fact that he shares Toyotomi Hideyoshi's name. Much of his philosophy on managing businesses comes from talking about them. ...Did you know? Takeda Shingen, who was feared as the leader of the strongest cavalry corps in the warring periods, started out with his troops in complete disarray...and didn't have the kind of strong leadership necessary to utilize them well."" ","""My father, true to his name of Hideyoshi, really loves reading about the great leaders of the {ruby:Warring States:Sengoku} period. Most of his philosophical speeches on business management start with one of them. ...Did you know? Takeda Shingen, who was feared as the leader of the strongest cavalry corps in the Sengoku period, started out with his troops in complete disarray, and didn't have the kind of strong leadership necessary to utilize them well."""," My dad, Hideyoshi, really loved reading about great leaders during the warring periods of Japan. Much of his philosophy on managing businesses comes from talking about them. ...Did you know? Takeda Shingen, who was feared as the leader of the strongest cavalry corps in the warring periods, started out with his troops in complete disarray, and didn't have the kind of strong leadership necessary to utilize them well.""",うちの父さんは秀吉って名前だけあって、戦国武将のエピソードがとても好きでね。会社経営の哲学をよくそこから語るんだ。…知ってるかい？　戦国最強の騎馬軍団と恐れられた武田信玄も、最初は部下たちの結束がバラバラで、統率力をまるで発揮できなかったんだそうだよ。」,「うちの父さんは秀吉って名前だけあって、戦国武将のエピソードがとても好きでね。会社経営の哲学をよくそこから語るんだ。…知ってるかい？　戦国最強の騎馬軍団と恐れられた武田信玄も、最初は部下たちの結束がバラバラで、統率力をまるで発揮できなかったんだそうだよ」,"""Мой отец, Хидэёши, очень любит читать о великих предводителях, воевавших в период Сэнгоку в Японии. Большая часть его философии о том, как вести дела, пришла из разговоров о них. ...Ты знаешь? Такэда Сингэн, которого в эпоху воюющих провинций боялись как предводителя сильнейшего кавалерийского полка, в самом начале был вынужден принять командование над совершенно дезорганизованными полками, не имея необходимых лидерских качеств для их объединения.""","""Meu pai não apenas tem o nome de Hideyoshi, mas realmente ama ler sobre os grandes líderes do período {ruby:Estados Combatentes:Sengoku}. A maioria de seus discursos filosóficos sobre gestão de negócios começam com um deles. ...Você sabia? Takeda Shingen, que era temido como o líder mais forte da cavalaria no período Sengoku, começou com suas tropas completamente desordenadas e não tinha uma liderança forte o suficiente para liderá‐los.""",「我爸爸他，因為名字叫秀吉，所以非常喜歡戰國武將的軼聞趣事。他經常從那些故事裡談起經營公司的哲學。…你知道嗎？那位以戰國最強騎兵軍團之名使人聞風喪膽的武田信玄，據說在起初，他的部下一點都不團結，讓他完全發揮不出自己的統率力哦。」,「我爸爸他，因为名字叫秀吉，所以非常喜欢战国武将的轶闻趣事。他经常从那些故事里谈起经营公司的哲学。…你知道吗？那位以战国最强骑兵军团之名使人闻风丧胆的武田信玄，据说在起初，他的部下一点都不团结，让他完全发挥不出自己的统率力哦。」,[=ST],"Mio Padre, Hideyoshi, adorava davvero leggere dei grandi comandanti durante il periodo delle guerre in Giappone. Molta della sua filosofia nell'attività di gestione proviene dai racconti delle loro gesta. ... Lo sapevi? Takeda Shingen, che era temuto come il leader dei più forti corpi di cavalleria nei periodi di guerra, cominciò con le sue truppe in completo disordine, e non aveva la forte attitudine al commando necessaria per utilizzarle bene.""","""Mio padre, che porta lo stesso nome di Hideyoshi Toyotomi, è un grande cultore di aneddoti sui comandanti dell'era Sengoku ({ruby:era degli Stati belligeranti:{p:0:戦国時代}}). Molta della sua filosofia sulla gestione di un'azienda proviene da quei racconti... Lo sapevi? Le truppe di Takeda Shingen, temuto per essere il comandante del corpo di cavalleria più forte dell'era Sengoku, all'inizio erano allo sbando... e lui non possedeva alcuna abilità nel comandarle.""","""Babam, Hideyoshi adına sadık kalarak, {ruby:Warring States:Sengoku} döneminin büyük liderleri hakkında okumayı çok sever. İş yönetimi üzerine yaptığı felsefi konuşmaların çoğu onlardan biriyle başlar. ...Biliyor muydun? Sengoku dönemindeki en güçlü süvari birliğinin lideri olarak korkulan Takeda Shingen, birlikleri tam bir kargaşa içindeyken işe başladı ve onları iyi kullanmak için gerekli olan güçlü liderliğe sahip değildi."""
Shannon,"""Is that true? That's a little unexpected."" ","""Is that true? That's a little unexpected.""",[=UP],「そうなんですか？　何だか意外ですね。」,「そうなんですか？　何だか意外ですね」,"""Вот как? Это немного неожиданно.""","""Isso é verdade? Isso é meio inesperado.""",「是這樣嗎？有點意外呢。」,「是这样吗？有点意外呢。」,[=ST],"""Davvero? È un fatto un po' inaspettato.""","""Davvero? Devo dire che non me l'aspettavo.""","""Bu doğru mu? Biraz beklenmedik bir durum."""
Ushiromiya George,"""In order to unite his troops, Shingen showed his excellent leadership in many ways. For example, when a soldier succeeded well in battle, he would immediately honor them with a medal. Normally, that kind of thing was put off until after the war, and they were all awarded at once."" ","""In order to unite his troops, Shingen utilized several strategies. For example, when a soldier succeeded well in battle, he would immediately honor them with a medal. Normally, that kind of thing was put off until after the war and they were all awarded at once.""","""In order to unite his troops, Shingen utilized several strategies. For example, when a soldier succeeded well in battle, he would immediately honor them with a medal. Normally, that kind of thing was put off until after the war and they were all awarded at once.",「信玄は部下たちを結束させるため、数々のリーダーシップを発揮してるんだよ。例えば、戦場で武功を立てた部下に対し、すぐその場で褒章を与えたり。普通、こういうのは戦が終わってからまとめてやるものだからね。,「信玄は部下たちを結束させるため、数々のリーダーシップを発揮してるんだよ。例えば、戦場で武功を立てた部下に対し、すぐその場で褒章を与えたり。普通、こういうのは戦が終わってからまとめてやるものだからね」,"""Чтобы объединить своих солдат, Сингэн прибегнул к нескольким стратегиям. Например, если солдат хорошо показал себя в бою, он немедленно награждал его медалью. Обычно такие вещи оставляют на послевоенное время, и сразу награждают всех отличившихся.""","""Para unir as suas tropas, Shingen se utilizava de diversas estratégias. Por exemplo, quando um soldado era bem‐sucedido em batalha, ele imediatamente o honrava com uma medalha. Normalmente, esse tipo de coisa é adiada até o fim da guerra, e todos são premiados de uma vez.""",「信玄為了讓部下團結起來，發揮了不少領導才能。比如，對於在戰場上立下戰功的部下，他會當場授予獎章。而一般這都是要等打完仗後才統一給的。」,「信玄为了让部下团结起来，发挥了不少领导才能。比如，对于在战场上立下战功的部下，他会当场授予奖章。而一般这都是要等打完仗后才统一给的。」,[=ST],"""In modo da unire le sue truppe, utilizzò diverse strategie. Per esempio, quando un soldato aveva successo in battaglia, lui lo premiava immediatamente con una medaglia. Normalmente quel genere di cose non veniva sbrigato sino alla fine della guerra e venivano encomiati tutti in una volta.","""Per unire le sue truppe, utilizzò diverse strategie di leadership. Ad esempio, quando un soldato aveva successo in battaglia, lui lo premiava immediatamente con una medaglia. Normalmente quel genere di cose si decidevano alla fine di una guerra.""","""Shingen birliklerini birleştirmek için çeşitli stratejiler kullandı. Örneğin, bir asker savaşta başarılı olduğunda, onu hemen bir madalya ile onurlandırırdı. Normalde bu tür şeyler savaş sonrasına ertelenir ve hepsi tek seferde ödüllendirilirdi."""
Ushiromiya George,"""He continued this diligently while on the field of battle, and immediately showing his appreciation for his troops' military exploits motivated them in an extremely significant fashion. Also, whenever one of his troops was brought down by an illness, he would be the first to rush up to them and care for them, and so on. ","""By doing that regularly on the field of battle, he immediately showed his appreciation for his troops' military exploits, which motivated them in an extremely significant fashion. Furthermore, whenever one of his troops was brought down by an illness, he would be the first to rush up to them and care for them, things like that."""," He also worked diligently while on the field of battle, and when he immediately showed his appreciation for his troops' military exploits, he motivated them in an extremely significant fashion. After that, whenever one of his troops was brought down by an illness, he would be the first to rush up to them and care for them, things like that.",それを、戦場の本陣の中にいながらマメにやり続け、部下の武功を素早く評価しやる気につなげたというのは非常に大きいことだよ。それから部下が病気で伏せった時には誰よりも早く駆けつけお見舞いをした、とかね。,「それを、戦場の本陣の中にいながらマメにやり続け、部下の武功を素早く評価しやる気につなげたというのは非常に大きいことだよ。それから部下が病気で伏せった時には誰よりも早く駆けつけお見舞いをした、とかね」,"""Он также усердно трудился и на поле брани, и когда он немедленно показывал свою признательность своим солдатам, совершившим военные подвиги, он, таким образом, весьма существенно мотивировал их в очень потрясающей манере. После этого, если кто‐то из его солдат был подкошен болезнью, то он первым спешил позаботиться о нём, и всё в таком духе.""","""Mas fazendo isso regularmente no campo de batalha, ele imediatamente mostrava seu apreço pelos feitos de suas tropas, o que as motivava de uma maneira significativa. Além disso, sempre que uma de suas unidades era atingida por alguma doença, ele era o primeiro a correr para cuidar dos soldados, coisas desse tipo.""",「可他就是在戰場上的大本營裡，一直勤勤勉勉地貫徹這一方針，通過讓部下的戰功及時得到評價，使他們拿出幹勁來。這可是十分了不起的。還有部下因病臥床不起時，他也會趕在第一個去探病啊等等。」,「可他就是在战场上的大本营里，一直勤勤勉勉地贯彻这一方针，通过让部下的战功及时得到评价，使他们拿出干劲来。这可是十分了不起的。还有部下因病卧床不起时，他也会赶在第一个去探病啊等等。」,[=ST],"Lavorò diligentemente anche sul campo di battaglia, e quando mostrava immediatamente il suo apprezzamento per le gesta delle sue truppe militari le motivava in una maniera estremamente significativa. Inoltre, ogni volta che una delle sue truppe veniva colpita da malattie, lui era il primo a precipitarsi da loro e preoccuparsene, cose come queste.","""Lavorò diligentemente anche sul campo di battaglia, ed il suo mostrare immediatamente apprezzamento per i successi del suo esercito li motivava in maniera estremamente significativa. Inoltre, quando uno di loro era colpito da una malattia, lui era il primo a precipitarsi per visitarli, e tanto altro ancora.""","""Bunu savaş alanında düzenli olarak yaparak, birliklerinin askeri başarılarını takdir ettiğini hemen gösterdi ve bu da onları son derece önemli bir şekilde motive etti. Dahası, ne zaman birliklerinden biri bir hastalığa yakalansa, ilk koşan ve onunla ilgilenen o olurdu."""
Ushiromiya George,"...Takeda Shingen wasn't just the man who led the strongest calvary corps in the warring period. He was the person who cared the most for his troops throughout the warring period."" ","""...Takeda Shingen wasn't just the man who led the strongest calvary corps in the Sengoku period. He was the person who cared the most for his troops throughout the Sengoku period."""," ...Takeda Shingen wasn't just the man who led the strongest calvary corps in the warring period. He was the person who cared the most for his troops throughout the warring period.""",…武田信玄は戦国最強の騎馬軍団を率いただけじゃない。戦国一の部下思いの人だったんだよ。」,「…武田信玄は戦国最強の騎馬軍団を率いただけじゃない。戦国一の部下思いの人だったんだよ」,"""...Такэда Сингэн был всего лишь человеком, управлявшим сильнейшим кавалерийским полком в эпоху воюющих провинций. Он был человеком, больше всех заботящимся о своих солдатах в военный период.""","""...Takeda Shingen não apenas liderou o exército mais forte do período Sengoku. Ele era a pessoa que mais se importava com suas tropas, durante o período Sengoku.""",「…武田信玄不僅僅是統率戰國最強騎兵軍團之人。更是戰國第一關懷部下之人。」,「…武田信玄不仅仅是统率战国最强骑兵军团之人。更是战国第一关怀部下之人。」,[=ST],"... Takeda Shingen non era solo l'uomo che condusse il più forte corpo di cavalleria durante il periodo di guerra. Era la persona che si preoccupò di più per le sue truppe durante quel periodo.""","""Takeda Shingen non era solo l'uomo che guidò il più forte corpo di cavalleria dell'era Sengoku. Era colui che, nella sua epoca, si preoccupava di più per i suoi sottoposti.""","""...Takeda Shingen sadece Sengoku döneminin en güçlü askeri birliğini yöneten adam değildi. Sengoku dönemi boyunca askerleriyle en çok ilgilenen kişiydi."""
Shannon,"""......And because he was that kind of person, all of his troops went along with him."" ","""......That must be why all of his troops followed him.""","""......Since he was that kind of person, all of his troops went along with him.""",「……そんな方だから、部下の皆さんも付いてきてくれたんですね。」,「……そんな方だから、部下の皆さんも付いてきてくれたんですね」,"""......Так как он был именно таким человеком, то его солдаты следовали за ним.""","""......Deve ser por isso que todas as tropas eram devotas a ele.""",「……正因為他是這樣的人，部下們也都甘願跟著他呢。」,「……正因为他是这样的人，部下们也都甘愿跟着他呢。」,[=ST],"""... Dato che era quel tipo di persona tutte le sue truppe andavano d'accordo con lui.""","""...Perché così facendo, tutti i suoi sottoposti lo seguirono.""","""......Bütün birliklerinin onu takip etmesinin nedeni bu olmalı."""
,"The truth was, Shannon had already heard this story several years ago. ...But whenever a discussion of his father led to this sort of topic, George would always glow and look like he was having a great time. ","The truth was, Shannon had already heard this story several years ago.{n}...But when George started to tie his father in with one of these stories, he would always be beaming, looking like he was having a great time.","The truth was, Shannon had already heard this story several years ago....But when George started to tie his father in with one of these stories, he would always be beaming, looking like he was having a great time.",実は、この話は何年か前にすでに紗音は聞かされている。…でも、父の話と絡めこういう話をする時の譲治はいつもとても輝いていて、楽しそうだった。,実は、この話は何年か前にすでに紗音は聞かされている。{n}…でも、父の話と絡めこういう話をする時の譲治はいつもとても輝いていて、楽しそうだった。,"Правда заключалась в том, что Шаннон уже слышала эту историю несколько лет назад.{n}...Но когда Джордж начинал связывать отца с одной из этих историй, то он начинал прямо светиться, и было похоже, что он замечательно проводил время.","A verdade é que Shannon já tinha ouvido essa história anos antes.{n}...Mas quando George começava a envolver seu pai com uma dessas histórias, ele sempre ficava radiante, parecendo apreciar muito o momento.",其實，這些話幾年前紗音已經聽他說過了。{n}…但每當讓治一提起父親的這些話，他就總是那麼的神采奕奕，那麼的樂在其中。,其实，这些话几年前纱音已经听他说过了。{n}…但每当让治一提起父亲的这些话，他就总是那么的神采奕奕，那么的乐在其中。,[=ST],"La verità era che Shannon aveva già sentito questa storia diversi anni fa. ... Ma quando George cominciò a correlare suo Padre in una di queste storie, era sempre raggiante, come se fosse molto contento.","In realtà Shannon aveva già sentito questa storia diversi anni fa... Ma quando George discuteva di qualcosa che avesse a che fare con le storie di suo padre, aveva sempre un'aria molto raggiante e giuliva.","Gerçek şu ki, Shannon bu hikâyeyi birkaç yıl önce duymuştu.{n}...Ama George ne zaman babasını bu hikâyelerden birine bağlamaya başlasa, yüzü hep güler ve çok eğleniyormuş gibi görünürdü."
,"So Shannon just smiled without interrupting, urging him to continue. ","So Shannon did not interrupt, but merely smiled, to encourage him to continue."," So Shannon just smiled without interrupting, urging him to continue.",だから紗音は口を挟まず笑顔でその先を促すのだ。,[=JP],"Поэтому Шаннон просто улыбалась, не вмешиваясь, призывая его продолжать.","Por isso Shannon não o interrompia, mas simplesmente sorria, com o intuito de encorajá‐lo a continuar.",所以紗音滿面笑容地催他往下說。,所以纱音满面笑容地催他往下说。,[=ST],"Perciò Shannon sorrise senza interromperlo, esortandolo a continuare.",[=ITA],"Bu yüzden Shannon sözünü kesmedi, sadece gülümseyerek devam etmesi için onu teşvik etti."
