Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"...Now that we've gotten used to this string of weird names, our perspective is totally skewed, so Krauss doesn't actually seem that bad. It even starts to sound kinda cool... ","...After so many weird names, it warps your sense of what's normal, and you start to think, ""hey, what's wrong with Krauss, sounds pretty cool actually""..."," Since everyone had these weird names, our naming sense was pretty twisted, so Krauss actually didn't seem that bad. I'd even started to think it was pretty cool.",…ここまで妙な名前が続くと、もうセンスが捻れてきて、クラウスいいじゃん、カッコイイなんて思うようになっちまうぜ…。,[=JP],"Поскольку все мы носили странные имена, то и смысл их был довольно‐таки закручен. В этом отношении имя Краусс смотрелось не так уж и плохо. Я даже начал подумывать, что оно очень даже ничего.","...Após tantos nomes estranhos, que acabam mudando sua perspectiva do que é normal, você começa a pensar: ""ei, qual o problema com Krauss, soa bem legal, na verdade""...",…怪名字這麼一個接一個的，連我的品味也都變怪了，我甚至都有點覺得庫拉烏斯這名字，挺好、挺帥的了…。,…怪名字这么一个接一个的，连我的品味也都变怪了，我甚至都有点觉得库拉乌斯这名字，挺好、挺帅的了…。,"...Setelah melihat banyak nama aneh, persepsiku jadi melenceng sampai berpikir, ""Hei, apa yang salah dengan Krauss..."" itu terdengar sangat keren""...","Dal momento che tutti avevano questi nomi strani, la nostra concezione di nome era piuttosto distorta, quindi Krauss non sembrava poi così male. Avevo anche iniziato a pensare che fosse abbastanza figo.","Con tutti questi nomi strani, le mie opinioni sull'onomastica erano ormai deviate, e ‘Klaus’ non mi suonava tanto male. Avevo anche iniziato a pensare che fosse figo come nome.","...Bu kadar çok garip isimden sonra, neyin normal olduğuna dair algınız bozuluyor ve düşünmeye başlıyorsunuz, ""hey, Krauss'un nesi var, aslında kulağa oldukça hoş geliyor""..."
,"Just like with Aunt Natsuhi, I didn't have many memories of speaking with Uncle Krauss. ","Just like with Aunt Natsuhi, I don't have many memories of speaking with Uncle Krauss."," Just like with Natsuhi oba-san, I didn't have many memories of speaking with Krauss oji-san.",夏妃伯母さん同様、蔵臼伯父さんともあまりおしゃべりをした記憶はない。,[=JP],"Также как и с тётей Нацухи, моя память не хранит много воспоминаний о разговорах с дядей Крауссом.","Assim como a tia Natsuhi, eu não tenho muitas memórias de já ter conversado com o tio Krauss.",和夏妃伯母一樣，我記憶中沒怎麼和藏臼伯父說過話。,和夏妃伯母一样，我记忆中没怎么和藏臼伯父说过话。,"Seperti Bibi Natsuhi, aku tak banyak ingat pernah mengobrol dengan Paman Krauss.","Proprio come con Natsuhi oba-san, non avevo molti ricordi in cui parlavo con Krauss oji-san.","Proprio come per zia Natsuhi, non ricordo di aver chiacchierato molto con zio Klaus.","Tıpkı Natsuhi Teyze'de olduğu gibi, Krauss Amca ile konuştuğuma dair pek fazla anım yok."
,"He had never been one to chat to children, and I felt like he was always talking with the adults, just like Aunt Natsuhi. ","He had never been one to talk to children, and I felt like he was always talking with the adults, just like Aunt Natsuhi."," He had never been one to talk to children, and I felt like he was always talking with the adults, just like Natsuhi oba-san.",あまり子供と話さない人で、いっつも大人たちと話している印象しかないという点では、夏妃伯母さんとまったく同じだ。,[=JP],"Он был не из тех, кто предпочитал общаться с детьми, и чувствовалось, что он, как и тётя Нацухи, всегда разговаривал со взрослыми.","Ele nunca vinha falar com as crianças, e eu sinto como se ele sempre conversasse só com os adultos, assim como a tia Natsuhi.",印象中是個不怎麼和小孩說話，一直在和大人交談的人。在這點上他和夏妃伯母一模一樣。,印象中是个不怎么和小孩说话，一直在和大人交谈的人。在这点上他和夏妃伯母一模一样。,"Dia bukan tipe yang suka bicara dengan anak-anak, dan selalu terlihat asyik ngobrol dengan orang dewasa.","Non era mai stato uno che parlava molto coi bambini, e mi ero sentito come se stesse sempre a parlare con gli adulti, esattamente come Natsuhi oba-san.","Era esattamente come lei, nel senso che l'unica impressione che avevo su di lui era che fosse un tipo che non parlava molto con noi bambini, e che stesse sempre a conversare con gli adulti.",Hiçbir zaman çocuklarla konuşan biri olmadı ve tıpkı Natsuhi Teyze gibi her zaman yetişkinlerle konuştuğunu hissettim.
,"According to my father's gossip, he was a spiteful and violent man. ","From the way my dad talked about him, it seems that he used to be a pretty spiteful and unreasonable person."," From my father's gossip, it seems that he was a pretty spiteful and unreasonable person.",うちの親父の陰口によると、ずいぶんと陰湿で乱暴な人だったらしい。,[=JP],"Согласно сплетням моего отца, дядя Краусс был недоброжелательный, злопамятный, язвительный и неблагоразумный человек.","Pela forma como meu pai fala dele, parece que ele costumava ser uma pessoa muito rancorosa e irracional.",從我爸背地裏說過的壞話來看，他似乎是個相當陰險粗暴之人。,从我爸背地里说过的坏话来看，他似乎是个相当阴险粗暴之人。,"Dari cerita ayahku, dulu dia dikenal sebagai orang yang jahat dan tidak masuk akal.","Dai pettegolezzi di mio Padre, sembrava che fosse una persona piuttosto dispettosa e irragionevole.","Stando ai pettegolezzi del mio vecchio, pare che fosse una persona piuttosto meschina e violenta.","Babamın onun hakkında anlattıklarından, eskiden oldukça kindar ve mantıksız bir insan olduğu anlaşılıyor."
,"If what he said is true, Uncle Krauss used to be very domineering from his position as the oldest sibling ...and was despised by all the other siblings. ","If what Dad said is true, he used to be very domineering as the oldest sibling, and was hated by Auntie Eva, Auntie Rosa, and the rest of the family."," If what my father said is true, he used to be very domineering as the oldest sibling, and was hated by Eva oba-san, Rosa oba-san, and the rest of the family.",親父の言い分が真実なら、昔は長兄として威張り散らしていたそうで、絵羽伯母さんにも楼座叔母さんにも嫌われているという親兄弟みんなの嫌われ者だそうだ。,[=JP],"Если мой отец не врёт, то дядя Краусс был очень деспотичным, властным и высокомерным старшим братом, за что и не снискал любви у тёти Евы, тёти Розы и остальных членов семьи...","Se o que meu pai dizia é verdade, ele era como um irmão dominador, e era odiado pela tia Eva, pela tia Rosa, e todo o resto da família.",要是我爸說的是事實的話，他好像從前就老愛擺大哥的威風，就連繪羽姑母和樓座姑母都討厭他，是個弟弟妹妹三人都不待見的討厭鬼。,要是我爸说的是事实的话，他好像从前就老爱摆大哥的威风，就连绘羽姑母和楼座姑母都讨厌他，是个弟弟妹妹三人都不待见的讨厌鬼。,"Katanya sebagai anak tertua, dia sangat otoriter dan dibenci oleh Bibi Eva, Bibi Rosa, dan anggota keluarga lainnya.","Se ciò che ha detto mio Padre è vero, era solito spadroneggiare come fratello maggiore, ed era odiato da Eva oba-san, Rosa oba-san, e il resto della famiglia.","Se ciò che diceva era vero, in passato lo zio Klaus abusava spesso della propria posizione di fratello maggiore... ed era disprezzato da tutti i parenti, incluse zia Eva e zia Rosa...","Eğer babamın söyledikleri doğruysa, en büyük kardeş olarak çok otoriter biriymiş, ve Eva Teyze, Rosa Teyze ve ailenin geri kalanı tarafından nefret ediliyormuş."
,"...Though, despite that, those siblings all seem to be chatting happily together. ","......Odd, considering they're all having fun chatting together."," Huh? It looks like he's having a friendly chat with the rest of the family, doesn't it? ",……って割には、親兄弟、みんなで楽しく談笑してるじゃねぇか。,[=JP],"А? Похоже, как раз сейчас он принимает участие в дружеской беседе со своими братьями и сёстрами.","......O que é estranho, considerando que todos estão conversando e se divertindo juntos.",……怪了，他們四個現在不是在談笑風聲嗎？,……怪了，他们四个现在不是在谈笑风声吗？,"......Aneh ya, melihat mereka sekarang ngobrol dengan akur.","Uh? Sembra che stia intrattenendo una conversazione amichevole col resto della famiglia, vero?","Ciononostante, sembrava che stesse intrattenendo una piacevole conversazione col resto della famiglia.","......Bu tuhaf, birlikte sohbet edip eğlendiklerini düşünürsek."
,"Oh, well. Even if their relationship was bad when they were children, sometimes when people grow up and live apart from each other, their relationships change. ","Well, I guess even if their relationship was bad when they were children, sometimes when people grow up and go their separate ways, their relationship changes.","Oh, well. Even if their relationship was bad when they were children, sometimes when people grow up and go their separate ways, their relationship changes.",まぁ、子供の頃には仲が悪くても、大人になって互いが別々に生活をするようになると、関係が変わることもあるという。,[=JP],"Ну и ладно. Может, они и не ладили, будучи детьми, но случается, когда люди подрастают, и их пути расходятся, то это меняет их отношение друг к другу.","Bem, eu acho que mesmo quando a relação das pessoas é ruim quando são crianças, algumas vezes, quando as pessoas crescem e tomam caminhos diferentes, a relação entre elas muda.",不過，就算小孩的時候關係不好，變成大人有了各自的生活後，關係也就變了吧。,不过，就算小孩的时候关系不好，变成大人有了各自的生活后，关系也就变了吧。,Mungkin hubungan yang buruk di masa kecil bisa berubah setelah dewasa dan berpisah.,"Oh, beh. Anche se i loro rapporti erano cattivi quando erano bambini, a volte quando le persone crescono e prendono le loro strade, le loro relazioni cambiano.","Oh beh, i rapporti cambiano quando le persone crescono e prendono strade diverse, anche se da piccoli non si andava d'accordo.","Sanırım çocukken ilişkileri kötü olsa bile, bazen insanlar büyüdüklerinde ve kendi yollarına gittiklerinde ilişkileri değişir."
,That's probably what this was. ,That's probably what this is., That's probably what this was.,そういうことなんだろう。,[=JP],"Скорее всего, так сложилось и у них.",Provavelmente deve ser isso.,大概就是這麼回事吧。,大概就是这么回事吧。,Itu yang terjadi di sini.,E probabilmente era così.,Probabilmente era andata così.,Muhtemelen bu da öyle bir şey.
,"After all, they all had children of about the same age. ","After all, they all have children of about the same age."," After all, they all had children of about the same age.",何しろ、それぞれが近い歳の子供を持っている。,[=JP],"В конце концов, у них у всех есть дети примерно одного возраста.","Afinal, todos têm filhos com idades semelhantes.",畢竟每個人也都有了年齡相近的小孩了。,毕竟每个人也都有了年龄相近的小孩了。,Lagipula mereka sekarang punya anak dengan usia sebaya.,"Dopotutto, tutti loro avevano figli con all'incirca la stessa età.","Dopotutto, ognuno di loro aveva dei figli all'incirca della stessa età.",Sonuçta hepsinin aynı yaşlarda çocukları var.
,"By sharing the same family environment, they probably profited by exchanging opinions. ","Since they share similar family environments, they probably all profit by exchanging opinions."," By sharing the same family environment, they probably profited by exchanging opinions.",近い境遇を持つ立場として、意見交換は互いにとって有益なんだろう。,[=JP],"Влившись в схожую семейную среду, они наверняка выиграли от обмена мнениями.","Desde que eles passaram a compartilhar ambientes familiares parecidos, eles provavelmente tiveram ganhos com a troca de opiniões.",站在處境相似的立場上，交換下意見對彼此都有好處。,站在处境相似的立场上，交换下意见对彼此都有好处。,"Karena punya kesamaan sebagai orang tua, mungkin mereka saling bertukar pikiran untuk keuntungan bersama.","Condividendo lo stesso ambiente familiare, probabilmente ne approfittavano per scambiarsi opinioni.","Avendo degli ambienti familiari simili, probabilmente si scambiavano opinioni tra loro per aiutarsi reciprocamente.","Benzer aile ortamlarını paylaştıkları için, muhtemelen hepsi fikir alışverişinde bulunarak kazançlı çıkıyor."
,"Maybe because of that, a short while ago the circle of parents began to discuss the exams Jessica and I would be taking. ","Maybe because of that, the parents' circle has been deep in conversation for a while now about the exams Jessica and I are going to be taking."," Maybe because of that, a short while ago the circle of parents began to discuss the exams Jessica and I were taking.",そのせいか、さっきから親父たちの輪は俺と朱志香の受験の話ばっかりだ。,[=JP],"Может быть, именно по этой причине некоторое время назад кружок родителей перешёл к обсуждению экзаменов, которые мы сдавали.","Talvez por causa disso, há um momento atrás, o círculo de parentes estava em uma profunda conversa sobre as provas que a Jessica e eu teríamos de prestar daqui para a frente.",因此，我爸他們那圈子裡從剛才開始就一直在談我和朱志香高考的話題。,因此，我爸他们那圈子里从刚才开始就一直在谈我和朱志香高考的话题。,"Mungkin karena itu, lingkaran orang tua sudah lama terlibat pembicaraan seru tentang ujian yang akan Jessica dan aku hadapi.","Magari proprio per questo, poco tempo fa la cerchia di parenti ha cominciato a discutere degli esami scolastici miei e di Jessica.",Forse fu per questo che la cerchia dei nostri genitori si era focalizzata da un po' sugli esami d'ammissione che io e Jessica avremmo dovuto sostenere.,"Belki de bu yüzden, veli çevresi bir süredir Jessica ve benim gireceğimiz sınavlar hakkında derin bir sohbete dalmış durumda."
,"Jessica, in order to escape questions about exams from my father on her left, purposefully faced right while firing off a rapid series of comments, not giving him any chance to get a word in. ","Jessica, in order to escape the discussion of exams with the old bastard sitting on her left, was purposefully facing to the right, firing off topic after topic so as not to give him an opening."," Jessica, in order to escape the discussion of exams with my father sitting on her left, purposefully faced right while firing off a rapid series of comments, so as not to show any weaknesses.",朱志香は左隣のうちのクソ親父に受験の話を振られないように、意識して逆の右方向を向きながら矢継ぎ早に話題を続けて隙を見せないようにしている。,[=JP],"Джессика, стремящаяся избежать обсуждения экзаменов с моим отцом, сидящим слева от неё, нарочно повернулась вправо, отпуская серии быстрых комментариев, стараясь таким образом не давать возможности вовлечь себя в разговор на эту тему.","A Jessica, para fugir da conversa com o velho desgraçado sentado à sua esquerda, se virou propositalmente para a direita, mudando de assunto para não dar nenhuma abertura.",朱志香為了不被在她左側的我那混蛋老爸問起高考的事，故意把身體轉向右側，不給他搭話的機會。,朱志香为了不被在她左侧的我那混蛋老爸问起高考的事，故意把身体转向右侧，不给他搭话的机会。,"Jessica, yang ingin menghindari pembicaraan tentang ujian dengan si tua bangka di sebelah kirinya, sengaja menghadap ke kanan dan terus mengalihkan topik.","Jessica, per sfuggire alla discussione sugli esami con mio Padre seduto alla sua sinistra, si volse volutamente verso destra lanciandosi in una rapida serie di commenti, in modo da non dimostrare alcuna debolezza.","Jessica si volse volutamente verso destra, lanciandosi senza sosta in una rapida successione di argomenti per non lasciare che il mio vecchiaccio, seduto alla sua sinistra, sviasse l'argomento sugli esami.","Jessica, solunda oturan yaşlı piçle sınav tartışmasından kaçmak için kasıtlı olarak sağa dönüktü, ve ona fırsat vermemek için konu üstüne konu açıyordu."
,"Moving on, let's look at the end opposite from Krauss and the others. ","Moving on, let's look at the end opposite from Uncle Krauss and the others."," Moving on, let's look at the end opposite from Krauss and the others.",あとは、蔵臼伯父さんたちとは逆側。,[=JP],"Далее, давайте посмотрим на часть стола напротив Краусса и остальных.","Continuando, vamos dar uma olhada nos últimos assentos, mais distantes do tio Krauss e dos outros.",另外，在藏臼伯父他們所在的反方向。,另外，在藏臼伯父他们所在的反方向。,Sekarang lihat ujung meja seberang Paman Krauss.,"Andando avanti, diamo un'occhiata al capo opposto a Krauss e gli altri.","Dopodichè, osservai il lato del tavolo opposto a quello di zio Klaus e gli altri.","Devam edelim, Krauss Amca ve diğerlerinin karşısındaki uca bakalım."
