Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Shannon,"""Oh, right. By accepting the ring, ...that promise with {f:5:Beatrice}-sama comes to nothing, doesn't it? ...*giggle* I'm sorry."" ","""Oh yeah. By accepting the ring, ......that promise with {f:5:Beatrice}‐sama comes to nothing, doesn't it? ......*giggle*, sorry.""","""Oh yeah. By accepting the ring, ......that promise with Beatrice-sama comes to nothing, doesn't it? ......*giggle*, sorry.""",「そっか。指輪を受け取ったら、……ベアトリーチェさまとの約束が、なかったことになっちゃうんだったね。……くす、ごめんね。」,「そっか。指輪を受け取ったら、……ベアトリーチェさまとの約束が、なかったことになっちゃうんだったね。……くす、ごめんね」,"""Ах да. Приняв кольцо... Я сделала недействительным то обещание {f:5:Беатриче}‐сама, ведь так? ......*Хи‐хи*, извини.""","""É mesmo. Aceitando o anel, ......aquela promessa com a {f:5:Beatrice}‐sama não serve para nada, não é? ......*risos*, desculpe.""",「是嘛。收下了戒指，……和貝阿朵莉切夫人的約定，也就這麼取消了呢。……嘻嘻，對不起。」,「是嘛。收下了戒指，……和贝阿朵莉切夫人的约定，也就这么取消了呢。……嘻嘻，对不起。」,"""Ah già. Accettando l'anello... quella promessa con Beatrice-sama viene annullata, vero? ... *giggle* scusa.""","""Giusto. Accettando l'anello... verrebbe annullata la promessa con {f:5:Beatrice}‐sama, vero...? Uhuhuh, scusami.""","""Oh evet. Yüzüğü kabul ederek, ......{f:5:Beatrice}-sama'nın verdiği söz boşa gitmiş oldu, değil mi? ......*giggle*, üzgünüm."""
Kanon,"""......From now on, I, you, George-sama, the Master, and everyone else...are under the same conditions. 13 people will be sacrificed. Only five people will be invited to the Golden Land. ...And you... ...rejected one of those places yourself..."" ","""............Now, me, you, George‐sama, the Master, each and every one of us has the same conditions. Thirteen people will be made sacrifices. Only five will be invited to the Golden Land. ......And you......rejected one of those places, ......yourself......""","""............From now on, I, you, George-sama, the Master, everyone, everyone has the same conditions. 13 people will be made sacrifices. Only five people will be invited to the Golden Land. ......And you, ......rejected one of those places yourself......""",「…………後は、僕も姉さんも、譲治さまもお館様もみんなみんな、条件は同じだ。１３人が生贄にされる。５人しか黄金郷に招かれない。……その１席を、自分で、……蹴るなんて……。」,「…………後は、僕も姉さんも、譲治さまもお館様もみんなみんな、条件は同じだ。１３人が生贄にされる。５人しか黄金郷に招かれない。……その１席を、自分で、……蹴るなんて……」,"""............Отныне я, ты, Джордж‐сама, господин, все, все будут на равных условиях. 13 человек станут жертвами. Лишь пять человек будут приглашены в Золотую Землю. ......А ты... сама лишила себя этого места...""","""............Agora, eu, você, o George‐sama, o Mestre, cada um de nós possui as mesmas condições. Treze pessoas serão escolhidas como sacrifícios. Apenas cinco serão convidadas à Terra Dourada. ......E você......acabou de rejeitar ......um desses lugares......""",「…………接下來，不管是我、姐姐、讓治少爺，還是老爺，就全都成了同樣的條件了。有十三人會成為活祭。只有五人會被招待進黃金鄉。……而這其中一席，你竟然，……要把它親自踢開……」,「…………接下来，不管是我、姐姐、让治少爷，还是老爷，就全都成了同样的条件了。有十三人会成为活祭。只有五人会被招待进黄金乡。……而这其中一席，你竟然，……要把它亲自踢开……」,"""... Da questo momento, io, tu, George-sama, il Padrone, tutti, tutti quanti hanno le stesse condizioni. Tredici persone saranno sacrificate. Soltanto in cinque saranno invitati nella Terra Dorata. ... E tu... hai rifiutato tu stessa uno di questi posti...""","""...Da qui in poi, io, tu, il signorino George, il padrone, e tutti quanti gli altri, saremo sullo stesso piano. Verranno sacrificate tredici persone. Soltanto cinque saranno invitate nella Terra Dorata... E tu stessa hai rifiutato... uno di quei posti...""","""............Şimdi, ben, sen, George-sama, Efendi, her birimiz aynı durumdayız. 13 kişi kurban edilecek. Sadece 5 kişi Altın Diyar'a davet edilecek. ......Ve sen de......o davetlerden birini, ......reddettin......"""
Shannon,"""That's odd. ...It looks like you're the one with regrets, Kanon-kun."" ","""That's odd. ......It looks like you're the one with lingering regrets, Kanon‐kun.""","""That's odd. ......It looks like you're the one with regrets, Kanon-kun.""",「おかしいね。……未練があるのは、嘉音くんの方みたいだね。」,「おかしいね。……未練があるのは、嘉音くんの方みたいだね」,"""Странное дело. ......Похоже, только у тебя остались сожаления, Канон‐кун.""","""Isso é estranho. ......Parece que você é aquele com arrependimentos, Kanon‐kun.""",「好奇怪呀。……有留戀的好像並不是我，而是嘉音君呢。」,「好奇怪呀。……有留恋的好像并不是我，而是嘉音君呢。」,"""È strano. ... Sembra che sia tu quello con dei rimorsi, Kanon-kun.""","""Strano... Sembra che sia tu quello che ha rimpianti, Kanon-kun.""","""Bu garip. ......Görünüşe göre pişmanlıkları olan sensin, Kanon-kun."""
Kanon,"""You're the one with regrets, aren't you, Nee-san?! You got engaged, right?! Even though you knew it was a fate that would never be fulfilled!!"" ","""You're the one with regrets, aren't you, Nee‐san! You got engaged, right?! Even though you knew it was a fate that would never be fulfilled!!""","""You're the one with regrets, aren't you, Nee-san! You got engaged, right?! Even though you knew it was a fate that would never be fulfilled!!""",「未練があるのは姉さんの方じゃないか！　婚約しちゃったんだろ？！　果たせない運命なのを知りながらッ！！」,[=JP],"""Ты ведь тоже сожалеешь, не так ли, нее‐сан! Вы обручились, верно?! Даже несмотря на твою осведомлённость, что этой судьбе никогда не суждено сбыться!""","""Você é aquela com arrependimentos, não é, nee‐san?! Você ficou noiva, não ficou?! Mesmo sabendo que esse é um destino que nunca seria cumprido!!""",「有留戀的不正是姐姐嗎！你們訂下婚約了吧？！你明明就知道那是個無法實現的命運！！」,「有留恋的不正是姐姐吗！你们订下婚约了吧？！你明明就知道那是个无法实现的命运！！」,"""Sei tu che hai dei rimpianti, no, Nee-san?! Ti sei fidanzata, giusto?! Anche se sapevi che era un destino che non si sarebbe mai realizzato!!""","""Non dovresti avere dei rimpianti, sorella?! Ti sei fidanzata, giusto?!{n}Pur sapendo che era un destino irrealizzabile!!""","""Pişmanları olan sen değil misin Nee-san! Nişanlanmadın mı?! Bunun asla gerçekleşmeyecek bir kader olduğunu bildiğin halde!!"""
Shannon,"""Yes. I promised that we would always, always be together, for eternity. ","""Yep. ...I promised that we would always, always be together, for eternity.""",[=ST],「うん。…ずっとずっと、永遠に一緒だよって、約束した。,「うん。…ずっとずっと、永遠に一緒だよって、約束した」,"""Да. Я обещала, что мы всегда, всегда будем вместе, целую вечность.""","""Sim. ...Eu prometi que nós sempre, sempre ficaríamos juntos, por toda a eternidade.""",「嗯。…我們約定好了，要永遠永遠在一起。」,「嗯。…我们约定好了，要永远永远在一起。」,"""Sì. Ho promesso che saremmo stati sempre, sempre insieme, per l'eternità.","""Sì. Ho promesso che saremmo rimasti insieme nei secoli dei secoli, per tutta l'eternità...""","""Evet. ...Sonsuza, sonsuza kadar birlikte olacağımıza söz verdim."""
Shannon,"...So you know what? ...In that instant, our eternity was completed. Even if we become sacrifices, it's already completed. So, it's okay."" ","""......So you know what? ......In that instant, our eternity was completed. Even if we become sacrifices, it's already completed. So, it's alright.""","......So you know what? ......In that instant, our eternity was completed. Even if we become sacrifices, it's already completed. So, it's alright.""",……だからね？　その瞬間に、……私たちの永遠は、完成したの。例え、私たちが生贄になってしまうとしても、もう、完成してるの。だから、いいの。」,「……だからね？　その瞬間に、……私たちの永遠は、完成したの。たとえ、私たちが生贄になってしまうとしても、もう、完成してるの。だから、いいの」,"""......Поэтому знаешь что? ......В тот момент наша вечность уже наступила. Даже если мы станем жертвами, она уже наступила. Поэтому всё хорошо.""","""......Você sabe o por quê? ......Naquele instante, nossa eternidade foi completada. Mesmo se nos tornarmos sacrifícios, ela já está completa. Por isso, está tudo bem.""",「……所以說呀，在這一瞬間裡，……我們的永遠，就已經完成了。就算我們會成為活祭，這也已經完成了。所以沒關係的。」,「……所以说呀，在这一瞬间里，……我们的永远，就已经完成了。就算我们会成为活祭，这也已经完成了。所以没关系的。」,"... E allora, sai? ... In quel momento, la nostra eternità era completa. Anche se diventassimo sacrifici, è già stata completata. Quindi, è tutto ok.""","""E sai una cosa...? La nostra eternità... si era compiuta in quell'istante. Anche se dovessimo diventare dei sacrifici, essa si è già compiuta. Perciò a me sta bene.""","""......Peki biliyor musun? ......O an, sonsuz yolculuğumuz tamamlandı. Kurbanlar olsak bile, çoktan tamamlandı. Yani, sorun değil."""
Shannon,"""......Kanon, you're the one who actually has regrets. ...We're furniture, right? We'll be freed no matter the result. ...So, it doesn't matter whether we go to Golden Land or not. ",""".........Kanon‐kun, you're the one who actually has regrets. ...We're furniture, right? No matter what the result, we will be freed. ...In that case, it doesn't matter whether we go to the Golden Land or not.""",""".........Kanon, you're the one who actually has regrets. ...We're furniture, right? No matter what the result, we will be freed. ...In that case, it doesn't matter whether we go to Golden Land or not.",「………未練があるのはむしろ嘉音くんの方。…私たちは家具なんでしょ？　私たちはどういう結果になろうとも解放される。…なら、黄金郷に行けるか行けないかなんて、どうでもいいことじゃない。,「………未練があるのはむしろ嘉音くんの方。…私たちは家具なんでしょ？　私たちはどういう結果になろうとも解放される。…なら、黄金郷に行けるか行けないかなんて、どうでもいいことじゃない」,""".........Канон, ты тот, у кого остались сожаления. ...Мы ведь мебель, верно? Независимо от того, каков будет исход, мы станем свободными. ...В этом случае не важно, попадём ли мы в Золотую Землю или нет.""",""".........Kanon‐kun, na verdade é você aquele com arrependimentos. ...Nós somos mobílias, certo? Não importa qual o resultado, seremos libertados. ...Nesse caso, não importa se formos para a Terra Dourada ou não.""",「………有留戀的反而是嘉音君。…我們都是家具吧？無論結果是如何，我們都會得到解放。…既然如此，那能不能去黃金鄉，不都是無所謂的嘛？」,「………有留恋的反而是嘉音君。…我们都是家具吧？无论结果是如何，我们都会得到解放。…既然如此，那能不能去黄金乡，不都是无所谓的嘛？」,"""... Kanon, tu che quello che in realtà ha dei rimpianti. ... Siamo mobili, giusto? Non importa quale sarà il risultato, saremo liberati. ... In quel caso, non importa se andiamo nella Terra Dorata o meno.","""...Kanon, sei tu in realtà ad avere dei rimpianti.... Siamo dei mobili, giusto? Saremo liberati a prescindere da quale sarà il risultato... In tal caso, non importa se raggiungemo o meno la Terra Dorata...""",""".........Asıl pişmanlık duyan sensin, Kanon-kun. ...Biz mobilyayız, değil mi? Sonuç ne olursa olsun, özgürlüğümüze kavuşacağız. ...Bu durumda, Altın Diyar'a gidip gitmememizin bir önemi yok."""
Shannon,"...And yet you're set on going there. ......You want to become human no matter what, right? ...Why?"" ","""......And yet you're set on going to the Golden Land. .........You want to become human no matter what, right? ...Why?"""," ......And yet you are set on going to the Golden Land. .........You want to become human no matter what, right? ...Why?""",……なのに嘉音くんは黄金郷へ行くことに固執してる。………どうしても人間になりたいんでしょ？　…どうして？」,「……なのに嘉音くんは黄金郷へ行くことに固執してる。………どうしても人間になりたいんでしょ？　…どうして？」,"""......И тем не менее ты настроен добраться до Золотой Земли. .........Ты, несмотря ни на что, стремишься стать человеком, верно? ...Почему?""","""......Mesmo assim, você está focado em ir para a Terra Dourada. .........Você quer se tornar humano não importa o quê, certo? ...Por quê?""",「……可是嘉音君卻頑固地一定要去黃金鄉。………是無論如何都想成為人類吧？…為什麼？」,「……可是嘉音君却顽固地一定要去黄金乡。………是无论如何都想成为人类吧？…为什么？」,"... Eppure ti sei fissato sul volerci arrivare. ... Vuoi diventare umano ad ogni costo, vero? ... Perché?""","""Eppure ti sei impuntato sul volerci arrivare... Vuoi diventare umano ad ogni costo, vero...? Perché?""","""......Ama yine de Kanon-kun, sen Altın Diyar'a gitmeye kararlısın. .........Ne olursa olsun insan olmak istiyorsun, değil mi? ...Neden?"""
Kanon,"""Because I want to become human!! I've had enough of being furniture!!"" ","""Because I want to become human!! I've had enough of being furniture!!""",[=UP],「人間になりたいからだよッ！！　家具はもう嫌だ！！」,[=JP],"""Потому что я ХОЧУ стать человеком! С меня уже довольно быть мебелью!""","""Porque eu quero me tornar humano!! Eu cansei de ser uma mobília!!""",「因為我想成為人類！！我不想再做家具了！！」,「因为我想成为人类！！我不想再做家具了！！」,"""Perché voglio diventare umano!! Ne ho abbastanza di essere un mobile!!""","""Perché io voglio diventare umano!! Sono stufo di essere un mobile!!""","""Çünkü insan olmak istiyorum!! Mobilya olmaktan bıktım!!"""
Shannon,"""Why?"" ","""Why?""",[=UP],「どうして？」,[=JP],"""Почему?""","""Por quê?""",「為什麼？」,「为什么？」,"""Perché?""",[=ITA],"""Neden?"""
Kanon,"""I...wanted to fall in love too...!!!"" ","""I...wanted to fall in love as well...!!!""","""I also, wanted to fall in love...!!!""",「僕も、恋がしたかったんだッ…！！！」,[=JP],"""Я тоже хотел влюбиться!!!""","""Eu... queria me apaixonar também...!!!""",「我也好想，談戀愛…！！！」,「我也好想，谈恋爱…！！！」,"""Anch'io, volevo innamorarmi...!!!""","""Anch'io... avrei voluto innamorarmi...!!!""","""Ben de...aşık olmak istedim...!!!"""
,Tears were coming from Kanon's eyes. ...And he howled. ,Tears spilled from both of Kanon's eyes. ...And he howled.,Tears were coming from both of Kanon's eyes....And he howled.,嘉音の両目から涙が零れる。…そして吼える。,[=JP],Из глаз Канона хлынули слезы. ...И он взвыл.,Lágrimas escorreram de ambos os olhos de Kanon. ...E ele gritou.,嘉音的雙眼之中，流落出了淚水。…然後他吼叫道。,嘉音的双眼之中，流落出了泪水。…然后他吼叫道。,Dagli occhi di Kanon scorrevano lacrime. ... E lui gridò.,"Kanon stava piangendo copiosamente... Dopodiché, lanciò un grido disumano.",Kanon'un iki gözünden de yaşlar döküldü. ...Ve haykırdı.
Kanon,"""...I...liked Milady...!! And after seeing Milady that day, I started liking her even more...! And when I heard that Milady also liked me, I was really happy...!! But I'm furniture, ...and I can't accept Milady's feelings!!"" ","""......I...liked Milady...!! And after seeing Milady on that day, I started liking her even more...! And when I heard that Milady also liked me, I was really happy...!! But I'm furniture, ......and I can't accept Milady's feelings!!""","""......I, liked Milady...!! And after seeing Milady on that day, I started liking her even more...! And when I heard that Milady also liked me, I was really happy...!! But I'm furniture, ......and I can't accept Milady's feelings!!""",「……お嬢様のことが、好きだった…！！　そしてあの日のお嬢様の姿を見て、もっと好きになった…！　そしてお嬢様も僕のことが好きだとわかって、すごく嬉しかった…！！　でも僕は家具で、……お嬢様の気持ちを受け止めることはできなくてッ！！」,[=JP],"""......Я любил миледи!... И после того, как увидел её в тот день, полюбил ещё сильнее!.. И когда я услышал, что мои чувства взаимны, я был по‐настоящему счастлив!.. Но я мебель... и я не могу принять её чувства!""","""......Eu...gostava da ojou‐sama...!! E depois de ver a ojou‐sama naquele dia, comecei a gostar ainda mais dela...! E quando ouvi que a ojou‐sama também gostava de mim, eu fiquei realmente feliz...!! Mas eu sou uma mobília, ......e não posso aceitar os sentimentos da ojou‐sama!!""",「……我…喜歡小姐…！！在看到那一天的小姐之後，我就更喜歡她了…！而在知道了小姐也喜歡我之後，我簡直高興得不得了…！！可我卻是個家具，……沒有辦法去接受小姐的這份感情！！」,「……我…喜欢小姐…！！在看到那一天的小姐之后，我就更喜欢她了…！而在知道了小姐也喜欢我之后，我简直高兴得不得了…！！可我却是个家具，……没有办法去接受小姐的这份感情！！」,"""... A me, piaceva Milady...!! E dopo averla vista quel giorno, mi è cominciata a piacere sempre più...! E quando ho sentito che anch'io le piacevo, ero davvero felice...!! Ma sono un mobile... e non posso accettare i suoi sentimenti!!""","""...La signorina... mi piaceva...!! E dopo aver visto quel giorno il suo aspetto, mi sono innamorato di lei sempre di più...! E quando ho capito che anch'io le piacevo, ero davvero felice...!! Ma io sono un mobile... e non posso accettare i suoi sentimenti!!""","""......Leydi'den...hoşlanıyordum...!! Ve o gün Leydi'yi gördükten sonra, onu daha da çok sevmeye başladım...! Ve Leydi'nin de benden hoşlandığını duyduğumda, gerçekten çok mutlu oldum...!! Ama ben mobilyayım, ......ve Leydi'nin duygularını kabul edemem!!"""
Shannon,"""...You're wrong. ......We may be furniture. We may be less than human. ...But that doesn't mean that we aren't qualified to love."" ","""...That's where you're wrong. .........We may be furniture. We may be less than human. ...But I learned that doesn't mean we aren't qualified to love.""","""...You're wrong. .........We may be furniture. We may be less than human. ...But that doesn't mean that we aren't qualified to love.""",「…それが勘違いだった。………私たちは家具かもしれない。人間以下かもしれない。…でも、恋をする資格がないわけじゃなかった。」,「…それが勘違いだった。………私たちは家具かもしれない。人間以下かもしれない。…でも、恋をする資格がないわけじゃなかった」,"""...Ты ошибаешься. .........Мы можем быть мебелью. Мы можем быть ниже людей. ...Но это вовсе не значит, что мы не имеем права любить.""","""...É aí que você está errado. .........Podemos ser mobílias. Podemos ser menos que humanos. ...Mas eu aprendi que isso não significa que não somos qualificados para amar.""",「…這就是個誤會了。………我們或許是家具。或許是不如人類。…但是，我們並不是沒有去談戀愛的資格。」,「…这就是个误会了。………我们或许是家具。或许是不如人类。…但是，我们并不是没有去谈恋爱的资格。」,"""... Ti sbagli. ... Possiamo essere dei mobili. Possiamo essere meno che umani. ... Ma non significa che non abbiamo i requisiti per amare.""","""...Ti sbagli... Potremmo essere dei mobili. Potremmo essere subumani... Ma non significa che non abbiamo la capacità di amare.""","""...İşte burada yanılıyorsun. .........Biz mobilya olabiliriz. Bir insandan daha aşağı olabiliriz. ...Ama bunun sevmeye layık olmadığımız anlamına gelmediğini öğrendim."""
Kanon,"""I thought that...if these feelings wouldn't ever come to anything, I'd be better off not having them!! I just decided that eventually, I'd disappear, and that it'd definitely hurt her. ......No, that's wrong!! ","""I believed that if we couldn't make those feelings eternal, we were better without them!! I just decided that someday, a day would come when I would disappear, and that would definitely hurt her, .........no, that's wrong!!""","""I believed that if those thoughts would never be fulfilled, it was better without them!! I just decided that someday, a day would come when I would disappear, and that would definitely hurt her, .........no, that's wrong!!",「添い遂げられぬ思いなら、ない方がましだって思った！！　いつか自分も消え去る日が来て、それがきっとお嬢様を傷つけるなんて勝手に決め付けて、………違うんだッ！！,「添い遂げられぬ思いなら、ない方がましだって思った！！　いつか自分も消え去る日が来て、それがきっとお嬢様を傷つけるなんて勝手に決め付けて、………違うんだッ！！」,"""Я считал, что если этим мыслям не суждено воплотиться, то лучше обойтись без них! Я просто решил, что когда‐нибудь наступит день, когда я могу исчезнуть, и это несомненно причинит ей боль... Нет, не так!""","""Eu acreditei que se não conseguíssemos fazer desses sentimentos eternos, ficaríamos melhor sem eles!! Eventualmente eu decidi que, um dia eu acabaria desaparecendo, e isso definitivamente machucaria ela, .........não, está errado!!""",「我本以為若這感情無法長久，那還不如沒有！！我自顧自地覺得，終有一天我也會消失，而這一定會傷害到小姐，………但是錯了！！」,「我本以为若这感情无法长久，那还不如没有！！我自顾自地觉得，终有一天我也会消失，而这一定会伤害到小姐，………但是错了！！」,"""Credevo che se questi pensieri non sarebbero mai stati soddisfatti, avrei fatto meglio a farne a meno!! Avevo deciso che un giorno, sarebbe arrivato il giorno della mia sparizione, e l'avrebbe sicuramente ferita... no, è sbagliato!!","""Credevo che, se il nostro amore non sarebbe potuto durare, allora avrei fatto meglio a farne a meno!! Avevo dato per assodato che un giorno sarebbe avvenuta la mia dipartita, e che ciò l'avrebbe sicuramente ferita... ma cosa dico!!""","""Eğer bu duygular hiçbir şeye varamayacaksa, hiç olmamasının daha iyi olacağını düşündüm!! Sadece bir gün ortadan kaybolacağıma karar verdim ve bu kesinlikle onu incitecekti, .........hayır, bu yanlış!!"""
Kanon,"I was just frightened!! I...was just afraid, thinking that any love that couldn't be eternal was best avoided!!"" ","""I was just frightened!! I......was just afraid, and thought that if love could not be eternal, I was better off not knowing it!!"""," I was just frightened!! I, ......was just afraid, that if the love could not be eternal, it was better without it!!""",　僕が怯えていただけなんだ！！　僕は、……永遠になれない恋なら、しない方がましだって、怯えてただけなんだッ！！」,「僕が怯えていただけなんだ！！　僕は、……永遠になれない恋なら、しない方がましだって、怯えてただけなんだッ！！」,"""Я просто испугался! Я... просто боялся, что если любовь не может быть вечной, то лучше обойтись без неё!""","""Eu só estava com medo!! Eu......só estava assustado, e pensei que se o amor não podia ser eterno, eu estaria melhor sem conhecê‐lo!!""",「我只是在害怕！！我只是認為……不能成為永遠的戀愛，還是不談的好，我只是在害怕而已！！」,「我只是在害怕！！我只是认为……不能成为永远的恋爱，还是不谈的好，我只是在害怕而已！！」,"Avevo soltanto paura!! Io... ero solo spaventato, dal fatto che se l'amore non poteva essere eterno, sarei stato meglio senza!!""","""Avevo solamente paura!! Solamente paura, perché... se tale amore non poteva essere eterno, era meglio non aver mai amato!!""","""Ben sadece korkuyordum!! Ben......sadece korkuyordum, ve ebedi olamayacağını bildiğim bir aşktan kaçınmanın en iyisi olduğunu düşünmüştüm!!"""
Shannon,"""...Even though their lives last only a few weeks, cicadas fall in love and then vanish. ......But you'll never find a cicada that refused to fall in love simply because it'd end in a few weeks."" ","""......Cicadas fall in love during a span of only a few weeks out of their whole lives, and then they disappear. .........I don't think there are any cicadas that don't fall in love because it will be over in a few weeks.""","""......Cicadas, even though their lives last only a few weeks, fall in love and disappear. .........There are no cicadas that don't fall in love because it will be over in a few weeks.""",「……蝉は、生涯の内、数週間にも満たないわずかな期間で恋をして、消えていくんだって。………数週間で終わる恋だからと、恋をしない蝉はいないんじゃないかな。」,「……蝉は、生涯の内、数週間にも満たないわずかな期間で恋をして、消えていくんだって。………数週間で終わる恋だからと、恋をしない蝉はいないんじゃないかな」,"""......Цикады, даже при том, что живут лишь несколько недель, влюбляются и исчезают. .........Не бывает цикад, которые не влюбляются, поскольку их жизнь ограничена несколькими неделями.""","""......Mesmo com suas vidas durando apenas algumas poucas semanas, cigarras também se apaixonam e desaparecem. .........Mas você nunca encontrará uma cigarra que não se apaixone simplesmente porque sua vida acabará em poucas semanas.""",「……據說，蟬在一生之中，會用不到數周的短暫時間去談戀愛，然後逝去。………我覺得應該也是沒有蟬，會因為這戀情僅會持續短短數周，就不去談戀愛的吧。」,「……据说，蝉在一生之中，会用不到数周的短暂时间去谈恋爱，然后逝去。………我觉得应该也是没有蝉，会因为这恋情仅会持续短短数周，就不去谈恋爱的吧。」,"""... Le cicale, anche se la loro vita dura solo poche settimane, si innamorano e scompaiono. ... Non esistono cicale che non si innamorano perché sarà tutto finito in qualche settimana.""","""...Si dice che nel corso della loro vita, le cicale si infatuano per poi spirare nel breve arco di qualche settimana... Non credo che esistano cicale che non si innamorano solo perché il loro amore avrà fine dopo qualche settimana.""","""......Ağustos böcekleri tüm yaşamları boyunca sadece birkaç hafta boyunca aşık olurlar ve sonra da kaybolup giderler. .........Sırf birkaç hafta içinde sona ereceği için aşık olmayan ağustos böceği olduğunu sanmıyorum."""
Kanon,"""Aaaaaaaaaaaaagggghhh!! Aaaaaaaaaaaaaaaaaggghhh!!"" ","""Uuuuuuuuuuughhh!! Uuuuu{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}uughhh!!""","""Uuuuuuuuuuuuuuuuuuu!! Uuuuuuuuuuuuuuuuuuuuuuu!!""",「ううぅうううぅううぅ！！　うっうぅうううぅうぅうぅぅ！！」,[=JP],"""У‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у! У‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у‐у!""",[=UP],「嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚！！嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚！！」,「呜呜呜呜呜呜呜呜呜呜！！呜呜呜呜呜呜呜呜呜呜呜呜！！」,[=OG],[=UP],[=UP]
,"It seemed that Kanon was still muttering his regrets, but by now, it was all jumbled up with his sobs... ","It seemed that Kanon was still speaking of his regrets, but by now it was all jumbled up in his crying voice...",[=UP],嘉音はまだ未練を口にしていたようだけれど、もう泣き声でごっちゃになってしまっていた…。,[=JP],"Казалось, будто Канон всё ещё говорит о своих сожалениях, но сейчас всё смешалось в его плачущем голосе...","Parecia que Kanon ainda estava falando de seus arrependimentos, mas agora estava tudo misturado em sua voz chorosa...",雖然嘉音好像還在傾訴著他的留戀，但他的話語，已被哭聲淹沒得不成樣子了…。,虽然嘉音好像还在倾诉着他的留恋，但他的话语，已被哭声淹没得不成样子了…。,"Sembrava che Kanon stesse ancora parlando dei suoi rimpianti, ma ormai era tutto confuso nella sua voce piangente...","Sembrava che Kanon stesse ancora esprimendo i suoi rimpianti, ma oramai, le sue parole si erano ingarbugliate nei suoi singhiozzi...",Görünüşe göre Kanon hâlâ pişmanlıklarından söz ediyordu ama artık ağlamaklı sesi yüzünden her şey birbirine karışmıştı...
Kanon,"""...That witch is detestable...!! ...Why did she plant these feelings in me...?! If only...if only she hadn't pulled that bizarre prank, I wouldn't have paid Milady any notice...!!!"" ","""......I hate that witch...!! ...Why did she plant these feelings in me...?! If only, if only she hadn't pulled that weird prank, I wouldn't have payed Milady any notice...!!!""","""......That witch is detestable...!! ...Why did she plant these feelings in me...?! If only, if only she hadn't done that weird prank, I wouldn't have payed Milady any notice...!!!""",「……あの魔女が憎い…！！　僕に、…どうしてこんな気持ちを植えつけて…！　あいつさえ、あいつさえ妙な悪戯をしなければ、僕はお嬢様のことなんか、気にならなかったのに…！！！」,[=JP],"""......Эта ведьма отвратительна!.. ...Зачем она взрастила во мне эти странные чувства?! Если бы только, если бы только она не устроила ту злую шутку, я бы не обратил на миледи никакого внимания!!!""","""......Aquela bruxa é detestável...!! ...Por que ela plantou esses sentimentos em mim...?! Se apenas...se apenas ela não tivesse pregado essa peça esquisita, eu não teria prestado nenhuma atenção na ojou‐sama...!!!""",「……我好恨那個魔女…！！為什麼，…她要給我種下這種感情…！要是那傢伙、那傢伙不搞那莫名其妙的惡作劇的話，我就不會去在意什麼小姐了…！！！」,「……我好恨那个魔女…！！为什么，…她要给我种下这种感情…！要是那家伙、那家伙不搞那莫名其妙的恶作剧的话，我就不会去在意什么小姐了…！！！」,"""... Quella strega è abominevole...!! ... Perché ha piantato dentro di me questi sentimenti...?! Se solo, se solo non mi avesse giocato quel brutto scherzo, non avrei neanche fatto caso a Milady...!!!""","""...Come detesto la strega...!! Perché... ha piantato in me questi sentimenti...?!{n}Se solo lei, se solo lei non si fosse mai presa gioco di me in questo modo, non mi sarei mai interessato alla signorina...!!!""","""......O cadıdan nefret ediyorum...!! ...İçime neden bu duyguları yerleştirdi...?! Eğer, eğer o tuhaf şakayı yapmamış olsaydı, Leydi'ye hiç ilgi duymazdım...!!!"""
