Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"...Unsurprisingly, once things got to this stage, Jessica and Genji-san tried to stop her. ","...Unsurprisingly, once things got to this stage, Jessica and Genji‐san tried to stop her.","...Unsurprisingly, once things got to this stage, Jessica and Genji-san tried to stop her.",…さすがにこの段階になって、朱志香や源次さんが止めに入った。,[=JP],"...И, конечно же, что вполне естественно, когда дело дошло до этого, Джессика и Генджи‐сан попытались её остановить.","...Inesperadamente, uma vez que as coisas chegaram a esse estado, a Jessica e o Genji‐san tentaram pará‐la.",…畢竟事情已經發展到了這種地步，就連朱志香和源次也插進來勸架了。,…毕竟事情已经发展到了这种地步，就连朱志香和源次也插进来劝架了。,"... Senza sorpresa alcuna, una volta che le cose si misero in quella maniera, Jessica e Genji-san provarono a fermarla.","Come ci si poteva aspettare, arrivati a quel punto, Jessica e Genji-san provarono a fermarla.","...Şaşırtıcı olmayan bir şekilde, işler bu aşamaya geldiğinde Jessica ve Genji-san onu durdurmaya çalıştı."
Ronoue Genji,"""...Madam, please, calm yourself...!"" ","""...Madam, please, calm yourself......!""",[=UP],「…奥様、どうかお気を鎮めください……！」,「…奥様、どうかお気をお鎮めください……！」,"""...Мадам, пожалуйста, успокойтесь!..""","""...Madame, por favor, acalme‐se......!""",「…太太，請您息怒……！」,「…太太，请您息怒……！」,"""... Madame, per favore, si calmi...!""","""...Madame, per favore, si calmi...!""","""...Madam, lütfen kendinizi sakinleştirin......!"""
Ushiromiya Jessica,"""Mom, you aren't lying! So there's no reason for you to listen to this!!"" ","""Mom, you aren't lying! So there's no reason for you to listen to this!!""",[=UP],「母さんは嘘なんかついてない！　ならこんなの聞き捨てなきゃ！！」,[=JP],"""Мама, ты же не врёшь! Тебе незачем выслушивать это!!!""","""Mãe, você não está mentindo! Então não tem motivo para você ouvir isso!!""",「媽媽沒有說謊！這種話就當耳邊風好了！！」,「妈妈没有说谎！这种话就当耳边风好了！！」,"""Mamma, non stai mentendo! Quindi non c'è alcuna ragione per ascoltarla!!""","""Mamma, tu non stai mentendo! Perciò non farti provocare!!""","""Anne, sen yalan söylemiyorsun! Bu saçmalıkları dinlemene gerek yok!!"""
Ushiromiya Hideyoshi,"""...Calm down, Natsuhi-san. All you've gotta do is swear that Father definitely was in that room. Why are you gettin' so worked up...?"" ","""......Calm down, Natsuhi nee‐san. Don't you just have to swear that Father was definitely in that room? Why are you getting so worked up over that...?""","""......Calm down, Natsuhi-san. Wouldn't everything be fine it you just swear that Father was definitely in that room? Why are you getting so distracted over that...?""",「……落ち着いてぇな、夏妃姉さん。確かにお父さんは部屋にいたと誓ってくれればいいんやで？　それだけなのに、何でそんなに取り乱しとるんや…？」,[=JP],"""......Нацухи‐сан, успокойся. Всё ведь будет хорошо, если ты просто поклянёшься, что отец точно находился в той комнате. Почему ты настолько этим встревожена?..""","""......Acalme‐se, Natsuhi nee‐san. Você não acabou de jurar que o pai estava definitivamente em seu quarto? Por que está ficando tão preocupada com isso...?""",「……冷靜點吶，夏妃姐。只要發個誓說爸確實是在房裡不就好了吶？不就是這點事而已嗎？為什麼激動成這樣吶…？」,「……冷静点呐，夏妃姐。只要发个誓说爸确实是在房里不就好了呐？不就是这点事而已吗？为什么激动成这样呐…？」,"""... Calmati, Natsuhi-san. Non andrebbe meglio se tu solamente giurassi che Papà era sicuramente in quella stanza? Perché ti stai facendo problemi per questo...?""","""...Non agitarti, Natsuhi-san. Di sicuro basterà giurare che papà fosse in quella stanza. Tutto qui, perché dare di matto in questo modo...?""","""......Sakin ol, Natsuhi nee-san. Babamın kesinlikle o odada olduğuna yemin etmen gerekmiyor mu? Neden bu kadar telaşlanıyorsun...?"""
Nanjo Terumasa,"""...Th-That is correct. Natsuhi-san isn't lying. Shouldn't that be the end of it...?"" ","""...Th‐...that's right. Natsuhi‐san isn't lying. Isn't that the end of it...?""","""...Th, ...that's right. Natsuhi-san isn't lying. Isn't that the end of it...?""",「…そ、…それもそうです。夏妃さんは嘘をついていない。それだけのことじゃありませんか…。」,「…そ、…それもそうです。夏妃さんは嘘をついていない。それだけのことじゃありませんか…」,"""...В‐верно. Нацухи‐сан не лжёт. Конфликт исчерпан?..""","""...I‐Isso mesmo. A Natsuhi‐san não está mentindo. Não é mesmo...?""",「…是、…是啊。夏妃女士沒有說謊。這事不就僅此而已嘛…？」,「…是、…是啊。夏妃女士没有说谎。这事不就仅此而已嘛…？」,"""... E... Esatto. Natsuhi-san non sta mentendo. La finiamo qua...?""","""...E-Esatto. Natsuhi-san non sta mentendo. Possiamo chiuderla qui, no...?""","""...Bu-...Bu doğru. Natsuhi-san yalan söylemiyor. Bunun sona erdirmeniz gerekmiyor mu...?"""
Ushiromiya Eva,"""Then I want you to explain. How did Father manage to disappear from the room? ...The window was closed tight from the inside. The same was true for the door, right? ","""Then I want you to explain. How did Father manage to disappear from the room? ...The windows were closed tight from the inside. And the door too, remember!""",[=ST],「だから説明してほしいのよ。お父様がどうやって部屋からいなくなったのか。…窓は内側からしっかり閉じられていた。扉も同じよぅ？,「だから説明してほしいのよ。お父様がどうやって部屋からいなくなったのか。…窓は内側からしっかり閉じられていた。扉も同じよぅ？」,"""Тогда я прошу вас объяснить. Как отец мог исчезнуть из комнаты? ...Окно было плотно закрыто изнутри. То же самое верно и для двери, не так ли?""","""Então eu quero que você explique. Como foi que o pai desapareceu do quarto dele? ...As janelas foram fechadas por dentro. E a porta também, lembra?""",「所以我才希望你說明一下啊。說明一下爸是怎麼從房間裡不見的。…窗戶是從裡面牢牢鎖著的。門也是一樣喲？」,「所以我才希望你说明一下啊。说明一下爸是怎么从房间里不见的。…窗户是从里面牢牢锁着的。门也是一样哟？」,"""Allora voglio che lo spiegate. Come ha fatto Papà a scomparire dalla stanza? {n}La finestra era chiusa dall'interno. Lo stesso vale per la porta, giusto?","""Allora voglio che me lo spieghiate. Come ha fatto nostro padre a sparire dalla sua stanza...? La finestra era chiusa dall'interno. Lo stesso vale per la porta, giusto...?""","""O zaman açıklama istiyorum. Babam odadan kaybolmayı nasıl başardı? ...Pencereler içeriden sıkıca kilitlenmişti. Ve unutma, kapı da!"""
Ushiromiya Eva,"...This morning, if you really met with Father, ...then you must explain how Father disappeared from this ""unopenable door"" closed room scenario. If you don't, that'd mean you're lying after all, right?"" ","""......If you really met with Father this morning, ...then you must explain how he disappeared from this ""unopened door"" locked‐room scenario. If you don't, that would mean that you are a liar after all, right?""","......This morning, if you really met with Father, ...then you must explain how Father disappeared from this 'unopened door' closed room scenario. If you don't, that would mean that you are lying after all, right?""",……今朝、夏妃姉さんが間違いなくお父様に会ったというなら、…夏妃姉さんには、“開かぬ扉”の密室から如何にしてお父様が部屋からいなくなったかを説明してもらわなくちゃ。じゃないと、姉さんが嘘つきってことに、やっぱりなっちゃうものねぇ？」,「……今朝、夏妃姉さんが間違いなくお父様に会ったというなら、…夏妃姉さんには、“開かぬ扉”の密室から如何にしてお父様が部屋からいなくなったかを説明してもらわなくちゃ。じゃないと、姉さんが嘘つきってことに、やっぱりなっちゃうものねぇ？」,"""......Этим утром, если ты и вправду встречалась с отцом... Тогда ты обязана объяснить, как отец смог обойти 'неоткрываемую дверь' в этом сценарии запертой комнаты. Если тебе этого не удастся, значит, ты всё‐таки лжёшь, верно?""","""......Se você se encontrou mesmo com o pai esta manhã, ...então você deve explicar como ele desapareceu por essa ""porta fechada"", neste cenário de quarto fechado. Se não consegue, isso significa que você está mentindo, não está?""",「……夏妃姐姐你要說今天早上肯定見過爸的話，…那夏妃姐姐可得為我們說明下，爸是如何從“沒有開過門”的密室裡消失的才行。要不然，就說明姐姐果然是在撒謊了哦？」,「……夏妃姐姐你要说今天早上肯定见过爸的话，…那夏妃姐姐可得为我们说明下，爸是如何从“没有开过门”的密室里消失的才行。要不然，就说明姐姐果然是在撒谎了哦？」,"... Questa mattina, se tu davvero hai incontrato Papà... allora devi spiegare come ha fatto a sparire da questa stanza chiusa con una ‘porta non aperta’. Se non ci riesci, significa che dopotutto stai mentendo, giusto?""","""Natsuhi-san, se stamattina hai davvero incontrato nostro padre... allora devi spiegare come ha fatto a sparire dalla sua stanza, una camera chiusa con {i:una porta impossibile da aprire}. Se non ci riesci, significa che dopotutto stavi mentendo, giusto?""","""......Eğer bu sabah gerçekten babamla konuştuysan, ...Natsuhi nee-san, o zaman onun bu ""açılmamış kapı"" kilitli oda senaryosundan nasıl kaybolduğunu açıklamalısın. Eğer açıklamazsan, bu senin bir yalancı olduğun anlamına gelmez mi?"""
Ushiromiya Natsuhi,"""How far do you plan to mock me...?!!!"" ","""How far do you plan to mock me......?!!!""","""How far do you plan to mock me......!!!?""",「貴方という人はどこまで私を愚弄すればッ……！！！」,[=JP],"""Сколько ты собираешься надо мной издеваться?!!......""","""O quanto você pretende debochar de mim......?!!!""",「你這人，究竟要愚弄我到什麼地步……！！！」,「你这人，究竟要愚弄我到什么地步……！！！」,"""Per quanto ancora pensi di deridermi...!!!?""","""Per quanto ancora hai intenzione di deridermi...?!!!""","""Benimle daha ne kadar alay etmeyi planlıyorsun......?!!!"""
Ushiromiya Eva,"""If you want to argue back, go ahead!! That's right, try explaining it right here, right now. If you do, I'll apologize for suspecting you. How did Father manage to get out from that closed room?!!"" ","""If you want to argue back, go ahead!! That's right, try explaining it right here, right now. After that, I can apologize to you for doubting you. How did Father manage to get out from that locked room?!!""","""If you want to argue back, go ahead!! That's right, try explaining it right here, right now. After that, I can apologize to you for doubting you. How did Father manage to get out from that closed room!!?""",「反論したいなら、ぜひしなさいな？！　そうね、今すぐこの場で釈明をしてみなさい？　そうしたら、貴方を疑ったことを謝ってあげてもいいわ。あの書斎の密室から、お父様は如何にして抜け出したのか！！」,[=JP],"""Если хочешь возразить, давай!!! Правильно, попробуй объяснить мне это прямо здесь, прямо сейчас. После этого я смогу извиниться перед тобой. Как отец смог выбраться из этой закрытой комнаты?!!""","""Se quer argumentar, vá em frente!! Isso mesmo, tente explicar isso aqui e agora. Depois disso, eu posso me desculpar por duvidar de você. Como o pai saiu daquele quarto fechado?!""",「若是想反駁，那就請啊？！來呀，你就現場給我們解釋清楚如何啊？你要是這麼做了，我可以為懷疑了你而道歉哦。爸是怎麼從書房的密室裡出來的！！」,「若是想反驳，那就请啊？！来呀，你就现场给我们解释清楚如何啊？你要是这么做了，我可以为怀疑了你而道歉哦。爸是怎么从书房的密室里出来的！！」,"""Se vuoi controbattere, prosegui pure!! Esatto, prova a spiegarlo qui, ora. {n}E dopo, potrò chiederti scusa per aver dubitato di te. Come ha fatto Papà a riuscire a fuggire da quella stanza chiusa!!?""","""Se vuoi controbattere, fai pure!! Già, prova a spiegarti, qui e ora. Se lo farai, mi scuserò per aver sospettato di te. Come è riuscito nostro padre a svignarsela da una camera chiusa come il suo studio?!!""","""Tartışmak istiyorsan, devam et!! Doğru, hemen şimdi burada açıklamayı dene. Ondan sonra, senden şüphe ettiğim için özür dileyebilirim. Babam o kilitli odadan çıkmayı nasıl başardı?!!"""
Ushiromiya Natsuhi,"""I cannot explain, and there's no need for me to do so!!"" ","""I can't explain that, and I don't need to!!""","""I can't explain that so it's unnecessary!!""",「そんなこと、説明もできませんし、不要です！！」,[=JP],"""Я не могу объяснить этого, так что это не нужно!""","""Eu não consigo explicar e também não preciso!!""",「這種事無法說明，而且無需說明！！」,「这种事无法说明，而且无需说明！！」,"""Non posso spiegarlo per cui non è necessario!!""","""Non posso spiegarlo, e non ho neanche bisogno di farlo!!""","""Bunu açıklayamam, açıklamama gerek de yok!!"""
Ushiromiya Eva,"""Really? Then let me explain it. Let's take the best parts from my perspective and yours and come up with a more friendly explanation! ...I'll believe what you said about Father still being in his room this morning. ","""Really? Then let me explain it! We'll take the best parts from my perspective and yours, and come up with a more friendly explanation! ......I'll believe that, like you said, Father was still in his room this morning.""","""Really? Then let me explain it. We'll take the best parts from my perspective and yours, and come up with a more friendly explanation! ......I'll believe that, like you said, Father was still in his room this morning.",「そう？　なら私が説明してあげるわよぅ？　私の立場も姉さんの立場もいいとこどりの、とても仲良しな説明なんだから！　……姉さんの言う、今朝の時点でお父様が在室していたことを信じてあげるわよ。,「そう？　なら私が説明してあげるわよぅ？　私の立場も姉さんの立場もいいとこどりの、とても仲良しな説明なんだから！　……姉さんの言う、今朝の時点でお父様が在室していたことを信じてあげるわよ」,"""Вот как? Тогда позволь мне это объяснить. Мы возьмём лучшие части из моего и твоего видения сложившейся ситуации и придём к наиболее дружественному объяснению! ......Я поверю твоим словам о том, что этим утром отец всё ещё находился в своей комнате.""","""Mesmo? Então me deixe explicar isso! Vamos pegar as melhores partes, da minha perspectiva e da sua, e fazer uma explicação mais amigável! ......Eu vou acreditar nisso, assim como você disse, o pai estava em seu estúdio essa manhã.""",「是嗎？那麼我就來為你說明一下嘍？這可是對我的立場和姐姐的立場都好的，非常相親相愛的說明呢！……姐姐你說“今天早上的時候爸在房間裡”，這我信了。」,「是吗？那么我就来为你说明一下喽？这可是对我的立场和姐姐的立场都好的，非常相亲相爱的说明呢！……姐姐你说“今天早上的时候爸在房间里”，这我信了。」,"""Davvero? Allora lascia che lo spieghi io. Prenderemo le parti migliori dalla mia e dalla tua prospettiva, e ne usciremo con una spiegazione più amichevole! ... Crederò che, come hai detto, Papà fosse ancora nella sua stanza questa mattina.","""Davvero? Allora lascia che lo spieghi io, va bene? Prenderemo le parti migliori della mia e della tua versione, e ne usciremo con una spiegazione più favorevole per entrambe...! Crederò al fatto che questa mattina nostro padre fosse ancora nella sua stanza, come tu hai detto.""","""Gerçekten mi? O zaman ben açıklayayım! Benim ve senin bakış açımızdan en iyi kısımları alıp daha dostane bir açıklama bulacağız! ......Dediğin gibi, babamın bu sabah hala odasında olduğuna inanacağım."""
Ushiromiya Eva,"However, the next time the door was opened, Father wasn't there. You don't have any objections so far, right?"" ","""But the next time the door was opened, Father wasn't there. You don't have any objections so far, right?"""," However, the next time the door was opened, Father wasn't there. You don't have any objections so far, right?""",でも、次に扉が開かれた時にお父様はいなかった。ここまでは異存ないわよねぇ？」,「でも、次に扉が開かれた時にお父様はいなかった。ここまでは異存ないわよねぇ？」,"""Однако, когда дверь была открыта в следующий раз, отца там не было. У тебя пока нет возражений, верно?""","""Mas, quando você abriu a porta na segunda vez, o pai não estava mais lá. Você não tem nenhuma objeção quanto a isso, certo?""",「但是，之後再把門打開的時候爸卻不見了。到這兒為止沒有異議吧？」,「但是，之后再把门打开的时候爸却不见了。到这儿为止没有异议吧？」,"Tuttavia, la volta seguente quando fu aperta la porta, lui non era lì. Per ora non hai alcuna obiezione, giusto?""","""Ma la volta seguente, quando è stata aperta la porta, lui non era lì. Per ora non hai nessuna obiezione, giusto?""","""Ama bir sonraki sefer kapı açıldığında Babam orada değildi. Buraya kadar herhangi bir itirazın var mı?"""
Ushiromiya Natsuhi,"""I have no desire to hear anything more you have to say!! Shut your frivolous mouth!!"" ","""I have no desire to listen to anything more you have to say!! Shut your frivolous mouth!!""",[=UP],「貴方の言うことにこれ以上、耳を傾ける気はありませんッ！！　その軽薄な口を噤みなさい！！」,「貴方の言うことにこれ以上、耳を傾ける気はありませんッ！！　その軽薄な口を慎みなさい！！」,"""Я больше не желаю слышать ничего, что ты хочешь сказать!!! Заткни свой глупый рот!!!""","""Eu não desejo ouvir mais nada do que você tem a dizer!! Cale essa sua boca frívola!!""",「你說的話，我不會再聽了！！閉上你輕薄的嘴！！」,「你说的话，我不会再听了！！闭上你轻薄的嘴！！」,"""Non ho voglia di ascoltare niente di ciò che hai da dire!! Chiudi quella tua frivola boccaccia!!""","""Non ho intenzione di prestare ancora ascolto a ciò che hai da dire!!{n}Chiudi quella bocca bugiarda che ti ritrovi!!""","""Söyleyeceğin başka hiçbir şeyi dinlemek istemiyorum!! Kapa şu anlamsız çeneni!!"""
Ushiromiya Eva,"""My reasoning goes like this, okay? I can confirm that on both occasions, you were the only one to go through that door. And the receipt proves it! So, what's the answer to the puzzle of how Father left the room? ","""My reasoning goes like this, alright? I verified on both occasions that you were the only one to go through that door. And the receipt is proof of that! So what is the answer to the puzzle of how Father was sent out of the room regardless?""","""My reasoning goes like this, alright? Both times, I checked and made sure that you were the only one to go through that door. And the receipt is proof of that! And yet despite that, what is the answer to the puzzle of how Father was sent out of the room? ",「私の推理はこうよ？　扉から姉さんしか出入りしていないことは、私が２回確認している。そしてレシートもそれを立証している！　にも関わらずお父様を部屋から出すパズルの答えは？,「私の推理はこうよ？　扉から姉さんしか出入りしていないことは、私が２回確認している。そしてレシートもそれを立証している！　にも関わらずお父様を部屋から出すパズルの答えは？」,"""Мои рассуждения выглядят следующим образом. Оба раза я проверила и убедилась, что ты была единственной, кто проходил через ту дверь. Доказательством тому служит чек! И всё же, несмотря на это, каков же ответ на загадку, как отец покинул комнату?""","""Meu raciocínio vai ser assim, certo? Eu verifiquei que em ambas as ocasiões você foi a única que passou por aquela porta. E o recibo é a prova disso! Então qual é a resposta para esse quebra‐cabeça, de como o pai foi posto para fora do quarto?""",「我的推理是這樣的喲？從門進出的只有姐姐，這我兩回都有確認。並且這張收據就是證據！然而爸卻還是從房間裡出去了，這個謎的答案是什麼呢？」,「我的推理是这样的哟？从门进出的只有姐姐，这我两回都有确认。并且这张收据就是证据！然而爸却还是从房间里出去了，这个谜的答案是什么呢？」,"""Il mio ragionamento continua così, ok? Entrambe le volte, ho controllato e mi sono assicurata che tu fossi l'unica ad andare attraverso la porta. E questo scontrino ne è la prova! E perciò, qual è la risposta all'enigma di come Papà sia stato mandato fuori dalla stanza?","""Questo è il mio ragionamento, ok? Ho controllato entrambe le volte che tu fossi l'unica ad entrare e uscire. E lo scontrino ne è la dimostrazione! Perciò, qual è la risposta all'enigma su come nostro padre abbia lasciato la sua stanza, nonostante tutto?""","""Mantığım şöyle işliyor. Her iki seferde de o kapıdan geçen tek kişinin sen olduğunu doğruladım. Ve fiş de bunun kanıtı! Peki Babamın odadan nasıl çıktığı bilmecesinin cevabı ne?"""
Ushiromiya Eva,"The window! He was sent out the window. ...Natsuhi nee-san, you threw Father out of the third story window of the study into the courtyard!!!"" ","""The window! He was sent out the window. ......Natsuhi nee‐san, you pushed Father out of the third‐story window of the study into the courtyard!!!""","The window! He was sent out the window. ......Natsuhi nee-san, you threw Father out of the third story window of the study into the courtyard!!!""",窓よ！　窓から出したのよ。……夏妃姉さんはお父様を、３階の書斎の窓から中庭に突き落としたのよッ！！！」,「窓よ！　窓から出したのよ。……夏妃姉さんはお父様を、３階の書斎の窓から中庭に突き落としたのよッ！！！」,"""Окно! Именно через окно. ......Нацухи нээ‐сан, ты выбросила отца из окна кабинета на третьем этаже во внутренний двор!!!""","""A janela! Ele foi jogado pela janela. ......Natsuhi nee‐san, você empurrou o pai da janela do terceiro andar e ele caiu no jardim!!!""",「就是窗戶啊！是從窗戶出去的。……夏妃姐姐從三樓書房的窗戶，把爸推落到了里院！！！」,「就是窗户啊！是从窗户出去的。……夏妃姐姐从三楼书房的窗户，把爸推落到了里院！！！」,"La finestra! È stato mandato fuori dalla finestra. ... Natsuhi Nee-san, tu hai gettato Papà fuori dalla finestra dello studio del secondo piano giù nel cortile!!!""","""La finestra! È uscito dalla finestra... Natsuhi-san, tu hai gettato nostro padre giù nel cortile, dalla finestra del suo studio al secondo piano!!!""","""Pencere! Pencereden dışarı çıktı. ......Natsuhi nee-san, Babamı çalışma odasının üçüncü kat penceresinden avluya ittin!!!"""
Ushiromiya Natsuhi,"""Y——YOUUUUUUUUUUUUU!!!"" ","""YOU....VICIOUS MALCONTENT!!!!!!!!!!!!""","""Y----, YOUUUUUUUUUUUUU!!!""",「おおっぉおぉお、おのれぇええええぇえぇッ！！！」,[=JP],"""АХ, ТЫ‐Ы‐Ы‐Ы‐Ы‐Ы!!!""","""AAAAH......SUA DESGRAÇAAAADAAAAAAA!!!!!!!!!!!!""",「你…你你…你你，你這個…這個…混帳！！！」,「你…你你…你你，你这个…这个…混帐！！！」,"""T-T-TUUUUUUUUUUUUU!!!""","""M-M-M-M-MALEDETTAAAAAA!!!""","""....S—SENİİİİİİİİİİİİİİİİ!!!"""
Kanon,"""Madam, please, endure it...!!"" ","""Madam, please, endure it...!!""",[=UP],「奥様、堪えてください…！！」,[=JP],"""Мадам, умоляю, потерпите!..""","""Madame, por favor, aguente...!!""",「太太，請忍耐…！！」,「太太，请忍耐…！！」,"""Madame, per favore, sopporti...!!""","""Madame, per favore, si dia un contegno...!!""","""Madam, lütfen sakin kalın...!!!"""
Kumasawa Chiyo,"""Eva-sama, ...please stop this...!!"" ","""Eva‐sama... Please stop this.....!!""","""Eva-sama..., please stop this...!!""",「絵羽さま…、どうかお止め下さいませ……！！」,[=JP],"""Ева‐сама... пожалуйста, прекратите!..""","""Eva‐sama... Por favor, pare com isso.....!!""",「繪羽夫人…，請不要再說了……！！」,「绘羽夫人…，请不要再说了……！！」,"""Eva-sama... per favore, la smetta...!!""","""Signora Eva... per favore, la smetta...!!""","""Eva-sama... Lütfen buna son verin.....!!"""
Ushiromiya Eva,"""After that, when you left and said you were going to check the doors and windows, you took Father's corpse, which had fallen in the courtyard, and hid it! That was probably when you took some measures to fake the time of death, right?!"" ","""Father died from the fall into the courtyard, and when you left saying you were going to check the doors and windows, you went and hid the corpse somewhere! That was probably when you took some measures to fake the time of death, right?!""","""After that, when you left and said you were going to check the doors and windows, you took Father's corpse, which had fallen in the courtyard, and hid it! That was probably when you took some measures to fake the time of death, right?!""",「その後、中庭に転落して死んだお父様の遺体は、夏妃姉さんが屋敷内の戸締りを確認すると言って出て行った時にどこかへ隠したのよぅ！多分、その時に、死亡時刻を偽る工作もしたんでしょうねぇ？！」,「その後、中庭に転落して死んだお父様の遺体は、夏妃姉さんが屋敷内の戸締りを確認すると言って出て行った時にどこかへ隠したのよぅ！　多分、その時に、死亡時刻を偽る工作もしたんでしょうねぇ？！」,"""После того, когда ты ушла и сказала, что собираешься проверить окна и двери, ты взяла труп отца, который упал во внутренний двор и спрятала его! Тогда ты, наверное, приняла некие меры, чтобы исказить время смерти, так?!""","""O pai morreu quando caiu no jardim, e quando você saiu dizendo que iria checar portas e janelas, você foi lá e escondeu o corpo em algum lugar! Isso é porque você provavelmente deu um jeito de falsificar a hora das mortes, não foi?!""",「之後，至於摔死在里院中的爸的遺體，是夏妃姐姐說要檢查大屋內門窗的鎖，從客廳出去的時候，趁機把它藏起來了！恐怕，那時也做了偽裝死亡時間的手腳吧？！」,「之后，至于摔死在里院中的爸的遗体，是夏妃姐姐说要检查大屋内门窗的锁，从客厅出去的时候，趁机把它藏起来了！恐怕，那时也做了伪装死亡时间的手脚吧？！」,"""Dopo di che, quando te ne sei andata e hai detto che stavi andando a controllare porte e finestre, hai preso il cadavere di Papà, che era caduto nel cortile, e l'hai nascosto! Probabilmente è stato in quel momento che hai adottato alcune misure per falsare il tempo del decesso, giusto?!""","""Dopodiché, quando te ne sei andata, dicendo di controllare porte e finestre,{n}hai nascosto il cadavere di nostro padre, morto perché tu lo hai lanciato nel cortile! Probabilmente è stato in quegli attimi che hai agito per falsare l'ora del decesso, giusto?!""","""Babam avluya düşerek öldü, ve sen de kapı ve pencereleri kontrol edeceğini söyleyerek ayrıldıktan sonra gidip cesedi bir yere sakladın! Muhtemelen o sırada ölüm zamanını saptırmak için bazı önlemler aldın, değil mi?!"""
Ushiromiya Hideyoshi,"""...This ties in with the case regardin' Krauss nii-san and the rest, and also the case regardin' {f:5:Beatrice} last night! There's a really good chance we've got reason to suspect Natsuhi-san in all those cases... Normally, I wouldn't want to say this. ","""......This all ties in with the case regardin' Krauss nii‐san and the rest, and also the case regardin' {f:5:Beatrice} last night! There's an extremely good chance that Natsuhi‐san is suspicious in those cases... Normally, I wouldn't want to say this.""","""......This ties in with the case regardin' Krauss nii-san and the rest, and also the case regardin' Beatrice last night! There's an extremely good chance that Natsuhi-san is suspicious in those cases... Normally, I wouldn't want to say this. ",「……蔵臼兄さんたちの事件も、さらに昨夜のベアトリーチェの事件もひっくるめて！　夏妃さんが怪しい可能性が非常に高いっちゅうことだ…。本当ならこんなこと言いたくはない。,「……蔵臼兄さんたちの事件も、さらに昨夜のベアトリーチェの事件もひっくるめて！　夏妃さんが怪しい可能性が非常に高いっちゅうことだ…。本当ならこんなこと言いたくはない」,"""......Это увязывается со случаем, касающимся Краусса нии‐сана и остальных, а также со случаем, касающимся {f:5:Беатриче} прошлой ночью! Крайне велика вероятность, что Нацухи‐сан подозрительна в этих случаях... В обычной ситуации я бы не захотел этого говорить...""","""......Isso tudo se relaciona com o caso do Krauss nii‐san e o resto, e também diz respeito à {f:5:Beatrice} ontem à noite! Há uma chance extremamente alta de que a Natsuhi‐san seja suspeita de ambos os casos... Normalmente, eu não diria isso.""",「……包括藏臼哥他們的事件，還有昨晚貝阿朵莉切的事件！夏妃姐都是非常可疑的吶…。說真的俺也不想說這種話。」,「……包括藏臼哥他们的事件，还有昨晚贝阿朵莉切的事件！夏妃姐都是非常可疑的呐…。说真的俺也不想说这种话。」,"""... Questo si collega al caso che riguarda Krauss nii-san e gli altri, e anche il caso della scorsa notte riguardante Beatrice! C'è una possibilità estremamente alta che Natsuhi-san sia sospetta in quei casi... normalmente, non vorrei dirlo.","""...Questo si collega al caso che riguarda Klaus-san e gli altri, e anche al caso di {f:5:Beatrice} della notte scorsa! C'è una buona probabilità che ci sia da sospettare di Natsuhi-san... Non direi mai cose simili se non fosse così...""","""......Tüm bunlar Krauss nii-san ve diğerleriyle ilgili davayla ve ayrıca dün gece {f:5:Beatrice}'le olan davayla bağlantılı! Natsuhi-san'ın bu vakalarda şüpheli olma ihtimali çok yüksek... Normalde bunu söylemek istemezdim."""
