Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"......Wait, that isn't just a feeling.{n}...I really am teasing the girl I like.","......No, he wasn't just imagining it. ...He really was teasing the girl he liked. ","......No, he didn't just feel like he was doing it....He really was teasing the girl he liked.", ……いや、それは適当な言い方ではないか。 …だって、好きな子にイタズラをしている、そのものなのだから。,……いや、それは適当な言い方ではないか。{n}…だって、好きな子にイタズラをしている、そのものなのだから。,"......Нет, ему не казалось, что он это делает.{n}...Он действительно подтрунивал над девушкой, которую любил.","......Espere, isso não é apenas uma sensação.{n}...Eu realmente estou provocando a garota que eu gosto.",……不对，我这不就是在为自己辩解嘛？{n}毕竟，我确实是在戏弄着自己心仪之人啊。,……不對，我這不就是在為自己辯解嘛？{n}畢竟，我確實是在戲弄著自己心儀之人啊。,"... No, non si sentiva semplicemente come se lo stesse facendo. ... Stava davvero stuzzicando la ragazza che gli piaceva.","No, forse era un'espressione inadatta...{n}Dopotutto, stava davvero stuzzicando la ragazza che gli piaceva.","... No, no es solo un sentimiento...{n}... De verdad estoy burlándome de la chica que me gusta.",......ﻣﻬﻼ، ﻫﺬﺍ ﻟﻴﺲ ﻣﺠﺮﺩ ﺷﻌﻮﺭ.{n}...ﺃﻧﺎ ﺣﻘﺎ ﺃﻣﺎﺯﺡ ﻓﺘﺎﺓ ﺃﻫﻮﺍﻫﺎ.,"......Wait, that isn't just a feeling.{n}...I really am teasing the girl I like.","......Wait, that isn't just a feeling.{n}...I really am teasing the girl I like.","......Bekle, bu sadece bir his değil.{n}...Sevdiğim kızla gerçekten dalga geçiyorum."
,"It pains me to admit it, ......but I used to think that such embarrassing expressions had fallen so far out of use they no longer showed up even in manga.","Before now, ......he wouldn't have expected to hear a line like that anywhere these days, not even in a manga or something. "," Nevertheless, ......he had thought that such embarrassing expressions wouldn't even show up in manga these days.", こう言っては何だが、……かつてはこんな恥ずかしい言い回しは、今時、漫画の中にも出てこないと思ってた。,こう言っては何だが、……かつてはこんな恥ずかしい言い回しは、今時、漫画の中にも出てこないと思ってた。,"Тем не менее при взгляде на Шаннон он не мог отделаться от мысли, что такого выражения смущения сегодня не встретишь даже в манге.","É doloroso admitir isso, ......porém, eu costumava pensar que essas expressões envergonhadas estavam tão fora de moda que não apareciam mais nem mesmo em mangás.",虽然这话说出来挺怪的，……但我之前认为此等肉麻的对白，就连在现如今的漫画中，都是不会再出现的。,雖然這話說出來挺怪的，……但我之前認為此等肉麻的對白，就連在現如今的漫畫中，都是不會再出現的。,Ciononostante... aveva pensato che delle espressioni così imbarazzanti non si sarebbero viste neanche nei manga in questi tempi.,"Detestava ammetterlo, ma... un tempo aveva pensato che frasi così smielate di questi tempi non apparissero neanche nei manga.",Me duele admitirlo... pero solía pensar que tales expresiones vergonzosas eran tan anticuadas que ya no aparecían ni siquiera en el manga.,ﻳﺆﻟﻤﻨﻲ ﺍﻻﻋﺘﺮﺍﻑ، ......ﻟﻜﻨﻲ ﻇﻨﻨﺖ ﻫﺬﻩ ﺍﻟﺘﻌﺎﺑﻴﺮ ﺍﻟﻤﺤﺮﺟﺔ ﻓﺎﺕ ﺃﻭﺍﻧﻬﺎ ﺣﺘﻰ ﻟﻢ ﺗﻌﺪ ﺗﻈﻬﺮ ﻓﻲ ﺍﻟﻤﺎﻧﻐﺎ.,"It pains me to admit it, ......but I used to think that such embarrassing expressions had fallen so far out of use they no longer showed up even in manga.","It pains me to admit it, ......but I used to think that such embarrassing expressions had fallen so far out of use they no longer showed up even in manga.","Bunu itiraf etmek bana acı veriyor, ......ama eskiden bu tür utanç verici sözlerin artık mangalarda bile görülmeyecek kadar demode olduğunu düşünürdüm."
,"On the contrary, if I'd seen a couple acting like that, I'd have felt like throwing rocks at them.","In fact, if he'd seen another couple acting like this, his first instinct would be to start throwing rocks at them. "," On the contrary, if he had seen another couple acting like that, he'd feel like throwing rocks at them.", それどころか、こんなことを口にするカップルがいたら、石を投げてやりたいとすら思ってた。,それどころか、こんなことを口にするカップルがいたら、石を投げてやりたいとすら思ってた。,"Более того, если бы ему случилось увидеть пару, ведущую себя подобным образом, ему бы, наверное, захотелось запустить в них камнем.","Se fosse o contrário, se eu visse um casal agindo assim, eu teria vontade de atirar pedras neles.",岂止如此，若真有会说出此等对白的情侣存在，我甚至想朝他们扔石块。,豈止如此，若真有會說出此等對白的情侶存在，我甚至想朝他們扔石塊。,"Al contrario, se avesse visto un'altra coppia comportarsi così, gli sarebbe venuta voglia di tirar loro sassi.","Al contrario, se avesse visto un'altra coppia dire cose del genere, avrebbe persino considerato di lanciare dei sassi contro di loro.","Por el contrario, si hubiera visto a una pareja actuar así, me habrían dado ganas de lanzarles piedras.",ﻋﻠﻰ ﺍﻟﻨﻘﻴﺾ، ﻟﻮ ﺭﺃﻳﺖ ﻋﺎﺷﻘﻴﻦ ﻳﻔﻌﻼﻥ ﻛﻬﺬﺍ، ﻟﻮﺩﺩﺕ ﺭﻣﻴﻬﻤﺎ ﺑﺤﺠﺎﺭﺓ.,"On the contrary, if I'd seen a couple acting like that, I'd have felt like throwing rocks at them.","On the contrary, if I'd seen a couple acting like that, I'd have felt like throwing rocks at them.","Aksine, böyle davranan bir çift görseydim onlara taş fırlatmak isterdim."
,"However, even if rocks were thrown at us now, I'm sure they would be just like confetti celebrating us.","But even if someone were to start throwing rocks at us now, I'm sure they'd be no different than confetti celebrating our relationship. "," However, even if rocks were thrown at us now, I'm sure they would be just like confetti celebrating us.", しかし、今の僕たちには、たとえ石が投げつけられたとしても、祝福の紙ふぶきと同じになってしまうに違いない。,しかし、今の僕たちには、たとえ石が投げつけられたとしても、祝福の紙ふぶきと同じになってしまうに違いない。,"Но даже если бы в нас сейчас полетели камни, я уверен, что они были бы подобны конфетти, выпущенными в нашу честь.","Entretanto, mesmo se pedras fossem atiradas em nós neste momento, eu tenho certeza de que seriam apenas como confetes nos celebrando.",然而对现在的我们来说，就算是被别人扔石块，我们也无疑会将之当成祝福的五彩纸屑。,然而對現在的我們來說，就算是被別人扔石塊，我們也無疑會將之當成祝福的五彩紙屑。,"Tuttavia, anche se le pietre fossero tirate a noi ora, sono sicuro che sarebbero come dei coriandoli per celebrarci.","Ma adesso, anche se ci avessero scagliato pietre addosso, sono sicuro che per noi sarebbero state come dei coriandoli di festeggiamento.","Sin embargo, aun si a nosotros nos lanzaran piedras, estoy seguro de que serían como confeti para celebrarnos.",ﺃﻣﺎ ﺍﻵﻥ، ﻓﺤﺘﻰ ﻟﻮ ﺭﻣﻴﺖ ﻋﻠﻴﻨﺎ ﺍﻟﺤﺠﺎﺭﺓ ﻟﺤﺴﺒﻨﺎﻫﺎ ﻗﺼﺎﺻﺎﺕ ﻣﻠﻮﻧﺔ ﺗﺤﺘﻔﻞ ﺑﻨﺎ.,"However, even if rocks were thrown at us now, I'm sure they would be just like confetti celebrating us.","However, even if rocks were thrown at us now, I'm sure they would be just like confetti celebrating us.","Ancak, şimdi bize taş atılsa bile, eminim bizi kutlayan konfetiler gibi olurlardı."
,"Now, I can't even remember those lonely days...when I felt jealous of couples who were completely oblivious to their surroundings.","Now, I can't even remember those lonely days... when I felt jealous of couples who were completely oblivious to their surroundings. "," Now, I can't even remember those lonely days... when I felt jealous of couples who were completely oblivious to their surroundings.", カップルというやつが、ＴＰＯを弁えずにベタベタとしていることを僻んだ寂しい日々は、今では思い出すこともできない。,カップルというやつが、ＴＰＯを弁えずにベタベタとしていることを僻んだ寂しい日々は、今では思い出すこともできない。,"Теперь я даже не могу вспомнить те одинокие дни, когда я завидовал парам, для которых не существовало мира вокруг них.","Agora, eu não consigo nem mesmo me lembrar daqueles dias solitários...quando eu sentia inveja dos casais que estavam completamente inconscientes do que acontecia à sua volta.",如今的我，已经幸福到根本不会想起，那段曾经对不分时间、地点、场合地粘在一起的情侣，仍抱有偏见的寂寞时日。,如今的我，已經幸福到根本不會想起，那段曾經對不分時間、地點、場合地粘在一起的情侶，仍抱有偏見的寂寞時日。,"Ora, non riesco nemmeno a ricordare quei giorni solitari... quando mi sentivo geloso delle coppiette totalmente incuranti di ciò che avevano attorno.","In quel momento non riuscivo nemmeno a ricordare quei giorni solitari, in cui mi sentivo geloso delle coppiette innamorate totalmente noncuranti di ciò che avveniva attorno a loro.","En este momento, ni siquiera puedo recordar aquellos días de soledad... cuando sentía celos de las parejas que eran completamente ajenas a su entorno.",ﻻ ﺃﺳﺘﻄﻴﻊ ﺣﺘﻰ ﺗﺬﻛﺮ ﺃﻳﺎﻡ ﺍﻟﻮﺣﺪﺓ ﺗﻠﻚ...ﺣﻴﻦ ﻛﺎﻥ ﺍﻟﻌﺸﺎﻕ ﺍﻟﻐﺎﻓﻠﻮﻥ ﻋﻦ ﻣﺤﻴﻄﻬﻢ ﻳﺜﻴﺮﻭﻥ ﻏﻴﻈﻲ.,"Now, I can't even remember those lonely days...when I felt jealous of couples who were completely oblivious to their surroundings.","Now, I can't even remember those lonely days...when I felt jealous of couples who were completely oblivious to their surroundings.","Şimdi, etraflarından bihaber olan çiftleri...kıskandığım o yalnız günlerimi hatırlayamıyorum bile."
,"To use an old‐fashioned phrase, these would be truly rose‐colored days...","To use an old-fashioned phrase, these really are rose-colored days I'm living in... "," To use an old-fashioned phrase, these would be rose-colored days....", 古風な言い方で喩えるなら、これこそまさに薔薇色の日々…。,古風な言い方で喩えるなら、これこそまさに薔薇色の日々…。,"Как будто, выражаясь книжным языком, ""дни слились в волшебную, чарующую сказку"".","Para usar uma frase fora de moda, estes seriam dias realmente cor de rosa...",用古老一点的说法来比喻的话，这正可谓玫瑰色的每一天啊…。,用古老一點的說法來比喻的話，這正可謂玫瑰色的每一天啊…。,"Per usare una frase vecchio stile, questi sono i giorni color di rosa...","Per usare una frase all'antica, quelli erano proprio dei giorni rosei...","Diciéndolo de una manera anticuada, estos serían verdaderamente días de color de rosas...",ﺑﻌﺒﺎﺭﺓ ﻋﺘﻴﻘﺔ، ﺃﻋﻴﺶ ﺃﻳﺎﻡ ﺍﻟﻮﺭﺩ...,"To use an old‐fashioned phrase, these would be truly rose‐colored days...","To use an old‐fashioned phrase, these would be truly rose‐colored days...","Eski moda bir deyim kullanmak gerekirse, bunlar gerçekten pembe renkli günler olurdu..."
,I was so entranced that I no longer even noticed the big tank of the world's largest aquarium.,I'm so entranced that I barely notice that massive tank in the world's largest aquarium anymore. ," I'm so entranced that I don't even notice the big tank of the world's largest aquarium.", 文字通りデレデレする僕の眼中に、世界最大の水族館の大水槽はもはや映らない。,文字通りデレデレする僕の眼中に、世界最大の水族館の大水槽はもはや映らない。,"Я настолько очарован, что даже не замечаю огромный резервуар крупнейшего в мире океанариума.",Eu estava em um transe tão intenso que nem mesmo conseguia perceber o tanque no maior aquário do mundo.,在如字面意思般“心驰神迷”的我的眼中，早已没有了这个世界最大水族馆的大水槽。,在如字面意思般“心馳神迷”的我的眼中，早已沒有了這個世界最大水族館的大水槽。,Sono così rapito che non mi accorgo nemmeno della grande vasca dell'acquario più grande del mondo.,"La vasca dell'acquario più grande del mondo era ormai svanita ai miei occhi, rimasti letteralmente stregati.",Estaba tan fascinado que ya ni siquiera le prestaba atención al tanque del acuario más grande del mundo.,ﺳﺤﺮﺕ ﺣﺘﻰ ﺷﺮﺩﺕ ﻋﻦ ﺍﻟﺤﻮﺽ ﺍﻟﻌﻈﻴﻢ، ﻓﻲ ﺃﺿﺨﻢ ﺣﻮﺽ ﺳﻤﻚ ﻓﻲ ﺍﻟﻌﺎﻟﻢ.,I was so entranced that I no longer even noticed the big tank of the world's largest aquarium.,I was so entranced that I no longer even noticed the big tank of the world's largest aquarium.,O kadar büyülenmiştim ki artık dünyanın en büyük akvaryumunun büyük tankını fark etmiyordum bile.
,"Instead, I saw only Shannon happily playing with the fish, all her changing emotions showing on her face.","Instead, all I see are the expressions flitting across Shannon's face as she plays with the fish. "," Instead, I see Shannon rejoicing and playing with the fish.", 紗音が魚たちと戯れて一喜一憂する姿を映し続けるのみだ。,紗音が魚たちと戯れて一喜一憂する姿を映し続けるのみだ。,"Всё, что я вижу — лишь радостную Шаннон, забавляющуюся с рыбой.","Em vez disso, eu só via a Shannon, brincando alegremente com os peixes, e todas as suas emoções cambiantes estampadas em seu rosto.",眼里只是一直映着与鱼儿们嬉戏，忽喜忽忧的纱音而已。,眼裡只是一直映著與魚兒們嬉戲，忽喜忽憂的紗音而已。,"Invece, vedo Shannon gioire e giocare con i pesci.","Riuscivano solo a vedere la figura di Shannon, che passava dalla gioia allo spavento mentre giocava coi pesci.","En su lugar, me quedé contemplando a Shannon, quien estaba jugando felizmente con los peces, y su rostro lleno de emociones.",ﺑﺪﻻ ﻣﻦ ﺫﻟﻚ، ﻟﻢ ﺃﺭ ﺳﻮﻯ ﺷﺎﻧﻮﻥ ﺗﻤﺮﺡ ﻣﻊ ﺍﻷﺳﻤﺎﻙ، ﺭﺍﺳﻤﺔ ﻣﺸﺎﻋﺮ ﻣﺘﻨﻮﻋﺔ ﻋﻠﻰ ﻭﺟﻬﻬﺎ.,"Instead, I saw only Shannon happily playing with the fish, all her changing emotions showing on her face.","Instead, I saw only Shannon happily playing with the fish, all her changing emotions showing on her face.",Onun yerine Shannon'un mutlu bir şekilde balıklarla oynarken değişen tüm duygularının yüzüne vurmasını izledim.
Shannon,"""...It's amazing, isn't it......? It's my first time seeing a tank large enough for a whale to swim in.""","""...It's amazing, isn't it......? It's my first time seeing a tank large enough for a whale to swim in."" ","""...It's amazing, isn't it......? It's my first time seeing a tank large enough for a whale to swim in.""",「…すごいですね……。クジラを泳がせることができる大水槽なんて、初めて見ました。」,「…すごいですね……。クジラを泳がせることができる大水槽なんて、初めて見ました」,"""Поразительно, не правда ли?.. Впервые вижу такой огромный резервуар. Тут хватит места даже для кита.""","""...É maravilhoso, não é......? É a minha primeira vez vendo um tanque no qual até mesmo uma baleia pode nadar.""",「…好厉害呀……。能容得下鲸鱼游泳的大水槽，我还是第一次见。」,「…好厲害呀……。能容得下鯨魚游泳的大水槽，我還是第一次見。」,"""... È fantastico, vero...? È la prima volta che vedo una vasca abbastanza grande perché una balena ci possa nuotare dentro.""","""...È fantastico... È la prima volta che vedo una vasca abbastanza grossa da poter farci nuotare una balena.""","""... Es sorprendente, ¿no es así?... Es la primera vez que veo un tanque lo suficientemente grande como para que una ballena nade en él.""","""...ﻣﺬﻫﻞ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ......? ﻟﻢ ﺃﺭ ﻓﻲ ﺣﻴﺎﺗﻲ ﺣﻮﺿﺎ ﺿﺨﻤﺎ ﺗﺴﺒﺢ ﻓﻴﻪ ﺍﻟﺤﻴﺘﺎﻥ.""","""...It's amazing, isn't it......? It's my first time seeing a tank large enough for a whale to swim in.""","""...It's amazing, isn't it......? It's my first time seeing a tank large enough for a whale to swim in.""","""...Bu inanılmaz, değil mi......? İlk defa bir balinanın yüzebileceği kadar büyük bir akvaryum görüyorum."""
Ushiromiya George,"""I heard that this tank is the biggest selling point here. And that it's the biggest in the whole world.""","""I heard this tank is the biggest selling point here. And that it's the biggest in the whole world."" ","""I heard that this tank is the biggest selling point here. And that it's the biggest in the whole world.""",「この大水槽がここの最大のウリだそうだからね。何でも世界で最大なんだそうだよ。」,「この大水槽がここの最大のウリだそうだからね。何でも世界で最大なんだそうだよ」,"""Я слышал, что этот здоровенный аквариум является самым популярным здесь местом. И что он один из самых больших в мире.""","""Ouvi dizer que este tanque é a maior atração deste lugar. E também que é o maior tanque do mundo.""",「毕竟这个大水槽是这里最大的卖点嘛。据说好像还是全世界最大的哦。」,「畢竟這個大水槽是這裡最大的賣點嘛。據說好像還是全世界最大的哦。」,"""Ho sentito che questa vasca è la maggior attrazione qui. E che è la più grande di tutto il pianeta.""","""Ho sentito dire che questa vasca enorme sia la migliore attrazione del posto.{n}E che sia la più grande del mondo.""","""He escuchado que este tanque es la mayor atracción turística aquí. Y que es el más grande de todo el mundo.""","""ﺳﻤﻌﺖ ﺑﺸﺪﺓ ﺭﻭﺍﺝ ﻫﺬﺍ ﺍﻟﺤﻮﺽ ﻟﻠﺰﻭﺍﺭ. ﻭﺃﻧﻪ ﺍﻷﺿﺨﻢ ﻓﻲ ﺍﻟﻌﺎﻟﻢ ﻛﻠﻪ.""","""I heard that this tank is the biggest selling point here. And that it's the biggest in the whole world.""","""I heard that this tank is the biggest selling point here. And that it's the biggest in the whole world.""","""Bu tankın buradaki en büyük satış faktörü olduğunu duydum. Ve tüm dünyadaki en büyük tankmış."""
Shannon,"""Is that so? That's amazing. ......It's really wonderful. It doesn't even look like a tank at all, but rather like they sliced off a part of the sea with a knife and brought it here.""","""Is that so? That's amazing. ......It's really wonderful. It doesn't even look like a tank at all, more like they sliced off a part of the sea with a knife and brought it here."" ","""Is that so? That's amazing. ......It's really wonderful. It doesn't even look like a tank at all, but rather like they sliced off a part of the sea with a knife and brought it here.""",「そうなんですか？　それはすごいですね。……本当に素敵です。水槽じゃなくてまるで、海の一部をナイフですっと切り取ってここに運んできたみたい。」,「そうなんですか？　それはすごいですね。……本当に素敵です。水槽じゃなくてまるで、海の一部をナイフですっと切り取ってここに運んできたみたい」,"""Правда? Ну как тут не поражаться. ......Он действительно замечательный. Складывается впечатление, что перед нами не аквариум, а часть моря, которую отрезали ножом и перенесли сюда.""","""É mesmo? Isso é incrível. ......É realmente maravilhoso. Ele nem parece como um tanque, parece mais que cortaram um pedaço do mar com uma faca e o colocaram aqui.""",「是嘛？好厉害呀。……真的好棒。简直就不像是水槽，而像是用餐刀轻快地切出一块海，运到这里来了似的。」,「是嘛？好厲害呀。……真的好棒。簡直就不像是水槽，而像是用餐刀輕快地切出一塊海，運到這裡來了似的。」,"""Sul serio? È straordinario. ... È davvero bellissimo. Non sembra neanche una vasca, ma quasi come se avessero ritagliato un pezzo di oceano con un coltello e l'avessero portato qui.""","""Sul serio? Straordinario... È una vera meraviglia. Non sembra neanche un acquario, è come se avessero tagliato di netto una fetta di oceano con un coltello, e l'avessero portata qui.""","""¿De verdad? Eso es asombroso... Es realmente maravilloso. Ni siquiera parece el tanque de un acuario, sino más bien como si hubieran cortado una parte del mar con un cuchillo y la hubiesen traído aquí.""","""ﺃﻫﻮ ﻛﺬﻟﻚ? ﻫﺬﺍ ﻣﺬﻫﻞ. ......ﺇﻧﻪ ﻋﺠﻴﺐ ﺣﻘﺎ. ﻟﻴﺲ ﻛﺤﻮﺽ ﺇﻃﻼﻗﺎ، ﻭﻛﺄﻧﻬﻢ ﻗﻄﻌﻮﺍ ﺷﻄﺮﺍ ﻣﻦ ﺍﻟﺒﺤﺮ ﺑﺎﻟﺴﻜﻴﻦ ﻭﺟﻠﺒﻮﻩ.""","""Is that so? That's amazing. ......It's really wonderful. It doesn't even look like a tank at all, but rather like they sliced off a part of the sea with a knife and brought it here.""","""Is that so? That's amazing. ......It's really wonderful. It doesn't even look like a tank at all, but rather like they sliced off a part of the sea with a knife and brought it here.""","""Öyle mi? Bu inanılmaz. ......Gerçekten muhteşem. Tank gibi bile görünmüyor, sanki denizin bir parçasını bıçakla kesip buraya getirmişler."""
Ushiromiya George,"""It does, doesn't it? This is a splendid little sea.""","""You're right. This really is a little sea."" ","""I agree. This is a splendid little sea.""",「そうだね。これはもう立派な、小さな海だね。」,「そうだね。これはもう立派な、小さな海だね」,"""Согласен. Перед нами превосходное маленькое море.""","""Parece mesmo, não? Este é um esplêndido oceano em miniatura.""",「是呀。这已经算是一片壮丽的小海了。」,「是呀。這已經算是一片壯麗的小海了。」,"""Concordo. È un bellissimo piccolo mare.""","""Concordo. Un piccolo, splendido secondo oceano.""","""Sí, eso parece. Este es un hermoso y pequeño mar.""","""ﻫﻮ ﻛﻤﺎ ﻗﻠﺖ. ﺑﺤﺮ ﺻﻐﻴﺮ ﺧﻼﺏ.""","""It does, doesn't it? This is a splendid little sea.""","""It does, doesn't it? This is a splendid little sea.""","""Gerçekten de öyle. Bu küçük, muhteşem bir deniz."""
,"Despite its size, I hadn't thought of the tank as anything more than a tank.","Despite its size, I hadn't thought of the tank as anything more than a tank. ","Despite its size, I hadn't thought of the tank as anything more than a tank.", 水槽をどんなに大きくしたって、水槽であることには変わりないと思っていた。,水槽をどんなに大きくしたって、水槽であることには変わりないと思っていた。,"Несмотря на его размеры, океанариум в моём восприятии оставался не более чем океанариумом.","Apesar do tamanho, eu não pensaria em um tanque como nada mais do que um tanque.",我一直认为水槽就算再怎么大，也依旧只是个水槽。,我一直認為水槽就算再怎麼大，也依舊只是個水槽。,"A dispetto della grandezza, non avevo pensato alla vasca come nient'altro che una vasca.","Io pensavo che, a prescindere dalla grandezza della vasca, esso sarebbe rimasto comunque un acquario.","A pesar de su gran tamaño, no había pensado en el tanque como algo más que un tanque.",ﺭﻏﻢ ﺳﻌﺔ ﺍﻟﺤﻮﺽ، ﻟﻢ ﺃﺗﺨﻴﻠﻪ ﺃﻛﺜﺮ ﻣﻦ ﻣﺠﺮﺩ ﺣﻮﺽ.,"Despite its size, I hadn't thought of the tank as anything more than a tank.","Despite its size, I hadn't thought of the tank as anything more than a tank.","Büyüklüğüne rağmen, tankı bir tanktan daha fazlası olarak düşünmemiştim."
