Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"Even so, being asked by Grandfather about the current state of play was an extremely stress‐inducing event, and while to us grandchildren it was nothing more than a simple meeting, to our parents it was still a real stomachache.","Even so, telling Grandfather about recent events was extremely stressful, so while it was nothing more than a simple get-together for us grandchildren, it was still a real stomachache for our parents. "," Even so, hearing about Grandfather's condition caused a significant amount of stress, so while to us grandchildren it was nothing more than a simple meeting, to our parents it was still a real stomachache.",それでも、祖父さまに近況を聞かれるのは非常にストレスになることで、俺たち孫にとっては単なる会合に過ぎなくても、親たち息子にとっては今でも胃が痛む会合らしい。,それでも、祖父さまに近況を聞かれるのは非常にストレスになることで、俺たち孫にとっては単なる会合に過ぎなくても、親たち息子にとっては今でも胃が痛む会合らしい。,"Однако весть о состоянии дедушки заставила изрядно поволноваться заинтересованных лиц. Поэтому если для нас, внуков, это было простым собранием, то для наших родителей это была настоящая головная боль.","Mesmo assim, perguntar ao nosso avô sobre o estado das coisas era um evento extremamente estressante, e para nós, os netos, não é nada mais do que um encontro normal, já para os nossos pais é como uma dor de estômago.",尽管如此，被爷爷问到近况时我爸他们还是会绷紧神经。虽然对我们孙辈来说是愉快的聚会，但对我爸那辈来说，它似乎仍是个让人紧张到胃疼的会议。,儘管如此，被爺爺問到近況時我爸他們還是會綳緊神經。雖然對我們孫輩來說是愉快的聚會，但對我爸那輩來說，它似乎仍是個讓人緊張到胃疼的會議。,"Eppure, venire a conoscenza delle condizioni del Nonno aveva causato una significativa quantità di stress, quindi mentre per noi nipoti non era altro che un semplice incontro, ai nostri genitori faceva ancora venire un vero mal di pancia.","Eppure, venire a conoscenza delle condizioni attuali del nonno era una notizia che per loro fu fonte di enorme stress, e anche se per noi nipoti non era altro che un semplice ritrovo, per i nostri genitori era ancora una riunione che faceva venire loro il mal di stomaco.","Aun así, que el abuelo les preguntara sobre cómo iban las cosas provocaba una cantidad significativa de estrés, así que mientras para nosotros los nietos no era más que una simple reunión, para nuestros padres seguía siendo un auténtico dolor de estómago.",ﻭﻣﻊ ﺫﻟﻚ، ﻓﺈﻥ ﺳﺆﺍﻝ ﺍﻟﺠﺪ ﻋﻦ ﺃﻭﺿﺎﻋﻬﻢ ﺍﻻﻗﺘﺼﺎﺩﻳﺔ ﻭﺇﺩﺍﺭﺍﺗﻬﻢ ﻟﺸﺮﻛﺎﺗﻬﻢ ﻛﺎﻥ ﺣﺪﺛﺎ ﻣﻘﻠﻘﺎ. ﺑﺎﻟﻨﺴﺒﺔ ﻟﻨﺎ ﻧﺤﻦ ﺍﻷﺣﻔﺎﺩ، ﻟﻢ ﻳﻜﻦ ﺳﻮﻯ ﻟﻘﺎﺀ ﺑﺴﻴﻂ، ﺃﻣﺎ ﺑﺎﻟﻨﺴﺒﺔ ﻵﺑﺎﺋﻨﺎ، ﻛﺎﻥ ﺃﻟﻤﺎ ﺣﻘﻴﻘﻴﺎ ﻓﻲ ﺍﻟﻤﻌﺪﺓ…,"Even so, being asked by Grandfather about the current state of play was an extremely stress‐inducing event, and while to us grandchildren it was nothing more than a simple meeting, to our parents it was still a real stomachache.","Meski begitu, dimintai pertanggungjawaban oleh Kakek tetap menjadi momen yang membuat deg-degan, jadi meski bagi kami cucu-cucunya ini hanya pertemuan biasa, bagi orang tua kami ini masih seperti sakit perut.","Yine de, Büyükbabamızın oyunun mevcut durumu hakkında soru sorması son derece stres yaratan bir olaydı, ve biz torunlar için basit bir konferanstan başka bir şey olmasa da, ebeveynlerimiz için hala gerçek bir karın ağrısıydı."
,"The absence of the man responsible for all this, whatever the reason behind it, must surely have made today's lunch even more delicious.","The absence of the man who was the source of all this trouble, regardless of the reason, probably made today's lunch taste much more delicious. "," I guess that since the ringleader was absent for various reasons, today's lunch was even more delicious.",その張本人が、理由はどうあれこうして欠席してくれているのだから、さぞかし今日のランチは美味だったことだろう。,その張本人が、理由はどうあれこうして欠席してくれているのだから、さぞかし今日のランチは美味だったことだろう。,"Поэтому отсутствие по многим причинам ""высшего начальства"" делало еду лишь вкуснее.","A ausência do homem responsável por tudo isso, seja qual for a razão, deve fazer o almoço ficar ainda mais delicioso.",那位罪魁祸首是因何故而缺席也无所谓了，但想必这一点，肯定让今天的午饭变美味了许多。,那位罪魁禍首是因何故而缺席也無所謂了，但想必這一點，肯定讓今天的午飯變美味了許多。,"Immagino che dato che il capofamiglia era assente per varie ragioni, il pranzo di oggi fosse ancora più delizioso.","Considerando che il diretto interessato per qualche ragione era assente, il pranzo di oggi era senz'altro risultato delizioso.","Supongo que, dado que el líder estaba ausente por diversas razones, el día de hoy el almuerzo sabía incluso más delicioso.",ﻣﻬﻤﺎ ﻳﻜﻦ، ﻛﺎﻥ ﺍﻟﻐﺪﺍﺀ ﻟﺬﻳﺬﺍ ﺑﺎﻟﺮﻏﻢ ﻣﻦ ﻏﻴﺎﺏ ﺭﺋﻴﺲ ﺍﻟﻌﺎﺋﻠﺔ. ,"The absence of the man responsible for all this, whatever the reason behind it, must surely have made today's lunch even more delicious.","Ketidakhadiran sang biang keladi, apapun alasannya, pasti membuat makan siang hari ini terasa lebih nikmat.","Tüm bunlardan sorumlu olan adamın yokluğu, sebebi her ne olursa olsun, bugünkü öğle yemeğini daha da lezzetli hale getirmiş olmalı."
,"The phrase ""when the cat is away, the mice will play"" comes to mind.","The phrase ""While the demon is not around, everyone can relax"" comes to mind. "," The phrase 'while the demon is not around, everyone can relax' comes to mind.",鬼の居ぬ間にとはよく言ったものだ。,鬼の居ぬ間にとはよく言ったものだ。,"Как тут не вспомнить поговорку ""Кот из дому, мыши — в пляс"".","A frase ""quando os gatos saem, os ratos fazem a festa"" veio à minha mente.",这就如同那句老话，阎王不在小鬼闹翻天啊。,這就如同那句老話，閻王不在小鬼鬧翻天啊。,"Viene in mente la frase ‘quando il gatto non c'è, i topi ballano’.",Spesso si dice che quando il gatto non c'è...,"Y eso hace que la frase ""mientras el demonio no esté aquí, cada uno puede relajarse"" se me pase por la mente.",ﺑﻴﻨﻤﺎ ﺍﻟﺸﻴﻄﺎﻥ ﻟﻴﺲ ﻣﻮﺟﻮﺩﺍ’، ﻫﺬﺍ ﻣﻦ ﺷﺄﻧﻪ ﺃﻥ ﻳﺒﻌﺚ ﺍﻻﺳﺘﺮﺧﺎﺀ ﻓﻲ ﻧﻔﻮﺱ ﺍﻟﺠﻤﻴﻊ.,"The phrase ""when the cat is away, the mice will play"" comes to mind.","Seperti pepatah ""tiada harimau, monyet berkuasa"".","Aklıma ""kedi uzaktayken fareler oynar"" deyimi geliyor."
,"Well then, let me introduce Jessica's father, whose face I haven't seen for six years.","Anyway, let's introduce Jessica's father, whose face I haven't seen for six years. "," Well then, let's introduce Jessica's father, whose face I hadn't seen for six years.",さて、６年ぶりに顔を見る、朱志香の父親についても紹介しておこう。,さて、６年ぶりに顔を見る、朱志香の父親についても紹介しておこう。,"Что ж, давайте начнём с представления отца Джессики, лица которого я не видел шесть лет.","Bem, deixe‐me apresentar o pai da Jessica, o qual eu não vi durantes os últimos seis anos.",接下来就介绍下这位，六年不见的朱志香的父亲吧。,接下來就介紹下這位，六年不見的朱志香的父親吧。,"Bene allora, presentiamo il Padre di Jessica, il cui volto non vedo da sei anni.","Dunque, presentiamo anche il padre di Jessica che non vedo da sei anni.","Pues bien, aunque han pasado seis años desde la última vez que vi su cara, permítanme presentar al padre de Jessica.",ﺣﺴﻨﺎ ﺇﺫﻥ، ﻟﻨﻘﺪﻡ ﻭﺍﻟﺪ ﺟﻴﺴﻴﻜﺎ، ﺍﻟﺬﻱ ﻟﻢ ﺃﺭ ﻭﺟﻬﻪ ﻣﻨﺬ ﺳﺘﺔ ﺃﻋﻮﺍﻡ.,"Well then, let me introduce Jessica's father, whose face I haven't seen for six years.","Nah, sekarang perkenalkan ayah Jessica yang sudah enam tahun tidak kulihat.",O zaman sizi Jessica'nın altı yıldır yüzünü görmediğim babasıyla tanıştırayım.
,"The man sitting to my dad's left is his older brother and the father of Jessica, Uncle {p:0:蔵臼}.","The man sitting to my father's left is his older brother and Jessica's father, Uncle {p:0:蔵臼}. "," The man sitting to my father's left was his older brother and the father of Jessica, {p:0:蔵臼} oji-san.",うちの親父の左に座っているのが、親父の兄貴に当たり、朱志香の父親でもある蔵臼伯父さん。,うちの親父の左に座っているのが、親父の兄貴に当たり、朱志香の父親でもある蔵臼伯父さん。,"Мужчина, сидящий слева от моего отца, был его старшим братом и отцом Джессики. Дядя {p:0:蔵臼}.","É o homem sentado ao lado esquerdo do meu pai, seu irmão mais velho e o pai da Jessica, tio {p:0:蔵臼}.",坐在我爸左边的，是我爸的哥哥，朱志香的父亲{ruby:Krauss:藏臼}伯父。,坐在我爸左邊的，是我爸的哥哥，朱志香的父親{ruby:Krauss:藏臼}伯父。,"L'uomo seduto alla sinistra di mio Padre è suo fratello maggiore e il Padre di Jessica, {p:0:蔵臼} oji-san.","L'uomo che è seduto alla sinistra del mio vecchio è suo fratello maggiore, nonché il padre di Jessica, lo zio Klaus ({ruby:Kurausu:{p:0:蔵臼}})...","El hombre sentado a la izquierda de mi padre es su hermano mayor y el padre de Jessica, mi tío Krauss ({p:0:蔵臼}).",ﺍﻟﺮﺟﻞ ﺍﻟﺠﺎﻟﺲ ﻋﻠﻰ ﻳﺴﺎﺭ ﻭﺍﻟﺪﻱ ﻫﻮ ﺃﺧﻮﻩ ﺍﻷﻛﺒﺮ ﻭﻭﺍﻟﺪ ﺟﻴﺴﻴﻜﺎ، ﺍﻟﻌﻢ. {p:0:臼蔵}.,"The man sitting to my dad's left is his older brother and the father of Jessica, Uncle {p:0:蔵臼}.","Pria di sebelah kiri ayahku adalah kakaknya sekaligus ayah Jessica, Paman {p:0:蔵臼}.","Babamın solunda oturan adam onun ağabeyi ve Jessica'nın babası, {p:0:蔵臼} Amca."
,......This name sure is easy to read. Krauss ({p:0:蔵臼}).,......This name sure is easy to read. Krauss ({p:0:蔵臼}). ,......This name sure is easy to read. Krauss ({p:0:蔵臼}).,……これは読みやすいな。蔵臼で“クラウス”と読む。,……これは読みやすいな。蔵臼で“クラウス”と読む。,"......Вот уж имя, которое прочитать можно без труда. Краусс ({p:0:蔵臼}).",......Esse nome com certeza é fácil de se ler. Krauss ({p:0:蔵臼}).,……这个名字倒是好念啊。藏臼，念“Krauss”库拉乌斯。,……這個名字倒是好念啊。藏臼，念“Krauss”庫拉烏斯。,... Questo nome di sicuro è facile da leggere. Krauss ({p:0:蔵臼}).,Questo è facile da leggere. Si pronuncia ‘Klaus’.,Este nombre es fácil de leer. Krauss.,……ﺑﺎﻟﺘﺄﻛﻴﺪ ﻳﺴﻬﻞ ﻗﺮﺍﺀﺓ ﺍﺳﻤﻪ. ﻛﺮﺍﻭﺱ ({p:0:臼蔵}).,......This name sure is easy to read. Krauss ({p:0:蔵臼}).,......Namanya mudah dibaca ya. Krauss ({p:0:蔵臼}).,......Bu ismi okumak çok kolay. Krauss ({p:0:蔵臼}).
,"...After so many weird names, it warps your sense of what's normal, and you start to think, ""hey, what's wrong with Krauss, sounds pretty cool actually""...","...Now that we've gotten used to this string of weird names, our perspective is totally skewed, so Krauss doesn't actually seem that bad. It even starts to sound kinda cool... "," Since everyone had these weird names, our naming sense was pretty twisted, so Krauss actually didn't seem that bad. I'd even started to think it was pretty cool.",…ここまで妙な名前が続くと、もうセンスが捻れてきて、クラウスいいじゃん、カッコイイなんて思うようになっちまうぜ…。,…ここまで妙な名前が続くと、もうセンスが捻れてきて、クラウスいいじゃん、カッコイイなんて思うようになっちまうぜ…。,"Поскольку все мы носили странные имена, то и смысл их был довольно‐таки закручен. В этом отношении имя Краусс смотрелось не так уж и плохо. Я даже начал подумывать, что оно очень даже ничего.","...Após tantos nomes estranhos, que acabam mudando sua perspectiva do que é normal, você começa a pensar: ""ei, qual o problema com Krauss, soa bem legal, na verdade""...",…怪名字这么一个接一个的，连我的品味也都变怪了，我甚至都有点觉得库拉乌斯这名字，挺好、挺帅的了…。,…怪名字這麼一個接一個的，連我的品味也都變怪了，我甚至都有點覺得庫拉烏斯這名字，挺好、挺帥的了…。,"Dal momento che tutti avevano questi nomi strani, la nostra concezione di nome era piuttosto distorta, quindi Krauss non sembrava poi così male. Avevo anche iniziato a pensare che fosse abbastanza figo.","Con tutti questi nomi strani, le mie opinioni sull'onomastica erano ormai deviate, e ‘Klaus’ non mi suonava tanto male. Avevo anche iniziato a pensare che fosse figo come nome.","Ya que todos tienen nombres extraños, nuestra idea de cómo han de ser los nombres debe estar bastante retorcida, así que Krauss en realidad no parece tan malo. He empezado a pensar que su nombre es genial...",ﺑﻤﺎ ﺃﻥ ﺍﻟﺠﻤﻴﻊ ﻳﺤﻤﻞ ﻫﺬﻩ ﺍﻷﺳﻤﺎﺀ ﺍﻟﻐﺮﻳﺒﺔ، ﻓﺈﻥ ﺇﺣﺴﺎﺳﻨﺎ ﺑﺎﻟﺘﺴﻤﻴﺔ ﻛﺎﻥ ﻣﻌﻘﺪﺍ ﺟﺪﺍ، ﻟﺬﺍ ﺍﺳﻢ ﻛﺮﺍﻭﺱ ﻓﻲ ﺍﻟﻮﺍﻗﻊ ﻻ ﻳﺒﺪﻭ ﺳﻴﺌﺎ. ﺑﺪﺃﺕ ﺃﺷﻌﺮ ﺃﻧﻪ ﺍﺳﻢ ﺭﺍﺋﻊ.,"...After so many weird names, it warps your sense of what's normal, and you start to think, ""hey, what's wrong with Krauss, sounds pretty cool actually""...","...Setelah melihat banyak nama aneh, persepsiku jadi melenceng sampai berpikir, ""Hei, apa yang salah dengan Krauss..."" itu terdengar sangat keren""...","...Bu kadar çok garip isimden sonra, neyin normal olduğuna dair algınız bozuluyor ve düşünmeye başlıyorsunuz, ""hey, Krauss'un nesi var, aslında kulağa oldukça hoş geliyor""..."
,"Just like with Aunt Natsuhi, I don't have many memories of speaking with Uncle Krauss.","Just like with Aunt Natsuhi, I didn't have many memories of speaking with Uncle Krauss. "," Just like with Natsuhi oba-san, I didn't have many memories of speaking with Krauss oji-san.",夏妃伯母さん同様、蔵臼伯父さんともあまりおしゃべりをした記憶はない。,夏妃伯母さん同様、蔵臼伯父さんともあまりおしゃべりをした記憶はない。,"Также как и с тётей Нацухи, моя память не хранит много воспоминаний о разговорах с дядей Крауссом.","Assim como a tia Natsuhi, eu não tenho muitas memórias de já ter conversado com o tio Krauss.",和夏妃伯母一样，我记忆中没怎么和藏臼伯父说过话。,和夏妃伯母一樣，我記憶中沒怎麼和藏臼伯父說過話。,"Proprio come con Natsuhi oba-san, non avevo molti ricordi in cui parlavo con Krauss oji-san.","Proprio come per zia Natsuhi, non ricordo di aver chiacchierato molto con zio Klaus.","Al igual que con la tía Natsuhi, no tengo muchos recuerdos de haber hablado con el tío Krauss.",ﻛﻤﺎ ﻫﻮ ﺍﻟﺤﺎﻝ ﻣﻊ ﺍﻟﻌﻤﺔ ﻧﺎﺗﺴﻮﻫﻲ، ﻓﻠﻢ ﻳﻜﻦ ﻟﺪﻱ ﺃﻳﻀﺎ ﺍﻟﻜﺜﻴﺮ ﻣﻦ ﺍﻟﺬﻛﺮﻳﺎﺕ ﻣﻊ ﺍﻟﻌﻢ ﻛﺮﺍﻭﺱ .,"Just like with Aunt Natsuhi, I don't have many memories of speaking with Uncle Krauss.","Seperti Bibi Natsuhi, aku tak banyak ingat pernah mengobrol dengan Paman Krauss.","Tıpkı Natsuhi Teyze'de olduğu gibi, Krauss Amca ile konuştuğuma dair pek fazla anım yok."
,"He had never been one to talk to children, and I felt like he was always talking with the adults, just like Aunt Natsuhi.","He had never been one to chat to children, and I felt like he was always talking with the adults, just like Aunt Natsuhi. "," He had never been one to talk to children, and I felt like he was always talking with the adults, just like Natsuhi oba-san.",あまり子供と話さない人で、いっつも大人たちと話している印象しかないという点では、夏妃伯母さんとまったく同じだ。,あまり子供と話さない人で、いっつも大人たちと話している印象しかないという点では、夏妃伯母さんとまったく同じだ。,"Он был не из тех, кто предпочитал общаться с детьми, и чувствовалось, что он, как и тётя Нацухи, всегда разговаривал со взрослыми.","Ele nunca vinha falar com as crianças, e eu sinto como se ele sempre conversasse só com os adultos, assim como a tia Natsuhi.",印象中是个不怎么和小孩说话，一直在和大人交谈的人。在这点上他和夏妃伯母一模一样。,印象中是個不怎麼和小孩說話，一直在和大人交談的人。在這點上他和夏妃伯母一模一樣。,"Non era mai stato uno che parlava molto coi bambini, e mi ero sentito come se stesse sempre a parlare con gli adulti, esattamente come Natsuhi oba-san.","Era esattamente come lei, nel senso che l'unica impressione che avevo su di lui era che fosse un tipo che non parlava molto con noi bambini, e che stesse sempre a conversare con gli adulti.","No era muy de pasar el rato con los niños, y tengo la impresión de que siempre estaba hablando con otros adultos, al igual que la tía Natsuhi.",ﺩﻭﻣﺎ ﻳﺘﺠﺎﻫﻞ ﺍﻟﺤﺪﻳﺚ ﻣﻊ ﺍﻟﺼﻐﺎﺭ، ﻭﻳﻨﺸﻐﻞ ﺑﻤﺤﺎﺩﺛﺔ ﺍﻟﺒﺎﻟﻐﻴﻦ ﻣﺜﻞ ﺯﻭﺟﺘﻪ. ,"He had never been one to talk to children, and I felt like he was always talking with the adults, just like Aunt Natsuhi.","Dia bukan tipe yang suka bicara dengan anak-anak, dan selalu terlihat asyik ngobrol dengan orang dewasa.",Hiçbir zaman çocuklarla konuşan biri olmadı ve tıpkı Natsuhi Teyze gibi her zaman yetişkinlerle konuştuğunu hissettim.
,"From the way my dad talked about him, it seems that he used to be a pretty spiteful and unreasonable person.","According to my father's gossip, he was a spiteful and violent man. "," From my father's gossip, it seems that he was a pretty spiteful and unreasonable person.",うちの親父の陰口によると、ずいぶんと陰湿で乱暴な人だったらしい。,うちの親父の陰口によると、ずいぶんと陰湿で乱暴な人だったらしい。,"Согласно сплетням моего отца, дядя Краусс был недоброжелательный, злопамятный, язвительный и неблагоразумный человек.","Pela forma como meu pai fala dele, parece que ele costumava ser uma pessoa muito rancorosa e irracional.",从我爸背地里说过的坏话来看，他似乎是个相当阴险粗暴之人。,從我爸背地裏說過的壞話來看，他似乎是個相當陰險粗暴之人。,"Dai pettegolezzi di mio Padre, sembrava che fosse una persona piuttosto dispettosa e irragionevole.","Stando ai pettegolezzi del mio vecchio, pare che fosse una persona piuttosto meschina e violenta.","De los chismes que me dio mi padre, parece ser que él era una persona bastante rencorosa e irracional.",ﻣﻦ ﺛﺮﺛﺮﺓ ﻭﺍﻟﺪﻱ ﻋﻨﻪ، ﻓﻘﺪ ﻛﺎﻥ ﺷﺨﺺ ﺣﻘﻮﺩ ﻭﻳﻤﻴﻞ ﻟﻠﺠﻨﻮﻥ.,"From the way my dad talked about him, it seems that he used to be a pretty spiteful and unreasonable person.","Dari cerita ayahku, dulu dia dikenal sebagai orang yang jahat dan tidak masuk akal.","Babamın onun hakkında anlattıklarından, eskiden oldukça kindar ve mantıksız bir insan olduğu anlaşılıyor."
