Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Mammon,"""If you don't need him, I'll take him, he's all mine!!""","""If you don't want him, I'll take him, he's all mine!!"" ","""If you don't need him, I'll take him, he's all mine!!""",「あんた、いんないなら私がもらうわぁッ、いっただきィ！！」,「あんた、いらないんなら私がもらうわぁッ、いっただきィ！！」,"""Если он вам не нужен, то я заберу его, он весь мой!""","""Se você não pegar ele, eu vou pegá‐lo, ele é todo meu!!""",「你不要的话，那就由我收下好了，归我了！！」,「你不要的話，那就由我收下好了，歸我了！！」,"""Se non lo vuoi, lo prenderò io, è tutto mio!!""","""If you don't need him, I'll take him, he's all mine!!""","""¡¡Si no lo quieres, me lo llevo yo, es todo mío!!""","""ﺇﻥ ﻛﻨﺖِ ﻻ ﺗﺮﻳﺪﻳﻨﻪ، ﻓﺴﺂﺧﺬﻩ ﺃﻧﺎ، ﺇﻧﻪ ﻣِﻠﻜﻲ!!""","""If you don't need him, I'll take him, he's all mine!!""","""If you don't need him, I'll take him, he's all mine!!""","""If you don't need him, I'll take him, he's all mine!!"""
Leviathan,"""Wait, I said nooooooooooo!! I'm gonna take him!!""","""Wait, I said nooooooooooo!! I'll take him!!"" ","""Wait, I said nooooooooooo!! I'll take him!!""",「ちょっとォ、駄目だってばぁあああぁ！！私がもらうんだからぁッ！！」,「ちょっとォ、駄目だってばぁあああぁ！！　私がもらうんだからぁッ！！」,"""Стой, кому говорят, не‐е‐е‐е‐е‐е‐е‐е‐т!!! Я его возьму!""","""Espera, eu disse que nãoooooooooo!! Eu vou pegar ele!!""",「等等——，不可以啦—————！！归我嘛～！！」,「等等——，不可以啦—————！！歸我嘛～！！」,"""Aspetta, ho detto di nooooooooooo!! Lo prendo io!!""","""Wait, I said nooooooooooo!! I'm gonna take him!!""","""¡¡Espera, eso no es justo!! ¡¡Yo lo tomaré!!""","""ﻫﻴﻴﻴﻲ! ﻻﺍﺍﺍﺍﺍ، ﻗﻠﺖ ﺇﻧﻨﻲ ﺳﺄﺃﺧﺬﻩ ﺃﻧﺎﺍﺍﺍﺍﺍ!!""","""Wait, I said nooooooooooo!! I'm gonna take him!!""","""Wait, I said nooooooooooo!! I'm gonna take him!!""","""Wait, I said nooooooooooo!! I'm gonna take him!!"""
Gohda Toshiro,"""Huh?! Wha, whaa?!?! HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!""","""Huh?! Wha, whaa?!?! HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!"" ","""Huh?! Wha, whaa?!?! HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!""",「えッ？！　えッえッ？！？！　ひゃああああああああああぁああぁああぁ！！」,「えッ？！　えッえッ？！？！　ひゃああああああああああぁああぁああぁ！！」,"""А?! Чт‐, что‐о‐о?!?! ХЬЯА‐А‐А‐АА‐А‐А‐А‐А‐А‐А‐А‐А‐А‐А‐А‐А!!!""","""Hã?! Que, quêêê?!?! HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!""",「哎？！哎、哎？！？！嗨呀啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！」,「哎？！哎、哎？！？！嗨呀啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！」,"""Huh?! C-Cheee?!?! HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!""","""Huh?! Wha, whaa?!?! HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!""","""¡¿Eh?! ¡¿¡¿Q-Quééé?!?! ¡¡HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!""","""ﻫﺎﻩ؟! ﻫـﺎﻩ؟ ﻫـﺎﺍﺍﻩ؟! ﻫﻴﺎﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﻩ!!""","""Huh?! Wha, whaa?!?! HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!""","""Huh?! Wha, whaa?!?! HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!""","""Huh?! Wha, whaa?!?! HYAAAAAAAAAAAAAAAAAAAAAAAHHH!!"""
,"""""""""Kyahahahahahahaha!!!""""""""","""""""""Kyahahahahahahaha!!!"""""""" ","""""""""Kyahahahahahahaha!!!""""""""",「「「「きゃっははははははは！！！」」」」,「「「「きゃっははははははは！！！」」」」,"""""""""Кья‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!!!""""""""","""""""""Kyahahahahahahaha!!!""""""""",「「「「呀、哈哈哈哈哈哈哈！！！」」」」,「「「「呀、哈哈哈哈哈哈哈！！！」」」」,"""""""""Kyahahahahahahaha!!!""""""""","""""""""Kyahahahahahahaha!!!""""""""","""""""""¡¡¡Kyajajajajajajaja!!!""""""""","""""""""ﻛﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ!!!""""""""""","""""""""Kyahahahahahahaha!!!""""""""","""""""""Kyahahahahahahaha!!!""""""""","""""""""Kyahahahahahahaha!!!"""""""""
,"Come on, let's search, there's only one more.{n}That old hag! Where is she?{n}Not the mansion, maybe the guesthouse?","Come on, let's search, there's only one more. That old hag! Where is she? She isn't in the mansion, what about the guesthouse? ","Come on, let's search, there's only one more. That old hag! Where is she? She isn't in the mansion, what about the guesthouse? ",さぁ、探そう、あとは１人だ。おいぼれのババアだ！どこにいるの？屋敷じゃないよ、ゲストハウスかな？,さぁ、探そう、あとは１人だ。{n}おいぼれのババアだ！　どこにいるの？{n}屋敷じゃないよ、ゲストハウスかな？,"Ладно, давайте искать дальше. Должна быть ещё одна.{n}Та старая клюшка! Где она?{n}Её нет в особняке. Как насчёт домика для гостей?","Vamos, vamos procurar, ainda tem um.{n}Aquela velha! Onde ela está?{n}Não está na mansão, talvez na casa de hóspedes?",来，接着找，还差一人。{n}就那个死老太婆了！在哪儿呢？{n}没在大屋，是在宾馆吗？,來，接著找，還差一人。{n}就那個死老太婆了！在哪兒呢？{n}沒在大屋，是在賓館嗎？,"Su, andiamo a cercarla, ne resta solo una. Quella vecchiaccia! Dove si è cacciata? Non è nella villa, forse nella casa degli ospiti?","Come on, let's search, there's only one more.{n}That old hag! Where is she?{n}Not the mansion, maybe the guesthouse?","Vamos, busquemos, solo falta uno más.{n}¡Esa vieja bruja! ¿Dónde está?{n}Ella no está en la mansión, ¿qué tal en la casa de huéspedes?",ﻫﻴﺎ ﺑﻨﺎ ﻟﻨﻜﻤﻞ ﺍﻟﺒﺤﺚ، ﺑﻘﻲ ﻭﺍﺣﺪ ﻓﻘﻂ.{n}ﺗﻠﻚ ﺍﻟﻌﺠﻮﺯ ﺍﻟﺸﻤﻄﺎﺀ!! ﺃﻳﻦ ﻫﻲ؟{n}ﺑﻤﺎ ﺃﻧﻬﺎ ﻟﻴﺴﺖ ﻓﻲ ﺍﻟﻘﺼﺮ، ﻓﺮﺑﻤﺎ ﻓﻲ ﻣﻨﺰﻝ ﺍﻟﻀﻴﺎﻓﺔ؟,"Come on, let's search, there's only one more.{n}That old hag! Where is she?{n}Not the mansion, maybe the guesthouse?","Come on, let's search, there's only one more.{n}That old hag! Where is she?{n}Not the mansion, maybe the guesthouse?","Come on, let's search, there's only one more.{n}That old hag! Where is she?{n}Not the mansion, maybe the guesthouse?"
,"Kuhihihihi, you snooze you lose, right, you snooze you lose, right?!","Kuhihihihi, first one wins, first one wins, right?! ","Kuhihihihi, first one wins, first one wins, right?! ",くっひひひひ、早い者勝ちだよね、早い者勝ちだよね？！,くっひひひひ、早い者勝ちだよね、早い者勝ちだよね？！,"Ку‐хи‐хи‐хи‐хи‐хи, кто первая, та и выиграла, кто первая, та и выиграла, верно?!","Kuhihihihi, você dorme, você perde, você dorme, você perde, certo?!",咕、嘻嘻嘻嘻，先下手者为强，先下手者为强哦？！,咕、嘻嘻嘻嘻，先下手者為強，先下手者為強哦？！,"Kuhihihihi, la prima che la trova vince, la prima che la trova vince, giusto?!","Kuhihihihi, you snooze you lose, right, you snooze you lose, right?!","Kujijijiji, la primera gana, la primera gana, ¡¿verdad?!",ﻛﻴﻬﻴﻬﻴﻬﻴﻬﻲ، ﺳﺘﻜﻮﻥ ﻣﻦ ﻧﺼﻴﺐ ﻣﻦ ﻳﺠﺪﻫﺎ ﺃﻭﻻً، ﺻﺤﻴﺢ؟,"Kuhihihihi, you snooze you lose, right, you snooze you lose, right?!","Kuhihihihi, you snooze you lose, right, you snooze you lose, right?!","Kuhihihihi, you snooze you lose, right, you snooze you lose, right?!"
,"Come on, search search, find her find her...!","Come on, search, search, find her, find her...! ","Come on, search search, find her find her...! ",さぁ、探せ探せ、見つけろ見つけろ…！,さぁ、探せ探せ、見つけろ見つけろ…！,"Вперёд, отыскать, выследить, найти её!","Vamos, procurem, procurem, encontrem ela, encontrem ela...!",来，找、找，找出来找出来…！,來，找、找，找出來找出來…！,"Andiamo, cercate cercate, trovatela trovatela...!","Come on, search search, find her find her...!","¡Vamos, busquen busquen, encuéntrenla encuéntrenla!...",ﻫﻴّﺎ، ﺍﺑﺤﺜﻮﺍ... ﺍﺑﺤﺜﻮﺍ... ﺍﻋﺜﺮﻭﺍ ﻋﻠﻴﻬﺎ، ﺍﻋﺜﺮﻭﺍ ﻋﻠﻴﻬﺎ...!,"Come on, search search, find her find her...!","Come on, search search, find her find her...!","Come on, search search, find her find her...!"
,Don't get noticed by the relatives in the dining hall?,"Don't be noticed by the relatives in the dining hall, right? ","Don't be noticed by the relatives in the dining hall, right? ",食堂の親族たちには気付かれるな？,食堂の親族たちには気付かれるな？,"Не окажитесь замеченными родственниками в обеденном зале, ладно?",Não sejam notadas por nenhum parente na sala de jantar!,可不要被在餐厅的亲戚们发觉哦？,可不要被在餐廳的親戚們發覺哦？,"Non fatevi vedere dai parenti nella sala da pranzo, ok?",Don't get noticed by the relatives in the dining hall?,"No sean vistas por los familiares en el comedor, ¿está bien?",ﻻ ﺗﺪﻋﻮﺍ ﺍﻷﻗﺎﺭﺏ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﻄﻌﺎﻡ ﻳﺸﻌﺮﻭﻥ ﺑﻮﺟﻮﺩﻛﻢ.,Don't get noticed by the relatives in the dining hall?,Don't get noticed by the relatives in the dining hall?,Don't get noticed by the relatives in the dining hall?
,Don't get noticed by the kids in the guesthouse?,"And don't get noticed by the kids in the guesthouse, right? ","And don't get noticed by the kids in the guesthouse, right? ",ゲストハウスの子どもたちには気付かれるな？,ゲストハウスの子どもたちには気付かれるな？,"А также детьми в домике для гостей, хорошо?",Não sejam notadas pelas crianças na casa de hóspedes!,可不要被在宾馆的小孩们发觉哦？,可不要被在賓館的小孩們發覺哦？,"E non fatevi notare dai ragazzini nella casa degli ospiti, d'accordo?",Don't get noticed by the kids in the guesthouse?,"Y no se dejen ver por los niños en la casa de huéspedes, ¿bien?",ﻭﺃﻳﻀًﺎ ﺍﻷﻃﻔﺎﻝ ﻓﻲ ﻣﻨﺰﻝ ﺍﻟﻀﻴﺎﻓﺔ، ﻣﻔﻬﻮﻡ؟,Don't get noticed by the kids in the guesthouse?,Don't get noticed by the kids in the guesthouse?,Don't get noticed by the kids in the guesthouse?
,"Search in silence, kill in silence!{n}After all, it's still just the first twilight!","Search in silence, kill in silence! After all, it's still just the first twilight! ","Search in silence, kill in silence! After all, it's still just the first twilight! ",静かに探せ、静かに殺せ！何たってまだまだ第一の晩！,静かに探せ、静かに殺せ！{n}何たってまだまだ第一の晩！,Искать тихо и убить тихо!{n}Ведь всё‐таки это пока лишь первые сумерки!,"Procurem em silêncio, matem em silêncio!{n}Afinal, é apenas o primeiro crepúsculo!",静静地找，静静地杀！{n}毕竟这才是第一晚！,靜靜地找，靜靜地殺！{n}畢竟這才是第一晚！,"Cercate in silenzio, uccidete in silenzio! Dopotutto, siamo ancora soltanto al primo crepuscolo!","Search in silence, kill in silence!{n}After all, it's still just the first twilight!","¡Busquen en silencio, maten en silencio!{n}¡Después de todo, es apenas el primer crepúsculo!",ﺍﺑﺤﺜﻮﺍ ﻭﺍﻗﺘﻠﻮﺍ ﺑﺼﻤﺖ!{n}ﻓﻼ ﺯﻟﻨﺎ ﻓﻲ ﺍﻟﻐﺴﻖ ﺍﻷﻭﻝ!,"Search in silence, kill in silence!{n}After all, it's still just the first twilight!","Search in silence, kill in silence!{n}After all, it's still just the first twilight!","Search in silence, kill in silence!{n}After all, it's still just the first twilight!"
,She isn't in the guesthouse.{n}But she wasn't in the mansion either?,"She isn't in the guesthouse. But she wasn't in the mansion either, right? ","She isn't in the guesthouse. But she isn't in the mansion either? ",ゲストハウスにはいない。でも屋敷にもいなかったよ？,ゲストハウスにはいない。{n}でも屋敷にもいなかったよ？,Её нет в домике для гостей.{n}В особняке тоже?,Ela não está na casa de hóspedes.{n}Mas ela também não está na mansão?,不在宾馆。{n}但是，不也没在大屋里么？,不在賓館。{n}但是，不也沒在大屋裡麼？,Non è nella casa degli ospiti. Ma non è nemmeno nella villa?,She isn't in the guesthouse.{n}But she wasn't in the mansion either?,Ella no está en la casa de huéspedes.{n}¿Pero tampoco estaba en la mansión?,ﺇﻧﻬﺎ ﻟﻴﺴﺖ ﻓﻲ ﻣﻨﺰﻝ ﺍﻟﻀﻴﺎﻓﺔ.{n}ﻭﻻ ﻓﻲ ﺍﻟﻘﺼﺮ ﺃﻳﻀًﺎ!,She isn't in the guesthouse.{n}But she wasn't in the mansion either?,She isn't in the guesthouse.{n}But she wasn't in the mansion either?,She isn't in the guesthouse.{n}But she wasn't in the mansion either?
,"Hey hey, I found her, I found her, she's in the rose garden.{n}Why's she standing around there without an umbrella?","Hey, hey, I found her, I found her, she's in the rose garden. Why's she standing around there without an umbrella? ","Hey hey, I found her, I found her, she's in the rose garden. Why's she standing around there without an umbrella? ",おいおい、見つけた見つけた、薔薇庭園だよ。こいつ、傘も差さずに何をぼんやり？,おいおい、見つけた見つけた、薔薇庭園だよ。{n}こいつ、傘も差さずに何をぼんやり？,"Эй, эй, я нашла её, нашла, она в розарии.{n}Чего это она стоит там без зонтика?","Ei, ei, eu encontrei ela, eu encontrei ela, ela está no jardim de rosas.{n}Por que ela está lá parada sem um guarda‐chuva?",喂喂，找到啦找到啦，在玫瑰庭园。{n}这老太婆，伞也不撑，发什么傻呢？,喂喂，找到啦找到啦，在玫瑰庭園。{n}這老太婆，傘也不撐，發什麼傻呢？,"Ehi ehi, l'ho trovata, l'ho trovata, è nel roseto. Perché se ne sta lì senza un ombrello?","Hey hey, I found her, I found her, she's in the rose garden.{n}Why's she standing around there without an umbrella?","Oigan oigan, la encontré, la encontré, está en el jardín de rosas.{n}¿Por qué está ahí parada sin un paraguas?",ﻣﻬﻼً، ﻭﺟﺪﺗﻬﺎ، ﻭﺟﺪﺗﻬﺎ! ﻓﻲ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ!{n}ﻟﻤﺎﺫﺍ ﻫﻲ ﻭﺍﻗﻔﺔٌ ﻫﻨﺎﻙ ﺩﻭﻥ ﻣﻈﻠﺔ؟,"Hey hey, I found her, I found her, she's in the rose garden.{n}Why's she standing around there without an umbrella?","Hey hey, I found her, I found her, she's in the rose garden.{n}Why's she standing around there without an umbrella?","Hey hey, I found her, I found her, she's in the rose garden.{n}Why's she standing around there without an umbrella?"
,"She's given herself up, all mine all mine all miiine!{n}You slowpokes can just sit there and watch!","She's already given up, all mine, all mine, all miiine! You blockheads can just sit there and watch! ","I'm ready, all mine all mine all mi-ne! You blockheads can just sit there and watch! ",観念したんだよ、いただきいただき、いっただきぃ！　ノロマなあんたたちはぼんやり見てればいいのよ！,観念したんだよ、いただきいただき、いっただきぃ！{n}ノロマなあんたたちはぼんやり見てればいいのよ！,"Готова, моя‐моя‐моя!{n}А вы, дуры набитые, сидите и смотрите!","Ela já desistiu, é toda minha, toda minha toda minhaaaa!{n}Suas lerdas, podem ficar sentadas e assistir!",她一定是认命了哦，归我了归我了，归我了！{n}你们这帮慢乌龟，就在边上傻傻看着算了！,她一定是認命了哦，歸我了歸我了，歸我了！{n}你們這幫慢烏龜，就在邊上傻傻看著算了！,"Sono pronta, tutta mia tutta mia tutta mia! Voialtre sceme potete anche restarvene sedute a guardare!","She's given herself up, all mine all mine all miiine!{n}You slowpokes can just sit there and watch!","¡Estoy lista, es toda mía toda mía toda mííía!{n}¡Ustedes estúpidas pueden sentarse y mirar!",ﻟﻘﺪ ﺍﺳﺘﺴﻠﻤﺖ ﺑﺎﻟﻔﻌﻞ، ﺇﻧﻬﺎ ﻣِﻠﻜﻲ، ﻣِﻠﻜﻲ ﻭﺣﺪﻱ!{n}ﻳﺎ ﻟﻜﻦ ﻣﻦّ ﻏﺒﻴﺎﺕ، ﻗﻔﻦَّ ﻣﻜﺎﻧﻜﻦ ﻭﺷﺎﻫﺪﻥَ ﻓﺤﺴﺐ!,"She's given herself up, all mine all mine all miiine!{n}You slowpokes can just sit there and watch!","She's given herself up, all mine all mine all miiine!{n}You slowpokes can just sit there and watch!","She's given herself up, all mine all mine all miiine!{n}You slowpokes can just sit there and watch!"
