Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"In this case, did that count as a silent yes?","So, did that count as a silent yes? "," In this case, did that count as a silent yes? ",となると、これはもはや無言のイエスも同然ということなのか。,となると、これはもはや無言のイエスも同然ということなのか。,"В таком случае следовало ли воспринимать это как молчаливое ""да""?","Nesse caso, esse silêncio contaria como um sim?",如此一来，这不就等同于给出了无言的 YES 吗？,如此一來，這不就等同於給出了無言的 YES 嗎？,"In questo caso, poteva contare come un ‘sì’ silenzioso?","In this case, did that count as a silent yes?",¿Podría considerarse esto como una afirmación tácita?,ﻣﻤﺎ ﻳﺠﻌﻞ ﺍﻟﻤﺮﺀ ﻳﺘﺴﺎﺀﻝ: ﺃﻟﻴﺲ ﻫﺬﺍ ﺑﻤﺜﺎﺑﺔ ﻣﻮﺍﻓﻘﺔ ﺻﺎﻣﺘﺔ؟,"In this case, did that count as a silent yes?","In this case, did that count as a silent yes?","Bu senaryoda, bunu sessiz bir evet olarak değerlendirebilir miydik?"
,"Auntie Eva and Dad had been trying to interpret the letter in their favor, their greed clearly visible.","Aunt Eva and Dad were trying to interpret the letter in their favor, their greed clearly visible. ","Eva oba-san and Dad were trying to interpret the letter in their favor, their greed clearly visible.",絵羽伯母さんとウチの親父は、この手紙を自分たちに有利に解釈しようと、欲の皮をギチギチに突っ張らせていた。,絵羽伯母さんとウチの親父は、この手紙を自分たちに有利に解釈しようと、欲の皮をギチギチに突っ張らせていた。,"Тётя Ева и отец пытались истолковать это письмо в свою пользу, не скрывая своей жадности.","A tia Eva e o meu pai tentaram interpretar a carta ao seu favor, e a ganância deles ficou claramente visível.",绘羽姑母与我家老爸，贪欲都快撑破肚皮了地，拼命将那封信按对自己有利的方向解释。,繪羽姑母與我家老爸，貪慾都快撐破肚皮了地，拚命將那封信按對自己有利的方向解釋。,"Eva oba-san e mio Padre stavano cercando di interpretare la lettera a loro favore, la loro avidità era chiaramente visibile.","Auntie Eva and Dad had been trying to interpret the letter in their favor, their greed clearly visible.","La tía Eva y papá habían intentado interpretar la carta a su favor, evidenciando claramente su codicia.",ﺣﺎﻭﻟﺖ ﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ﻭﺃﺑﻲ ﺗﻔﺴﻴﺮ ﺍﻟﺮﺳﺎﻟﺔ ﻟﺼﺎﻟﺤﻬﻤﺎ، ﻭﺟﺸﻌﻬﻤﺎ ﻇﺎﻫﺮٌ ﻟﻠﻌﻴﺎﻥ.,"Auntie Eva and Dad had been trying to interpret the letter in their favor, their greed clearly visible.","Auntie Eva and Dad had been trying to interpret the letter in their favor, their greed clearly visible.",Eva Teyze ve Babam mektubu kendi çıkarları doğrultusunda yorumlamaya çalışıyorlardı ve açgözlülükleri açıkça göze çarpıyordu.
,"It wouldn't have mattered so much if that was all, but the adults had then started focusing on Maria, who had received the letter. They kept pounding her with questions about who had given her that letter.","It wouldn't have mattered so much if that was all, but the adults had now started focusing on Maria, who had received the letter. They kept pounding her with questions about who had given it to her. "," It wouldn't have mattered so much if that was all, but the adults had now started focusing on Maria, who had received the letter. They kept pounding her with questions about who had given her that letter.",それだけならまだしも、大人たちは今度はその矛先を、手紙を受け取った真里亞に向けた。誰から受け取ったのかとしつこく何度も詰問した。,それだけならまだしも、大人たちは今度はその矛先を、手紙を受け取った真里亞に向けた。誰から受け取ったのかとしつこく何度も詰問した。,"Если бы на этом всё закончилось, то ещё ладно, но теперь взрослые сосредоточили внимание на Марии, получившей письмо. Они продолжали изводить её вопросами о том, кто вручил ей это письмо.","Não importaria muito se fosse só isso, mas os adultos começaram a focar na Maria, que havia recebido a carta. Eles continuaram a encher ela com perguntas sobre quem havia entregue a carta.",仅是如此还好，可大人们竟然又把矛头指向了拿到信的真里亚。一遍又一遍，没完没了地逼问她，是从谁那里拿到的信。,僅是如此還好，可大人們竟然又把矛頭指向了拿到信的真里亞。一遍又一遍，沒完沒了地逼問她，是從誰那裡拿到的信。,"Se fosse stato tutto non sarebbe importato molto, ma gli adulti avevano iniziato a concentrarsi su Maria, che aveva ricevuto la lettera. Continuavano a martellarla con domande su colei che le aveva dato quella lettera.","It wouldn't have mattered so much if that was all, but the adults had then started focusing on Maria, who had received the letter. They kept pounding her with questions about who had given her that letter.","No sería un problema si eso fuera todo, pero los adultos comenzaron a enfocarse en María, quien había recibido la carta. Ellos no paraban de preguntarle quién le había dado esa carta.",ﻟﻜﻦ ﺍﻷﺳﻮﺃ ﻣﻦ ﺫﻟﻚ، ﺃﻥ ﺍﻟﻜﺒﺎﺭ ﻭﺟّﻬﻮﺍ ﺷﻜﻮﻛﻬﻢ ﻧﺤﻮ ﻣﺎﺭﻳﺎ ﺍﻟﻤﺴﻜﻴﻨﺔ، ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻫﻲ ﻣﻦ ﺗﺴﻠّﻤﺖ ﺍﻟﺮﺳﺎﻟﺔ. ﻇﻠﻮﺍ ﻳﺴﺄﻟﻮﻧﻬﺎ ﺑﺈﻟﺤﺎﺡ ﻣﻦ ﺍﻟﺬﻱ ﺃﻋﻄﺎﻫﺎ ﺍﻟﺮﺳﺎﻟﺔ.,"It wouldn't have mattered so much if that was all, but the adults had then started focusing on Maria, who had received the letter. They kept pounding her with questions about who had given her that letter.","It wouldn't have mattered so much if that was all, but the adults had then started focusing on Maria, who had received the letter. They kept pounding her with questions about who had given her that letter.",Hepsi bu kadarla kalsa çok da sorun olmazdı ama yetişkinler daha sonra mektubu teslim alan Maria'ya yoğunlaşmaya başlamışlardı. Mektubu ona kimin verdiğine dair sorularla onu sıkıştırmaya devam ettiler.
,"Maria repeated over and over again that she had gotten it from {f:5:Beatrice}, but there was no way a mysterious person like that could be mixed in with the others on this island.","Maria repeated over and over again that she had gotten it from {f:5:Beatrice}, but there was no way such a mysterious person could've sneaked onto the island. "," Maria repeated over and over again that she had gotten it from Beatrice, but there was no way that such a mysterious person would sneak onto the island.",真里亞は、ベアトリーチェにもらったと何度も繰り返すのだが、そんな謎の人物がこの島に紛れ込んでいるわけもない。,真里亞は、ベアトリーチェにもらったと何度も繰り返すのだが、そんな謎の人物がこの島に紛れ込んでいるわけもない。,"Мария снова и снова повторяла, что она получила его от {f:5:Беатриче}, но не было никакой возможности, чтобы таинственный человек мог проникнуть на остров.","A Maria repetiu diversas vezes que a carta foi entregue pela {f:5:Beatrice}, mas não tem como uma misteriosa pessoa como ela ter se misturado em meio aos outros nessa ilha.",虽然真里亚不断重复回答说，是从贝阿朵莉切那里拿到的，但这个岛上根本就不可能会有这么个神秘人物。,雖然真里亞不斷重複回答說，是從貝阿朵莉切那裡拿到的，但這個島上根本就不可能會有這麼個神秘人物。,"Maria ripeté più e più volte che l'aveva ricevuta da Beatrice, ma in nessun modo una persona così misteriosa si sarebbe potuta introdurre nell'isola.","Maria repeated over and over again that she had gotten it from {f:5:Beatrice}, but there was no way a mysterious person like that could be mixed in with the others on this island.","María repitió una y otra vez que la había obtenido de {f:5:Beatrice}, pero era difícil creer que tan misteriosa persona hubiera estado presente entre todos los demás en esta isla.",ﻛﺮّﺭﺕ ﻣﺎﺭﻳﺎ ﻣﺮﺍﺭًﺍ ﻭﺗﻜﺮﺍﺭًﺍ ﺃﻧﻬﺎ ﺗﻠﻘّﺘﻬﺎ ﻣﻦ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻟﻜﻦ ﻻ ﺳﺒﻴﻞ ﺃﻥ ﻳﻜﻮﻥ ﺷﺨﺺٌ ﻏﺎﻣﺾٌ ﻛﻬﺬﺍ ﻣﺨﺘﻠﻄًﺎ ﺑﻴﻦ ﺍﻵﺧﺮﻳﻦ ﻓﻲ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ.,"Maria repeated over and over again that she had gotten it from {f:5:Beatrice}, but there was no way a mysterious person like that could be mixed in with the others on this island.","Maria repeated over and over again that she had gotten it from {f:5:Beatrice}, but there was no way a mysterious person like that could be mixed in with the others on this island.","Maria mektubu {f:5:Beatrice}'den aldığını defalarca tekrarladı, ama böyle gizemli bir kişinin bu adadaki diğer insanların arasına karışmış olması mümkün değildi."
,"...After all, this is a small island where no one lives except the Ushiromiya family.","...After all, this island's small, and there's no one living on it outside the Ushiromiya family household. ","...In any event, this was a small island where no one lived outside the Ushiromiya family.",…何しろここは、右代宮家以外誰も住まない小さな島なのだから。,…何しろここは、右代宮家以外誰も住まない小さな島なのだから。,"...В любом случае, это был маленький остров, на котором, помимо семьи Уширомия, больше никто не проживал.","...Afinal, esta é uma pequena ilha onde vive apenas a família Ushiromiya.",…毕竟，这可是除右代宫家以外没人住的小岛啊。,…畢竟，這可是除右代宮家以外沒人住的小島啊。,"... In ogni caso, questa è solo una piccola isola in cui nessuno oltre alla famiglia Ushiromiya vive.","...After all, this is a small island where no one lives except the Ushiromiya family.","... Después de todo, esta es una pequeña isla donde no vive nadie más que la familia Ushiromiya.",...ﻓﻔﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻫﺬﻩ ﺟﺰﻳﺮﺓٌ ﺻﻐﻴﺮﺓ ﻻ ﻳﻌﻴﺶ ﻓﻴﻬﺎ ﺃﺣﺪ ﺳﻮﻯ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ.,"...After all, this is a small island where no one lives except the Ushiromiya family.","...After all, this is a small island where no one lives except the Ushiromiya family.","...Sonuçta, burası Ushiromiya ailesi dışında kimsenin yaşamadığı küçük bir ada."
,"Maria kept repeating that she had gotten it from {f:5:Beatrice}, no matter how many times she was asked.",Maria kept repeating that she'd gotten it from {f:5:Beatrice} no matter how many times she was asked. ," Maria kept repeating that she had gotten it from Beatrice no matter how many times she was asked.",真里亞は何度聞かれてもベアトリーチェにもらったと繰り返すだけ。,真里亞は何度聞かれてもベアトリーチェにもらったと繰り返すだけ。,"Мария продолжала повторять, что получила его от {f:5:Беатриче}, сколько бы раз её не спрашивали.","A Maria continuou a repetir que ela havia recebido da {f:5:Beatrice}, não importando quantas vezes fosse perguntado.",不管问真里亚多少次，她都只是重复回答着，是从贝阿朵莉切那里拿到的。,不管問真里亞多少次，她都只是重複回答著，是從貝阿朵莉切那裡拿到的。,Maria continuò a ribadire che l'aveva presa da Beatrice per quante volte glielo chiedessero.,"Maria kept repeating that she had gotten it from {f:5:Beatrice}, no matter how many times she was asked.","María no paraba de repetir que {f:5:Beatrice} le había dado la carta, sin importar cuántas veces se lo preguntaran.",ﻇﻠﺖ ﻣﺎﺭﻳﺎ ﺗﻜﺮﺭ ﺃﻧﻬﺎ ﺣﺼﻠﺖ ﻋﻠﻴﻬﺎ ﻣﻦ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺑﻐﺾ ﺍﻟﻨﻈﺮ ﻋﻦ ﻋﺪﺩ ﺍﻟﻤﺮﺍﺕ ﺍﻟﺘﻲ ﺳُﺌﻠﺖ ﻓﻴﻬﺎ...,"Maria kept repeating that she had gotten it from {f:5:Beatrice}, no matter how many times she was asked.","Maria kept repeating that she had gotten it from {f:5:Beatrice}, no matter how many times she was asked.",Maria kendisine defalarca sorulmasına rağmen mektubu {f:5:Beatrice}'den aldığını söylemeye devam etti.
,"It seemed that the adults felt that she was trying to trick them, so they didn't hold back, and questioned her until she broke out in tears...","The adults seemed to think she was trying to trick them, so they didn't hold back and questioned her until she broke out in tears... "," It seemed that the adults felt that she was trying to trick them, so they didn't hold back and questioned her until she broke out in tears...",それを大人たちは、誤魔化していると感じたらしく、彼女が泣き出すまで詰問を決して緩めようとはしなかった…。,それを大人たちは、誤魔化していると感じたらしく、彼女が泣き出すまで詰問を決して緩めようとはしなかった…。,"Взрослые же, по‐видимому, считали, что она пытается их обмануть, и поэтому они не отставали и допрашивали её, пока она не расплакалась...","Parecia que os adultos sentiam que ela estava tentando enganá‐los, por isso eles não se contiveram, e continuaram a perguntar até que ela começar a chorar...",大人们似乎感觉这么说是在搪塞他们，直到她哭出来之前，都没有放松过逼问…。,大人們似乎感覺這麼說是在搪塞他們，直到她哭出來之前，都沒有放鬆過逼問…。,"Sembrava che gli adulti pensassero che volesse prenderli in giro, quindi non si posero freni e le fecero domande finché non scoppiò a piangere...","It seemed that the adults felt that she was trying to trick them, so they didn't hold back, and questioned her until she broke out in tears...","Al parecer, los adultos pensaban que María intentaba engañarlos, por lo que la interrogaron sin piedad hasta que no pudo soportarlo más y rompió en llanto...",ﺑﺪﺍ ﺃﻥ ﺍﻟﻜﺒﺎﺭ ﻳﻌﺘﻘﺪﻭﻥ ﺃﻧﻬﺎ ﻛﺎﻧﺖ ﺗﺤﺎﻭﻝ ﺧﺪﺍﻋﻬﻢ، ﻟﺬﻟﻚ ﻟﻢ ﻳﺘﺮﺍﺟﻌﻮﺍ ﻋﻦ ﺳﺆﺍﻟﻬﺎ ﺣﺘﻰ ﺍﻧﻔﺠﺮﺕ ﺑﺎﻛﻴﺔً...,"It seemed that the adults felt that she was trying to trick them, so they didn't hold back, and questioned her until she broke out in tears...","It seemed that the adults felt that she was trying to trick them, so they didn't hold back, and questioned her until she broke out in tears...","Yetişkinler Maria'nın kendilerini kandırmaya çalıştığını düşünmüş olacaklar ki geri adım atmadılar, ve Maria gözyaşlarına boğulana kadar onu sorgulamaya devam ettiler..."
,"By the time Maria was released, she had cried herself to the point of exhaustion.","When Maria was released, she sobbed, all worn out from crying. "," When Maria was released, she sobbed, all worn out from crying.",真里亞は解放された時、泣き疲れてぐったりしていた。,真里亞は解放された時、泣き疲れてぐったりしていた。,"Когда Марию отпустили, она всхлипывала, вся измотанная от плача.","Com o tempo, a ela acabou sendo liberada e chorou ao ponto de ficar exausta.",真里亚得到解放的时候，整个人都已经哭得精疲力竭了。,真里亞得到解放的時候，整個人都已經哭得精疲力竭了。,"Quando Maria fu lasciata in pace, singhiozzò, esausta dal pianto.","By the time Maria was released, she had cried herself to the point of exhaustion.","Cuando por fin dejaron a María, ella estaba sollozando, toda desgastada por el llanto.",ﻭﻋﻨﺪﻣﺎ ﺃُﻃﻠِﻖ ﺳﺮﺍﺣﻬﺎ، ﻛﺎﻧﺖ ﻗﺪ ﺑﻜﺖ ﺣﺘﻰ ﺃُﻧﻬِﻜﺖ ﺗﻤﺎﻣًﺎ.,"By the time Maria was released, she had cried herself to the point of exhaustion.","By the time Maria was released, she had cried herself to the point of exhaustion.","Maria rahat bırakıldığında, bitkin düşmüş bir halde hüngür hüngür ağlıyordu."
,"Our parents ordered us to go to the guesthouse and take Maria with us, then shut themselves up in the dining hall, and started getting louder and louder as they discussed the inheritance.","After our parents ordered us to go to the guesthouse and take Maria with us, they shut themselves up in the dining hall and started getting louder and louder as they discussed the inheritance. "," After our parents ordered us to go to the guesthouse and take Maria with us, they shut themselves up in the dining hall, and started getting louder and louder as they discussed the inheritance.",親たちは、真里亞を連れてゲストハウスに行っていろと一方的に命じると、自分たちは食堂に閉じこもり、ますますに遺産の話で盛り上がるのだった。,親たちは、真里亞を連れてゲストハウスに行っていろと一方的に命じると、自分たちは食堂に閉じこもり、ますますに遺産の話で盛り上がるのだった。,"После того, как наши родители велели нам идти в домик для гостей и взять Марию с собой, они заперлись в обеденном зале и начали всё громче и громче обсуждать наследство.","Nossos pais nos mandaram ir para a casa de hóspedes e levar a Maria junto, se trancaram na sala de jantar e começaram a discutir cada vez mais alto sobre a herança.",长辈们单方面地向我们命令完“将真里亚带到宾馆去”，就关起餐厅门，更加热烈地讨论起了遗产的事。,長輩們單方面地向我們命令完“將真里亞帶到賓館去”，就關起餐廳門，更加熱烈地討論起了遺產的事。,"Dopo che i nostri genitori ci ordinarono di andare alla casa degli ospiti insieme a Maria, si rinchiusero nella sala da pranzo, e iniziarono a parlare sempre più forte discutendo sull'eredità.","Our parents ordered us to go to the guesthouse and take Maria with us, then shut themselves up in the dining hall, and started getting louder and louder as they discussed the inheritance.","Después de que nuestros padres nos ordenaran irnos a la casa de huéspedes y llevarnos a María con nosotros, se encerraron en el comedor y comenzaron a discutir ruidosamente sobre la herencia.",ﺑﻌﺪ ﺃﻥ ﺃﻣﺮﻧﺎ ﺁﺑﺎﺀﻧﺎ ﺑﺎﻟﺬﻫﺎﺏ ﺇﻟﻰ ﻣﻨﺰﻝ ﺍﻟﻀﻴﺎﻓﺔ ﻭﺃﻥ ﻧﺄﺧﺬ ﻣﺎﺭﻳﺎ ﻣﻌﻨﺎ، ﺃﻏﻠﻘﻮﺍ ﻋﻠﻰ ﺃﻧﻔﺴﻬﻢ ﻓﻲ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ ﻭﺑﺪﺃﺕ ﺃﺻﻮﺍﺗﻬﻢ ﺗﻌﻠﻮﺍ ﻭﻫﻢ ﻳﻨﺎﻗﺸﻮﻥ ﺍﻟﻤﻴﺮﺍﺙ.,"Our parents ordered us to go to the guesthouse and take Maria with us, then shut themselves up in the dining hall, and started getting louder and louder as they discussed the inheritance.","Our parents ordered us to go to the guesthouse and take Maria with us, then shut themselves up in the dining hall, and started getting louder and louder as they discussed the inheritance.","Ailelerimiz bize Maria'yı da yanımıza alarak konukevine gitmemizi söyledikten sonra yemek salonuna kapandılar, ve gittikçe artan ses tonlarıyla miras konusunu tartışmaya başladılar."
,"It seemed that, because of that strange letter, the possibility had arisen that Uncle Krauss's ability to become the next head could be returned to a blank slate, and in exchange for accepting him, my dad and the rest were trying to swindle Uncle Krauss out of a lot of money...or something like that.","It seemed that, because of that strange letter, Uncle Krauss's chances of becoming the next Head might've been reduced to a blank slate, and in exchange for accepting him, my dad and the rest were trying to swindle Uncle Krauss out of a lot of money...or something like that. "," It seemed that, because of that strange letter, the possibility had appeared that Krauss oji-san's ability to become the next head had been reduced to a blank slate, and in exchange for accepting him, my dad and the rest were trying to swindle Krauss oji-san out of a lot of money..., something like that.",どうやら、おかしな手紙のせいで、蔵臼伯父さんが次の当主になるという話が白紙に戻る可能性が出てきていて、それを認める見返りに親父たちが蔵臼伯父さんから大金をせしめる…、みたいな感じのようだった。,どうやら、おかしな手紙のせいで、蔵臼伯父さんが次の当主になるという話が白紙に戻る可能性が出てきていて、それを認める見返りに親父たちが蔵臼伯父さんから大金をせしめる…、みたいな感じのようだった。,"Получалось так, что это странное письмо привнесло возможность низвести становление дяди Краусса следующим главой семьи, и в обмен на признание его главой, мой отец и остальные пытались развести дядю Краусса на большое количество денег... Ну, или что‐то в этом роде.","Parecia que, por causa daquela estranha carta, surgiu a possibilidade do tio Krauss não se tornar mais o chefe por meio da sucessão direta. E para aceitar isso, meu pai, junto aos outros, estão tentando barganhar uma grande quantia de dinheiro com o tio Krauss...ou algo assim.",看起来，因为那封怪信，藏臼伯父成为下任当主的事出现了化为乌有的可能，老爸他们在以承认由他做当主为条件，逼迫藏臼伯父交出一大笔钱…，貌似就是这种感觉。,看起來，因為那封怪信，藏臼伯父成為下任當主的事出現了化為烏有的可能，老爸他們在以承認由他做當主為條件，逼迫藏臼伯父交出一大筆錢…，貌似就是這種感覺。,"Sembrava che, a causa di quella strana lettera, Krauss potesse perdere la possibilità di diventare il prossimo capofamiglia, e affinché lo accettassero come tale, mio Padre e gli altri stavano cercando di estorcergli un mucchio di denaro... o qualcosa di questo tipo.","It seemed that, because of that strange letter, the possibility had arisen that Uncle Krauss's ability to become the next head could be returned to a blank slate, and in exchange for accepting him, my dad and the rest were trying to swindle Uncle Krauss out of a lot of money...or something like that.","Parecía que, por culpa de esa extraña carta, surgía la posibilidad de que el tío Krauss ya no fuese el próximo líder, y a cambio de reconocerlo, mi papá y el resto estuvieron tratando de sacarle un montón de dinero... o algo parecido.",ﻋﻠﻰ ﻣﺎ ﻳﺒﺪﻭ ﻭﺑﺴﺒﺐ ﺗﻠﻚ ﺍﻟﺮﺳﺎﻟﺔ ﺍﻟﻐﺮﻳﺒﺔ، ﺃﺻﺒﺢ ﻣﻦ ﺍﻟﻤﺤﺘﻤﻞ ﺃﻥ ﻳُﻠﻐﻰ ﺗﻌﻴﻴﻦ ﺍﻟﻌﻢ ﻛﺮﺍﻭﺱ ﻛﻮﺭﻳﺚ ﻟﻠﻌﺎﺋﻠﺔ، ﻭﻓﻲ ﻣﻘﺎﺑﻞ ﻗﺒﻮﻟﻬﻢ ﻋﻠﻰ ﺃﺧﺬﻩ ﻟﻠﺮﺋﺎﺳﺔ، ﻛﺎﻥ ﻭﺍﻟﺪﻱ ﻭﺍﻟﺒﺎﻗﻮﻥ ﻳﺤﺎﻭﻟﻮﻥ ﺧﺪﺍﻉ ﺍﻟﻌﻢ ﻛﺮﺍﻭﺱ ﻟﻠﺤﺼﻮﻝ ﻋﻠﻰ ﺍﻟﻤﺎﻝ.,"It seemed that, because of that strange letter, the possibility had arisen that Uncle Krauss's ability to become the next head could be returned to a blank slate, and in exchange for accepting him, my dad and the rest were trying to swindle Uncle Krauss out of a lot of money...or something like that.","It seemed that, because of that strange letter, the possibility had arisen that Uncle Krauss's ability to become the next head could be returned to a blank slate, and in exchange for accepting him, my dad and the rest were trying to swindle Uncle Krauss out of a lot of money...or something like that.","Görünene göre, o esrarengiz mektup yüzünden Krauss Amca'nın bir sonraki Reis olma şansı sıfıra inmiş olabilirdi, ve onu kabul etmeleri karşılığında Babam ve diğerleri Krauss Amca'dan yüklü miktarda para koparmaya çalışıyorlardı...gibi bir şey."
,"Jessica and I, both astonished, were happy to move over to the guesthouse.","Disgusted as we were, Jessica and I were happy to move over to the guesthouse. "," Astonished as we were, Jessica and I were happy to move over to the guesthouse.",憮然とした俺と朱志香は、喜んでゲストハウスへ移動することにした。,憮然とした俺と朱志香は、喜んでゲストハウスへ移動することにした。,"Как бы поражены мы ни были, Джессика и я были рады уйти в домик для гостей.","A Jessica e eu, ambos indignados, ficamos felizes em ir para a casa de hóspedes.",心灰意冷的我与朱志香，欣然听命去了宾馆。,心灰意冷的我與朱志香，欣然聽命去了賓館。,"Esterrefatti, io e Jessica eravamo felici di andare nella casa degli ospiti.","Jessica and I, both astonished, were happy to move over to the guesthouse.","Jessica y yo estábamos conmocionados, pero aun así, estuvimos encantados de irnos a la casa de huéspedes.",ﺻُﺪﻣﻨﺎ ﺃﻧﺎ ﻭﺟﻴﺴﻴﻜﺎ ﻣﻦ ﺗﺼﺮﻓﺎﺗﻬﻢ، ﻟﻜﻨﻨﺎ ﺳُﻌﺪﻧﺎ ﺑﺎﻟﺬﻫﺎﺏ ﺇﻟﻰ ﻣﻨﺰﻝ ﺍﻟﻀﻴﺎﻓﺔ.,"Jessica and I, both astonished, were happy to move over to the guesthouse.","Jessica and I, both astonished, were happy to move over to the guesthouse.",Tiksinti içinde olduğumuz için Jessica ve ben konukevine geçmekten mutluyduk.
,"We didn't want to be under the same roof as those filthy adults, their heads so filled with thoughts about money.","We didn't want to be under the same roof as those filthy adults, their heads so filled with thoughts about money. "," We didn't want to be under the same roof as those filthy adults, their heads so filled with thoughts about money.",カネのことで頭がいっぱいの、汚い大人たちと同じ屋根の屋敷にいたくなかったのだ。,カネのことで頭がいっぱいの、汚い大人たちと同じ屋根の屋敷にいたくなかったのだ。,"Мы не желали находиться под одной крышей с этими отвратительными взрослыми, чьи головы были забиты лишь мыслями о деньгах.","Nós não queríamos ficar sob o mesmo teto que aqueles adultos imundos, com suas cabeças preenchidas por pensamentos relacionados a dinheiro.",我们可不想与满脑子都是钱的肮脏大人们待在同一个屋檐下。,我們可不想與滿腦子都是錢的骯髒大人們待在同一個屋檐下。,"Non volevamo stare sotto lo stesso tetto di quegli sporchi adulti, con le loro teste piene di pensieri sui soldi.","We didn't want to be under the same roof as those filthy adults, their heads so filled with thoughts about money.","No queríamos estar bajo el mismo techo que esos avaros adultos, obsesionados únicamente con el dinero.",ﻟﻢ ﻧﻌﺪ ﻧﺤﺘﻤﻞ ﺍﻟﺒﻘﺎﺀ ﺗﺤﺖ ﻧﻔﺲ ﺍﻟﺴﻘﻒ ﻣﻊ ﺃﻭﻟﺌﻚ ﺍﻟﻜﺒﺎﺭ ﺍﻟﺬﻳﻦ ﺗﺤﺮﻛﻬﻢ ﺍﻷﻣﻮﺍﻝ ﻓﻘﻂ.,"We didn't want to be under the same roof as those filthy adults, their heads so filled with thoughts about money.","We didn't want to be under the same roof as those filthy adults, their heads so filled with thoughts about money.",Kafaları parayla ilgili düşüncelerle dolu o pislik yetişkinlerle aynı çatı altında olmak istemiyorduk.
