Speaker,Steam (ST)
Ushiromiya Kinzo,"""Go. From the moment Battler showed his answer, my spirit had already escaped from this room."" "
,"Kinzo's form became a cloud of gold butterflies and disappeared. The closed room barrier had dissolved, and the power that denies magic had scattered. "
,Beato ran towards the window. ...That was the only exit from the closed room of this witch hunt. 
,"After glancing at the Chiester Sisters and the subordinates of the Inquisitor of Heresy, she readied her wound-covered body and ran towards the window, just like Battler had done. "
,She looked like Cinderella running as she heard the bell toll. 
Furudo Erika,"""Th-There's no way we'll let you escape, {f:5:Beatrice}, Illusion of the Witch!!"" "
,"Erika flew at Beato, trying to latch on to Beato as she dashed, but it was like trying to catch smoke, and she landed face first on the floor. "
,"...There's no way a Human could catch a witch. For one such as her, without love, even touching Beato was impossible...! "
Furudo Erika,"""Chiester Corps, shoot the witch! Shoot her dead!!"" "
Chiester00,"""Alignment conflict. Unable to fire."" "
Gertrude,"""Allow me to speak. I have no barrier prepared that can block Battler's blue truth."" "
,Both Chiester 00 and Gertrude spoke with unbelievably calm voices. 
Furudo Erika,"""N-No one can stop them? Not Battler? Not Kinzo? Not {f:5:Beatrice}?! If these guys manage to escape, ...m- my closed room, my theory...!! "
Furudo Erika,"I'm... ...the detective, ...Furudo...Erika... kkggghhhaaaaaaaaaaaggghhgh! Gyaaaaaaaaaaggghhhaaaaaaaaaaaaaaaahhhhhh!!!"" "
,"Erika crouched, screaming and clutching at her head. "
Ushiromiya Battler,"""The great Golden Witch isn't gonna be defeated by something like that geezer's grubby study!! It's still just the first twilight! I'll teach these newcomers that your game isn't that easy!!"" "
,"Just like Battler, Beato also...flew. "
,She drifted down through the rain treasure box world into Battler's chest. 
,...Battler caught her with both arms as though catching a feather from an angel. 
,"It was like a knight catching a princess who had been locked up in a tower, ......like a beautiful picture of a scene in some fairy tale... "
Gaap,""".........Crap, I think I'm in love. ...Are all the Ushiromiya Family Heads like this?"" "
Ronove,"""If you were to write down the unprecedented feats of Ushiromiya Kinzo, ......you would probably have an uproarious tale longer than all the grimoires in the study put together. It seems the tale of the next Head will be worth writing down as well. In fact, it already is being written. It's already a very, very long tale. ......Pu ku ku ku."" "
,"The demons giggled on top of the roof, holding umbrellas. Then, they quietly looked down over the two in the courtyard. "
{f:5:Beatrice},"""H-Hahhahhahahahahahaha... ...You're...not bad at all..."" "
Ushiromiya Battler,"""I guess all your games've toughened me up."" "
,"In shock, Beato...actually praised Battler as he held her in his arms. "
,Battler laughed in his usual carefree way... 
Furudo Erika,"""......Th- This is...... impossible, ...impossible!!"" "
,"Erika looked down from the window and clenched her teeth, still clutching at her head. "
,"Still holding Beato in his arms, Battler grinned back. "
Ushiromiya Battler,"""Erika."" "
Furudo Erika,"""...Wh-What...?"" "
Ushiromiya Battler,"""I'm not giving the riddle of the Golden Witch to you. I'll solve it. ...That riddle belongs to the two of us. Right, Beato?"" "
{f:5:Beatrice},"""I-Indeed...! My riddle is...yo......yo......"" "
Ushiromiya Battler,"""Yo?"" "
,"When Battler laughed evilly, Beato's face turned uncharacteristically red, but even so, she spoke while laughing loudly. "
{f:5:Beatrice},"""My riddle is... yo...yours... ...yours alone...!! Ushiromiya Battler! I won't let anyone else solve it...!!"" "
Ushiromiya Battler,"""Heheh, listen to her, saying something like that...!!"" "
,"Battler snorted, amused that Beato had said something so out of character. "
,"And, still holding Beato in his arms, he spun around in a kind of waltz. "
,The falling gems of rain celebrated their victory over this trial... 
Furudo Erika,"""......He jumped down from the third story...? ...And he's all right...? He jumped down...and escaped from the closed room...? Th-This is ridiculous... This isn't reasoning...... It's insane!!"" "
,"If Battler had at least been seriously injured and writhing in the mud, ...Erika might still have had some ground to stand on. "
,She might've been able to claim that Kinzo couldn't have jumped down with his old body and gotten away unscathed. 
,"...However, Battler stood calmly in the courtyard, looking up at Erika with the dignity of the victor. "
Furudo Erika,"""Everyone, I...I'll ask one more time. ...This is...impossible, right? There's no way a Human could jump down from a third story and land unharmed...!! "
Furudo Erika,"Isn't that right, everyone...?! Much less Kinzo-san jumping down from the third floor at his age!! This isn't reasoning!!"" "
,"Erika tried to get everyone's agreement and somehow turn things around, ...but their responses were no different from how they'd been a short while ago. "
Nanjo Terumasa,"""No, it would be possible for Kinzo-san."" "
Ushiromiya Rudolf,"""I wouldn't put it past Father."" "
Ushiromiya Eva,"""This is Father we're talking about..."" "
Ushiromiya Hideyoshi,"""There's plenty of crazy stories about that man. Somethin' like this wouldn't surprise me a bit."" "
Furudo Erika,"""Wh-What......?!! I-Is there something wrong with your heads, with your brains, people?!?!"" "
Ushiromiya Kyrie,"""At any rate, ...it looks like your closed room argument wasn't perfect."" "
Furudo Erika,"""Ah, ...gggrrrrrrrrggh...!!"" "
,"Not only the servants, but the family members also agreed. "
,They all agreed that there was nothing strange about Kinzo jumping down from a third floor window. 
,J-Just who in the world...is this Ushiromiya Kinzo person...?!! 
{f:5:Beatrice},"""Well, I'll give you 60 points... Kinzo would've done it with a bit more flash in his younger days. It needs some more tweaking."" "
Ushiromiya Battler,"""Oh, and how much should it be tweaked?"" "
{f:5:Beatrice},"""W-Well... Umm, ...h-he might have jumped down with me in h-his arms!"" "
Ushiromiya Battler,"""Got it. Next time, I'll do that."" "
{f:5:Beatrice},"""...I-If you think you can, just you try..."" "
,"Beato's voice grew very faint, and she gulped. "
,"Then, her body suddenly crumbled away into a cloud of gold butterflies. "
,"That was because many people had rushed up to the window, and she was being bathed with gazes filled with the anti-magic toxin. "
,Beato's body became invisible to them and melted into the air... 
,"So to their eyes, it appeared that Battler was standing all alone out in the courtyard... "
Ushiromiya Rudolf,"""Battleeeeeeeeer!! You okaaaaaaaaay?!!"" "
Shannon,"""I-It looks like he's fine...! Thank goodness!"" "
Dlanor,"""...I have {f:5:lost}... ...In that case, for the benefit of those people in the study as well, ...deliver your final blow to {f:5:me}. Use your final blue truth to show how Kinzo escaped from the closed room of that {f:5:study}."" "
,There was no pain in Dlanor's expression. ...Pleasure and pain never showed up on her face in the first place. 
,"However, she was only barely able to rise to her feet, using her longsword as a crutch, so it was easy to guess at how heavily she'd been damaged. "
,"And, despite her lack of an expression, you could tell that this was a loss she could accept. "
,Battler and Dlanor turned to face each other. 
Ushiromiya Battler,"""Here I go."" "
Dlanor,"""Yes, {f:5:come}. ........."" "
,"As though readying herself, Dlanor quietly closed her eyes, but she still stood tall and maintained her air of dignity. "
Ushiromiya Battler,"""This is my blue truth."" "
,The blue power gathered. ...Battler slowly approached Dlanor. 
,"Then, he faced the rainy sky and yelled out the blue truth. "
Ushiromiya Battler,"""{p:2:Ushiromiya Kinzo escaped from the study through the window when Aunt Natsuhi couldn't see him. Aunt Natsuhi didn't notice and locked the window. This way, Aunt Natsuhi can see Grandfather go to bed at eleven o'clock and Grandfather can escape from the study without contradicting the lock of the window or the door sealed by the receipt. I proved through my demonstration that this escape was physically possible. Therefore, this battle is over}!!"" "
,"The blue wedge flashed through the courtyard along with a blue bolt of lightning, roaring down towards Dlanor's forehead as she stared up at the sky. "
Dlanor,""".........!"" "
Ushiromiya Battler,"""......Beato's game isn't forgiving. It's doubtful whether the classic patterns of the mystery genre even work here. Your swordsmanship isn't bad, but you ought to be a bit more flexible in your thinking."" "
,...A massive blue wedge that looked like a pillar...was above Dlanor's forehead... ...and had stopped with its tip just slightly touching her. 
,It didn't run her through. 
,...It made no mark larger than being poked with a pencil. 
,"When Battler snapped his fingers, the blue wedge shattered and became a shower of translucent gems... ...no, drops of rain that poured down over the courtyard. Dlanor sat down in a dazed sort of way... "
,"Amidst the thunder and rain, "
,the Successor to the Ushiromiya Family Headship faced the people staring down from the study... and spread his arms wide... 
Ushiromiya Battler,"""......Welcome to Beato's and my game. Welcome, Furudo Erika...!"" "
Furudo Erika,"""Ahhaha, ...... ......Ahhahhahha, kahhahhahhahha...!! How amusing, Ushiromiya Battler...! <Good>, truly <good>...!! Ahhahhahahahahahahahahahahahahahahaha...!! I'll chew it to bits, this riddle of the witch...!! All the way deep into its guts while it's still alive!! Ahhahhahhahhahhahahahahehyahhahahahha!!"" "
,"Battler and Beato both looked calmly up at Erika, who couldn't contain her evil laugh... "
{f:5:Lambdadelta},"""Ohhohohohohohohoho, ooohohohohohohohohyahhyaaaahhh!! Ah, this is good stuff!! Erika, that was so laaaame, ehihhahhahahahahahahahaha!!"" "
Furudo Erika,"""Nnn...nnnggyaaah...... L-Lady {f:5:Bernkastel}, ...m-my apolo...gies..."" "
{f:5:Bernkastel},"""That look on your face. ...It's so incredibly laughable that I'd like to smash it and put a frame around it. *giggle*giggle*giggle*giggle*, my double is so...pathetic, pathetic, lame, lame, heheheheheheheehehehehihhhihihihihihhihahahyhahahahahahaha!!"" "
,"Bathed in the sneers of {f:5:Bernkastel}, a being who was like a mother to her, ...Erika was so ashamed that it looked as though she'd chew her lower lip to pieces... "
Furudo Erika,"""...Someday, ...I'll definitely... ...definitely...... Gwaaaaaaahhh...!! Ushiromiya Battler... ...{f:5:Beatrice}... ...Ushiromiya... ......Natsuhiiiiiiiiiii... ...iihhihihihihihihihihi...!! Hihyahhahahahahahahaahahaaah!!"" "
Ushiromiya Battler,"""This riddle is ours. ...I won't let anyone get in the way, ...{f:5:Beatrice}!!"" "
{f:5:Beatrice},"""...Y-Yes!"" "
